click,0,0,142.0,223.0,22483763,142.0,223.0,22483936,1536915409330,1536915409717
click,180.0,233.5,202.0,229.0,22484523,202.0,229.0,22484672,1536915410067,1536915410460
click,180.0,181.5,203.0,187.0,22485217,203.0,187.0,22485357,1536915410751,1536915411117
click,225.0,259.5,230.0,263.0,22485955,230.0,263.0,22486083,1536915411479,1536915411879
click,225.0,311.5,249.0,308.0,22486763,249.0,308.0,22486842,1536915412236,1536915412579
click,225.0,103.5,250.0,81.0,22487428,250.0,97.0,22487589,1536915412985,1536915413344
click,135.0,103.5,135.0,88.0,22488123,135.0,88.0,22488262,1536915413657,1536915414032
click,90.0,77.5,96.0,81.0,22488807,96.0,81.0,22488946,1536915414342,1536915414723
click,315.0,155.5,326.0,162.0,22489480,326.0,162.0,22489618,1536915415013,1536915415396
click,90.0,181.5,91.0,165.0,22490153,91.0,165.0,22490259,1536915415654,1536915416048
click,45.0,259.5,57.0,268.0,22490901,57.0,268.0,22491018,1536915416413,1536915416798
click,225.0,207.5,237.0,247.0,22492066,229.0,231.0,22492204,1536915417600,1536915417997
click,90.0,129.5,88.0,109.0,22493807,88.0,109.0,22493945,1536915419339,1536915419736
click,45.0,155.5,55.0,161.0,22494481,55.0,161.0,22494639,1536915420034,1536915420408
click,180.0,77.5,200.0,72.0,22495196,200.0,72.0,22495336,1536915420730,1536915421108
click,180.0,25.5,188.0,39.0,22495902,188.0,39.0,22496039,1536915421434,1536915421809
click,315.0,103.5,304.0,118.0,22496648,304.0,118.0,22496691,1536915422086,1536915422469
click,135.0,51.5,140.0,59.0,22497269,140.0,59.0,22497408,1536915422803,1536915423210
click,180.0,285.5,192.0,274.0,22498049,192.0,274.0,22498198,1536915423593,1536915423970
click,135.0,103.5,141.0,123.0,22498722,131.0,109.0,22498872,1536915424267,1536915424634
click,180.0,129.5,170.0,131.0,22499460,186.0,123.0,22499619,1536915425017,1536915425378
click,180.0,233.5,206.0,257.0,22500218,206.0,257.0,22500378,1536915425773,1536915426144
click,315.0,207.5,294.0,217.0,22500859,294.0,217.0,22501008,1536915426403,1536915426779
click,270.0,181.5,254.0,188.0,22501500,280.0,199.5,22501648,1536915427046,1536915427437
click,135.0,51.5,135.0,54.0,22505592,135.0,54.0,22505753,1536915431148,1536915431534
click,225.0,311.5,220.0,308.0,22506423,220.0,308.0,22506521,1536915431915,1536915432287
