0,1,0,NaN,NaN,NaN,NaN,0,0,0
0,2,0,NaN,NaN,NaN,NaN,0,0,0
0,3,0,NaN,NaN,NaN,NaN,0,0,0
0,4,0,NaN,NaN,NaN,NaN,0,0,0
0,5,0,NaN,NaN,NaN,NaN,0,0,0
1,1,6,0.18525,0.312,1.1069,0.16426,8.9809,191.8,206
1,2,0,NaN,NaN,NaN,NaN,0,0,0
1,3,2,0.762,0.7,0.48105,0.13984,46.486,141.38,157.69
1,4,9,0.71429,0.66475,0.60239,0.15704,59.9,105.98,138.28
1,5,10,0.6336,0.6714,0.75418,0.29435,80.145,127.37,132.26
3,1,10,0.18414,0.19714,0.70244,0.4886,0.64773,185.87,172.2
3,2,0,NaN,NaN,NaN,NaN,0,0,0
3,3,0,NaN,NaN,NaN,NaN,0,0,0
3,4,6,0.87,0.5485,0.42128,0.14246,-19.009,130.06,102.73
3,5,12,0.58113,0.61457,0.84594,0.5686,-16.765,-141.09,106.91
4,1,8,0.23,0.256,1.5151,0.52767,113.17,176.24,191.58
4,2,2,0.905,0.99,0.15128,0.13626,10.596,115.83,116.81
4,3,0,NaN,NaN,NaN,NaN,0,0,0
4,4,0,NaN,NaN,NaN,NaN,0,0,0
4,5,2,0.821,0.617,0.70013,1.0484,40.151,217.69,218.95
5,1,0,NaN,NaN,NaN,NaN,0,0,0
5,2,0,NaN,NaN,NaN,NaN,0,0,0
5,3,0,NaN,NaN,NaN,NaN,0,0,0
5,4,0,NaN,NaN,NaN,NaN,0,0,0
5,5,0,NaN,NaN,NaN,NaN,0,0,0
6,1,7,0.17833,0.6976,0.6907,0.40008,-194.69,5.1925,-3.4252
6,2,9,0.82771,0,0.52449,0.10835,-67.288,13.814,-18.261
6,3,6,0.7035,2.37,0.43674,0.18782,-87.695,33.696,18.833
6,4,6,0.567,1.521,0.30867,0.2372,-76.807,165.26,127.92
6,5,31,0.67555,0.32533,0.75273,0.52872,-137.1,-148.04,27.066
7,1,11,0.214,0.51389,0.634,0.15203,-181.23,158.4,178.98
7,2,24,1.0281,0.2945,0.2719,0.096392,-57.04,-72.139,102.36
7,3,6,0.6375,0.31575,0.37979,0.22602,-84.437,98.096,97.929
7,4,5,0.642,0,0.47177,0.071499,-63.958,-124.06,130.67
7,5,17,0.6922,0,0.5975,0.42824,-162.29,186.63,123.57
8,1,14,0.20885,0.53378,0.77797,0.21331,31.25,194,184.17
8,2,3,0.934,0.944,0.29187,0.14007,26.349,-182.6,170.21
8,3,8,0.636,0.6855,0.29659,0.19899,11.409,-140.93,148.56
8,4,15,0.87225,0.7949,0.47722,0.18141,38.105,147.85,157.5
8,5,9,0.57033,0.642,0.38757,0.26001,1.6752,-116.32,173.02
9,1,9,0.17929,1.1113,0.54127,0.2687,-213.18,18.959,14.826
9,2,5,0.769,0,0.20619,0.1152,-66.251,18.665,15.212
9,3,8,0.83483,0.35775,0.31164,0.14205,-92.747,27.208,23.554
9,4,5,0.9355,2.256,0.49628,0.20196,-95.539,18.978,-4.3114
9,5,13,0.87433,2.1961,0.59157,0.29886,-142.24,63.868,57.939
10,1,6,0.43625,0.4684,0.6945,0.17904,-167.06,176.38,217.88
