7,2,3.4328,0.64077,0.60384,61.4,-41.988,-216.15,0.13397,0.4789,3
7,3,3.1716,0.54582,0.58557,59.398,-26.407,-194.45,0.21403,0.58453,2
7,4,2.1535,0.3856,0.45715,53.936,-13.247,-184.47,0.23745,0.88582,3
7,5,5.6905,2.035,0.44452,-18.561,-35.129,-171.21,0.49332,1.4101,1
8,1,1.3393,0.21364,0.43978,39.05,-148.09,-189.4,0.17002,0.27308,3
8,2,3.0621,0.70873,0.60265,50.43,10.822,-219.58,0.144,0.24841,3
8,3,2.5672,0.60767,0.68415,54.141,-100.99,-222.62,0.19439,0.30826,3
8,4,2.2139,0.55468,0.46632,65.038,-98.217,-227.23,0.27361,0.65591,2
8,5,2.6704,0.38471,0.42075,57.061,9.7404,-167.72,0.3155,1.0726,2
9,1,4.1045,0.87536,0.68263,77.011,-75.252,-158.39,0.28471,0.41514,2
9,2,4.886,0.6812,1.9006,70.839,3.4915,-145.17,0.111,0.25301,2
9,3,3.932,0.79024,0.65163,76.705,-63.684,-157.96,0.19163,0.3625,3
9,4,4.2596,0.50504,0.50992,65.484,-47.797,-201.41,0.23073,0.47114,1
9,5,4.4107,0.5031,0.64186,37.515,-66.01,-129.43,0.33355,0.82768,2
10,1,5.7799,1.938,0.32565,55.119,-109.25,-222.39,0.095363,0.47148,1
10,2,5.7272,0.62629,1.9363,58.808,22.485,-182.66,0.11655,0.31216,3
10,3,4.8943,1.3941,1.5314,12.265,-71.948,-139.03,0.19508,0.53798,1
10,4,2.0723,0.58254,0.70328,33.379,-11.366,-211.24,0.17181,0.17884,3
10,5,2.8599,0.26803,0.85749,21.921,40.515,-102.6,0.7705,1.0759,6
11,1,5.068,0.51234,1.7418,89.173,-36.362,-150.06,0.23325,0.44672,3
11,2,3.4036,0.5505,1.3965,78.788,-83.254,-155.75,0.25008,0.47232,3
11,3,3.016,0.33796,0.86693,68.504,15.027,-138.97,0.27038,0.70414,3
11,4,3.0022,0.77599,0.75777,85.206,-34.323,-225.02,0.46023,0.95721,3
11,5,2.3408,0.48598,0.69462,6.5923,-56.896,-120.67,0.53625,1.2287,3
12,1,3.2671,1.7495,0.40572,39.969,-22.907,-58.317,0.46743,0.64053,3
12,2,3.2471,0.70474,1.1093,83.369,22.494,-97.534,0.14404,0.65577,3
12,3,3.5444,0.71803,0.83965,77.374,-18.515,-112.81,0.30683,0.98805,3
12,4,2.4914,0.42655,0.95757,83.236,29.292,-140.83,0.2223,0.91703,2
12,5,3.8955,0.18254,0.28702,-22.201,41.365,-20.881,0.81846,1.1117,9
13,1,2.9826,0.21515,0.39929,39.905,-145.08,-192.06,0.29375,0.39695,2
13,2,5.2163,0.68054,0.92354,77.057,-36.096,-182.94,0.14004,0.29849,3
13,3,5.6476,0.87105,1.9084,70.125,45.135,-152.33,0.24264,0.33679,3
13,4,3.5328,0.35277,0.35494,66.349,-35.113,-186.34,0.29168,0.56656,3
13,5,4.4426,0.39602,1.645,37.343,-105.37,-50.417,0.44484,0.5546,2
15,1,3.2702,0.4305,0.15323,90.233,-81.902,-184.87,0.44648,0.89141,2
15,2,4.733,0.54406,0.70585,75.668,-94.383,-134.98,0.16827,0.66071,2
15,3,6.1234,1.5161,1.0338,90.436,-210,-91.815,0.24214,0.77574,2
15,4,3.6573,0.41502,0.46248,51.774,61.381,-98.439,0.23116,0.81191,3
15,5,4.7256,0.50768,0.50934,84.09,-16.189,-112.24,0.26014,1.0813,3
16,1,4.9074,1.26,1.22,79.466,-63.39,-165.44,0.11537,0.16681,2
16,2,4.5736,0.75385,0.65815,65.251,-40.969,-98.046,0.17675,0.41482,3
16,3,4.308,0.75886,1.8492,64.02,7.4021,-121.81,0.16052,0.30289,3
16,4,5.3961,0.39907,0.56451,63.876,-111.66,-106.35,0.26803,0.32306,3
16,5,4.2265,0.50109,1.1665,49.196,-49.551,-165.44,0.34354,0.57234,2
17,1,3.7661,0.34913,0.38445,98.497,-72.977,-176.56,0.33911,0.80743,3
17,2,4.3311,0.86413,0.92783,77.203,-5.0356,-179.35,0.17927,0.64947,3
17,3,2.98,0.49491,0.6912,75.192,8.8824,-168.53,0.21914,0.79494,3
17,4,3.4907,0.76054,1.1902,66.709,-4.5286,-202.86,0.41473,0.9836,3
17,5,3.0294,0.56158,0.55397,62.165,-62.197,-135.14,0.2999,0.82747,3
18,1,4.8236,1.0742,0.18239,83.827,-82.212,-176.35,0.34489,0.53299,3
18,2,4.632,0.53482,0.59384,90.173,54.446,-103.93,0.12868,0.47415,3
18,3,3.9694,0.40965,0.45207,69.983,-24.251,-184.87,0.17458,0.86548,3
18,4,3.8793,0.62137,0.2975,75.331,-24.705,-75.997,0.2462,0.93415,3
18,5,1.8314,0.27711,0.47023,43.321,-8.1538,-79.232,0.67317,1.7128,3
19,1,4.6426,0.80305,1.1707,99.431,37.353,-91.793,0.32665,0.25457,3
19,2,3.927,0.73809,1.6656,87.496,-35.734,-87.902,0.14476,0.28549,3
19,3,4.2184,1.0237,0.8313,84.026,63.814,-120.07,0.18026,0.54567,3
19,4,3.4566,0.43146,0.58584,50.132,87.959,-51.402,0.16028,0.62412,3
19,5,3.7638,0.68041,0.57175,56.444,16.052,-40.055,0.32089,1.0094,3
20,1,5.2008,0.44256,1.2061,99.741,-29.346,-131.96,0.44186,0.32575,2
20,2,3.4849,0.64229,0.84559,68.73,31.497,-158.37,0.11999,0.59839,2
20,3,3.0836,0.39614,0.42762,71.087,11.434,-160.17,0.16864,0.50282,2
20,4,4.2624,0.66487,0.44017,32.903,-37.206,-228.48,0.38208,1.1675,2
20,5,2.3595,0.38878,0.41565,26.412,-39.211,-124.95,0.45616,1.4403,3
21,1,2.6265,0.33848,0.63869,54.607,-158.91,-218.96,0.3093,0.27339,2
21,2,2.3051,0.53473,0.60634,63.751,21.029,-240.79,0.1588,0.74451,3
21,3,2.8477,0.53931,0.81062,75.305,-95.013,-229.63,0.19235,0.55652,3
21,4,1.8215,0.35584,0.38733,63.552,-86.439,-214.43,0.27968,0.68533,2
21,5,2.0765,0.44952,1.0576,53.589,174.94,-149.49,0.48432,0.95247,2
23,1,3.0575,0.056892,0.20746,-15.078,-74.298,213.48,0.17894,0.60243,2
23,2,3.6584,0.68549,0.60818,-63.357,69.954,222.78,0.13509,0.39868,2
23,3,3.5181,0.47205,0.49921,-63.727,12.069,220.31,0.14073,0.3464,3
23,4,4.2852,0.90248,0.6222,-55.292,94.427,224.87,0.17287,0.32151,3
23,5,2.7167,0.4158,0.41484,-31.451,63.232,201.94,0.45167,1.2331,3
24,1,2.8832,0.39074,0.3156,89.27,-94.608,-201.47,0.45015,0.84016,2
24,2,3.6906,0.8662,0.69391,79.071,31.589,-223.17,0.10255,0.48105,3
24,3,3.2845,0.62737,0.67128,70.813,-0.97361,-212.78,0.14128,0.87608,3
24,4,3.2283,0.439,0.55145,61.283,-32.166,-201.93,0.19138,0.87227,3
24,5,2.5076,0.5265,0.54155,38.39,-69.277,-189.51,0.46395,1.4159,3
25,1,1.9429,0.62713,0.1306,27.006,106.28,-92.512,0.41292,0.69465,5
25,2,4.0967,0.95151,0.53884,117.29,-118.86,-100.9,0.18644,0.34601,3
25,3,5.0472,0.67534,0.95711,94.276,-70.204,-136.93,0.10765,0.39778,3
25,4,4.4832,1.0954,0.76526,79.618,-87.717,-134.81,0.50185,0.65439,3
25,5,4.8211,1.5377,2.4664,50.222,90.292,-53.027,0.31211,0.95217,1
29,1,3.4104,0.57589,0.44799,88.107,-94.18,-193.12,0.25245,0.3112,2
29,2,3.2746,0.61926,0.63746,78.543,43.988,-109.08,0.15678,0.4446,2
29,3,2.6345,0.63477,0.60454,55.08,-164.42,-140.12,0.26617,0.73239,3
29,4,2.9665,0.32186,0.42007,41.753,-8.3814,-146.07,0.17254,0.87149,1
29,5,2.9048,0.55044,0.88997,41.792,150.58,-132.93,0.23663,0.76514,2
31,1,3.7002,0.3809,0.331,70.478,-87.713,-203.41,0.59053,0.89704,2
31,2,3.4513,0.74593,0.86466,100.55,-116.36,-222.31,0.12164,0.62546,2
31,3,5.3724,0.67844,2.5023,86.222,41.284,-190.62,0.17352,0.29328,2
31,4,2.8083,0.5341,0.77799,95.459,-74.371,-207.92,0.17838,0.69589,2
31,5,2.7212,0.46418,0.47194,112.93,-10.856,-140.46,0.29291,1.3263,3
32,1,4.4135,0.71763,0.67114,100.98,-33.673,-148.01,0.21145,0.4671,2
32,2,4.01,0.70999,1.0042,75.401,-18.898,-106.45,0.11998,0.79468,2
32,3,3.5311,0.52366,0.55387,61.482,22.586,-180.95,0.14479,0.37465,2
32,4,1.4455,0.20079,0.19438,27.545,-71.223,-121.43,0.20222,0.5622,4
32,5,-12.042,0.88504,2.5353,-12.617,-50.17,10.883,0.59068,1.9447,3
35,1,3.631,0.38042,1.1134,68.142,-97.652,-189.77,0.41559,0.42435,3
35,2,3.4,0.82705,0.70514,69.96,-16.327,-77.489,0.26862,0.63106,3
35,3,4.4562,1.1853,1.8062,68.468,154.88,-250.26,0.16752,0.65248,2
35,4,2.891,0.81561,1.2004,42.173,-181.45,-260.85,0.18793,0.60227,2
35,5,3.4134,0.79556,1.5832,-4.5528,-45.191,-153.03,0.42516,0.98447,2
36,1,3.0424,0.51732,0.34682,81.275,-130.3,-214.69,0.27141,1.1094,3
36,2,4.7497,1.2719,1.8233,77.851,90.822,-250.69,0.17475,0.42337,1
36,3,2.8944,0.70025,0.82185,57.579,89.377,-215.1,0.17476,0.43168,3
36,4,3.6028,0.98694,0.6605,46.498,-60.294,-147.24,0.1667,0.47867,3
36,5,2.4332,0.51293,0.62977,18.712,-6.1261,-50.059,0.37571,0.62877,2
38,1,2.7575,0.2154,0.25013,170.12,-78.353,113.48,0.67292,0.724,1
38,2,1.625,0.57598,0.5736,190.32,-4.4459,138.36,0.28389,0.48781,1
38,3,1.3082,0.36908,0.23613,7.357,23.939,91.033,0.61487,0.69562,8
38,4,1.2136,0.2105,0.25112,15.062,12.899,34.811,0.68571,0.75946,24
38,5,-1.381,0.27342,0.17155,-3.1163,26.125,-6.7964,1.481,1.4566,5
39,1,2.4923,0.17279,0.4682,95.932,291.69,-196.06,0.32273,0.87448,3
39,2,2.8048,0.63603,0.6063,97.447,90.9,-166.68,0.16601,0.42177,2
39,3,2.0596,0.45446,0.49634,91.319,58.842,-202.4,0.19453,0.68624,2
39,4,2.3707,0.59307,0.57157,86.87,-78.55,-227.31,0.33788,0.97163,3
39,5,1.5827,0.3242,0.32693,58.858,-47.145,-144.35,0.50325,1.7474,3
40,1,3.9328,0.54098,0.43551,109.27,-11.12,-120.83,0.18787,0.52648,3
40,2,3.1277,0.5586,0.68867,76.925,106.39,-108.24,0.14308,0.42958,2
40,3,4.1203,0.46642,0.61044,84.223,-40.823,-163.9,0.23064,0.43604,1
40,4,3.4908,1.3975,0.62638,92.783,-41.685,-133.36,0.51347,0.857,3
40,5,3.0384,0.77923,0.55609,61.908,-257.11,-48.431,0.48067,0.96998,1
41,1,8.3506,0.63737,1.0774,127.21,1.9273,-140.61,0.19271,0.20013,2
41,2,4.5769,0.78267,0.975,98.209,4.1999,-159.14,0.12991,0.36255,3
41,3,4.3553,0.68375,1.5845,81.971,42.513,-171.35,0.11936,0.45089,3
41,4,3.5361,0.4323,0.98669,81.785,38.095,-123.84,0.15767,0.65667,3
41,5,15.408,8.5085,1.2429,3.9812,34.083,-94.926,0.31405,0.4475,1
42,1,3.5938,0.40309,0.30115,119.26,72.547,-71.276,0.20815,0.66128,3
42,2,4.1278,0.7149,0.51256,122.73,-31.575,-76.8,0.21503,0.43316,3
42,3,4.1076,0.89848,0.80802,108.18,-80.316,-81.457,0.30421,0.53626,3
42,4,1.3921,0.33252,0.294,24.794,-39.442,-89.241,0.23806,0.57954,3
42,5,2.4883,0.17714,0.31706,35.49,31.15,-9.832,0.90192,1.5387,7
43,1,3.7813,0.52493,0.29332,78.42,-107.2,-206.27,0.23438,0.28876,2
43,2,3.7764,0.67952,0.68401,55.226,-66.621,-223.94,0.12662,0.42434,3
43,3,3.7556,0.71803,0.50512,60.181,-44.17,-209.99,0.1219,0.52291,3
43,4,2.8978,0.44108,0.56146,39.906,26.745,-246.02,0.23391,0.93876,3
43,5,1.002,0.39773,0.3386,24.677,-77.273,-213.94,0.56054,1.0073,2
44,1,-3.2528,0.036089,0.043816,34.884,-72.98,64.628,0.33199,0.43902,3
44,2,19.566,0.65899,5.2531,91.466,-99.89,-88.212,0.10404,0.21694,1
44,3,3.329,0.73464,0.68743,78.825,74.108,-211.8,0.14271,0.17614,1
44,4,7.3995,0.2991,3.0318,64.077,-22.947,-53.254,0.13016,0.37241,2
44,5,2.436,0.95209,0.64686,6.3792,24.587,-150.27,0.28396,1.1059,3
