28,1,1,0,15,15,15,15,17,18,18,18
28,1,2,0,823,1336,1667,2077,6594,7358,7652,8220
28,1,3,0,837,1351,1685,2095,6680,7454,7752,8330
28,1,4,0,652,1058,1382,1746,6128,6870,7187,7754
28,2,5,0,583,724,946,1171,3120,3396,3191,3411
28,2,6,0,1400,1732,2086,2556,6622,7284,6927,7347
28,2,7,0,1409,1741,2099,2569,6654,7317,6957,7380
28,2,8,0,1412,1732,2089,2557,6594,7253,6870,7281
28,3,9,0,818,1173,1486,1978,6475,7558,7875,8826
28,3,10,0,813,1164,1480,1977,6492,7575,7892,8851
28,3,11,0,806,1151,1467,1957,6361,7435,7747,8701
28,4,12,0,299,447,628,814,2680,2936,3033,3407
28,4,13,0,825,1204,1636,2054,6851,7731,7994,8947
28,4,14,0,835,1216,1646,2069,6908,7795,8056,9013
28,4,15,0,831,1197,1621,2038,6756,7601,7852,8815
28,5,16,0,287,571,725,899,3221,3725,4006,4719
28,5,17,0,821,1326,1643,2061,8872,10496,11413,14354
28,5,18,0,824,1327,1646,2067,8934,10566,11487,14435
28,5,19,0,850,1348,1664,2084,8862,10471,11348,14279
29,1,1,0,209,547,777,1081,4825,5428,5793,6284
29,1,2,0,392,824,1168,1578,7900,8848,9366,10054
29,1,3,0,394,822,1168,1577,7898,8847,9363,10055
29,1,4,0,517,934,1271,1679,7048,7942,8357,9041
29,2,5,0,386,544,784,1054,5179,5534,5831,6167
29,2,6,0,731,1146,1481,1905,8404,9292,9796,10487
29,2,7,0,732,1152,1491,1919,8429,9324,9829,10518
29,2,8,0,718,1138,1472,1891,8334,9205,9701,10391
29,3,9,0,697,1020,1265,1572,5513,6231,6702,7216
29,3,10,0,1126,1512,1863,2285,7506,8500,8962,9648
29,3,11,0,1122,1506,1857,2279,7515,8509,8974,9664
29,3,12,0,1100,1489,1831,2248,7402,8382,8843,9525
29,4,13,0,398,621,838,1084,3959,4400,4714,5185
29,4,14,0,747,1060,1371,1768,5921,6619,7100,7830
29,4,15,0,746,1057,1366,1767,5923,6625,7105,7825
29,4,16,0,710,1021,1334,1731,5847,6534,7007,7732
29,5,17,0,383,594,730,999,4106,4417,4624,4965
29,5,18,0,803,1128,1430,1822,6606,7451,7894,8544
29,5,19,0,782,1104,1408,1800,6596,7444,7908,8562
29,5,20,0,769,1093,1388,1779,6509,7348,7801,8448
31,1,1,0,671,1061,1389,1822,5882,6637,6957,8260
31,1,2,0,660,1035,1361,1789,5832,6581,6834,7788
31,1,3,0,559,879,1200,1613,5561,6282,6592,7872
31,2,4,0,1275,1434,1659,1949,5394,5854,6046,7047
31,2,5,0,1395,1717,2058,2541,7191,7990,8373,9863
31,2,6,0,1389,1706,2052,2526,7205,8001,8392,9868
31,2,7,0,1379,1692,2037,2508,7119,7904,8290,9762
31,3,8,0,410,660,833,1086,3617,3864,4035,4383
31,3,9,0,750,1165,1492,1974,6775,7503,7832,8560
31,3,10,0,758,1172,1497,1976,6785,7498,7825,8539
31,3,11,0,708,1078,1399,1822,6397,7110,7414,8132
31,4,12,0,495,644,784,990,2610,3038,3207,3807
31,4,13,0,784,1134,1468,1888,5699,6450,6738,7808
31,4,14,0,795,1152,1487,1910,5731,6485,6772,7846
31,4,15,0,772,1120,1442,1858,5589,6334,6626,7687
31,5,16,0,399,564,673,844,2589,2938,3111,3391
31,5,17,0,680,1042,1373,1807,6039,6667,6920,7794
31,5,18,0,686,1061,1389,1822,6083,6716,6966,7839
31,5,19,0,685,1054,1375,1802,5984,6604,6841,7707
32,1,1,0,764,1132,1442,1830,5640,6469,6699,7558
32,1,2,0,790,1173,1492,1888,5757,6607,6836,7720
32,1,3,0,782,1160,1479,1872,5757,6504,6733,7604
32,1,4,0,769,1145,1458,1835,5421,6243,6471,7228
32,2,5,0,787,1019,1312,1719,5372,5984,6330,6986
32,2,6,0,850,1213,1541,1959,6032,6752,7132,7896
32,2,7,0,841,1203,1529,1947,6045,6767,7142,7904
32,2,8,0,826,1179,1501,1912,5946,6660,7033,7793
