14:53:37:039,62.186,-0.065,0.032,0.083,96.426,-52.16,133.056
14:53:37:039,62.187,-0.01,0,0.076,96.262,-52.717,132.46
14:53:37:039,62.187,0.005,-0.038,0.019,96.2,-52.859,132.413
14:53:37:04,62.187,-0.007,-0.005,0.013,95.954,-53.3,132.069
14:53:37:275,62.423,0.024,0.007,0.035,95.684,-54.862,130.698
14:53:37:275,62.423,-0.056,-0.023,-0.013,94.899,-57.586,128.94
14:53:37:276,62.423,0.017,0.006,0.078,94.952,-57.309,129.318
14:53:37:276,62.424,-0.002,-0.01,0.005,95.055,-56.818,129.903
14:53:37:301,62.448,-0.041,0.015,-0.025,95.219,-54.628,132.453
14:53:37:302,62.449,-0.039,0.024,-0.001,95.249,-54.005,133.196
14:53:37:302,62.45,-0.046,-0.008,-0.011,95.282,-53.959,133.289
14:53:37:303,62.451,-0.016,0.041,0.021,95.25,-54.32,132.918
14:53:37:399,62.546,-0.041,0.009,0.003,95.327,-53.822,133.372
14:53:37:399,62.547,-0.023,0.013,0.013,95.442,-52.419,134.763
14:53:37:641,62.789,0.018,0.02,0.057,95.446,-52.719,134.333
14:53:37:642,62.789,-0.005,0.007,0.036,95.629,-51.658,135.374
14:53:37:643,62.79,-0.068,0.001,-0.015,95.817,-49.908,137.216
14:53:37:644,62.791,-0.062,-0.005,-0.008,96.03,-48.682,138.642
14:53:37:663,62.81,-0.067,0.02,0.052,95.898,-47.647,139.597
14:53:37:663,62.811,-0.032,0.008,0.056,95.96,-46.395,141.026
14:53:37:767,62.915,0.023,0.022,0.014,96.048,-42.289,145.995
14:53:37:768,62.915,-0.075,0.026,0.094,95.728,-46.016,142.221
14:53:37:878,63.026,-0.027,0.018,-0.002,95.725,-46.434,141.91
14:53:37:878,63.026,-0.046,-0.005,-0.003,95.702,-46.734,141.554
14:53:38:245,63.393,-0.039,0.061,0.01,95.531,-48.057,140.127
14:53:38:245,63.393,-0.027,0.007,-0.001,95.843,-46.9,141.188
14:53:38:246,63.394,-0.022,0.053,0.024,95.778,-46.996,141.121
14:53:38:247,63.395,-0.025,0.016,0.044,95.818,-46.88,141.293
14:53:38:271,63.419,-0.012,-0.013,0.041,95.991,-45.782,142.536
14:53:38:272,63.419,-0.004,-0.018,0.049,96.289,-44.527,144.05
14:53:38:272,63.42,-0.002,0,0.015,96.453,-44.142,144.576
14:53:38:273,63.421,-0.024,0.012,-0.022,96.665,-43.281,145.6
14:53:38:376,63.523,-0.033,-0.009,-0.024,96.83,-42.06,146.918
14:53:38:377,63.524,-0.015,-0.016,0.009,96.823,-41.814,147.148
14:53:38:377,63.525,-0.024,-0.016,0.038,96.746,-42.01,146.905
14:53:38:378,63.526,-0.042,0,-0.015,96.879,-37.416,151.403
14:53:38:397,63.544,0.032,-0.021,-0.015,96.762,-37.101,151.69
14:53:38:397,63.544,-0.034,0.006,0.104,96.528,-37.619,151.051
14:53:38:509,63.657,-0.034,-0.014,-0.023,96.499,-37.917,150.706
14:53:38:509,63.657,-0.005,-0.011,0.038,96.398,-38.478,150.098
14:53:38:51,63.658,0.026,0,0.019,96.297,-39.845,148.634
14:53:38:511,63.658,-0.007,-0.005,-0.003,96.241,-40.241,148.15
14:53:38:612,63.76,-0.056,0.029,0.008,96.228,-39.428,148.973
14:53:38:612,63.76,0.052,-0.096,0.232,95.917,-42.049,146.063
14:53:38:613,63.761,-0.079,0.019,0.109,95.831,-41.908,146.279
14:53:38:614,63.762,-0.013,0.003,0.042,95.766,-42.959,145.059
14:53:38:639,63.787,-0.035,0.007,0.004,96.497,-37.977,150.769
14:53:38:64,63.787,0.017,0.027,0.028,96.483,-38.589,150.188
14:53:38:641,63.788,0,0.01,0.015,96.544,-38.458,150.365
14:53:38:641,63.789,-0.041,-0.018,-0.031,96.834,-35.911,153.135
14:53:38:744,63.892,-0.03,-0.029,-0.008,97.028,-34.468,154.694
14:53:38:745,63.893,-0.004,-0.016,-0.01,97.149,-35.064,154.05
14:53:38:746,63.894,-0.03,-0.019,-0.012,97.172,-35.184,153.822
14:53:38:746,63.894,-0.045,0.012,0.02,97.117,-34.643,154.301
14:53:38:852,63.999,-0.043,0.024,0.016,96.901,-35.216,153.544
14:53:38:852,63.999,-0.047,-0.009,0.114,96.772,-35.246,153.404
14:53:38:852,63.999,0.014,0.026,0.057,96.578,-35.812,152.748
14:53:38:852,64,0.002,0.019,0.053,96.544,-35.584,152.894
14:53:38:877,64.024,-0.004,-0.006,0.005,96.649,-34.324,154.217
14:53:38:877,64.024,-0.026,0.009,-0.008,96.764,-33.715,154.898
14:53:38:877,64.024,0.073,-0.015,0.128,96.725,-34.848,153.731
14:53:38:878,64.025,-0.068,0.015,-0.094,96.603,-34.731,154.018
14:53:38:974,64.121,-0.046,0.011,0.081,96.451,-37.111,151.474
14:53:39:004,64.151,-0.031,0.019,0.014,96.324,-37.897,150.651
14:53:39:004,64.151,0.014,-0.018,0.04,96.283,-38.33,150.203
14:53:39:004,64.152,-0.011,0.005,0.004,96.286,-37.444,151.123
14:53:39:105,64.253,0.034,-0.107,0.076,96.235,-37.08,151.481
14:53:39:106,64.254,-0.067,-0.012,-0.085,96.123,-35.337,153.42
14:53:39:217,64.364,-0.048,-0.023,0.052,95.999,-37.265,151.364
14:53:39:217,64.364,0.016,0.009,0.047,95.758,-40.003,148.563
14:53:39:218,64.365,0.007,0.002,0.047,95.727,-40.27,148.347
14:53:39:219,64.366,-0.027,0.013,0.01,95.837,-38.226,150.61
14:53:39:242,64.39,-0.022,0.035,0.009,95.909,-37.197,151.731
14:53:39:243,64.39,-0.002,0.018,0.015,95.984,-37.123,151.842
14:53:39:244,64.391,-0.024,-0.002,0.001,96.089,-36.198,152.877
14:53:39:244,64.392,-0.028,0.042,0.03,96.087,-36.274,152.835
14:53:39:376,64.523,-0.044,-0.013,-0.054,96.004,-36.987,152.179
14:53:39:376,64.523,-0.057,0.015,0.01,95.97,-37.354,151.724
14:53:39:376,64.524,-0.006,0.009,0.041,95.921,-37.162,151.936
14:53:39:376,64.524,0.013,-0.039,0.002,95.922,-36.766,152.274
14:53:39:584,64.732,-0.002,-0.009,0.001,95.913,-35.775,153.285
14:53:39:585,64.733,-0.002,0.02,0.005,95.873,-35.357,153.681
14:53:39:586,64.734,-0.013,0.012,0.001,95.918,-34.694,154.35
14:53:39:587,64.734,-0.014,-0.007,-0.03,96.007,-34.417,154.684
14:53:39:716,64.863,0.005,0.011,0.062,95.985,-34.761,154.305
14:53:39:716,64.863,-0.016,-0.017,0.004,96.043,-34.44,154.642
14:53:39:716,64.864,-0.035,-0.019,0.003,96.102,-33.559,155.539
14:53:39:716,64.864,0.02,0.02,0.009,96.056,-33.864,155.177
14:53:39:733,64.881,0.007,-0.001,0.005,96.047,-33.802,155.126
14:53:39:951,65.099,-0.026,-0.012,-0.004,96.14,-32.122,156.806
14:53:39:952,65.1,-0.042,0.062,-0.084,96.18,-31.817,157.167
14:53:39:953,65.101,-0.048,0.015,0.055,96.143,-31.907,156.964
14:53:39:953,65.101,-0.05,0.006,0.038,96.167,-32.094,156.702
14:53:40:179,65.326,-0.004,0.013,0.055,96.078,-32.504,156.172
