10:35:29:17,62.135,-0.027,0,0.006,102.645,-33.392,-179.794
10:35:29:171,62.136,-0.015,-0.002,0.012,102.655,-33.4,-179.761
10:35:29:172,62.137,-0.007,0,0.009,102.666,-33.631,-179.876
10:35:29:173,62.138,0.076,-0.03,0.012,102.693,-34.497,179.337
10:35:29:275,62.241,-0.003,0.002,0.002,102.542,-35.813,178.403
10:35:29:276,62.241,0.015,0.045,0.053,102.355,-36.041,178.273
10:35:29:277,62.242,-0.026,-0.016,0.005,102.524,-36.23,178.106
10:35:29:277,62.243,-0.024,-0.017,0.007,102.472,-36.382,177.915
10:35:29:558,62.523,-0.028,-0.005,0.008,102.421,-36.392,177.868
10:35:29:558,62.523,-0.021,-0.011,0,102.385,-36.102,178.042
10:35:29:852,62.817,-0.072,-0.068,0.052,101.992,-38.337,175.49
10:35:29:853,62.818,-0.016,-0.023,-0.007,102.008,-38.371,175.529
10:35:29:853,62.819,-0.039,0.003,-0.005,101.838,-38.557,175.416
10:35:29:854,62.82,-0.144,0.006,0.071,101.563,-38.774,175.342
10:35:30:135,63.1,0.004,0.01,0.013,101.571,-38.678,175.526
10:35:30:136,63.101,-0.009,-0.026,0.013,102.078,-40.221,173.92
10:35:30:247,63.213,-0.014,-0.035,0.008,102.051,-40.434,173.645
10:35:30:247,63.213,0.008,-0.012,-0.016,101.728,-39.448,174.32
10:35:30:248,63.213,-0.006,-0.008,-0.022,101.812,-39.088,174.668
10:35:30:248,63.213,-0.001,-0.014,-0.015,101.912,-38.707,174.994
10:35:30:268,63.233,0.004,-0.02,-0.005,101.959,-38.672,174.979
10:35:30:268,63.233,0.092,0.016,-0.129,101.857,-38.636,174.691
10:35:30:535,63.501,-0.031,0.052,-0.054,101.411,-37.497,175.946
10:35:30:536,63.502,-0.01,0.012,0.006,101.546,-37.571,175.929
10:35:30:537,63.502,0.008,-0.012,0.005,101.642,-37.783,175.766
10:35:30:538,63.503,-0.006,-0.006,-0.011,101.771,-37.415,176.193
10:35:30:824,63.789,0.002,-0.009,-0.011,101.894,-37.445,176.188
10:35:30:824,63.789,-0.006,-0.004,-0.022,101.978,-37.527,176.109
10:35:30:825,63.79,0.001,-0.024,-0.019,102.086,-37.738,175.9
10:35:30:826,63.791,0.001,-0.027,-0.019,102.138,-37.879,175.73
10:35:31:113,64.078,-0.005,0.025,0.018,101.571,-36.65,176.623
10:35:31:116,64.081,0.013,-0.002,0.001,101.694,-36.869,176.396
10:35:31:116,64.082,-0.025,0.053,0.038,101.192,-37.269,175.983
10:35:31:116,64.082,0.033,0.026,-0.006,101.207,-37.005,176.297
10:35:31:219,64.184,-0.008,0.028,0.015,101.207,-37.096,176.228
10:35:31:219,64.184,-0.004,-0.001,0.002,101.267,-36.966,176.364
10:35:31:219,64.184,-0.014,-0.032,0,101.469,-37.919,175.448
10:35:31:219,64.184,-0.013,-0.019,0,101.396,-37.536,175.731
10:35:31:794,64.759,-0.027,0.007,0.08,100.78,-38.116,174.877
10:35:31:795,64.76,0.073,0.057,0.092,100.543,-37.765,175.305
10:35:31:796,64.761,-0.026,0.054,-0.029,100.593,-35.672,177.454
10:35:31:797,64.762,0.033,0.006,-0.009,100.683,-36.111,177.049
10:35:31:901,64.867,0.022,0.002,-0.003,100.767,-35.919,177.26
10:35:31:902,64.868,-0.005,0.008,-0.034,100.869,-35.385,177.781
10:35:31:903,64.868,-0.088,-0.008,-0.035,100.875,-36.466,176.719
10:35:31:904,64.869,-0.035,0.072,-0.002,100.537,-37.629,175.642
10:35:32:083,65.049,-0.1,0.018,0.094,100.484,-37.643,175.673
10:35:32:084,65.049,0.002,0.002,-0.001,100.647,-36.767,176.526
10:35:32:085,65.05,-0.077,-0.054,0.013,100.9,-38.245,175.185
10:35:32:085,65.051,-0.013,-0.055,-0.095,100.97,-38.436,174.949
10:35:32:19,65.155,-0.002,0.017,0.024,100.783,-39.052,174.293
10:35:32:19,65.155,-0.004,0.041,0.025,100.684,-38.837,174.556
10:35:32:19,65.155,0.003,-0.021,-0.015,100.966,-38.441,174.888
10:35:32:191,65.156,0,-0.026,-0.003,100.931,-38.621,174.563
10:35:32:472,65.437,0.072,0.06,-0.112,100.955,-38.656,174.481
10:35:32:472,65.438,-0.054,0.002,0.028,100.629,-38.962,174.085
10:35:32:766,65.731,-0.042,0.053,0.037,100.383,-39.431,173.589
10:35:32:766,65.732,0.01,0.088,-0.007,100.3,-38.242,174.76
10:35:32:767,65.732,-0.014,-0.009,0.009,100.38,-37.548,175.409
10:35:32:768,65.733,0.019,-0.008,0.007,100.414,-37.89,175.042
10:35:32:862,65.828,0.009,-0.019,-0.025,100.982,-37.817,175.084
10:35:33:16,66.126,0.001,-0.023,-0.018,101.027,-38.333,174.549
10:35:33:161,66.126,-0.011,-0.03,-0.006,101.033,-38.617,174.223
10:35:33:162,66.127,-0.012,-0.028,0,101.022,-38.698,174.105
10:35:33:163,66.128,-0.019,-0.023,0.009,100.979,-38.585,174.196
10:35:33:189,66.154,-0.104,-0.209,0.446,100.94,-38.449,174.332
10:35:33:189,66.154,0.005,-0.034,-0.13,101.073,-38.664,174.161
10:35:33:189,66.155,-0.001,0.01,0.003,100.633,-40.239,172.597
10:35:33:19,66.155,0.005,0.015,-0.012,100.457,-36.551,176.283
10:35:33:336,66.301,0.025,-0.007,0.016,100.614,-36.846,175.994
10:35:33:442,66.408,0,-0.012,-0.007,100.709,-36.762,176.096
10:35:33:443,66.409,-0.007,-0.006,-0.022,100.813,-37.037,175.827
10:35:33:573,66.538,-0.002,-0.022,-0.011,100.834,-37.516,175.354
10:35:33:626,66.592,-0.002,-0.017,-0.006,100.818,-38.096,174.743
10:35:33:739,66.704,0.059,-0.122,0.01,100.789,-38.524,174.299
10:35:33:739,66.704,-0.031,-0.014,0.01,100.691,-38.479,174.404
10:35:33:739,66.705,-0.016,-0.01,-0.008,100.653,-36.931,175.785
10:35:33:74,66.705,-0.021,-0.017,0.007,100.602,-37.16,175.497
10:35:33:868,66.833,-0.009,-0.029,-0.012,100.628,-36.412,176.17
10:35:33:869,66.834,-0.012,-0.027,-0.001,100.663,-36.653,175.878
10:35:33:87,66.835,-0.008,-0.035,0.01,100.667,-36.737,175.763
10:35:33:871,66.836,-0.004,-0.018,0.007,100.657,-36.509,175.935
10:35:34:027,66.992,-0.006,0.005,-0.018,100.52,-34.908,177.341
10:35:34:027,66.992,0.017,0.001,-0.015,100.298,-35.555,177.142
10:35:34:027,66.992,0.007,-0.002,-0.029,100.399,-35.595,177.145
10:35:34:028,66.993,0.001,-0.004,-0.042,100.481,-35.556,177.172
10:35:34:131,67.097,-0.005,-0.01,-0.026,100.573,-35.707,176.981
10:35:34:132,67.097,-0.001,-0.028,-0.007,100.596,-35.924,176.724
10:35:34:133,67.098,-0.014,-0.028,-0.004,100.601,-36.293,176.283
10:35:34:134,67.099,-0.075,-0.043,-0.085,100.512,-36.015,176.573
10:35:34:159,67.124,-0.049,-0.018,0.031,100.261,-37.067,175.551
10:35:34:16,67.125,0.012,0.01,-0.015,100.178,-35.332,177.346
10:35:34:16,67.126,0,-0.004,-0.033,100.195,-35.14,177.504
10:35:34:204,67.169,0.01,-0.009,-0.006,100.198,-35.346,177.147
10:35:34:309,67.275,0.01,-0.007,-0.008,100.28,-34.988,177.482
10:35:34:416,67.381,-0.02,-0.011,-0.007,100.347,-35.137,177.242
