Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
09:47:37:23,0.000,0.002,0.004,0.001,2.923,-0.550,-12.826
09:47:37:263,0.033,0.002,0.006,-0.001,2.941,-0.629,-12.786
09:47:37:264,0.034,0.003,0.005,-0.004,2.952,-0.689,-12.763
09:47:37:264,0.034,0.000,-0.002,0.002,2.958,-0.753,-12.736
09:47:37:265,0.035,-0.002,0.002,0.001,2.977,-0.800,-12.698
09:47:37:394,0.164,-0.001,0.004,0.008,2.986,-0.842,-12.664
09:47:37:395,0.165,0.001,0.000,0.002,3.002,-0.916,-12.613
09:47:37:396,0.165,0.003,-0.006,0.010,3.018,-0.959,-12.572
09:47:37:396,0.166,0.002,-0.011,-0.001,3.032,-0.985,-12.533
09:47:37:946,0.715,0.000,0.000,-0.003,3.046,-0.985,-12.506
09:47:37:947,0.716,-0.003,0.008,-0.013,3.046,-0.970,-12.442
09:47:37:947,0.717,-0.004,0.002,0.001,3.052,-0.905,-12.370
09:47:37:948,0.718,-0.011,-0.006,0.006,3.042,-0.847,-12.319
09:47:38:936,1.706,-0.012,-0.008,0.013,3.020,-0.780,-12.261
09:47:39:042,1.811,-0.005,0.007,0.011,3.021,-0.790,-12.223
09:47:39:043,1.812,0.005,0.004,0.017,3.002,-0.853,-12.158
09:47:39:206,1.976,0.007,-0.001,0.012,3.008,-0.884,-12.098
09:47:39:207,1.977,0.002,-0.003,0.015,3.012,-0.873,-12.066
09:47:39:208,1.977,-0.005,0.005,0.014,3.029,-0.807,-12.026
09:47:39:208,1.978,-0.008,0.004,0.012,3.038,-0.754,-11.993
09:47:39:337,2.107,-0.004,-0.002,0.006,3.056,-0.667,-11.931
09:47:39:337,2.107,-0.007,-0.007,0.013,3.069,-0.533,-11.864
09:47:39:338,2.108,-0.006,-0.008,0.012,3.071,-0.433,-11.819
09:47:39:339,2.109,-0.004,-0.002,0.011,3.085,-0.317,-11.750
09:47:39:785,2.554,0.008,0.004,0.003,3.097,-0.261,-11.713
09:47:39:785,2.554,0.011,0.003,0.009,3.111,-0.184,-11.661
09:47:39:786,2.555,0.013,-0.004,0.005,3.104,-0.074,-11.634
09:47:39:786,2.556,0.003,-0.003,0.003,3.103,0.029,-11.628
09:47:39:831,2.600,-0.002,0.001,0.005,3.096,0.202,-11.621
09:47:39:831,2.601,-0.003,0.005,0.001,3.094,0.322,-11.596
09:47:39:857,2.627,-0.009,-0.004,0.010,3.077,0.515,-11.564
09:47:39:914,2.684,-0.007,0.003,-0.012,2.986,1.520,-11.374
09:47:39:915,2.685,-0.008,0.020,-0.006,2.955,1.604,-11.355
09:47:39:916,2.686,-0.018,0.011,0.002,2.937,1.663,-11.319
09:47:39:916,2.686,-0.015,0.000,0.016,2.887,1.784,-11.272
09:47:40:019,2.789,-0.097,-0.016,-0.016,4.702,-2.173,-9.186
09:47:40:071,2.841,-0.006,0.060,-0.037,5.334,-12.129,-4.637
09:47:40:073,2.843,0.051,0.047,-0.006,5.224,-13.843,-3.280
09:47:40:073,2.843,0.082,0.007,0.022,5.162,-14.974,-2.288
09:47:40:074,2.844,0.156,-0.036,0.075,4.974,-17.727,0.441
09:47:40:177,2.946,0.151,-0.065,0.078,4.835,-19.183,2.234
09:47:40:178,2.947,0.170,-0.068,0.107,4.826,-20.519,3.337
09:47:40:178,2.948,0.169,-0.059,0.115,4.873,-21.389,3.817
09:47:40:307,3.077,0.292,-0.134,0.144,2.882,-19.898,6.822
09:47:40:308,3.078,0.300,-0.069,0.105,2.841,-17.815,5.392
09:47:40:309,3.079,0.292,0.095,0.000,2.998,-14.046,2.963
09:47:40:31,3.080,0.271,0.255,-0.055,3.328,-11.211,1.241
09:47:40:413,3.182,0.153,0.336,-0.129,4.280,-6.653,-1.416
09:47:40:414,3.183,0.011,0.205,-0.188,5.206,-3.842,-3.252
09:47:40:414,3.184,-0.034,0.124,-0.221,6.817,-0.710,-6.227
09:47:40:415,3.185,-0.064,0.107,-0.222,8.419,1.096,-9.579
09:47:40:755,3.525,-0.107,0.145,-0.254,9.479,1.919,-11.961
09:47:40:756,3.525,-0.158,0.113,-0.285,11.182,2.932,-15.533
09:47:40:756,3.526,-0.224,0.053,-0.301,12.385,3.464,-17.822
09:47:40:756,3.526,-0.247,-0.011,-0.282,14.183,3.890,-21.098
09:47:40:781,3.550,-0.267,-0.099,-0.258,15.839,3.865,-24.253
09:47:40:781,3.551,-0.277,-0.127,-0.255,16.813,3.726,-26.293
09:47:40:782,3.552,-0.286,-0.190,-0.256,18.128,3.545,-29.232
09:47:40:783,3.552,-0.316,-0.199,-0.235,19.313,3.573,-31.921
09:47:40:859,3.629,-0.344,-0.194,-0.221,20.053,3.737,-33.507
09:47:40:86,3.630,-0.437,-0.108,-0.233,21.042,4.158,-35.370
09:47:40:86,3.630,-0.460,-0.088,-0.221,21.540,4.453,-36.157
09:47:40:861,3.631,-0.435,-0.139,-0.169,21.887,4.814,-36.623
09:47:40:886,3.656,-0.465,-0.091,-0.163,21.624,4.963,-36.356
09:47:40:887,3.657,-0.494,-0.010,-0.182,21.139,4.940,-35.765
09:47:40:888,3.658,-0.435,-0.044,-0.163,20.079,4.741,-34.314
09:47:40:889,3.659,-0.388,-0.091,-0.133,19.204,4.462,-33.097
09:47:40:938,3.707,-0.349,-0.111,-0.117,17.647,3.733,-31.069
09:47:40:939,3.708,-0.269,-0.099,-0.098,16.507,3.058,-29.640
09:47:40:939,3.709,-0.246,-0.043,-0.097,14.828,1.927,-27.437
09:47:40:964,3.734,-0.230,0.033,-0.099,12.422,-0.009,-23.397
09:47:40:965,3.735,-0.175,0.024,-0.097,11.141,-1.627,-20.851
09:47:40:966,3.735,0.145,0.019,0.114,5.269,-13.577,-4.137
09:47:40:967,3.736,0.164,-0.005,0.154,5.072,-14.015,-2.620
09:47:41:072,3.842,0.195,0.009,0.176,4.833,-14.606,-0.509
09:47:41:072,3.842,0.211,0.022,0.181,4.718,-14.980,0.732
09:47:41:072,3.842,0.251,0.031,0.192,4.621,-15.446,2.375
09:47:41:073,3.843,0.299,0.059,0.215,4.589,-15.630,3.794
09:47:41:149,3.919,0.343,0.099,0.220,4.596,-15.503,4.603
09:47:41:149,3.919,0.346,0.098,0.202,4.640,-14.967,5.549
09:47:41:15,3.919,0.356,0.096,0.183,4.683,-14.545,5.943
09:47:41:15,3.920,0.406,0.166,0.175,5.044,-14.027,4.954
09:47:41:384,4.154,0.448,0.152,0.110,5.183,-12.961,4.789
09:47:41:385,4.155,0.444,0.115,0.075,5.278,-11.866,4.467
09:47:41:673,4.442,0.323,0.036,-0.101,5.758,-4.083,1.268
09:47:41:674,4.443,0.238,0.118,-0.173,6.272,-0.235,-0.584
09:47:41:675,4.444,0.174,0.109,-0.199,6.834,2.367,-1.928
09:47:41:675,4.445,0.085,0.143,-0.261,7.970,6.009,-4.120
09:47:41:726,4.495,0.034,0.135,-0.277,8.889,8.249,-5.702
09:47:41:727,4.496,-0.067,0.102,-0.318,10.471,11.407,-8.233
09:47:41:728,4.497,-0.143,0.077,-0.310,11.650,13.343,-10.016
09:47:41:728,4.498,-0.205,0.063,-0.328,13.580,15.804,-12.879
09:47:41:755,4.525,-0.295,0.064,-0.324,15.478,17.591,-16.038
