Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
09:38:28:087,0.000,0.087,0.019,-0.028,-7.513,-16.030,-18.453
09:38:28:088,0.001,0.088,0.020,-0.007,-7.719,-16.467,-18.602
09:38:28:111,0.024,0.077,0.021,0.019,-7.875,-16.322,-18.697
09:38:28:138,0.051,0.028,0.017,0.057,-8.020,-15.523,-18.836
09:38:28:164,0.077,-0.045,-0.001,0.124,-7.958,-14.441,-18.947
09:38:28:19,0.103,-0.083,-0.014,0.145,-7.816,-13.857,-19.003
09:38:28:216,0.129,-0.091,-0.031,0.161,-7.643,-13.557,-18.929
09:38:28:272,0.185,-0.011,-0.020,0.127,-7.633,-13.750,-18.754
09:38:28:272,0.185,0.025,0.003,0.117,-7.783,-14.255,-18.399
09:38:28:294,0.207,0.063,0.037,0.070,-7.889,-14.671,-18.052
09:38:28:35,0.263,0.082,0.033,0.028,-7.858,-14.858,-17.858
09:38:28:35,0.263,0.092,0.003,0.007,-7.665,-15.024,-17.650
09:38:28:374,0.287,0.089,-0.003,-0.006,-7.526,-15.033,-17.582
09:38:28:399,0.312,0.082,-0.002,0.007,-7.467,-14.878,-17.737
09:38:28:425,0.338,0.058,0.005,0.004,-7.493,-14.420,-18.137
09:38:28:452,0.365,0.038,-0.006,0.023,-7.429,-13.912,-18.248
09:38:28:478,0.391,0.002,0.003,0.034,-7.295,-12.923,-18.262
09:38:28:505,0.418,-0.019,-0.007,0.045,-7.169,-12.205,-18.259
09:38:28:531,0.444,-0.053,-0.017,0.043,-6.988,-11.310,-18.249
09:38:28:557,0.470,-0.031,-0.026,0.063,-6.895,-10.912,-18.250
09:38:28:583,0.496,-0.053,-0.021,0.045,-6.820,-10.842,-18.186
09:38:28:639,0.552,-0.002,-0.019,0.048,-6.686,-10.870,-17.983
09:38:28:64,0.553,0.013,-0.002,0.039,-6.771,-10.946,-17.917
09:38:28:663,0.576,0.041,-0.002,0.045,-6.869,-11.097,-17.802
09:38:28:689,0.602,0.042,-0.006,0.037,-6.933,-11.137,-17.737
09:38:28:714,0.627,0.044,-0.004,0.032,-6.997,-11.113,-17.726
09:38:28:741,0.654,0.030,0.005,0.020,-7.004,-11.019,-17.857
09:38:28:767,0.680,0.020,0.011,0.034,-7.020,-10.952,-17.923
09:38:28:793,0.706,0.029,-0.011,0.024,-7.040,-10.909,-18.012
09:38:28:82,0.733,0.023,-0.014,0.031,-7.046,-10.844,-18.077
09:38:28:847,0.760,0.001,-0.014,0.020,-7.042,-10.595,-18.137
09:38:28:872,0.785,0.028,0.015,0.038,-7.122,-10.466,-18.165
09:38:28:898,0.811,0.008,0.016,0.029,-7.177,-10.451,-18.184
09:38:28:924,0.837,0.028,-0.004,0.035,-7.168,-10.425,-18.220
09:38:28:951,0.864,0.002,-0.007,0.029,-7.180,-10.338,-18.296
09:38:29:006,0.919,0.014,0.003,0.033,-7.190,-10.266,-18.397
09:38:29:007,0.920,-0.008,0.003,0.027,-7.205,-10.166,-18.504
09:38:29:029,0.942,-0.004,-0.008,0.020,-7.191,-10.112,-18.532
09:38:29:056,0.969,0.001,-0.002,0.025,-7.211,-10.133,-18.622
09:38:29:082,0.995,0.000,0.004,0.017,-7.218,-10.177,-18.700
09:38:29:108,1.021,-0.005,0.003,0.018,-7.242,-10.223,-18.803
09:38:29:194,1.107,-0.003,-0.019,0.005,-7.241,-10.239,-18.873
09:38:29:194,1.107,0.006,-0.021,0.019,-7.254,-10.225,-18.904
09:38:29:194,1.107,-0.021,-0.012,0.014,-7.286,-10.069,-18.896
09:38:29:243,1.156,-0.026,0.022,0.014,-7.330,-9.959,-18.861
09:38:29:243,1.156,0.009,0.011,0.014,-7.402,-10.008,-18.777
09:38:29:267,1.179,0.006,-0.020,0.024,-7.416,-10.065,-18.718
09:38:29:292,1.205,-0.004,-0.018,0.018,-7.482,-9.985,-18.697
09:38:29:347,1.260,-0.017,-0.004,0.039,-7.536,-9.830,-18.706
