1537105750.82400,0.00000,0.01100,0.00100,-11.72800,-11.96200,7.54000
1537105750.85000,-0.00700,0.00900,-0.00400,-11.90500,-12.01900,7.75800
1537105750.87700,-0.03000,0.00900,-0.00500,-11.99300,-12.03400,7.87400
1537105750.90300,-0.03100,0.01300,-0.00900,-12.09200,-12.04600,7.95000
1537105750.92900,-0.00500,0.00400,0.00000,-12.15100,-12.02200,7.91400
1537105750.95500,-0.00500,0.00100,-0.00100,-12.16100,-11.96300,7.83800
1537105750.98100,-0.01100,0.00500,0.00000,-12.16800,-11.89000,7.68500
1537105751.00800,0.01500,0.01300,-0.00800,-12.15000,-11.86400,7.55700
1537105751.03400,-0.00200,0.01900,-0.01800,-12.09300,-11.82000,7.35400
1537105751.06100,-0.01000,-0.01300,0.00900,-11.94800,-11.73200,7.13400
1537105751.08600,0.00700,-0.01000,0.02900,-11.85400,-11.68600,6.96900
1537105751.11300,0.03700,-0.00800,0.01000,-11.73900,-11.64200,6.74900
1537105751.13900,0.03000,-0.01300,0.00600,-11.67500,-11.58500,6.65000
1537105751.16600,0.00100,-0.01000,0.02000,-11.57300,-11.41800,6.53500
1537105751.19200,-0.00300,0.00500,0.02000,-11.51600,-11.30900,6.50200
1537105751.21800,-0.00200,-0.00100,0.00600,-11.44300,-11.19200,6.45000
1537105751.24400,-0.00100,-0.00200,0.00800,-11.37900,-11.10500,6.39300
1537105751.27000,0.00100,-0.00800,-0.00100,-11.33700,-11.07200,6.34600
1537105751.29900,-0.00400,-0.00600,0.01800,-11.27400,-11.02900,6.26900
1537105751.32400,-0.00300,-0.00500,0.01200,-11.23700,-11.02500,6.21600
1537105751.34900,0.02100,-0.00900,0.01400,-11.21800,-11.06100,6.14100
1537105751.37500,0.01300,-0.00400,0.00300,-11.20500,-11.10400,6.08200
1537105751.40100,0.00200,-0.00700,0.00700,-11.20200,-11.12200,6.06400
1537105751.45800,-0.00400,-0.00100,0.01900,-11.18900,-11.14600,6.04900
1537105751.45800,0.00600,-0.00500,0.01600,-11.18300,-11.18000,6.04600
1537105751.48000,0.00600,-0.00700,0.00300,-11.20400,-11.25400,6.05800
1537105751.50700,-0.00500,-0.01300,0.00700,-11.22000,-11.31600,6.06800
1537105751.53300,-0.02700,0.00500,-0.00400,-11.24400,-11.44200,6.05100
1537105751.56000,0.02100,-0.00500,0.01500,-11.29900,-11.57300,6.00500
1537105751.58500,0.01100,-0.00500,0.01100,-11.34300,-11.61900,5.97300
1537105751.61300,0.00700,0.00500,0.00400,-11.41300,-11.69400,5.96500
1537105751.63800,0.01400,0.00400,0.01600,-11.47400,-11.71300,5.96400
1537105751.66400,0.02700,0.00100,0.01400,-11.54600,-11.63300,5.97400
1537105751.69000,0.01700,-0.00200,0.01600,-11.64500,-11.47300,6.02600
1537105751.71900,-0.01100,-0.00600,0.00400,-11.72900,-11.36100,6.09600
1537105751.74300,-0.01700,-0.00500,0.01100,-11.83600,-11.17000,6.17100
1537105751.76900,-0.00600,-0.00300,0.00100,-11.90200,-11.06100,6.19600
1537105751.79600,0.01100,0.00300,0.00500,-12.03100,-10.96500,6.20500
1537105751.82200,0.00400,-0.00300,0.00400,-12.16600,-10.88900,6.20700
1537105751.84900,-0.00100,-0.00100,-0.00600,-12.24900,-10.84400,6.20700
1537105751.87500,0.01000,0.00300,0.00400,-12.35900,-10.81100,6.19400
1537105751.90000,0.00300,-0.00200,0.01400,-12.43100,-10.78100,6.19900
1537105751.92700,0.00600,-0.00400,-0.00800,-12.53900,-10.76200,6.22700
1537105751.95300,0.00200,-0.00500,0.00300,-12.61200,-10.74100,6.25900
1537105751.97900,-0.00200,-0.00800,-0.00600,-12.70300,-10.71700,6.29800
1537105752.00700,-0.00800,-0.00600,0.00600,-12.77200,-10.73800,6.30900
1537105752.03200,0.00500,-0.00400,0.01400,-12.82000,-10.77400,6.32200
1537105752.05800,0.00900,-0.00600,0.01600,-12.87600,-10.84600,6.33600
1537105752.08400,0.00000,-0.00500,-0.00500,-12.91600,-10.89400,6.37000
1537105752.11000,-0.00200,-0.00900,-0.00200,-12.94700,-11.00600,6.40400
1537105752.13700,-0.00500,0.00100,-0.00200,-12.93700,-11.16800,6.36700
1537105752.16300,-0.00200,0.00700,0.02300,-12.94500,-11.31000,6.32000
1537105752.18900,0.00300,0.00400,-0.00400,-12.97000,-11.51400,6.27500
1537105752.21500,0.01000,-0.02700,-0.00200,-12.98200,-11.69100,6.26300
1537105752.24200,0.10800,0.06900,0.01900,-13.02000,-11.92500,6.20400
1537105752.26800,0.02400,-0.00500,0.01100,-13.05600,-11.96300,6.16500
1537105752.29400,-0.08200,0.03400,-0.02600,-13.11100,-12.03400,6.25100
1537105752.32000,0.00900,-0.03700,0.02100,-13.19200,-12.28900,6.54100
1537105752.34600,-0.13200,0.02000,-0.00400,-13.19500,-12.40300,6.59100
1537105752.37300,0.07100,0.02900,0.02600,-13.13300,-12.49500,6.51500
1537105752.43100,0.06200,-0.01000,0.03500,-13.10900,-12.42100,6.43000
1537105752.43200,0.02800,-0.00200,0.00600,-13.11800,-12.36300,6.44500
1537105752.43300,-0.00700,-0.00500,0.01900,-13.13800,-12.15400,6.46300
1537105752.48100,-0.00500,-0.00400,0.00900,-13.15600,-11.95300,6.42700
1537105752.48100,0.00800,0.00100,0.00600,-13.14000,-11.74900,6.34700
1537105752.50500,0.00400,-0.00200,0.00800,-13.12800,-11.64800,6.31700
1537105752.53000,-0.01500,0.00200,0.00000,-13.13700,-11.45600,6.27000
1537105752.55700,-0.00700,-0.00100,0.00000,-13.14900,-11.25600,6.20700
1537105752.58300,-0.01300,-0.00400,0.01300,-13.14600,-11.13800,6.15200
1537105752.60900,0.01300,-0.00200,0.01400,-13.15800,-11.04900,6.09200
1537105752.63600,0.01600,0.00100,0.01500,-13.18300,-11.02400,6.06900
1537105752.66200,-0.00100,-0.01000,0.00300,-13.22100,-10.97000,6.06400
1537105752.68800,0.00400,-0.00600,0.00700,-13.26500,-10.95600,6.08100
1537105752.71400,0.00200,-0.00800,-0.01300,-13.32100,-10.96000,6.08200
1537105752.74000,-0.01000,-0.00900,0.01100,-13.35000,-10.98400,6.09100
1537105752.76600,0.00600,0.00200,0.00900,-13.36300,-11.02000,6.09300
1537105752.79500,0.02200,-0.00500,0.01600,-13.38600,-11.09300,6.09600
1537105752.82000,0.00600,-0.00700,0.01500,-13.39700,-11.13600,6.11400
1537105752.84600,0.00400,0.00000,0.00500,-13.41300,-11.22500,6.15800
1537105752.87100,0.00000,-0.00200,0.00000,-13.41600,-11.30800,6.21500
1537105752.89700,0.00600,-0.00800,0.01500,-13.42500,-11.37800,6.24100
1537105752.92400,-0.00700,-0.00200,0.01100,-13.44400,-11.48100,6.29300
1537105752.95000,-0.00200,0.00100,0.00900,-13.46600,-11.55500,6.33200
1537105752.97700,0.01400,-0.00100,0.01200,-13.49600,-11.65400,6.38000
1537105753.00300,-0.00400,-0.00400,-0.00300,-13.53400,-11.71600,6.44700
1537105753.02900,0.00100,-0.00100,0.00300,-13.55700,-11.74900,6.49100
1537105753.05600,-0.00300,-0.00300,0.00800,-13.59000,-11.78700,6.53200
1537105753.08200,-0.00100,0.00200,0.00800,-13.61500,-11.81800,6.55600
1537105753.10800,-0.00100,-0.00200,0.00700,-13.65700,-11.84800,6.60900
1537105753.13400,-0.00100,-0.00300,0.01400,-13.68400,-11.87000,6.65300
1537105753.16100,0.00000,-0.00600,0.00600,-13.71200,-11.87800,6.69900
1537105753.18700,0.00500,-0.00200,0.00700,-13.74500,-11.90200,6.74500
1537105753.21300,0.01900,-0.00500,0.01300,-13.76200,-11.90800,6.76900
1537105753.23900,-0.00200,-0.00900,0.01500,-13.78500,-11.90000,6.81800
1537105753.26500,-0.01200,0.00400,0.00100,-13.80400,-11.90200,6.85800
1537105753.29100,0.00400,-0.00400,0.01500,-13.85000,-11.93900,6.91700
1537105753.31900,-0.00900,0.00000,-0.00900,-13.90800,-11.94500,6.96500
1537105753.34400,0.00800,-0.00500,0.01700,-13.94600,-11.98400,7.00800
1537105753.37100,0.01100,-0.00700,0.00800,-14.00800,-12.03700,7.05800
1537105753.39600,0.01500,-0.00100,0.01100,-14.06100,-12.06700,7.10300
1537105753.42400,0.00400,-0.00300,0.01100,-14.16400,-12.05400,7.16200
1537105753.44900,-0.00800,0.00300,-0.00100,-14.24500,-12.06200,7.20500
1537105753.47500,0.00200,0.00700,-0.00100,-14.28900,-12.08100,7.21100
1537105753.50100,-0.00900,0.01100,0.00200,-14.34400,-12.04300,7.19700
1537105753.53000,0.00300,0.01200,-0.00300,-14.35700,-12.00400,7.15900
1537105753.55500,0.01000,0.00000,0.02500,-14.37200,-11.87400,7.09300
1537105753.58100,0.00400,-0.00400,-0.00800,-14.38600,-11.78400,7.05900
1537105753.60600,0.01300,-0.01200,0.00900,-14.40000,-11.67100,7.00100
1537105753.63300,0.00800,-0.01400,0.00100,-14.42100,-11.57100,6.92100
1537105753.65900,-0.00500,0.00000,0.00500,-14.45400,-11.55700,6.87500
1537105753.68600,-0.00900,0.00500,0.02700,-14.49800,-11.51600,6.80200
1537105753.73800,-0.00300,0.00600,-0.01200,-14.53000,-11.47800,6.73200
1537105753.76400,0.00300,-0.01100,0.01600,-14.52600,-11.39500,6.64900
1537105753.79000,0.00400,-0.00900,0.00700,-14.52300,-11.36500,6.57400
1537105753.81700,0.01200,0.00700,0.01800,-14.52400,-11.36100,6.47300
1537105753.84400,0.00000,-0.00400,0.01500,-14.52000,-11.33200,6.40800
1537105753.87000,0.00700,-0.01200,0.02300,-14.51900,-11.23700,6.30400
