Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:29:21:426,0.000,-0.147,0.065,-0.007,1.959,-24.232,3.970
14:29:21:426,0.000,-0.050,0.078,0.091,2.513,-26.671,4.043
14:29:21:48,0.054,-0.027,0.077,0.091,3.561,-29.208,4.568
14:29:21:48,0.054,0.002,0.040,-0.043,4.397,-29.911,5.100
14:29:21:531,0.105,0.078,0.012,-0.055,5.929,-30.297,6.203
14:29:21:531,0.105,0.027,-0.024,-0.071,7.542,-29.810,7.826
14:29:21:614,0.187,-0.016,-0.055,-0.112,8.608,-29.290,9.040
14:29:21:614,0.187,-0.055,-0.063,-0.115,10.135,-28.812,10.625
14:29:21:614,0.188,-0.017,-0.106,-0.060,11.106,-28.994,11.444
14:29:21:662,0.235,-0.001,-0.138,-0.041,12.501,-29.856,12.508
14:29:21:662,0.236,0.026,-0.166,-0.014,13.894,-31.152,13.539
14:29:21:686,0.260,0.056,-0.134,-0.015,14.798,-31.848,14.309
14:29:21:712,0.286,0.115,-0.097,-0.029,16.053,-32.148,15.627
14:29:21:739,0.312,0.148,-0.064,-0.050,16.850,-31.776,16.606
14:29:21:765,0.338,0.181,-0.094,-0.093,18.055,-30.496,18.161
14:29:21:79,0.364,0.204,-0.070,-0.097,19.093,-28.131,19.715
14:29:21:816,0.390,0.242,-0.021,-0.092,19.622,-26.686,20.664
14:29:21:843,0.416,0.355,0.119,-0.133,20.033,-24.360,21.750
14:29:21:898,0.471,0.466,0.086,-0.197,20.076,-22.968,22.256
14:29:21:899,0.472,0.516,0.162,-0.204,19.538,-20.290,22.740
14:29:21:921,0.495,0.465,0.072,-0.122,18.686,-18.306,22.955
14:29:21:947,0.521,0.414,-0.010,-0.050,17.005,-15.334,22.947
14:29:21:975,0.548,0.304,-0.089,0.050,14.972,-13.702,22.248
14:29:22:003,0.576,0.490,-0.101,-0.063,13.607,-13.078,21.470
14:29:22:141,0.714,0.501,-0.097,-0.095,11.588,-12.668,20.265
14:29:22:141,0.715,0.367,-0.059,-0.067,9.696,-10.788,19.161
14:29:22:142,0.716,0.227,-0.053,-0.065,8.407,-8.936,18.220
14:29:22:143,0.716,0.076,-0.061,0.005,6.519,-5.410,16.352
14:29:22:16,0.734,0.029,-0.066,0.040,5.307,-2.926,14.789
14:29:22:161,0.734,-0.010,-0.070,0.047,3.630,0.699,12.099
14:29:22:183,0.757,-0.201,-0.040,0.103,2.624,3.324,10.233
14:29:22:212,0.785,-0.305,-0.104,0.150,1.179,6.619,7.253
14:29:22:237,0.811,-0.248,-0.113,0.211,-0.193,8.336,4.188
14:29:22:263,0.837,-0.316,-0.096,0.283,-1.231,9.599,2.229
14:29:22:289,0.863,-0.275,-0.063,0.402,-2.824,11.409,-0.657
14:29:22:315,0.888,-0.300,-0.037,0.405,-3.915,12.656,-2.406
14:29:22:341,0.915,-0.362,-0.015,0.459,-5.354,15.146,-4.449
14:29:22:367,0.941,-0.249,-0.001,0.603,-6.377,18.283,-5.879
14:29:22:394,0.967,-0.177,0.015,0.554,-6.805,20.591,-6.402
14:29:22:42,0.994,-0.305,-0.006,0.608,-6.909,24.845,-6.326
14:29:22:447,1.021,-0.337,0.125,0.725,-6.823,27.657,-5.863
14:29:22:474,1.048,-0.284,0.311,0.727,-6.620,30.491,-4.648
14:29:22:501,1.074,-0.214,0.324,0.603,-6.244,31.688,-3.458
14:29:22:526,1.100,-0.109,0.118,0.337,-4.867,32.575,-0.987
14:29:22:552,1.126,-0.034,0.047,0.239,-2.818,33.337,2.673
14:29:22:581,1.154,0.105,0.130,0.264,-1.481,33.504,5.829
14:29:22:581,1.155,0.210,0.324,0.094,0.493,32.884,11.199
14:29:22:631,1.205,0.231,0.268,-0.066,1.989,32.164,14.914
14:29:22:659,1.232,0.314,0.101,-0.164,4.814,31.275,20.198
14:29:22:66,1.233,0.277,0.024,-0.139,8.012,31.080,24.934
14:29:22:712,1.285,0.293,-0.046,-0.150,10.241,31.064,27.864
14:29:22:712,1.286,0.350,-0.168,-0.248,13.347,31.699,31.862
14:29:22:735,1.309,0.308,-0.146,-0.292,14.817,33.013,34.554
14:29:22:762,1.336,0.268,-0.194,-0.317,16.791,34.882,38.639
14:29:22:787,1.361,0.309,-0.238,-0.366,19.333,36.062,42.151
14:29:22:814,1.387,0.345,-0.327,-0.357,21.475,36.418,44.114
14:29:22:869,1.443,0.342,-0.381,-0.321,24.945,36.578,46.514
14:29:22:87,1.443,0.357,-0.387,-0.309,27.109,36.558,47.648
14:29:22:892,1.466,0.340,-0.431,-0.361,29.393,36.666,48.658
14:29:22:919,1.493,0.323,-0.382,-0.433,29.930,36.987,48.907
14:29:22:947,1.521,0.276,-0.303,-0.494,29.277,37.797,48.501
14:29:22:971,1.545,0.328,-0.097,-0.592,27.084,38.304,46.584
14:29:23:056,1.629,0.308,-0.033,-0.655,25.206,38.470,44.627
14:29:23:056,1.630,0.245,0.146,-0.691,21.385,38.917,40.608
14:29:23:057,1.631,0.123,0.179,-0.426,18.450,39.324,37.317
14:29:23:076,1.649,0.117,0.182,-0.148,13.936,39.770,31.538
14:29:23:102,1.676,0.164,0.157,0.057,9.906,38.839,25.407
14:29:23:13,1.704,0.194,0.161,0.029,7.521,37.084,21.656
14:29:23:155,1.729,0.200,0.131,-0.004,4.095,33.906,17.414
14:29:23:181,1.755,0.217,0.080,0.030,1.984,32.197,15.600
14:29:23:208,1.781,0.202,0.049,0.053,-0.747,31.174,13.778
14:29:23:236,1.810,0.339,0.036,0.025,-2.061,32.703,12.743
14:29:23:262,1.835,-0.081,0.098,0.170,-3.321,40.087,11.095
14:29:23:286,1.859,-0.290,-0.006,0.324,-3.414,48.586,8.871
14:29:23:313,1.886,-0.108,-0.001,0.264,-2.849,52.320,7.159
14:29:23:369,1.942,-0.077,-0.041,0.368,-1.678,58.158,4.140
14:29:23:369,1.942,-0.099,-0.117,0.429,-0.866,62.398,1.805
14:29:23:392,1.966,-0.057,-0.155,0.487,0.149,68.676,-2.175
14:29:23:418,1.991,0.051,-0.092,0.676,0.730,74.719,-6.489
