Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
15:19:01:182,0.000,0.007,-0.004,-0.006,4.034,-7.004,12.830
15:19:01:183,0.001,0.010,-0.012,-0.010,4.038,-6.909,12.858
15:19:01:233,0.051,0.010,-0.009,-0.013,4.045,-6.701,12.930
15:19:01:292,0.110,0.005,-0.007,-0.007,4.038,-6.429,13.028
15:19:01:292,0.110,-0.002,-0.002,-0.003,4.040,-6.244,13.086
15:19:01:293,0.111,-0.011,-0.005,-0.005,4.050,-6.000,13.167
15:19:01:338,0.156,-0.010,-0.008,-0.017,4.058,-5.860,13.220
15:19:01:366,0.183,-0.005,-0.005,-0.008,4.068,-5.720,13.304
15:19:01:367,0.184,-0.001,-0.013,-0.013,4.077,-5.600,13.377
15:19:01:39,0.208,0.001,-0.009,-0.010,4.076,-5.518,13.429
15:19:01:471,0.289,0.000,-0.006,-0.011,4.052,-5.399,13.486
15:19:01:472,0.290,0.001,-0.001,-0.014,4.031,-5.336,13.516
15:19:01:526,0.344,-0.003,0.000,-0.012,3.993,-5.220,13.549
15:19:01:527,0.345,-0.007,-0.007,0.000,3.975,-5.167,13.553
15:19:01:527,0.345,-0.007,-0.014,-0.006,3.959,-5.094,13.564
15:19:01:549,0.366,-0.013,-0.008,-0.001,3.942,-5.055,13.571
15:19:01:604,0.422,-0.009,-0.005,-0.014,3.940,-5.064,13.581
15:19:01:604,0.422,-0.002,0.003,-0.010,3.922,-5.098,13.584
15:19:01:654,0.472,0.004,-0.002,-0.010,3.908,-5.115,13.584
15:19:01:655,0.473,0.003,-0.004,-0.001,3.902,-5.148,13.580
15:19:01:709,0.527,-0.005,-0.004,-0.009,3.883,-5.181,13.582
15:19:01:709,0.527,-0.006,-0.006,-0.010,3.869,-5.219,13.571
15:19:01:76,0.578,-0.006,-0.010,-0.017,3.847,-5.269,13.576
15:19:01:76,0.578,-0.009,-0.003,-0.005,3.816,-5.282,13.578
15:19:01:837,0.655,-0.017,-0.002,-0.009,3.777,-5.327,13.584
15:19:01:898,0.716,-0.009,-0.007,-0.010,3.750,-5.450,13.594
15:19:01:898,0.716,-0.004,-0.005,-0.010,3.738,-5.576,13.593
15:19:01:898,0.716,0.005,-0.007,-0.009,3.722,-5.765,13.576
15:19:01:899,0.717,0.002,-0.004,-0.012,3.702,-5.871,13.574
15:19:01:914,0.732,0.003,-0.006,-0.009,3.670,-6.011,13.556
15:19:01:944,0.762,0.004,-0.006,-0.011,3.653,-6.096,13.556
15:19:01:945,0.763,0.009,-0.014,-0.012,3.623,-6.229,13.545
15:19:02:081,0.899,0.009,0.006,-0.020,3.582,-6.340,13.526
15:19:02:082,0.900,0.005,0.008,-0.011,3.555,-6.405,13.515
15:19:02:082,0.900,0.007,-0.008,-0.010,3.535,-6.541,13.465
15:19:02:083,0.901,0.010,-0.012,-0.016,3.533,-6.603,13.440
15:19:02:1,0.918,0.010,-0.007,-0.011,3.513,-6.678,13.430
15:19:02:101,0.919,0.009,-0.003,-0.019,3.490,-6.692,13.423
15:19:02:153,0.971,0.003,0.002,-0.018,3.460,-6.661,13.421
15:19:02:154,0.972,0.005,-0.005,-0.015,3.438,-6.595,13.435
15:19:02:208,1.026,0.004,0.001,-0.005,3.416,-6.550,13.438
15:19:02:209,1.027,0.005,-0.007,-0.011,3.389,-6.456,13.441
15:19:02:259,1.077,-0.008,-0.007,-0.005,3.366,-6.361,13.445
15:19:02:283,1.101,-0.003,-0.006,-0.013,3.356,-6.325,13.450
15:19:02:309,1.127,-0.001,-0.004,-0.002,3.342,-6.317,13.457
15:19:02:337,1.155,0.002,-0.001,-0.014,3.337,-6.323,13.440
15:19:02:363,1.181,-0.008,-0.003,-0.004,3.304,-6.360,13.398
15:19:02:364,1.182,0.000,-0.009,-0.009,3.299,-6.390,13.369
15:19:02:444,1.262,0.000,-0.009,-0.007,3.307,-6.430,13.358
15:19:02:444,1.262,0.008,-0.008,-0.009,3.308,-6.465,13.352
15:19:02:498,1.315,0.002,-0.007,-0.011,3.302,-6.472,13.354
15:19:02:498,1.316,0.005,-0.003,-0.020,3.287,-6.465,13.330
15:19:02:499,1.317,0.007,-0.008,0.001,3.275,-6.446,13.308
15:19:02:547,1.365,0.012,-0.006,-0.008,3.264,-6.418,13.276
15:19:02:548,1.366,0.001,0.003,-0.010,3.246,-6.392,13.251
15:19:02:626,1.444,-0.001,-0.004,-0.010,3.213,-6.379,13.191
15:19:02:627,1.445,-0.010,-0.007,-0.009,3.203,-6.352,13.119
15:19:02:682,1.499,-0.003,-0.015,-0.002,3.189,-6.335,13.085
15:19:02:683,1.500,0.002,-0.013,0.000,3.190,-6.337,13.064
15:19:02:684,1.501,0.004,-0.006,-0.008,3.183,-6.317,13.063
