Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
16:34:36:237,0.000,0.125,-0.012,-0.085,-2.513,-115.640,-24.367
16:34:36:237,0.000,0.109,0.001,-0.075,-2.446,-115.139,-23.053
16:34:36:258,0.021,0.015,0.039,-0.001,-2.618,-114.263,-19.681
16:34:36:284,0.047,-0.010,0.046,0.018,-2.897,-113.898,-17.679
16:34:36:368,0.131,-0.048,0.052,0.071,-3.215,-113.521,-15.770
16:34:36:369,0.132,-0.063,0.056,0.091,-3.418,-113.162,-14.563
16:34:36:37,0.133,-0.096,0.048,0.103,-3.660,-112.490,-13.106
16:34:36:389,0.152,-0.098,0.023,0.063,-3.795,-112.187,-12.345
16:34:36:447,0.210,-0.148,0.062,-0.024,-4.429,-113.855,-11.221
16:34:36:448,0.211,-0.312,0.066,0.391,-5.331,-119.236,-10.364
16:34:36:448,0.211,-0.333,0.057,0.366,-5.573,-121.561,-10.064
16:34:36:497,0.260,-0.230,0.023,0.279,-5.240,-121.968,-10.084
16:34:36:498,0.261,-0.166,0.019,0.207,-4.813,-121.012,-10.398
16:34:36:549,0.312,-0.159,0.044,0.242,-4.100,-119.182,-11.194
16:34:36:55,0.313,-0.149,0.097,0.231,-3.145,-116.884,-12.736
16:34:36:601,0.365,-0.088,0.158,0.145,-2.486,-115.232,-14.047
16:34:36:602,0.366,-0.143,0.196,0.356,-1.316,-112.772,-16.689
16:34:36:625,0.388,-0.046,0.274,0.159,-0.379,-110.571,-18.917
16:34:36:68,0.443,-0.071,0.314,0.283,1.524,-107.117,-22.937
16:34:36:681,0.444,0.007,0.407,0.192,4.594,-102.980,-27.731
16:34:36:704,0.467,0.015,0.402,0.130,7.784,-99.719,-31.018
16:34:36:73,0.493,0.091,0.241,-0.113,14.399,-95.086,-35.973
16:34:36:756,0.519,0.113,0.197,-0.051,19.607,-92.795,-39.224
16:34:36:842,0.605,0.295,0.127,-0.098,28.821,-89.800,-43.819
16:34:36:842,0.605,0.136,-0.006,-0.088,38.378,-87.504,-47.863
16:34:36:843,0.606,0.074,-0.092,-0.227,44.425,-86.674,-50.577
16:34:36:862,0.625,0.133,-0.163,-0.171,52.817,-86.519,-54.884
16:34:37:002,0.765,0.059,-0.171,-0.060,57.711,-86.963,-57.718
16:34:37:002,0.765,0.092,-0.144,-0.122,64.188,-88.212,-62.177
16:34:37:003,0.766,0.030,-0.280,-0.100,68.058,-89.279,-65.109
16:34:37:005,0.768,0.068,-0.264,-0.053,72.952,-91.354,-69.409
16:34:37:107,0.870,-0.019,-0.295,-0.084,76.875,-93.293,-73.152
16:34:37:108,0.871,-0.041,-0.285,-0.057,78.986,-94.558,-75.359
16:34:37:108,0.871,0.064,-0.189,-0.030,81.527,-96.339,-78.290
16:34:37:109,0.872,0.027,-0.210,-0.067,82.893,-97.057,-79.882
16:34:37:128,0.891,0.008,-0.250,-0.062,84.545,-98.500,-81.912
16:34:37:128,0.891,-0.004,-0.287,-0.040,85.657,-99.553,-83.388
16:34:37:179,0.942,0.020,-0.234,-0.018,86.057,-100.184,-83.964
16:34:37:18,0.943,0.037,-0.190,-0.023,86.255,-100.768,-84.279
16:34:37:231,0.994,0.001,-0.155,-0.013,86.148,-101.013,-84.130
16:34:37:232,0.995,0.069,-0.082,0.000,85.792,-101.273,-83.649
16:34:37:342,1.105,-0.008,-0.097,-0.023,85.191,-101.208,-82.770
16:34:37:343,1.106,0.007,-0.050,-0.012,84.691,-101.009,-82.074
16:34:37:344,1.107,0.031,-0.030,-0.038,83.838,-100.596,-80.939
16:34:37:345,1.108,-0.018,-0.150,-0.021,83.185,-100.294,-80.086
16:34:37:36,1.123,-0.058,-0.246,-0.025,81.943,-99.947,-78.710
16:34:37:414,1.178,-0.082,-0.412,-0.020,79.865,-99.690,-76.770
16:34:37:442,1.205,0.001,-0.480,-0.062,77.792,-99.694,-75.246
16:34:37:442,1.205,0.127,-0.547,-0.105,73.073,-100.200,-72.735
16:34:37:465,1.228,0.174,-0.533,-0.113,68.390,-101.064,-70.909
16:34:37:491,1.254,0.341,-0.249,-0.080,58.137,-102.918,-67.419
16:34:37:545,1.308,0.382,-0.003,-0.088,45.203,-105.155,-63.082
16:34:37:573,1.336,0.328,-0.068,-0.150,36.739,-106.611,-59.621
16:34:37:574,1.337,0.299,-0.166,-0.239,25.279,-109.032,-53.612
16:34:37:712,1.475,0.347,-0.040,-0.339,18.401,-111.045,-49.010
16:34:37:713,1.476,0.358,0.163,-0.330,9.542,-114.904,-41.034
