"","x","y","no","mark"
"792",96,191,60006,"left"
"793",281,192,60007,"left"
"794",253.8271,192,60007,"left"
"795",214.69455,196.86972,60007,"left"
"796",123.97441,202.89676,60007,"left"
"797",110,204,60007,"left"
"798",228,154,60008,"error"
"799",214,141,60008,"error"
"800",211.20929,134.83717,60008,"error"
"801",211,131.39166,60008,"error"
"802",224.8954,125.41422,60008,"error"
"803",241.22641,122.23156,60008,"error"
"804",261,127.5,60008,"error"
"805",294,207,60009,"left"
"806",78,197,60009,"left"
"807",326,172,60010,"left"
"808",75,160,60010,"left"
"809",289,197,60011,"left"
"810",75,167,60011,"left"
"811",169,194,60012,"error"
"812",188,189,60012,"error"
"813",204.5,195,60012,"error"
"814",322,165,60013,"left"
"815",286.52408,165,60013,"left"
"816",259.35324,166.75229,60013,"left"
"817",208.5904,175.48192,60013,"left"
"818",123.73415,194.15851,60013,"left"
"819",71.59474,206.90987,60013,"left"
"820",37.895737,216.93127,60013,"left"
"821",307,141,60014,"left"
"822",286.40866,141,60014,"left"
"823",252.02168,136.74922,60014,"left"
"824",186.49548,143.31306,60014,"left"
"825",99.350296,156.2604,60014,"left"
"826",90,158,60014,"left"
"827",295,173,60015,"left"
"828",233.5,180.5,60015,"left"
"829",167.88054,176.72205,60015,"left"
"830",78.5,165,60015,"left"
"831",298,186,60016,"left"
"832",233.59334,187.20024,60016,"left"
"833",161.97455,185.21991,60016,"left"
"834",88.340195,180.33505,60016,"left"
"835",43,169,60016,"left"
"836",298,173,60017,"left"
"837",261.2778,177.18056,60017,"left"
"838",223.4063,182.52821,60017,"left"
"839",168.0061,187.56708,60017,"left"
"840",129,170,60018,"right"
"841",166.65031,164,60018,"right"
"842",217.35727,165.03572,60018,"right"
"843",360,171,60018,"right"
"844",154,166,60019,"right"
"845",205.48749,169.47963,60019,"right"
"846",286.18866,175.421,60019,"right"
"847",370.5,180.5,60019,"right"
"848",302,174,60020,"left"
"849",276.7847,174,60020,"left"
"850",237.73184,176.71832,60020,"left"
"851",195.6635,178.23468,60020,"left"
"852",143.5,175,60020,"left"
"853",287,141,60021,"left"
"854",238.48013,146.85199,60021,"left"
"855",198.07825,150.14235,60021,"left"
"856",141.00237,151,60021,"left"
"857",127,151,60021,"left"
"858",311,155,60022,"left"
"859",286,155,60022,"left"
"860",255.98566,152,60022,"left"
"861",220.40714,153.24316,60022,"left"
"862",177.57283,153,60022,"left"
"863",103.95321,155.47443,60022,"left"
"864",268,151,60023,"left"
"865",229.31293,162.23547,60023,"left"
"866",183.74957,169.81459,60023,"left"
"867",135,179,60023,"left"
"868",269,149,60024,"left"
"869",243.71082,149,60024,"left"
"870",212.50587,154.35631,60024,"left"
"871",178.36569,157.46953,60024,"left"
"872",150.58514,155.50946,60024,"left"
"873",146,155,60024,"left"
"874",292,146,60025,"left"
"875",265.94794,146,60025,"left"
"876",229.57213,146.67078,60025,"left"
"877",183.09846,147,60025,"left"
"878",123.15929,144.27536,60025,"left"
"879",116,144,60025,"left"
"880",292,213,70001,"left"
"881",255.48206,204.26154,70001,"left"
"882",219.30014,195.60773,70001,"left"
"883",178.07892,182.3139,70001,"left"
"884",126.1243,161.83763,70001,"left"
"885",100.5,149.5,70001,"left"
"886",277,229,70002,"left"
"887",250.87032,229,70002,"left"
"888",216.96922,230.84853,70002,"left"
"889",178.78172,232.94417,70002,"left"
"890",106.51326,239.13275,70002,"left"
"891",81,245,70002,"left"
"892",166,241,70003,"right"
"893",221.3852,229.69887,70003,"right"
"894",269.31046,217.56488,70003,"right"
"895",324.28152,203.08382,70003,"right"
"896",330.5,205,70003,"right"
"897",168,231,70004,"right"
"898",190.72325,231,70004,"right"
"899",219.73607,231,70004,"right"
"900",265.21143,230.71153,70004,"right"
"901",303.42123,233.25342,70004,"right"
"902",330,231.5,70004,"right"
"903",307,251,70005,"left"
"904",286,239,70005,"left"
"905",266.8703,231.51584,70005,"left"
"906",240.77803,225.43141,70005,"left"
"907",213.26979,218.06744,70005,"left"
"908",180.81346,213.3235,70005,"left"
"909",113.149734,203.71535,70005,"left"
"910",286,220,70006,"left"
"911",245.20978,220,70006,"left"
"912",211.82133,217.60204,70006,"left"
"913",176.72528,216.26024,70006,"left"
"914",171,216,70006,"left"
"915",283,218,70007,"left"
"916",216.63068,218,70007,"left"
"917",175.64532,215.97554,70007,"left"
"918",122.96023,210.26764,70007,"left"
"919",90.970665,200.99022,70007,"left"
"920",261,218,70008,"left"
"921",220.5937,218,70008,"left"
"922",184.43959,221,70008,"left"
"923",151.45602,223.8544,70008,"left"
"924",124,223,70008,"left"
"925",305,253,70009,"left"
"926",287,244,70009,"left"
"927",260.58,240.09666,70009,"left"
"928",231.0862,235.18103,70009,"left"
"929",198.2158,233.23325,70009,"left"
"930",171.94644,233,70009,"left"
"931",141.52545,229.91371,70009,"left"
"932",120,226,70009,"left"
"933",272,196,80001,"left"
"934",248.70197,201.52129,80001,"left"
"935",223.96875,204.2539,80001,"left"
"936",198.9631,206.25461,80001,"left"
"937",174.92987,209.25876,80001,"left"
"938",144.17896,215.14632,80001,"left"
"939",120.79908,224.60028,80001,"left"
"940",113,227,80001,"left"
"941",291,192,80002,"left"
"942",250.3278,199.95084,80002,"left"
"943",213.73207,206.88434,80002,"left"
"944",178.87424,213.56833,80002,"left"
"945",137.82275,221.44937,80002,"left"
"946",111.935875,225.38301,80002,"left"
"947",284,217,80003,"left"
"948",243.53015,217,80003,"left"
"949",219.55103,219,80003,"left"
"950",193.91905,215.49422,80003,"left"
"951",165.5669,213.05153,80003,"left"
"952",139.32541,213.51164,80003,"left"
"953",116.06335,215.06244,80003,"left"
"954",113,202,80004,"right"
"955",164.74544,194.76126,80004,"right"
"956",224.4944,196.71577,80004,"right"
"957",301.82474,202.18597,80004,"right"
"958",319,206,80004,"right"
"959",136,189,80005,"right"
"960",150,189,80005,"right"
"961",171.44339,179.15181,80005,"right"
"962",196.64067,172.4039,80005,"right"
"963",232.89651,171,80005,"right"
"964",268.94815,174.84973,80005,"right"
"965",277,176,80005,"right"
"966",260,169,80006,"left"
"967",219.06076,179.48482,80006,"left"
"968",190.1014,187.02596,80006,"left"
"969",157.80495,194.8809,80006,"left"
"970",129.43962,201.17061,80006,"left"
"971",105.99983,206.1429,80006,"left"
"972",96.27929,208.9202,80006,"left"
"973",316,168,80007,"left"
"974",270.56625,168,80007,"left"
"975",233.22781,175.91087,80007,"left"
"976",173.65532,190.47742,80007,"left"
"977",131.31734,205.4096,80007,"left"
"978",102.48964,216.4345,80007,"left"
"979",88.85476,223.98831,80007,"left"
"980",73.80438,241.12798,80007,"left"
"981",280,202,80008,"left"
"982",249.23822,206.58725,80008,"left"
"983",219.26337,215.14906,80008,"left"
"984",182.97708,225.42336,80008,"left"
"985",141.7302,244.89168,80008,"left"
"986",118.483574,258.07275,80008,"left"
"987",100.5,266.5,80008,"left"
"988",87.57574,277.3182,80008,"left"
"989",293,152,80009,"left"
"990",254.06984,164.90697,80009,"left"
"991",231.29362,169.34468,80009,"left"
"992",198.50787,176.49792,80009,"left"
"993",168.26465,183.937,80009,"left"
"994",144,191.5,80009,"left"
"995",116.5,208.5,80009,"left"
"996",209,154,80010,"left"
"997",180.14091,156.44968,80010,"left"
"998",155.85791,162.02507,80010,"left"
"999",127.956314,167.25546,80010,"left"
"1000",102.04372,171.5217,80010,"left"
"1001",84.9222,175.01297,80010,"left"
"1002",79,176,80010,"left"
"1003",156,187,80011,"right"
"1004",182,192,80011,"right"
"1005",221.21255,195.914,80011,"right"
"1006",280.4522,204.67593,80011,"right"
"1007",368,216.5,80011,"right"
"1008",322,184,80012,"left"
"1009",289.12497,184,80012,"left"
"1010",257.01688,176.8771,80012,"left"
"1011",217.98198,172.11784,80012,"left"
"1012",163.88448,168,80012,"left"
"1013",123.750175,173.16663,80012,"left"
"1014",104.562195,178.21031,80012,"left"
"1015",87.45529,183.41788,80012,"left"
"1016",86,184,80012,"left"
"1017",300,130,80013,"left"
"1018",278.44745,142.90483,80013,"left"
"1019",256.2855,149.4572,80013,"left"
"1020",220.61298,155.5645,80013,"left"
"1021",160.45746,161.06915,80013,"left"
"1022",117.606575,168.42418,80013,"left"
"1023",95.56405,171.49084,80013,"left"
"1024",81.05667,172.77148,80013,"left"
"1025",67.44751,173,80013,"left"
"1026",148,153,80014,"right"
"1027",170,153,80014,"right"
"1028",207.42267,158.12569,80014,"right"
"1029",261.6223,162.8852,80014,"right"
"1030",124,176,80015,"right"
"1031",145,167,80015,"right"
"1032",171.88568,160.56381,80015,"right"
"1033",203.17296,153.20235,80015,"right"
"1034",241.43094,150.25493,80015,"right"
"1035",289.10953,148.52968,80015,"right"
"1036",312.5,150.5,80015,"right"
"1037",90,179,80016,"right"
"1038",107,179,80016,"right"
"1039",116.69859,179,80016,"right"
"1040",119.37387,179,80016,"right"
"1041",121.648476,179,80016,"right"
"1042",123.42875,179,80016,"right"
"1043",125.87275,179,80016,"right"
"1044",130.5,179,80016,"right"
"1045",135.73361,172.46619,80016,"right"
"1046",146.03499,167.78601,80016,"right"
"1047",158.19843,165.98016,80016,"right"
"1048",181.85445,163.84065,80016,"right"
"1049",208.8511,160.79433,80016,"right"
"1050",245.85866,161.62439,80016,"right"
"1051",256,162,80016,"right"
"1052",289,196,80017,"left"
"1053",258.13232,196,80017,"left"
"1054",232.14737,196,80017,"left"
"1055",203.6381,193.76883,80017,"left"
"1056",158.12651,188.3291,80017,"left"
"1057",111.457504,181.76854,80017,"left"
"1058",87.53457,178.21922,80017,"left"
"1059",67.243385,175.22607,80017,"left"
"1060",66,175,80017,"left"
"1061",309,164,80018,"left"
"1062",287,164,80018,"left"
"1063",258.94086,161.51897,80018,"left"
"1064",229.99016,161.38943,80018,"left"
"1065",195.56247,163.01903,80018,"left"
"1066",161.6832,170.14934,80018,"left"
"1067",139.02368,176.1601,80018,"left"
"1068",92.68092,190.44385,80018,"left"
"1069",93.5,196.5,80018,"left"
"1070",297,143,80019,"left"
"1071",262.65677,148.64407,80019,"left"
"1072",233.8872,150.85213,80019,"left"
"1073",200.79395,156.6681,80019,"left"
"1074",160.92577,165.26546,80019,"left"
"1075",107.29154,179.76567,80019,"left"
"1076",86.69051,190.3205,80019,"left"
"1077",282,155,80020,"left"
"1078",263,155,80020,"left"
"1079",237.63045,158.83188,80020,"left"
"1080",208.8373,162.11627,80020,"left"
"1081",176.23694,168.16588,80020,"left"
"1082",137.9721,180.24043,80020,"left"
"1083",99.30862,199.2044,80020,"left"
"1084",82.12863,210.4636,80020,"left"
"1085",281,216,90001,"left"
"1086",252.71016,217.42899,90001,"left"
"1087",212.01863,225.66046,90001,"left"
"1088",129.27211,258.44006,90001,"left"
"1089",89.62744,283.77942,90001,"left"
"1090",275,231,90002,"left"
"1091",229.89897,232.04453,90002,"left"
"1092",184.68138,240.83481,90002,"left"
"1093",116.43197,265.712,90002,"left"
"1094",113,268,90002,"left"
"1095",314,209,90003,"left"
"1096",272.843,202.3843,90003,"left"
"1097",227.97403,200.53479,90003,"left"
"1098",156.14339,208.77036,90003,"left"
"1099",86.5,225.5,90003,"left"
"1100",50.5,256,90003,"left"
"1101",300,224,90004,"left"
"1102",275.12247,217.03062,90004,"left"
"1103",243.30478,213.96977,90004,"left"
"1104",201.24876,217.10208,90004,"left"
"1105",119.64547,237.71594,90004,"left"
"1106",92.5,268,90004,"left"
"1107",313,216,90005,"left"
"1108",268.00836,208.81894,90005,"left"
"1109",218.08209,212.65672,90005,"left"
"1110",115.48584,236.87854,90005,"left"
"1111",74.82298,265.4877,90005,"left"
"1112",72,267,90005,"left"
"1113",202,217,90006,"right"
"1114",225.03314,215.59337,90006,"right"
"1115",262.9567,211.21738,90006,"right"
"1116",312.29324,205.68285,90006,"right"
"1117",346.5,200.5,90006,"right"
"1118",155,189,90007,"right"
"1119",171,189,90007,"right"
"1120",203.76814,189,90007,"right"
"1121",258.81525,189.39105,90007,"right"
"1122",330.5726,188.31212,90007,"right"
"1123",339,188,90007,"right"
"1124",319,199,90008,"left"
"1125",267.15427,196.92302,90008,"left"
"1126",207.1591,209.69498,90008,"left"
"1127",109.76593,248.7809,90008,"left"
"1128",98.5,267,90008,"left"
"1129",273,205,90009,"left"
"1130",233.84044,208.02176,90009,"left"
"1131",173.96938,224.67088,90009,"left"
"1132",91.26779,268.9884,90009,"left"
"1133",316,227,90010,"left"
"1134",278.64505,217.81001,90010,"left"
"1135",238.74887,218.85005,90010,"left"
"1136",167.96056,239.42535,90010,"left"
"1137",103.10791,268.44604,90010,"left"
"1138",212,217,90011,"right"
"1139",248.76411,214.1023,90011,"right"
"1140",286.09616,211.40028,90011,"right"
"1141",324.52585,207.94464,90011,"right"
"1142",197,206,90012,"right"
"1143",216.78152,191.51366,90012,"right"
"1144",244.87845,190.00607,90012,"right"
"1145",288.5,193,90012,"right"
"1146",291,183,90013,"left"
"1147",257.0677,183,90013,"left"
"1148",223.57259,184.60686,90013,"left"
"1149",184.12259,196.95914,90013,"left"
"1150",110.06986,233.34412,90013,"left"
"1151",103,239,90013,"left"
"1152",297,238,90014,"left"
"1153",283,238,90014,"left"
"1154",270.16937,229.4385,90014,"left"
"1155",254.78531,227.57854,90014,"left"
"1156",237.957,229.8086,90014,"left"
"1157",213.22319,233.17262,90014,"left"
"1158",186.63815,242.73131,90014,"left"
"1159",162,256.5,90014,"left"
"1160",271,180,100001,"left"
"1161",239.05612,180,100001,"left"
"1162",209.40492,176.88203,100001,"left"
"1163",174.02469,177.4523,100001,"left"
"1164",132,181,100001,"left"
"1165",99,186,100001,"left"
"1166",235,149,100002,"left"
"1167",206.18687,149,100002,"left"
"1168",174.66534,143.28195,100002,"left"
"1169",133.774,140.20547,100002,"left"
"1170",95.4536,138.57814,100002,"left"
"1171",61,136.5,100002,"left"
"1172",44.264366,143.1913,100002,"left"
"1173",35,146.5,100002,"left"
"1174",264,166,100003,"left"
"1175",237,166,100003,"left"
"1176",196.77203,166,100003,"left"
"1177",156.57625,167.32399,100003,"left"
"1178",128.71756,168.76411,100003,"left"
"1179",92.39459,171.84036,100003,"left"
"1180",82.5,172.5,100003,"left"
"1181",79,174,100003,"left"
"1182",67,172.5,100003,"left"
"1183",190,255,100004,"left"
"1184",176,255,100004,"left"
"1185",153.73303,255,100004,"left"
"1186",126.13497,253.85583,100004,"left"
"1187",98.76936,250.1966,100004,"left"
"1188",63.408672,244.44472,100004,"left"
"1189",47.8717,242,100004,"left"
"1190",34.5,242,100004,"left"
"1191",318,185,100005,"left"
"1192",257.60132,168.92752,100005,"left"
"1193",222.73918,161.7259,100005,"left"
"1194",190.27191,158.40399,100005,"left"
"1195",159,158,100005,"left"
"1196",155,159,100005,"left"
"1197",251,186,100006,"left"
"1198",184.90198,188.0732,100006,"left"
"1199",123.22965,189.21512,100006,"left"
"1200",65.948204,188.84691,100006,"left"
"1201",40.742813,187.2879,100006,"left"
"1202",19,187,100006,"left"
"1203",246,125,100007,"left"
"1204",215.2897,125,100007,"left"
"1205",195.4444,128,100007,"left"
"1206",170.46843,128,100007,"left"
"1207",142.5,126.5,100007,"left"
"1208",119.81421,125.98762,100007,"left"
"1209",103.50733,121.16911,100007,"left"
"1210",95.5,118.5,100007,"left"
"1211",107,136,100008,"right"
"1212",153.39429,133.90053,100008,"right"
"1213",232.11789,128.063,100008,"right"
"1214",98,165,100009,"right"
"1215",161.30862,165,100009,"right"
"1216",250,151,100010,"left"
"1217",182.93967,147.8903,100010,"left"
"1218",124.08158,143.39725,100010,"left"
"1219",89.92792,143,100010,"left"
"1220",78.640114,146.00996,100010,"left"
"1221",62.5,151.5,100010,"left"
"1222",57,150,100010,"left"
"1223",286,221,100011,"left"
"1224",247.76828,221,100011,"left"
"1225",212.657,214.10387,100011,"left"
"1226",182.58337,208.49207,100011,"left"
"1227",138.5887,200.92166,100011,"left"
"1228",111,199,100011,"left"
"1229",67.81863,193.07442,100011,"left"
"1230",52,188.5,100011,"left"
"1231",40.5,181,100011,"left"
"1232",138,145,100012,"error"
"1233",119.81472,136.40736,100012,"error"
"1234",117,130.63503,100012,"error"
"1235",130.25578,113.744225,100012,"error"
"1236",138,106,100012,"error"
"1237",242,156,100013,"left"
"1238",185.00778,148.09303,100013,"left"
"1239",152.24803,144.60686,100013,"left"
"1240",117.749825,138.23807,100013,"left"
"1241",78.00568,126.09246,100013,"left"
"1242",54.5,123.5,100013,"left"
"1243",51,120,100013,"left"
"1244",122,189,100014,"right"
"1245",177.83682,187.53902,100014,"right"
"1246",319.15918,179.37543,100014,"right"
"1247",153,158,100015,"right"
"1248",187.7552,149.5612,100015,"right"
"1249",224.78583,142.03966,100015,"right"
"1250",288.97882,130.06949,100015,"right"
"1251",327,125.5,100015,"right"
"1252",83,149,100016,"right"
"1253",123.90741,151.30556,100016,"right"
"1254",186.77097,146.61517,100016,"right"
"1255",209,144,100016,"right"
"1256",269,138,100016,"right"
"1257",100,178,100017,"right"
"1258",135.30487,173.12834,100017,"right"
"1259",260.02835,186.166,100017,"right"
"1260",86,216,100018,"right"
"1261",155.50372,232.92365,100018,"right"
"1262",360,255.5,100018,"right"
"1263",124,173,100019,"right"
"1264",176.72325,191.09607,100019,"right"
"1265",258.41638,202.95392,100019,"right"
"1266",335,209,100019,"right"
"1267",100,202,100020,"right"
"1268",166.70543,200.18317,100020,"right"
"1269",254.63812,201,100020,"right"
"1270",344.5,197,100020,"right"
"1271",123,181,100021,"right"
"1272",168.6936,188.60403,100021,"right"
"1273",202.81415,190,100021,"right"
"1274",298.5,184,100021,"right"
"1275",330,180,100021,"right"
"1276",292,200,100022,"left"
"1277",238.02306,180.64554,100022,"left"
"1278",193.2551,173.50069,100022,"left"
"1279",125.806854,171.18573,100022,"left"
"1280",80.11774,175.29863,100022,"left"
"1281",64.5,176.5,100022,"left"
"1282",56,180,100022,"left"
"1283",20,192,100022,"left"
"1284",285,197,100023,"left"
"1285",223.46057,189.55315,100023,"left"
"1286",166.05681,182.64107,100023,"left"
"1287",99.70985,173.48215,100023,"left"
"1288",63.067566,171.82207,100023,"left"
"1289",50,174,100023,"left"
"1290",40,175,100023,"left"
"1291",323,163,110001,"left"
"1292",297,163,110001,"left"
"1293",252.96472,169.20824,110001,"left"
"1294",162.09184,190.84373,110001,"left"
"1295",109.8546,206.74632,110001,"left"
"1296",62.69946,227.60107,110001,"left"
"1297",52.5,248,110001,"left"
"1298",277,168,110002,"left"
"1299",216.48763,177.39357,110002,"left"
"1300",117.130554,191.85164,110002,"left"
"1301",63.518803,209.19604,110002,"left"
"1302",300,159,110003,"left"
"1303",249.22594,159,110003,"left"
"1304",200.68285,166.92212,110003,"left"
"1305",99.5,192,110003,"left"
"1306",90,203,110003,"left"
"1307",282,155,110004,"left"
"1308",256.6952,155,110004,"left"
"1309",178,173,110004,"left"
"1310",127,197,110004,"left"
"1311",316,187,110005,"left"
"1312",271.72998,182.4119,110005,"left"
"1313",230.28958,185.02715,110005,"left"
"1314",157.38875,195.535,110005,"left"
"1315",95,207,110005,"left"
"1316",279,177,110006,"left"
"1317",218.09367,191.49924,110006,"left"
"1318",69.5,230,110006,"left"
"1319",288,167,110007,"left"
"1320",226.07217,183.0113,110007,"left"
"1321",151.91447,204.40318,110007,"left"
"1322",87.5,233.5,110007,"left"
"1323",58,245,110007,"left"
"1324",259,168,110008,"left"
"1325",197.27864,181.7613,110008,"left"
"1326",100.153854,205.50868,110008,"left"
"1327",42,224,110008,"left"
"1328",161,171,110009,"right"
"1329",213.7019,170.39226,110009,"right"
"1330",304.722,171.09743,110009,"right"
"1331",156,156,110010,"right"
"1332",202.84962,156,110010,"right"
"1333",260.31775,158.90654,110010,"right"
"1334",380.5,169.5,110010,"right"
"1335",184,76,110011,"error"
"1336",224.20328,79.33049,110011,"error"
"1337",276,163,110012,"left"
"1338",245.206,168.49893,110012,"left"
"1339",108.5,187.5,110012,"left"
"1340",88,199,110012,"left"
"1341",58,152,110013,"error"
"1342",90,152,110013,"error"
"1343",282,135,110014,"left"
"1344",213.32529,149.94086,110014,"left"
"1345",89.5,175.5,110014,"left"
"1346",316,166,110015,"left"
"1347",275.46054,161,110015,"left"
"1348",235.55602,164.64154,110015,"left"
"1349",171.12335,171.44795,110015,"left"
"1350",86.5,183.5,110015,"left"
"1351",297,114,110016,"left"
"1352",268.203,114,110016,"left"
"1353",230.70384,119.46912,110016,"left"
"1354",176.29984,129.54004,110016,"left"
"1355",123.5,145.5,110016,"left"
"1356",106,162.5,110016,"left"
"1357",293,149,110017,"left"
"1358",267.60876,149,110017,"left"
"1359",222.65765,148.4719,110017,"left"
"1360",173,153.5,110017,"left"
"1361",63.0837,199.73686,110017,"left"
"1362",112,126,110018,"right"
"1363",155.88853,131.40994,110018,"right"
"1364",208.49919,134.66245,110018,"right"
"1365",312.0784,145.52075,110018,"right"
"1366",346,154.5,110018,"right"
"1367",216,162,110019,"right"
"1368",271.58292,160.50638,110019,"right"
"1369",310,166,110019,"right"
"1370",331,181,110020,"left"
"1371",287.84644,174.94232,110020,"left"
"1372",250.10852,173.62561,110020,"left"
"1373",192.46915,180.53575,110020,"left"
"1374",111.5,202.5,110020,"left"
"1375",103,212,110020,"left"
"1376",322,190,110021,"left"
"1377",296.4363,183,110021,"left"
"1378",267.4452,183,110021,"left"
"1379",231.82928,187.92789,110021,"left"
"1380",151.44476,199.83736,110021,"left"
"1381",86.35984,214.44731,110021,"left"
"1382",62.91292,226.17415,110021,"left"
"1383",298,143,110022,"left"
"1384",242.25792,143,110022,"left"
"1385",194.02617,146.86317,110022,"left"
"1386",113.5,157.5,110022,"left"
"1387",98,163,110022,"left"
"1388",283,231,120001,"left"
"1389",241.37161,244.46994,120001,"left"
"1390",206.53021,255.68251,120001,"left"
"1391",154.35,275.77438,120001,"left"
"1392",130.24425,285.21375,120001,"left"
"1393",116.243515,290.4569,120001,"left"
"1394",97.277145,294.34457,120001,"left"
"1395",79.576225,296,120001,"left"
"1396",70.216095,296,120001,"left"
"1397",66.423836,296,120001,"left"
"1398",60.47822,291.85867,120001,"left"
"1399",60,292.17548,120001,"left"
"1400",60,291.5,120001,"left"
"1401",58,292,120001,"left"
"1402",245,160,120002,"left"
"1403",163.739,186.58171,120002,"left"
"1404",101.706055,208.51389,120002,"left"
"1405",67.619804,220.36938,120002,"left"
"1406",49.442368,233.08214,120002,"left"
"1407",41.02029,246.56348,120002,"left"
"1408",35,247,120002,"left"
"1409",288,134,120003,"left"
"1410",257.00107,163.99893,120003,"left"
"1411",232.11218,188.40184,120003,"left"
"1412",198.92403,232.01659,120003,"left"
"1413",179.10828,251.55779,120003,"left"
"1414",164.78131,269.4257,120003,"left"
"1415",151.94576,280.40802,120003,"left"
"1416",137.14944,289.7504,120003,"left"
"1417",125.09424,292.98953,120003,"left"
"1418",113.34646,293.5307,120003,"left"
"1419",106.973465,294,120003,"left"
"1420",101.28846,295,120003,"left"
"1421",96.83061,295,120003,"left"
"1422",93.5566,295,120003,"left"
"1423",90.56436,296.43564,120003,"left"
"1424",89.36178,296,120003,"left"
"1425",88.5,296,120003,"left"
"1426",86.28725,296.71277,120003,"left"
"1427",84.653984,297,120003,"left"
"1428",78.72552,297,120003,"left"
"1429",71.80259,297,120003,"left"
"1430",66.443214,297,120003,"left"
"1431",61.507477,299.99503,120003,"left"
"1432",296,128,120004,"left"
"1433",246.74785,144.66388,120004,"left"
"1434",164.86536,190.94916,120004,"left"
"1435",88.919136,237.09508,120004,"left"
"1436",51.80397,271.7366,120004,"left"
"1437",51,273,120004,"left"
"1438",331,180,120005,"left"
"1439",314,180,120005,"left"
"1440",292.37592,185.7265,120005,"left"
"1441",263.4113,191.46416,120005,"left"
"1442",218.36807,197.92113,120005,"left"
"1443",138.46104,216.87366,120005,"left"
"1444",127.529175,220.99222,120005,"left"
"1445",106.46361,228.2063,120005,"left"
"1446",87.862305,232.87793,120005,"left"
"1447",71.21193,237.21494,120005,"left"
"1448",59.78071,244.72806,120005,"left"
"1449",52.177208,248.32912,120005,"left"
"1450",47.818867,250.72705,120005,"left"
"1451",44.5054,252.2473,120005,"left"
"1452",39.643013,254.78566,120005,"left"
"1453",36.239483,257.76053,120005,"left"
"1454",38.465126,257.86627,120005,"left"
"1455",39,258,120005,"left"
"1456",282,191,120006,"left"
"1457",232.99722,200.85764,120006,"left"
"1458",193.98866,209.00252,120006,"left"
"1459",133.97649,226.50392,120006,"left"
"1460",109.93114,232.63657,120006,"left"
"1461",90.11704,236.90349,120006,"left"
"1462",66.67057,241.91618,120006,"left"
"1463",54,242,120006,"left"
"1464",50.3172,244.93655,120006,"left"
"1465",42.5,246.5,120006,"left"
"1466",43.017212,247,120006,"left"
"1467",40.251812,249,120006,"left"
"1468",35.7497,249,120006,"left"
"1469",34.92616,250,120006,"left"
"1470",34.35272,251,120006,"left"
"1471",32.789795,252.2102,120006,"left"
"1472",30.32647,252.67354,120006,"left"
"1473",28.33625,253,120006,"left"
"1474",28,253,120006,"left"
"1475",303,193,120007,"left"
"1476",268.71283,196.78067,120007,"left"
"1477",238.05461,199.70648,120007,"left"
"1478",199.26584,203.20253,120007,"left"
"1479",145.81384,214.21843,120007,"left"
"1480",114.86708,222.32368,120007,"left"
"1481",98.364235,226.27263,120007,"left"
"1482",77.27586,230.58374,120007,"left"
"1483",63.393078,233.4682,120007,"left"
"1484",50.491135,239.25443,120007,"left"
"1485",40.744354,241.78732,120007,"left"
"1486",37.3111,243.34445,120007,"left"
"1487",34.283783,249.57433,120007,"left"
"1488",34,252.90524,120007,"left"
"1489",34,254.48369,120007,"left"
"1490",34,255.5,120007,"left"
"1491",41,256.6172,120007,"left"
"1492",41,257.5,120007,"left"
"1493",43,257,120007,"left"
"1494",57,246,120008,"right"
"1495",63.198162,225.80183,120008,"right"
"1496",83.95015,223.12811,120008,"right"
"1497",117.599625,221.42612,120008,"right"
"1498",157.88872,220,120008,"right"
"1499",226.16101,223.64766,120008,"right"
"1500",265.12482,223,120008,"right"
"1501",289.29663,223,120008,"right"
"1502",312.623,219.29507,120008,"right"
"1503",332.54364,214.3369,120008,"right"
"1504",337,213,120008,"right"
"1505",79,166,120009,"right"
"1506",132.00659,166,120009,"right"
"1507",167.93195,166.92046,120009,"right"
"1508",206.1034,165.55586,120009,"right"
"1509",264.46048,164,120009,"right"
"1510",287.21027,166.51501,120009,"right"
"1511",306.06845,171.02281,120009,"right"
"1512",316.5,174,120009,"right"
"1513",326.32544,175,120009,"right"
"1514",328.5888,176.5888,120009,"right"
"1515",331.05774,177,120009,"right"
"1516",332.61456,177,120009,"right"
"1517",335.2921,177,120009,"right"
"1518",337.7643,177,120009,"right"
"1519",341.56055,177,120009,"right"
"1520",345.1866,177,120009,"right"
"1521",350.08496,177,120009,"right"
"1522",79,199,120010,"right"
"1523",106.401215,193.45988,120010,"right"
"1524",123.7392,193,120010,"right"
"1525",135.61816,191.84546,120010,"right"
"1526",148.16069,189.85492,120010,"right"
"1527",161.69026,186.33098,120010,"right"
"1528",174.19998,183.70001,120010,"right"
"1529",187.04607,182.32822,120010,"right"
"1530",205,177.5,120010,"right"
"1531",216.43767,179,120010,"right"
"1532",226.01414,179,120010,"right"
"1533",232.18716,179,120010,"right"
"1534",238.81487,179,120010,"right"
"1535",240.73308,179,120010,"right"
"1536",244.09418,179,120010,"right"
"1537",246,179,120010,"right"
"1538",247,179,120010,"right"
"1539",248,179,120010,"right"
"1540",248,178,120010,"right"
"1541",248,177,120010,"right"
"1542",308,166,120011,"left"
"1543",263.0807,176.97627,120011,"left"
"1544",230.0961,185.92728,120011,"left"
"1545",185.11197,200.62935,120011,"left"
"1546",147.8458,212.46169,120011,"left"
"1547",131.72658,216.45468,120011,"left"
"1548",119.6699,220.12378,120011,"left"
"1549",106.46335,225.46074,120011,"left"
"1550",96.99734,229.00089,120011,"left"
