"","x","y","no","mark"
"841",161.50049,189.07138,60023,"left"
"842",86.26057,193.74065,60023,"left"
"843",304,164,60024,"left"
"844",285.87396,164,60024,"left"
"845",246.60426,162.72842,60024,"left"
"846",187.69969,167.08652,60024,"left"
"847",107.202705,176.90868,60024,"left"
"848",61.295433,187.08183,60024,"left"
"849",49,192,60024,"left"
"850",262,154,60025,"left"
"851",175.37196,173.438,60025,"left"
"852",92.818565,183.38678,60025,"left"
"853",57.380966,186.7619,60025,"left"
"854",38.713326,188.78583,60025,"left"
"855",29,190,60025,"left"
"856",298,154,60026,"left"
"857",273.02255,148,60026,"left"
"858",243.23126,153.18303,60026,"left"
"859",163.40808,169.92717,60026,"left"
"860",65,193.5,60026,"left"
"861",22,218,60026,"left"
"862",317,178,60027,"left"
"863",251.94464,187.16875,60027,"left"
"864",157.69205,195.74646,60027,"left"
"865",84.485535,205.84363,60027,"left"
"866",45,210,60027,"left"
"867",276,189,60028,"left"
"868",253.68678,189,60028,"left"
"869",203,189,60028,"left"
"870",145.39255,190,60028,"left"
"871",74.5,184,60028,"left"
"872",296,176,60029,"left"
"873",253.50052,173.5883,60029,"left"
"874",216.05063,176.27393,60029,"left"
"875",158.8478,179.45877,60029,"left"
"876",93.19165,184.88083,60029,"left"
"877",73.175316,189.24084,60029,"left"
"878",313,191,60030,"left"
"879",278.80396,186.37256,60030,"left"
"880",236.68251,182.12943,60030,"left"
"881",141.68448,168.77197,60030,"left"
"882",136,168,60030,"left"
"883",287,185,60031,"left"
"884",242.1139,182.11162,60031,"left"
"885",195.98291,182.62955,60031,"left"
"886",111.499115,187.5073,60031,"left"
"887",80.85846,190.74461,60031,"left"
"888",68,193.5,60031,"left"
"889",298,195,60032,"left"
"890",70,212,60032,"left"
"891",309,144,60033,"left"
"892",67,161,60033,"left"
"893",288,248,70001,"error"
"894",267.97192,240.16199,70001,"error"
"895",259.5,238.5,70001,"error"
"896",257.5,239,70001,"error"
"897",300,195,70002,"error"
"898",268.87592,186.52109,70002,"error"
"899",267,186,70002,"error"
"900",304,214,70003,"left"
"901",271.64777,231.64691,70003,"left"
"902",238.5,232,70003,"left"
"903",204.15648,232.03374,70003,"left"
"904",172.56384,239.01291,70003,"left"
"905",167,241,70003,"left"
"906",170,213,70004,"right"
"907",234.66328,202.87129,70004,"right"
"908",320.32443,204.94257,70004,"right"
"909",324,205,70004,"right"
"910",193,205,70005,"right"
"911",245.5,209.5,70005,"right"
"912",285.5749,206.05939,70005,"right"
"913",319.33395,203.44434,70005,"right"
"914",337,200.5,70005,"right"
"915",170,265,70006,"right"
"916",188.00916,256.83282,70006,"right"
"917",225.89838,256.73865,70006,"right"
"918",276.60492,257,70006,"right"
"919",189,257,70007,"right"
"920",219,257,70007,"right"
"921",266.09497,252.35178,70007,"right"
"922",319,246,70007,"right"
"923",302,225,70008,"left"
"924",271.57547,214.89388,70008,"left"
"925",241.68398,212.6842,70008,"left"
"926",200.30225,214.54361,70008,"left"
"927",99.42165,229.22089,70008,"left"
"928",66.221634,245.5069,70008,"left"
"929",65,247,70008,"left"
"930",315,199,70009,"left"
"931",290.0678,188.0113,70009,"left"
"932",268.1516,185.01895,70009,"left"
"933",243.46443,186.82906,70009,"left"
"934",219.08063,192.2043,70009,"left"
"935",188.62477,199.43756,70009,"left"
"936",157.63623,206.07275,70009,"left"
"937",140.5,209.5,70009,"left"
"938",247,113,70010,"error"
"939",233,123,70010,"error"
"940",236,148.5,70010,"error"
"941",303,178,70011,"left"
"942",280,169,70011,"left"
"943",248.76053,160.7521,70011,"left"
"944",206.79056,155.59122,70011,"left"
"945",123.660355,163.08618,70011,"left"
"946",114,164,70011,"left"
"947",278,188,70012,"left"
"948",233.66164,168.9436,70012,"left"
"949",162.52225,172.05673,70012,"left"
"950",96.799385,186.4002,70012,"left"
"951",47.90601,219.37712,70012,"left"
"952",189,209,70013,"right"
"953",204,203,70013,"right"
"954",245.35893,198.70552,70013,"right"
"955",316.39526,198,70013,"right"
"956",111,227,70014,"right"
"957",163.20114,227,70014,"right"
"958",217.86339,227,70014,"right"
"959",324.13196,219.86693,70014,"right"
"960",334,218,70014,"right"
"961",294,227,70015,"left"
"962",275,223,70015,"left"
"963",249.05725,219.71262,70015,"left"
"964",218.87466,219,70015,"left"
"965",182.7557,215.08092,70015,"left"
"966",140,211,70015,"left"
"967",91.20312,200.1377,70015,"left"
"968",89,200,70015,"left"
"969",249,218,70016,"error"
"970",230.9463,199.9463,70016,"error"
"971",228.95587,199,70016,"error"
"972",225.91714,196.30571,70016,"error"
"973",209.9562,184.42784,70016,"error"
"974",286,191,70017,"left"
"975",260.96072,191,70017,"left"
"976",215.82878,188.69286,70017,"left"
"977",146.46957,198.92174,70017,"left"
"978",90.5,210,70017,"left"
"979",271,187,70018,"left"
"980",214.86221,171.45796,70018,"left"
"981",172.78255,169.64767,70018,"left"
"982",135.31848,177.44356,70018,"left"
"983",113.22186,194.9527,70018,"left"
"984",275,247,70019,"left"
"985",242.65219,220.3261,70019,"left"
"986",227.64322,219.26433,70019,"left"
"987",208.7404,219,70019,"left"
"988",189.34344,226.27895,70019,"left"
"989",174.82239,233.76534,70019,"left"
"990",168,241,70019,"left"
"991",253,127,80001,"left"
"992",209.09943,131.7092,80001,"left"
"993",164.32831,138.69138,80001,"left"
"994",83.930405,151.95685,80001,"left"
"995",68.21515,160.98738,80001,"left"
"996",67,162,80001,"left"
"997",291,205,80002,"left"
"998",248.47874,208.70425,80002,"left"
"999",202.70064,212,80002,"left"
"1000",120.20082,214.67758,80002,"left"
"1001",77.86922,215,80002,"left"
"1002",45.79145,219.39316,80002,"left"
"1003",43,220,80002,"left"
"1004",322,162,80003,"left"
"1005",305,162,80003,"left"
"1006",267.41574,173.70023,80003,"left"
"1007",220.53232,185.00945,80003,"left"
"1008",145.11049,208.71358,80003,"left"
"1009",86.5,231,80003,"left"
"1010",53.5,246.5,80003,"left"
"1011",292,195,80004,"left"
"1012",271,195,80004,"left"
"1013",229.51627,206.69675,80004,"left"
"1014",163.13837,221.53848,80004,"left"
"1015",105.77271,238.79546,80004,"left"
"1016",68.14145,258.57236,80004,"left"
"1017",63.407566,261.7283,80004,"left"
"1018",91,146,80005,"error"
"1019",67.86532,166.13467,80005,"error"
"1020",60.79516,168.60242,80005,"error"
"1021",55.70399,169,80005,"error"
"1022",48.66886,169,80005,"error"
"1023",45.57601,166.62668,80005,"error"
"1024",42.924408,162.92441,80005,"error"
"1025",41.5,160,80005,"error"
"1026",252,157,80006,"left"
"1027",221,161,80006,"left"
"1028",168.13835,169.3275,80006,"left"
"1029",82.5,183.5,80006,"left"
"1030",64.72962,191.08539,80006,"left"
"1031",26,207.5,80006,"left"
"1032",306,103,80007,"left"
"1033",253.53549,132.4313,80007,"left"
"1034",178.54102,153.90659,80007,"left"
"1035",114.33012,174.42719,80007,"left"
"1036",63.1272,207.4891,80007,"left"
"1037",52,219,80007,"left"
"1038",313,145,80008,"left"
"1039",269.0016,163.19176,80008,"left"
"1040",215.6939,181.98526,80008,"left"
"1041",151.15427,202.85939,80008,"left"
"1042",114.81279,216.3202,80008,"left"
"1043",78.68706,238.67784,80008,"left"
"1044",63.30941,251.30621,80008,"left"
"1045",230,165,80009,"left"
"1046",212.3257,174.4263,80009,"left"
"1047",171.32475,191.22165,80009,"left"
"1048",92.091385,221.7542,80009,"left"
"1049",68,235.5,80009,"left"
"1050",305,185,80010,"left"
"1051",64,249,80010,"left"
"1052",267,188,80011,"left"
"1053",208.76735,200.65118,80011,"left"
"1054",153.84723,210.74338,80011,"left"
"1055",90.37362,226.58589,80011,"left"
"1056",66.21528,239.8789,80011,"left"
"1057",66,240,80011,"left"
"1058",131,177,80012,"right"
"1059",168.26363,172.53069,80012,"right"
"1060",214.17151,174.01039,80012,"right"
"1061",309.30194,187.12465,80012,"right"
"1062",337,193,80012,"right"
"1063",144,195,80013,"right"
"1064",187.35086,188.9117,80013,"right"
"1065",290.99875,203.23148,80013,"right"
"1066",369,217.5,80013,"right"
"1067",286,172,80014,"left"
"1068",233.89363,199.0456,80014,"left"
"1069",164.26253,221.74611,80014,"left"
"1070",123.91444,234.39255,80014,"left"
"1071",76.577255,247.54936,80014,"left"
"1072",227,205,80015,"left"
"1073",204,205,80015,"left"
"1074",155.93666,203.96979,80015,"left"
"1075",155,204,80015,"left"
"1076",142,280,80016,"error"
"1077",125,280,80016,"error"
"1078",109.62307,284.81967,80016,"error"
"1079",101.76339,286,80016,"error"
"1080",94.63843,286,80016,"error"
"1081",291,218,80017,"left"
"1082",235.48262,232.58093,80017,"left"
"1083",182.91188,242.28549,80017,"left"
"1084",140.81448,248.84348,80017,"left"
"1085",104.18037,251.63649,80017,"left"
"1086",77.50453,253.31776,80017,"left"
"1087",64.5,254.5,80017,"left"
"1088",191,253,80018,"error"
"1089",210.89944,253,80018,"error"
"1090",229.02563,261.3419,80018,"error"
"1091",246.1413,264.52356,80018,"error"
"1092",260,157,80019,"left"
"1093",225.0529,164.7572,80019,"left"
"1094",168.84439,188.88538,80019,"left"
"1095",117.26134,215.79218,80019,"left"
"1096",83.77747,240.47397,80019,"left"
"1097",79,245,80019,"left"
"1098",249,174,80020,"left"
"1099",229,183,80020,"left"
"1100",194.85304,198.07349,80020,"left"
"1101",161.31258,214.13687,80020,"left"
"1102",113.67839,240.56516,80020,"left"
"1103",90.917496,260.82736,80020,"left"
"1104",126,205,80021,"right"
"1105",162.99661,198.42906,80021,"right"
"1106",198.91321,199.82971,80021,"right"
"1107",239.61539,200,80021,"right"
"1108",286.75836,200,80021,"right"
"1109",289,200,80021,"right"
"1110",154,162,80022,"right"
"1111",203.5309,154.102,80022,"right"
"1112",253.96591,157.99794,80022,"right"
"1113",254,158,80022,"right"
"1114",293,193,80023,"left"
"1115",245.67451,203.13348,80023,"left"
"1116",188.81367,222.51521,80023,"left"
"1117",119.16993,246.96657,80023,"left"
"1118",87.35291,259.0805,80023,"left"
"1119",70.5,269,80023,"left"
"1120",264,216,80024,"left"
"1121",220.02672,216,80024,"left"
"1122",180.58826,215,80024,"left"
"1123",146.91197,216.91315,80024,"left"
"1124",123.553986,222.98561,80024,"left"
"1125",246,133,80025,"left"
"1126",113,167,80025,"left"
"1127",307,199,80026,"left"
"1128",248.58376,185.64116,80026,"left"
"1129",125,152,80026,"left"
"1130",125,126,80027,"right"
"1131",341,195,80027,"right"
"1132",279,230,90001,"left"
"1133",250.8559,214.21397,90001,"left"
"1134",225.68138,210.22928,90001,"left"
"1135",160.0696,208,90001,"left"
"1136",55.536232,214.09149,90001,"left"
"1137",31,226.5,90001,"left"
"1138",293,230,90002,"left"
"1139",263.384,228.48486,90002,"left"
"1140",214.16019,229.36499,90002,"left"
"1141",140.50905,246.77403,90002,"left"
"1142",120,253,90002,"left"
"1143",175,231,90003,"right"
"1144",190,225,90003,"right"
"1145",245.97943,224.90256,90003,"right"
"1146",298.90427,223,90003,"right"
"1147",327.5,223,90003,"right"
"1148",135,196,90004,"right"
"1149",163,196,90004,"right"
"1150",222.06082,200.58841,90004,"right"
"1151",323.78915,209.59395,90004,"right"
"1152",344,212,90004,"right"
"1153",266,229,90005,"left"
"1154",233.51944,216.53041,90005,"left"
"1155",190.5,211.5,90005,"left"
"1156",82.08649,221.30849,90005,"left"
"1157",39.88961,235.819,90005,"left"
"1158",18,249.5,90005,"left"
"1159",282,217,90006,"left"
"1160",246.44922,205.53622,90006,"left"
"1161",222.9206,203,90006,"left"
"1162",183.76363,207.34836,90006,"left"
"1163",109.949585,221.86795,90006,"left"
"1164",65.5,239,90006,"left"
"1165",50,250.5,90006,"left"
"1166",253,211,90007,"left"
"1167",192.86003,217.80128,90007,"left"
"1168",97.94242,251.18214,90007,"left"
"1169",77,260,90007,"left"
"1170",303,206,90008,"left"
"1171",266.26627,197.07915,90008,"left"
"1172",230.5,194,90008,"left"
"1173",168.22151,210.45496,90008,"left"
"1174",90.597336,247.33882,90008,"left"
"1175",80,254,90008,"left"
"1176",302,193,90009,"left"
"1177",273.9727,185.99454,90009,"left"
"1178",239.323,185.61154,90009,"left"
"1179",196.1011,187.16893,90009,"left"
"1180",131.70844,195.1373,90009,"left"
"1181",98,200.5,90009,"left"
"1182",205,185,90010,"right"
"1183",256.7484,174.22516,90010,"right"
"1184",316,171,90010,"right"
"1185",140,220,90011,"right"
"1186",203.68999,222.26407,90011,"right"
"1187",305.88077,234.94095,90011,"right"
"1188",320,237,90011,"right"
"1189",256,226,90012,"left"
"1190",211.72539,230.04225,90012,"left"
"1191",130.87657,247.53085,90012,"left"
"1192",51.32261,266.87558,90012,"left"
"1193",319,206,90013,"left"
"1194",301,202,90013,"left"
"1195",259.28683,197.05362,90013,"left"
"1196",185.62338,206.53697,90013,"left"
"1197",102.509544,234.88622,90013,"left"
"1198",48.5,267,90013,"left"
"1199",277,239,90014,"left"
"1200",256,239,90014,"left"
"1201",222.2066,244.23041,90014,"left"
"1202",152.52472,263.04977,90014,"left"
"1203",70,289.5,90014,"left"
"1204",112,220,90015,"right"
"1205",141,220,90015,"right"
"1206",207.33365,225,90015,"right"
"1207",325.3869,229,90015,"right"
"1208",338,229,90015,"right"
"1209",294,207,90016,"left"
"1210",267,201,90016,"left"
"1211",225.09741,203.91425,90016,"left"
"1212",145.09715,220.96164,90016,"left"
"1213",85.68476,242.89131,90016,"left"
"1214",63.953957,253.02303,90016,"left"
"1215",295,196,90017,"left"
"1216",276,189,90017,"left"
"1217",240.28516,190.60577,90017,"left"
"1218",192.69861,204.84418,90017,"left"
"1219",97,247.5,90017,"left"
"1220",160,258,90018,"right"
"1221",201.8436,245.69646,90018,"right"
"1222",301.40866,245.08673,90018,"right"
"1223",308,245,90018,"right"
"1224",143,181,90019,"right"
"1225",179.44121,165.79567,90019,"right"
"1226",216.9955,166.11095,90019,"right"
"1227",280.67288,173.47969,90019,"right"
"1228",335.97427,187.86696,90019,"right"
"1229",147,166,90020,"right"
"1230",176.29582,160.11362,90020,"right"
"1231",216.67368,159,90020,"right"
"1232",268.40686,159,90020,"right"
"1233",369,162,90020,"right"
"1234",136,174,90021,"right"
"1235",188.9851,177,90021,"right"
"1236",237.28738,178.30959,90021,"right"
"1237",310.32324,186.69795,90021,"right"
"1238",321,188,90021,"right"
"1239",79,211,90022,"right"
"1240",140.0924,191.09694,90022,"right"
"1241",236.20993,177.33466,90022,"right"
"1242",328.5,176.5,90022,"right"
"1243",354.5,189.5,90022,"right"
"1244",278,172,90023,"left"
"1245",253.72754,171.4773,90023,"left"
"1246",212.23846,172.9702,90023,"left"
"1247",121.5,186,90023,"left"
"1248",62.817184,202.63672,90023,"left"
"1249",59,204,90023,"left"
"1250",282,201,90024,"left"
"1251",236.29257,201,90024,"left"
"1252",128.88208,230.04353,90024,"left"
"1253",36.00956,264.33493,90024,"left"
"1254",46,266,90024,"left"
"1255",320,185,90025,"left"
"1256",268.09085,194.63638,90025,"left"
"1257",220.18369,210.40036,90025,"left"
"1258",142.226,248.16373,90025,"left"
"1259",288,144,100001,"left"
"1260",264,151,100001,"left"
"1261",229.4105,157.33842,100001,"left"
"1262",192.65251,157.83156,100001,"left"
"1263",157.8531,153.48164,100001,"left"
"1264",103,139.5,100001,"left"
"1265",76.823296,131.11757,100001,"left"
"1266",66.031784,125.273834,100001,"left"
"1267",282,161,100002,"left"
"1268",246.68369,168.6795,100002,"left"
"1269",208.77213,170,100002,"left"
"1270",147.75912,171,100002,"left"
"1271",81.69437,168.69974,100002,"left"
"1272",57.5,172.5,100002,"left"
"1273",47.899437,179.2877,100002,"left"
"1274",34.835083,181.72163,100002,"left"
"1275",26.917028,178.10043,100002,"left"
"1276",23.5,174,100002,"left"
"1277",262,146,100003,"left"
"1278",236.31,152,100003,"left"
"1279",212.133,148.65958,100003,"left"
"1280",174.73724,142.72913,100003,"left"
"1281",95.5,129.5,100003,"left"
"1282",69.93099,130,100003,"left"
"1283",53.83105,130.57433,100003,"left"
"1284",38.771553,129.87715,100003,"left"
"1285",304,177,100004,"left"
"1286",250.86888,189.67395,100004,"left"
"1287",223.6032,191.25864,100004,"left"
"1288",192.97209,188.20906,100004,"left"
"1289",160.5,185,100004,"left"
"1290",124.11606,179.1021,100004,"left"
"1291",103.39434,174.23239,100004,"left"
"1292",90.14272,169.55353,100004,"left"
"1293",86.5,166.5,100004,"left"
"1294",284,156,100005,"left"
"1295",263.01553,153.50554,100005,"left"
"1296",237.35432,148.92825,100005,"left"
"1297",198.96278,140.53273,100005,"left"
"1298",134.42847,130.69563,100005,"left"
"1299",76.5,131.5,100005,"left"
"1300",64.829636,141.76605,100005,"left"
"1301",47.233414,150.8833,100005,"left"
"1302",35.401352,155.71973,100005,"left"
"1303",27.26922,154.65384,100005,"left"
"1304",222,206,100006,"left"
"1305",194.86563,206,100006,"left"
"1306",167.69151,206,100006,"left"
"1307",136.48988,209.52844,100006,"left"
"1308",107.228134,216.19296,100006,"left"
"1309",73,225.5,100006,"left"
"1310",285,160,100007,"left"
"1311",264,160,100007,"left"
"1312",223.82524,165.9473,100007,"left"
"1313",177.12827,169.54288,100007,"left"
"1314",117.08898,170.27542,100007,"left"
"1315",76.52935,168,100007,"left"
"1316",61.459488,167.1892,100007,"left"
"1317",47.01315,165.0022,100007,"left"
"1318",36.730503,162.17021,100007,"left"
"1319",30.5,159.5,100007,"left"
"1320",252,113,100008,"left"
"1321",222,113,100008,"left"
"1322",181.124,108.67585,100008,"left"
"1323",139.21375,106.73899,100008,"left"
"1324",99.112854,104.508064,100008,"left"
"1325",69.21419,108.732155,100008,"left"
"1326",60,109.5,100008,"left"
"1327",55.205364,110,100008,"left"
"1328",47.5,110,100008,"left"
"1329",166,163,100009,"left"
"1330",129.34634,161.98383,100009,"left"
"1331",101.66813,157.94469,100009,"left"
"1332",75.979004,155.3986,100009,"left"
"1333",55.238937,155.27094,100009,"left"
"1334",37.5,158,100009,"left"
"1335",163,157,100010,"right"
"1336",205,160,100010,"right"
"1337",270.8466,162.74142,100010,"right"
"1338",306.5,163.5,100010,"right"
"1339",134,151,100011,"right"
"1340",162.71667,143.9425,100011,"right"
"1341",205.43997,137.7943,100011,"right"
"1342",267.5,130,100011,"right"
"1343",293,154,100012,"left"
"1344",243.58452,143.05382,100012,"left"
"1345",176.14975,135.25864,100012,"left"
"1346",102.72184,132.14305,100012,"left"
"1347",59.24535,134.79665,100012,"left"
"1348",26.5,152,100012,"left"
"1349",26,153,100012,"left"
"1350",272,145,100013,"left"
"1351",230.50273,147.81769,100013,"left"
"1352",192.80695,148.39311,100013,"left"
"1353",150.28212,145.24312,100013,"left"
"1354",85.755035,142.1514,100013,"left"
"1355",59.5,144,100013,"left"
"1356",48,148,100013,"left"
"1357",281,139,100014,"left"
"1358",258,139,100014,"left"
"1359",220.34804,134.42732,100014,"left"
"1360",172.85521,130.52368,100014,"left"
"1361",109.63039,120.88043,100014,"left"
"1362",83.0532,117.15798,100014,"left"
"1363",62.5,118.5,100014,"left"
"1364",52,118,100014,"left"
"1365",248,243,110001,"left"
"1366",197.08566,256.80084,110001,"left"
"1367",107.05701,291.25024,110001,"left"
"1368",66.5,305.5,110001,"left"
"1369",197,180,110002,"left"
"1370",80.94681,251.30432,110002,"left"
"1371",63,263,110002,"left"
"1372",173,173,110003,"error"
"1373",190,173,110003,"error"
"1374",203.5,179,110003,"error"
"1375",264,188,110004,"left"
"1376",160.95335,220.95053,110004,"left"
"1377",78.71895,246.58783,110004,"left"
"1378",39,259,110004,"left"
"1379",163,205,110005,"right"
"1380",201.10666,197.60587,110005,"right"
"1381",282.56702,185.42575,110005,"right"
"1382",324,180,110005,"right"
"1383",121,201,110006,"right"
"1384",141,201,110006,"right"
"1385",284.93335,214.46313,110006,"right"
"1386",347.5,220,110006,"right"
"1387",103,54,110007,"error"
"1388",76.554825,65.96012,110007,"error"
"1389",61.01326,77.989395,110007,"error"
"1390",56.37489,94.75067,110007,"error"
"1391",49.399704,100.30015,110007,"error"
"1392",54.5,92,110007,"error"
"1393",292,170,110008,"left"
"1394",225.87303,168.79637,110008,"left"
"1395",79,194,110008,"left"
"1396",70,202,110008,"left"
"1397",263,151,110009,"left"
"1398",227.8616,161.03954,110009,"left"
"1399",140.65297,197.53737,110009,"left"
"1400",74.94642,240.6356,110009,"left"
"1401",214,142,110010,"left"
"1402",146.5,161.5,110010,"left"
"1403",315,157,110011,"left"
"1404",257.9146,162.45084,110011,"left"
"1405",179.85124,180.035,110011,"left"
"1406",110.146225,202.9727,110011,"left"
"1407",72.321594,212.84282,110011,"left"
"1408",278,171,110012,"left"
"1409",222.77557,189.68977,110012,"left"
"1410",111.52702,239.53711,110012,"left"
"1411",294,180,110013,"left"
"1412",263.33066,191.15248,110013,"left"
"1413",152.5,231,110013,"left"
"1414",123,246,110013,"left"
"1415",277,171,110014,"left"
"1416",226.87813,181.93513,110014,"left"
"1417",124.004234,217.99844,110014,"left"
"1418",58,255.5,110014,"left"
"1419",327,190,110015,"left"
"1420",282.72635,199.73546,110015,"left"
"1421",241.59143,209.9544,110015,"left"
"1422",172.8578,231.05171,110015,"left"
"1423",108.56322,258.7497,110015,"left"
"1424",85.5,269,110015,"left"
"1425",292,180,110016,"left"
"1426",218.78273,200.80432,110016,"left"
"1427",90,239.5,110016,"left"
"1428",286,142,110017,"left"
"1429",257.6042,147.91579,110017,"left"
"1430",166.50142,166.09972,110017,"left"
"1431",79.985504,195.63806,110017,"left"
"1432",49,209.5,110017,"left"
"1433",273,173,110018,"left"
"1434",243.35515,180.6857,110018,"left"
"1435",81.5,221,110018,"left"
"1436",139,212,110019,"error"
"1437",186.94287,220,110019,"error"
"1438",295,161,110020,"left"
"1439",259.7551,161,110020,"left"
"1440",202.9076,161.89403,110020,"left"
"1441",80.57485,179.41086,110020,"left"
"1442",303,246,120001,"left"
"1443",279,239,120001,"left"
"1444",249.79593,234.28357,120001,"left"
"1445",214.73592,232.46678,120001,"left"
"1446",177.82956,231.03073,120001,"left"
"1447",139.33603,233,120001,"left"
"1448",103.02777,233,120001,"left"
"1449",77.039665,234.6424,120001,"left"
"1450",54.30181,235,120001,"left"
"1451",39.386475,237,120001,"left"
"1452",27.5,238.5,120001,"left"
"1453",20.5,238,120001,"left"
"1454",271,221,120002,"left"
"1455",239.1353,216.53383,120002,"left"
"1456",194.61124,211.9948,120002,"left"
"1457",150.39626,207.81454,120002,"left"
"1458",104.491196,209.77974,120002,"left"
"1459",86.187164,212.16481,120002,"left"
"1460",71.39511,219.80244,120002,"left"
"1461",63.869534,225.91309,120002,"left"
"1462",57,233,120002,"left"
"1463",51.554497,241.30688,120002,"left"
"1464",51,254,120002,"left"
"1465",282,201,120003,"left"
"1466",225.08966,202.49292,120003,"left"
"1467",160.40616,211.89124,120003,"left"
"1468",99.4933,224.25336,120003,"left"
"1469",83.66421,231.13432,120003,"left"
"1470",70.01223,236.70905,120003,"left"
"1471",60.27403,240.24199,120003,"left"
"1472",55.605785,242.39421,120003,"left"
"1473",50.77368,246.11316,120003,"left"
"1474",47.06949,247.64351,120003,"left"
"1475",43.592743,250.40726,120003,"left"
"1476",39.77877,252.48082,120003,"left"
"1477",39,253,120003,"left"
"1478",265,193,120004,"left"
"1479",205.05173,194.96687,120004,"left"
"1480",128.18883,203.88559,120004,"left"
"1481",68.55152,214.61497,120004,"left"
"1482",50.65508,219.66899,120004,"left"
"1483",34.13102,220,120004,"left"
"1484",26.61395,217,120004,"left"
"1485",23,221.5,120004,"left"
"1486",314,206,120005,"left"
"1487",291,206,120005,"left"
"1488",249.18602,214.12523,120005,"left"
"1489",161.61067,225.55635,120005,"left"
"1490",65.40191,239.9171,120005,"left"
"1491",13.5,244,120005,"left"
"1492",304,242,120006,"left"
"1493",280,235,120006,"left"
"1494",252.04726,230.53775,120006,"left"
"1495",222.25153,229.68773,120006,"left"
"1496",185.22586,228,120006,"left"
"1497",127.71246,229.43542,120006,"left"
"1498",57.047535,234.9966,120006,"left"
"1499",45.973076,235.00208,120006,"left"
"1500",32.233826,233,120006,"left"
"1501",26.050468,236.89906,120006,"left"
"1502",26,237,120006,"left"
"1503",323,184,120007,"left"
"1504",275.3097,179.01813,120007,"left"
"1505",238.92133,182.89763,120007,"left"
"1506",156.26639,190.66772,120007,"left"
"1507",85.085144,199.15248,120007,"left"
"1508",60.821438,202,120007,"left"
"1509",46.77907,204.27132,120007,"left"
"1510",37.541576,205.69168,120007,"left"
"1511",34.73003,207.26997,120007,"left"
"1512",34,208.75014,120007,"left"
"1513",34,210.5,120007,"left"
"1514",40,213.63692,120007,"left"
"1515",40,225.88892,120007,"left"
"1516",40,237,120007,"left"
"1517",291,166,120008,"left"
"1518",230.24915,152.75986,120008,"left"
"1519",193.87657,148.3371,120008,"left"
"1520",139.91797,147.88354,120008,"left"
"1521",110,151,120008,"left"
"1522",45,186,120009,"right"
"1523",65.77762,165.23938,120009,"right"
"1524",99.41725,162.6775,120009,"right"
"1525",179.5156,170.80014,120009,"right"
"1526",235.31952,184.01854,120009,"right"
"1527",277.19443,194.15431,120009,"right"
"1528",307.49454,200.88768,120009,"right"
"1529",321.31528,206.81326,120009,"right"
"1530",338.5,211.5,120009,"right"
"1531",345,214.5,120009,"right"
"1532",67,218,120010,"right"
"1533",92.4146,201.47467,120010,"right"
"1534",135.94669,201,120010,"right"
"1535",189,205.5,120010,"right"
"1536",246.12752,210.76595,120010,"right"
"1537",269.2963,214.74074,120010,"right"
"1538",294.67334,220.31569,120010,"right"
"1539",318.87277,229.7491,120010,"right"
"1540",336.57196,228.762,120010,"right"
"1541",338,229,120010,"right"
"1542",318,183,120011,"left"
"1543",266.1673,187.30545,120011,"left"
"1544",224.01541,189.89845,120011,"left"
"1545",128.19281,205.25392,120011,"left"
"1546",62.198307,221.30835,120011,"left"
"1547",44.04322,227.9856,120011,"left"
"1548",27.5,227.5,120011,"left"
"1549",261,207,120012,"left"
"1550",191.04863,214.1569,120012,"left"
"1551",103.61036,224.04453,120012,"left"
"1552",71.093155,226.52713,120012,"left"
"1553",48.432495,225.05406,120012,"left"
"1554",29.001717,223.11073,120012,"left"
"1555",25,224,120012,"left"
"1556",304,217,120013,"left"
"1557",273.21683,217,120013,"left"
"1558",249.92505,212.81252,120013,"left"
"1559",209.55571,209.00446,120013,"left"
"1560",97.576675,210.1586,120013,"left"
"1561",47.777058,208.52045,120013,"left"
"1562",42.07315,210.58943,120013,"left"
"1563",32.327316,209.05455,120013,"left"
"1564",22.66573,210,120013,"left"
"1565",17.160656,210.91968,120013,"left"
"1566",16,211.5,120013,"left"
"1567",16,211,120013,"left"
"1568",16,212.5,120013,"left"
"1569",16,215.58733,120013,"left"
"1570",16,222.69775,120013,"left"
"1571",26.5,232.5,120013,"left"
"1572",275,234,120014,"error"
"1573",248.68793,225.79195,120014,"error"
"1574",240.78505,220.42804,120014,"error"
"1575",232.37665,216.79222,120014,"error"
"1576",222.44083,210.44083,120014,"error"
"1577",213.74931,206.5831,120014,"error"
"1578",208.28922,203.6446,120014,"error"
"1579",203.3041,200.53606,120014,"error"
"1580",201.24918,196.49834,120014,"error"
"1581",199.5,194.5,120014,"error"
"1582",199,192.17078,120014,"error"
"1583",197.70215,192,120014,"error"
"1584",198,189.13799,120014,"error"
"1585",198,188.5,120014,"error"
"1586",198,188,120014,"error"
"1587",205.55263,188,120014,"error"
"1588",207.24953,188,120014,"error"
"1589",211.55032,188,120014,"error"
"1590",215,198.5,120014,"error"
"1591",217.48647,196.48647,120014,"error"
"1592",219.35428,198.35428,120014,"error"
"1593",221.78693,199,120014,"error"
"1594",224.86752,199,120014,"error"
"1595",227.80309,199,120014,"error"
"1596",232.48889,199,120014,"error"
"1597",235.9968,199,120014,"error"
"1598",243.03749,199,120014,"error"
"1599",247.9328,199,120014,"error"
