"","x","y","no","mark"
"794",168.71893,183.36719,100009,"left"
"795",118.31657,183.11667,100009,"left"
"796",72.951546,181.49814,100009,"left"
"797",38.822826,174.94937,100009,"left"
"798",299,148,110001,"left"
"799",265,150,110001,"left"
"800",213.65192,156.60712,110001,"left"
"801",152.11479,167.48206,110001,"left"
"802",99.09198,173.88506,110001,"left"
"803",59,171,110001,"left"
"804",280,161,110002,"left"
"805",258.00366,161,110002,"left"
"806",215.6706,163.53317,110002,"left"
"807",174.45105,166.29205,110002,"left"
"808",151.5,167.5,110002,"left"
"809",138,166,110002,"left"
"810",254,150,110003,"left"
"811",220.08687,157.37242,110003,"left"
"812",169.97232,164.66031,110003,"left"
"813",81.5,168,110003,"left"
"814",172,136,110004,"right"
"815",208.24997,138.375,110004,"right"
"816",245.95491,141.1061,110004,"right"
"817",284.1207,146.3793,110004,"right"
"818",340.5,160.5,110004,"right"
"819",205,165,110005,"right"
"820",248.19418,163.24683,110005,"right"
"821",290.72476,164.18791,110005,"right"
"822",274,119,110006,"left"
"823",244.43045,119,110006,"left"
"824",201.693,111.02745,110006,"left"
"825",321,151,110007,"left"
"826",297.19992,151,110007,"left"
"827",268.11264,153.2125,110007,"left"
"828",231.49966,155.60872,110007,"left"
"829",192.96295,157.33488,110007,"left"
"830",130.5,159.5,110007,"left"
"831",120,158,110007,"left"
"832",314,149,110008,"left"
"833",254.12166,146.51013,110008,"left"
"834",218.02225,144.13737,110008,"left"
"835",180.82108,138.71645,110008,"left"
"836",119.91583,121.58476,110008,"left"
"837",87.5,111,110008,"left"
"838",297,119,110009,"left"
"839",265,119,110009,"left"
"840",216.26778,120.052826,110009,"left"
"841",180.44574,116.8996,110009,"left"
"842",127.63657,106.24323,110009,"left"
"843",176,114,110010,"right"
"844",196.22926,118.84585,110010,"right"
"845",221.33617,122.59291,110010,"right"
"846",257.7732,127.22165,110010,"right"
"847",293.64072,133.7045,110010,"right"
"848",306.5,136.5,110010,"right"
"849",161,169,110011,"right"
"850",208.47385,169.51822,110011,"right"
"851",253.06345,172.0686,110011,"right"
"852",318.67706,176.95386,110011,"right"
"853",336.5,179.5,110011,"right"
"854",297,85,110012,"left"
"855",283,85,110012,"left"
"856",249.05988,85,110012,"left"
"857",217,82,110012,"left"
"858",188.22363,74.79569,110012,"left"
"859",160.5,66,110012,"left"
"860",188,111,110013,"right"
"861",231.83778,116.94241,110013,"right"
"862",270.8692,121.98062,110013,"right"
"863",313,128,110013,"right"
"864",258,117,110014,"left"
"865",212.36111,117,110014,"left"
"866",178.33823,112.06764,110014,"left"
"867",122,88.5,110014,"left"
"868",292,129,110015,"left"
"869",257,132,110015,"left"
"870",219.70706,131.18535,110015,"left"
"871",189.12178,127.03479,110015,"left"
"872",141.74605,114.68651,110015,"left"
"873",115,108,110015,"left"
"874",286,228,120001,"left"
"875",266.07196,228,120001,"left"
"876",251.60103,228,120001,"left"
"877",236.01979,229.10672,120001,"left"
"878",219.78409,233.66478,120001,"left"
"879",197.04683,236.59688,120001,"left"
"880",182.72943,237.91895,120001,"left"
"881",157.28378,241.09549,120001,"left"
"882",135.32515,243.57832,120001,"left"
"883",113.78586,245.01428,120001,"left"
"884",84,249.5,120001,"left"
"885",145,167,120002,"right"
"886",173.31677,158.12949,120002,"right"
"887",201.29129,155.53937,120002,"right"
"888",233.51671,153.81491,120002,"right"
"889",260.05392,152.46742,120002,"right"
"890",281.42633,154.06558,120002,"right"
"891",294.74884,154.59361,120002,"right"
"892",303.50632,155,120002,"right"
"893",307.6068,155,120002,"right"
"894",310.39447,155,120002,"right"
"895",312.41135,156,120002,"right"
"896",314,156,120002,"right"
"897",313,157,120002,"right"
"898",306,157,120002,"right"
"899",306,158,120002,"right"
"900",140,202,120003,"right"
"901",198.90907,194,120003,"right"
"902",259.35648,195,120003,"right"
"903",315.91953,196,120003,"right"
"904",337.5,196,120003,"right"
"905",295,167,120004,"left"
"906",259.17285,158.5536,120004,"left"
"907",215.63116,162.56148,120004,"left"
"908",123.490524,189.64626,120004,"left"
"909",70.053955,218.07628,120004,"left"
"910",24.5,252,120004,"left"
"911",303,215,120005,"left"
"912",261.14206,206.18033,120005,"left"
"913",217.96967,204,120005,"left"
"914",137.93791,207.30824,120005,"left"
"915",74.35099,217.99622,120005,"left"
"916",37.51298,227.69637,120005,"left"
"917",277,211,120006,"left"
"918",30,252,120006,"left"
"919",124,184,120007,"right"
"920",316,190,120007,"right"
"921",269,195,120008,"left"
"922",67,266,120008,"left"
"923",290,117,120009,"error"
"924",256.7153,122.094894,120009,"error"
"925",239.01364,129.63141,120009,"error"
"926",225.07364,137.18132,120009,"error"
"927",215.01695,141.54802,120009,"error"
"928",203.5,145,120009,"error"
"929",193.29013,148.91711,120009,"error"
"930",185.24036,153.20772,120009,"error"
"931",173.69078,160.31955,120009,"error"
"932",166.96716,164.8197,120009,"error"
"933",160.60193,169.29855,120009,"error"
"934",152,172,120009,"error"
"935",149.73973,176.52055,120009,"error"
"936",150,177.5,120009,"error"
"937",150,178,120009,"error"
"938",155.50896,179,120009,"error"
"939",161.80981,179.30164,120009,"error"
"940",172.06017,181.73148,120009,"error"
"941",190.49516,186.3738,120009,"error"
"942",212.11893,188.6473,120009,"error"
"943",235,193.5,120009,"error"
"944",254.41058,198.40176,120009,"error"
"945",272.00278,200,120009,"error"
"946",285.18127,200,120009,"error"
"947",297.20483,201,120009,"error"
"948",305.39917,201,120009,"error"
"949",312.5,201,120009,"error"
"950",319.19794,201,120009,"error"
"951",325.25107,201,120009,"error"
"952",327.26257,201,120009,"error"
"953",330,201.76273,120009,"error"
"954",332.82864,202,120009,"error"
"955",336.6635,202,120009,"error"
"956",338.45975,202,120009,"error"
"957",343.07843,202,120009,"error"
"958",344.9738,202,120009,"error"
"959",348.06454,202,120009,"error"
"960",124,209,120010,"right"
"961",161.3353,209,120010,"right"
"962",190.34175,207.80746,120010,"right"
"963",228.5,205,120010,"right"
"964",261.80762,202.43532,120010,"right"
"965",306.81888,196.02588,120010,"right"
"966",321.50516,190.53387,120010,"right"
"967",338,182.5,120010,"right"
"968",341,179,120010,"right"
"969",84,230,120011,"right"
"970",138.48924,223.50098,120011,"right"
"971",181.565,223,120011,"right"
"972",232.66574,223,120011,"right"
"973",272.62085,219.50087,120011,"right"
"974",293.06482,216.41931,120011,"right"
"975",312.44644,213.50766,120011,"right"
"976",333.78052,211.63226,120011,"right"
"977",277,218,120012,"left"
"978",232.02788,220,120012,"left"
"979",187.16824,222.25743,120012,"left"
"980",119.038216,230.56596,120012,"left"
"981",85.42503,237.98956,120012,"left"
"982",67.08139,244.78859,120012,"left"
"983",297,198,120013,"left"
"984",265.39886,205.62785,120013,"left"
"985",230.49197,214.684,120013,"left"
"986",172.87563,232.89319,120013,"left"
"987",130.96114,248.78119,120013,"left"
"988",106.408104,259.00894,120013,"left"
"989",84.7738,266.00937,120013,"left"
"990",82,267,120013,"left"
"991",277,197,120014,"left"
"992",233.87709,209.37401,120014,"left"
"993",139.41626,236.90431,120014,"left"
"994",91.80711,252.54822,120014,"left"
"995",71.70392,257.0592,120014,"left"
"996",55.311413,258.60806,120014,"left"
"997",51,259,120014,"left"
"998",253,232,120015,"left"
"999",199.18112,245.23157,120015,"left"
"1000",128.33426,264.3225,120015,"left"
"1001",61.16587,285.6114,120015,"left"
"1002",63,293,120015,"left"
"1003",313,165,120016,"left"
"1004",260.46744,162.63739,120016,"left"
"1005",196.53174,173.65797,120016,"left"
"1006",109.844955,196.70425,120016,"left"
"1007",64.66369,230.25195,120016,"left"
"1008",62,232,120016,"left"
"1009",275,176,120017,"left"
"1010",230.812,181.2376,120017,"left"
"1011",177.09296,192.0731,120017,"left"
"1012",111.57267,213.5182,120017,"left"
"1013",74.03036,234.22359,120017,"left"
"1014",51.687252,253.82715,120017,"left"
"1015",57,256,120017,"left"
"1016",258,207,120018,"left"
"1017",211.91359,216.01662,120018,"left"
"1018",142.9954,238.61914,120018,"left"
"1019",80.373795,262.10132,120018,"left"
"1020",68.870575,270.69937,120018,"left"
"1021",60.5,280,120018,"left"
"1022",294,194,120019,"left"
"1023",261.35446,201.41139,120019,"left"
"1024",229.56964,208.65877,120019,"left"
"1025",191.76544,219.67343,120019,"left"
"1026",148.46046,231.32124,120019,"left"
"1027",115.4595,243.2162,120019,"left"
"1028",96.795715,251.09428,120019,"left"
"1029",76.98837,260.1871,120019,"left"
"1030",73,262,120019,"left"
"1031",279,204,120020,"left"
"1032",261.9931,204,120020,"left"
"1033",231.61372,211.37843,120020,"left"
"1034",181.9285,227.20155,120020,"left"
"1035",119.14582,261.74258,120020,"left"
"1036",91.24881,287.56363,120020,"left"
"1037",77,299,120020,"left"
"1038",59,178,120021,"right"
"1039",107.15796,179.57895,120021,"right"
"1040",146.18492,182.03949,120021,"right"
"1041",206.96655,183,120021,"right"
"1042",258.73224,185.36983,120021,"right"
"1043",293.96606,185,120021,"right"
"1044",322.9239,186.24524,120021,"right"
"1045",337,189,120021,"right"
"1046",116,166,120022,"right"
"1047",131,166,120022,"right"
"1048",151.90529,169.35547,120022,"right"
"1049",181.00014,172,120022,"right"
"1050",216.63272,172.9864,120022,"right"
"1051",248.65688,172.49318,120022,"right"
"1052",279.58917,172,120022,"right"
"1053",306.61258,169.42583,120022,"right"
"1054",324.4361,166.9207,120022,"right"
"1055",337.5,165.5,120022,"right"
"1056",306,199,120023,"left"
"1057",236.50114,193.59619,120023,"left"
"1058",182.5241,201.67639,120023,"left"
"1059",119.20485,219.56796,120023,"left"
"1060",95.27825,240.45592,120023,"left"
"1061",75.141754,270.00192,120023,"left"
"1062",70,279,120023,"left"
"1063",301,183,120024,"left"
"1064",250.89075,183,120024,"left"
"1065",191.77605,202.40799,120024,"left"
"1066",124.0391,233.08469,120024,"left"
"1067",78.89243,262.3781,120024,"left"
"1068",62.53508,280.02283,120024,"left"
"1069",57,287,120024,"left"
"1070",295,163,120025,"left"
"1071",272.14093,167.15619,120025,"left"
"1072",238.04048,180.90219,120025,"left"
"1073",166.20027,218.92157,120025,"left"
"1074",123.466484,244.72011,120025,"left"
"1075",84.57431,269.08908,120025,"left"
"1076",58,287.5,120025,"left"
"1077",284,181,120026,"left"
"1078",238.49123,197.46423,120026,"left"
"1079",183.02628,217.25116,120026,"left"
"1080",141.82779,234.53282,120026,"left"
"1081",115.42737,246.79889,120026,"left"
"1082",81.04997,259.22202,120026,"left"
"1083",243,195,130001,"left"
"1084",221.05135,179.02567,130001,"left"
"1085",205.85905,179.11653,130001,"left"
"1086",185.63358,183.8416,130001,"left"
"1087",162.10326,195.56693,130001,"left"
"1088",131.37636,213.07066,130001,"left"
"1089",69.35441,253.72154,130001,"left"
"1090",69,254,130001,"left"
"1091",277,185,130002,"left"
"1092",251.93826,193.96451,130002,"left"
"1093",217.55438,209.19804,130002,"left"
"1094",144.5,251,130002,"left"
"1095",286,198,130003,"left"
"1096",248.34172,210.0603,130003,"left"
"1097",200.15802,231.97495,130003,"left"
"1098",131.16426,274.99225,130003,"left"
"1099",97.5,300,130003,"left"
"1100",304,227,130004,"left"
"1101",273.8712,232.29509,130004,"left"
"1102",234.45264,241.54591,130004,"left"
"1103",168.22623,258.86218,130004,"left"
"1104",115.08095,282.45218,130004,"left"
"1105",93,295.5,130004,"left"
"1106",266,209,130005,"left"
"1107",246.53658,209,130005,"left"
"1108",212.40764,214.05609,130005,"left"
"1109",168.67221,228.97325,130005,"left"
"1110",93.61888,262.25888,130005,"left"
"1111",87,266,130005,"left"
"1112",308,226,130006,"left"
"1113",273.91077,226,130006,"left"
"1114",238.06097,228.98593,130006,"left"
"1115",188.80338,240.57289,130006,"left"
"1116",119.95752,263.0866,130006,"left"
"1117",69.11565,290.26587,130006,"left"
"1118",62.5,297,130006,"left"
"1119",268,221,130007,"left"
"1120",229.21205,232.61435,130007,"left"
"1121",167.20885,255.46712,130007,"left"
"1122",124.86883,269.3085,130007,"left"
"1123",258,239,130008,"error"
"1124",234.43141,246.91937,130008,"error"
"1125",198.09933,267.56293,130008,"error"
"1126",177,186,130009,"right"
"1127",220.04031,186,130009,"right"
"1128",268.16913,191.48018,130009,"right"
"1129",377.5,204.5,130009,"right"
"1130",118,234,130010,"right"
"1131",150.68835,232.7013,130010,"right"
"1132",184.3337,232,130010,"right"
"1133",266.16077,240.65858,130010,"right"
"1134",321.88,251.38,130010,"right"
"1135",69,239,130011,"right"
"1136",104.04886,227.58249,130011,"right"
"1137",139.17163,224,130011,"right"
"1138",194.46922,224,130011,"right"
"1139",287.3422,227.35614,130011,"right"
"1140",312,229,130011,"right"
"1141",119,252,130012,"right"
"1142",151.78146,244.5889,130012,"right"
"1143",180.66023,243,130012,"right"
"1144",222.71031,242,130012,"right"
"1145",300.32333,245.21848,130012,"right"
"1146",325.8223,247.31358,130012,"right"
"1147",317,220,130013,"left"
"1148",255.21512,221.69124,130013,"left"
"1149",202.9285,227.4524,130013,"left"
"1150",112.28724,248.43903,130013,"left"
"1151",102,252,130013,"left"
"1152",288,222,130014,"left"
"1153",256.75137,231.0777,130014,"left"
"1154",207.70367,246.55556,130014,"left"
"1155",142.65244,273.325,130014,"left"
"1156",268,212,130015,"left"
"1157",203.5,225.5,130015,"left"
"1158",139.03456,261.09546,130015,"left"
"1159",107,303,130015,"left"
"1160",176,235,130016,"right"
"1161",239.91049,225.96854,130016,"right"
"1162",300,232.5,130016,"right"
"1163",128,184,130017,"right"
"1164",177.26175,169.89029,130017,"right"
"1165",252.26764,170.6324,130017,"right"
"1166",329,176,130017,"right"
"1167",76,224,130018,"right"
"1168",121.48489,227.92104,130018,"right"
"1169",172.81194,236.25885,130018,"right"
"1170",276.80164,252.43854,130018,"right"
"1171",333.79315,256.0755,130018,"right"
"1172",275,231,130019,"left"
"1173",235.7604,229.88731,130019,"left"
"1174",198.05594,231.06993,130019,"left"
"1175",145.96231,240.14493,130019,"left"
"1176",93.00574,257.49786,130019,"left"
"1177",278,205,130020,"left"
"1178",254.1538,209.2198,130020,"left"
"1179",214.50728,225.4434,130020,"left"
"1180",131.75534,263.19852,130020,"left"
"1181",121,268,130020,"left"
"1182",266,257,140001,"left"
"1183",252,257,140001,"left"
"1184",237.3206,257,140001,"left"
"1185",217.21428,266.16666,140001,"left"
"1186",188.8501,281.08243,140001,"left"
"1187",143.95181,301.41928,140001,"left"
"1188",118.02912,312.98337,140001,"left"
"1189",118,313,140001,"left"
"1190",239,193,140002,"left"
"1191",214,193,140002,"left"
"1192",183.67676,201.50684,140002,"left"
"1193",151.13177,214.67612,140002,"left"
"1194",80.35351,250.43188,140002,"left"
"1195",56.5,264.5,140002,"left"
"1196",287,217,140003,"left"
"1197",247.88649,215.48581,140003,"left"
"1198",219.8134,219.79665,140003,"left"
"1199",187.83963,230.2992,140003,"left"
"1200",108,259.5,140003,"left"
"1201",158,235,140004,"right"
"1202",182.8125,230.54584,140004,"right"
"1203",214.37112,228.20222,140004,"right"
"1204",259.10574,226.99245,140004,"right"
"1205",324.86044,224.79395,140004,"right"
"1206",88,219,140005,"right"
"1207",138.56842,202.07193,140005,"right"
"1208",203.9867,193.95825,140005,"right"
"1209",282.93777,184.00758,140005,"right"
"1210",308.5,181,140005,"right"
"1211",107,203,140006,"right"
"1212",125,203,140006,"right"
"1213",156.49326,199,140006,"right"
"1214",202.32774,199,140006,"right"
"1215",276.2708,201.67957,140006,"right"
"1216",311.19373,202,140006,"right"
"1217",305,187,140007,"left"
"1218",276.028,183.58495,140007,"left"
"1219",246.67572,188.29987,140007,"left"
"1220",204.6454,197.38702,140007,"left"
"1221",137.80847,222.58894,140007,"left"
"1222",108.295746,236.85213,140007,"left"
"1223",71,254,140007,"left"
"1224",291,219,140008,"left"
"1225",258.28372,220.61938,140008,"left"
"1226",232.07475,225.36098,140008,"left"
"1227",202.90091,232.7426,140008,"left"
"1228",168.03593,242.35384,140008,"left"
"1229",293,209,140009,"left"
"1230",267,209,140009,"left"
"1231",238.21268,213.39763,140009,"left"
"1232",207.85236,221.14412,140009,"left"
"1233",173.31491,233.26099,140009,"left"
"1234",96.1375,267.60556,140009,"left"
"1235",178,210,140010,"right"
"1236",224.59827,196.16396,140010,"right"
"1237",319.78342,175.04999,140010,"right"
"1238",320,175,140010,"right"
"1239",120,222,140011,"right"
"1240",151.15651,210.97238,140011,"right"
"1241",195.45096,201.96385,140011,"right"
"1242",309.2473,178.11514,140011,"right"
"1243",323.90237,173,140011,"right"
"1244",328,173,140011,"right"
"1245",128,223,140012,"right"
"1246",149,212,140012,"right"
"1247",191.80069,205.90392,140012,"right"
"1248",253.86192,201.42572,140012,"right"
"1249",323.42038,200,140012,"right"
"1250",298,199,140013,"left"
"1251",280,199,140013,"left"
"1252",249.64229,204.28969,140013,"left"
"1253",215.51866,213.01936,140013,"left"
"1254",141.47736,243.24509,140013,"left"
"1255",130,248,140013,"left"
"1256",311,171,140014,"left"
"1257",265,178.5,140014,"left"
"1258",241.83376,181.87775,140014,"left"
"1259",220.20648,180.0295,140014,"left"
"1260",201.67938,179,140014,"left"
"1261",189.57289,179,140014,"left"
"1262",186,179,140014,"left"
"1263",306,130,140015,"left"
"1264",286,141,140015,"left"
"1265",266.9206,147.3598,140015,"left"
"1266",246.35074,150.66418,140015,"left"
"1267",226.69533,151.86958,140015,"left"
"1268",208.21997,153.39833,140015,"left"
"1269",190.42839,152.10988,140015,"left"
"1270",189,152,140015,"left"
"1271",288,170,140016,"left"
"1272",247.84836,171.08688,140016,"left"
"1273",227.21541,172,140016,"left"
"1274",203.43532,170.5285,140016,"left"
"1275",185.22021,170,140016,"left"
"1276",164.5,167,140016,"left"
"1277",254,133,140017,"left"
"1278",232.47722,133,140017,"left"
"1279",217.50153,133,140017,"left"
"1280",202.90982,133,140017,"left"
"1281",193,133,140017,"left"
"1282",187,125.5,140017,"left"
"1283",265,145,140018,"left"
"1284",227.27814,145,140018,"left"
"1285",210.83762,145,140018,"left"
"1286",196.658,142.44301,140018,"left"
"1287",191.1006,141.03354,140018,"left"
"1288",183.5,130.5,140018,"left"
"1289",240,153,140019,"left"
"1290",225,153,140019,"left"
"1291",207.32715,157.86728,140019,"left"
"1292",192.5,159.5,140019,"left"
"1293",179.26756,165.3139,140019,"left"
"1294",174.88103,170.58923,140019,"left"
"1295",167.62865,175.22281,140019,"left"
"1296",158.61836,175,140019,"left"
"1297",147.46246,175,140019,"left"
"1298",131.5,164.5,140019,"left"
"1299",263,208,140020,"left"
"1300",67,275,140020,"left"
"1301",249,197,140021,"left"
"1302",83,231,140021,"left"
"1303",221,194,140022,"left"
"1304",82,212,140022,"left"
"1305",80,243,140023,"right"
"1306",112.630615,227.5329,140023,"right"
"1307",306,188,140023,"right"
"1308",291,123,150001,"left"
"1309",249.17564,123,150001,"left"
"1310",216.61914,124.86094,150001,"left"
"1311",162.58217,139.73335,150001,"left"
"1312",76.614265,182.50986,150001,"left"
"1313",296,103,150002,"left"
"1314",269,98,150002,"left"
"1315",227.00375,97,150002,"left"
"1316",189.71725,96.45131,150002,"left"
"1317",126.77275,106.84545,150002,"left"
"1318",93.5,113.5,150002,"left"
"1319",306,112,150003,"left"
"1320",271.9933,107.29967,150003,"left"
"1321",242.57706,107.856255,150003,"left"
"1322",211.17735,111.697395,150003,"left"
"1323",197.5,113,150003,"left"
"1324",270,112,150004,"left"
"1325",245.17773,106.48394,150004,"left"
"1326",210.42488,105.29781,150004,"left"
"1327",169.5,109.5,150004,"left"
"1328",174,164,150005,"right"
"1329",221.31967,156.4041,150005,"right"
"1330",266.08246,150.3196,150005,"right"
"1331",289,146.5,150005,"right"
"1332",118,179,150006,"right"
"1333",155.17055,172.02441,150006,"right"
"1334",194.35526,166.02226,150006,"right"
"1335",280.50626,155.64113,150006,"right"
"1336",339.0075,150.14221,150006,"right"
"1337",276,130,150007,"error"
"1338",247.80168,128.74301,150007,"error"
"1339",216.47188,125.64719,150007,"error"
"1340",313,138,150008,"left"
"1341",268.14447,130.86491,150008,"left"
"1342",236.72493,130.63214,150008,"left"
"1343",204.664,137.084,150008,"left"
"1344",159,169,150009,"right"
"1345",208.58133,169,150009,"right"
"1346",265.69293,166.01706,150009,"right"
"1347",329,162.5,150009,"right"
"1348",132,167,150010,"right"
"1349",161,160,150010,"right"
"1350",206.02055,155.8322,150010,"right"
"1351",317.815,140.65704,150010,"right"
"1352",344,143,150010,"right"
"1353",297,143,150011,"left"
"1354",239.51567,129.6392,150011,"left"
"1355",206.57011,131.7765,150011,"left"
"1356",172.84087,137.93507,150011,"left"
"1357",118.5,161.5,150011,"left"
"1358",266,114,150012,"left"
"1359",235.60495,111.800705,150012,"left"
"1360",201.53218,111,150012,"left"
"1361",282,209,160001,"left"
"1362",252,205,160001,"left"
"1363",196.66995,208.19153,160001,"left"
"1364",84.90468,221.95695,160001,"left"
"1365",41.211765,241.66997,160001,"left"
"1366",18,249,160001,"left"
"1367",292,214,160002,"left"
"1368",264,209,160002,"left"
"1369",209.1954,210.77289,160002,"left"
"1370",118.92264,228.32191,160002,"left"
"1371",56.662678,241.85089,160002,"left"
"1372",36,246.5,160002,"left"
"1373",269,212,160003,"left"
"1374",234.35168,210.40276,160003,"left"
"1375",197.4745,211.11734,160003,"left"
"1376",148.6437,217.38281,160003,"left"
"1377",61.58634,234.81255,160003,"left"
"1378",27,251.5,160003,"left"
"1379",282,195,160004,"left"
"1380",264,188,160004,"left"
"1381",245.64429,182.52885,160004,"left"
"1382",204.09239,174.94507,160004,"left"
"1383",123.62588,163.16547,160004,"left"
"1384",44,160,160004,"left"
"1385",24,161,160004,"left"
"1386",37,167,160005,"right"
"1387",78.09874,164.56554,160005,"right"
"1388",134.5893,165.47398,160005,"right"
"1389",249.6893,177.7769,160005,"right"
"1390",346.4816,196.11813,160005,"right"
"1391",214,231,160006,"right"
"1392",264.4178,231,160006,"right"
"1393",296.95905,228.50613,160006,"right"
"1394",320.76785,224.88187,160006,"right"
"1395",309,214,160007,"left"
"1396",293,214,160007,"left"
"1397",251.82893,210.673,160007,"left"
"1398",200.78535,217.39616,160007,"left"
"1399",102.365364,233.14983,160007,"left"
"1400",40.043045,250.14937,160007,"left"
"1401",241,235,160008,"left"
"1402",184.62949,232.89886,160008,"left"
"1403",124.430275,236.55478,160008,"left"
"1404",66.756134,243.16049,160008,"left"
"1405",29,250.5,160008,"left"
"1406",279,226,160009,"left"
"1407",253,226,160009,"left"
"1408",202.57195,221.91132,160009,"left"
"1409",134.35094,228.46387,160009,"left"
"1410",71.8016,240.35509,160009,"left"
"1411",25,247.5,160009,"left"
"1412",244,248,160010,"left"
"1413",223,244,160010,"left"
"1414",191.58945,237.83841,160010,"left"
"1415",154.75429,234.28297,160010,"left"
"1416",122.47984,235.7808,160010,"left"
"1417",36.726593,250.26808,160010,"left"
"1418",132,228,160011,"right"
"1419",154,224,160011,"right"
"1420",201.85599,219.12663,160011,"right"
"1421",309.82327,209.90533,160011,"right"
"1422",340.5,208,160011,"right"
"1423",123,222,160012,"right"
"1424",190.42084,222.51402,160012,"right"
"1425",252.36249,224.07382,160012,"right"
"1426",325.1283,226,160012,"right"
"1427",339.5,226,160012,"right"
"1428",312,194,160013,"left"
"1429",267.24652,195.19667,160013,"left"
"1430",216.5363,200.93297,160013,"left"
"1431",120.42967,216.82393,160013,"left"
"1432",64.987015,232.50325,160013,"left"
"1433",29,241.5,160013,"left"
"1434",304,197,160014,"left"
"1435",255.78024,195.44418,160014,"left"
"1436",211.16199,204.61382,160014,"left"
"1437",129.24297,225.09079,160014,"left"
"1438",45,244,160014,"left"
"1439",41,244,160014,"left"
"1440",316,199,170001,"left"
"1441",287,199,170001,"left"
"1442",240.43617,209.41763,170001,"left"
"1443",141.25145,235.81746,170001,"left"
"1444",90.37557,259.8539,170001,"left"
"1445",60.506493,272.92578,170001,"left"
"1446",294,210,170002,"left"
"1447",248.91014,210,170002,"left"
"1448",212.0015,218.03806,170002,"left"
"1449",153.72342,236.17184,170002,"left"
"1450",112.598076,254.02939,170002,"left"
"1451",108,256,170002,"left"
"1452",259,213,170003,"left"
"1453",230.32999,214.66714,170003,"left"
"1454",188.17383,221.29454,170003,"left"
"1455",127,226,170004,"right"
"1456",162.2758,212.21725,170004,"right"
"1457",228.0336,196.86339,170004,"right"
"1458",313.90482,182.44217,170004,"right"
"1459",348,179.5,170004,"right"
"1460",154,226,170005,"right"
"1461",198.11424,219.28067,170005,"right"
"1462",254.41573,214.90434,170005,"right"
"1463",330.9221,210.49026,170005,"right"
"1464",339,211.5,170005,"right"
"1465",149,210,170006,"right"
"1466",179.3608,205.87973,170006,"right"
"1467",207.86519,203.71349,170006,"right"
"1468",235.5568,200.58156,170006,"right"
"1469",257.54083,199.02359,170006,"right"
"1470",280.0131,196.49782,170006,"right"
"1471",303.07306,195.9382,170006,"right"
"1472",304,196,170006,"right"
"1473",329,175,170007,"left"
"1474",314,175,170007,"left"
"1475",282.91498,170.3966,170007,"left"
"1476",235.14651,171.18292,170007,"left"
"1477",155.79819,182.0985,170007,"left"
"1478",86.51618,209.7571,170007,"left"
"1479",303,207,170008,"left"
"1480",265.5853,202.921,170008,"left"
"1481",224.63435,206.16898,170008,"left"
"1482",158.02887,220.14526,170008,"left"
"1483",99.860565,249.34103,170008,"left"
"1484",59.19605,275.9384,170008,"left"
"1485",328,186,170009,"left"
"1486",290.4047,186,170009,"left"
"1487",263.0957,186.6454,170009,"left"
"1488",232.53471,191.86295,170009,"left"
"1489",199.97038,200.91716,170009,"left"
"1490",177.76527,208.63081,170009,"left"
"1491",130.61194,237.11754,170009,"left"
"1492",142,229,170010,"right"
"1493",197.27509,212.81784,170010,"right"
"1494",244.31279,207.88066,170010,"right"
"1495",324.02176,200.95738,170010,"right"
"1496",332,200,170010,"right"
"1497",138,211,170011,"right"
"1498",155,203,170011,"right"
"1499",205.04973,191.63683,170011,"right"
"1500",311.39377,174.71718,170011,"right"
"1501",350,171.5,170011,"right"
"1502",319,201,170012,"left"
"1503",286.59573,197.49443,170012,"left"
"1504",239.82765,201.23447,170012,"left"
"1505",141.19025,231.93579,170012,"left"
"1506",85.5,263.5,170012,"left"
"1507",314,208,170013,"left"
"1508",277.79755,206.5911,170013,"left"
"1509",234.06229,207.27371,170013,"left"
"1510",145.5993,226.3353,170013,"left"
"1511",90.49635,252.45349,170013,"left"
"1512",62.596222,272.25867,170013,"left"
"1513",61,274,170013,"left"
"1514",306,201,180001,"left"
"1515",258.3093,202.28178,180001,"left"
"1516",162.18274,225.62605,180001,"left"
"1517",99.547905,245.88469,180001,"left"
"1518",42.5,262.5,180001,"left"
"1519",154,217,180002,"right"
"1520",216.85753,211.79115,180002,"right"
"1521",261.32443,212,180002,"right"
"1522",329,213.5,180002,"right"
"1523",301,175,180003,"left"
"1524",269.35812,175,180003,"left"
"1525",177.3973,198.16367,180003,"left"
"1526",77.68849,227.49345,180003,"left"
"1527",32.5,250.5,180003,"left"
"1528",302,172,180004,"left"
"1529",196.20068,206.42474,180004,"left"
"1530",133.51257,226.40565,180004,"left"
"1531",80.54123,248.40298,180004,"left"
"1532",67,255,180004,"left"
"1533",78,222,180005,"right"
"1534",93,222,180005,"right"
"1535",139.42093,212.78404,180005,"right"
"1536",214.85205,207.3907,180005,"right"
"1537",291.1792,204.90901,180005,"right"
"1538",349.70447,202.21478,180005,"right"
"1539",183,210,180006,"right"
"1540",233.63544,202.5723,180006,"right"
"1541",298.72366,198.70117,180006,"right"
"1542",350.5,196,180006,"right"
"1543",191,201,180007,"right"
"1544",219.55263,201,180007,"right"
"1545",264.08215,201,180007,"right"
"1546",318,202.5,180007,"right"
"1547",298,223,180008,"left"
"1548",267,216,180008,"left"
"1549",213.31346,214.64018,180008,"left"
"1550",112.102325,224.50246,180008,"left"
"1551",54.171135,247.339,180008,"left"
