0,2,0.60557,0.82573,0.39082,0.29173,0.17891,0.55183,1.0588,0.299
0,3,0.52948,0.94447,0.47331,0.40226,0.23441,0.46352,0.79992,0.18896
0,4,0.51871,0.96423,0.57455,0.54405,0.1662,0.45414,2.5067,0.28498
0,5,0.40044,1.2488,0.56101,0.34714,0.22297,0.5559,1.2869,0.11495
1,2,0.60074,0.8341,0.36028,0.16304,0.15924,0.60067,4.3553,0.30227
1,3,0.55655,0.89904,0.43221,0.14618,0.072287,0.67158,4.0353,0.24951
1,4,0.51228,0.97655,0.49896,0.19919,0.088446,0.63452,2.59,0.17182
1,5,0.38595,1.2996,0.58805,0.39267,0.24135,0.63222,1.0944,0.1035
3,2,0.58864,0.85262,0.25916,0.14427,0.27357,0.32921,0.6068,0.15953
3,3,0.51134,0.97828,0.39584,0.20908,0.13015,0.64694,2.099,0.26813
3,4,0.45715,1.0939,0.48485,0.2627,0.15085,0.57748,1.4173,0.11308
3,5,0.38827,1.2879,0.55489,0.43685,0.19824,0.42631,0.71819,0.24997
4,2,0.73933,0.67654,0.26349,0.1311,0.13001,0.46465,1.9851,0.27989
4,3,0.57818,0.86963,0.32614,0.17196,0.23058,0.51466,0.74089,0.21709
4,4,0.56914,0.87989,0.42471,0.21301,0.12044,0.51075,2.92,0.37818
4,5,0.45858,1.1049,0.65838,0.36631,0.23861,0.27538,1.2057,0.13071
5,2,0.70323,0.71956,0.31408,0.19344,0.12966,0.32574,3.2561,0.13615
5,3,0.61534,0.82595,0.32977,0.16323,0.18443,0.33129,1.7033,0.11526
5,4,0.49092,1.0191,0.58931,0.32052,0.11589,0.58928,6.163,0.1419
5,5,0.40464,1.2371,0.54513,0.28485,0.16824,0.62409,3.3028,0.06605
6,2,0.56139,0.89095,0.35016,0.20277,0.22036,0.49458,0.81228,0.24992
6,3,0.55041,0.90889,0.45071,0.29169,0.24941,0.48814,0.96414,0.12785
6,5,0.4106,1.2221,0.59203,0.52903,0.25034,0.33503,1.3525,0.08958
7,2,0.69245,0.7221,0.35644,0.17952,0.25071,0.35665,2.8071,0.094755
7,3,0.5725,0.87415,0.52938,0.27323,0.11829,0.66059,4.3897,0.13128
7,4,0.50032,0.99948,0.59801,0.26061,0.15977,0.65184,3.0221,0.10093
8,2,0.56509,0.88706,0.49997,0.257,0.16672,0.4406,1.4327,0.1649
8,3,0.50766,0.98621,0.58355,0.33581,0.16839,0.48537,3.8337,0.17682
8,4,0.4655,1.0787,0.65906,0.45284,0.24097,0.20515,0.78655,0.1113
8,5,0.42383,1.1805,0.73586,0.55215,0.27996,0.39477,0.56127,0.13025
9,2,0.65385,0.76483,0.36078,0.24401,0.19201,0.53869,3.4387,0.41596
9,3,0.56967,0.87901,0.40158,0.27313,0.18162,0.51946,2.9817,0.11798
9,4,0.51459,0.9723,0.53742,0.39243,0.13133,0.52174,4.2843,0.28009
9,5,0.39393,1.2695,0.47868,0.28744,0.18821,0.59628,1.3925,0.088081
10,2,0.53276,0.94407,0.45852,0.34423,0.16267,0.47367,1.7923,0.14903
10,4,0.46875,1.0668,0.59858,0.33106,0.10037,0.52431,2.5474,0.19282
10,5,0.39603,1.263,0.56112,0.41394,0.21669,0.42708,1.5782,0.14942
11,2,0.52166,0.95863,0.46333,0.36916,0.24096,0.30273,0.73037,0.18637
11,3,0.52167,0.96012,0.58982,0.47552,0.19645,0.3207,1.0073,0.14948
11,5,0.38941,1.284,0.59696,0.40757,0.21205,0.40413,1.3215,0.19739
12,2,0.70257,0.72627,0.30288,0.14296,0.4134,0.44057,2.1241,0.093309
12,3,0.55075,0.90796,0.45713,0.27644,0.092362,0.5089,2.2778,0.18297
12,4,0.48537,1.0327,0.54533,0.37143,0.1998,0.39894,2.4602,0.1287
12,5,0.42288,1.1849,0.48494,0.35016,0.21693,0.42885,5.1936,0.13222
13,2,0.58972,0.84789,0.3952,0.17814,0.10775,0.6334,3.4422,0.3016
13,3,0.53282,0.93945,0.46425,0.23741,0.092282,0.61945,3.8454,0.11311
