0,2,33.483,48.136,0.71283
0,3,22.725,39.215,0.57946
0,4,18.123,32.904,0.55083
0,5,50,76.877,0.65851
1,2,15.1,35.227,0.43071
1,3,35.072,29.65,1.1861
1,4,26.654,49.17,0.54204
1,5,50,69.856,0.76579
3,2,17.396,45.709,0.381
3,3,40,44.579,0.89729
3,4,40,89.536,0.44675
3,5,60,62.788,0.95985
4,2,24.189,36.168,0.6689
4,3,10.071,29.296,0.34862
4,4,22.306,31.755,0.70275
4,5,23.649,40.188,0.58883
5,2,23.297,31.727,0.73484
5,3,22.341,46.338,0.48301
5,4,40,54.303,0.73666
5,5,160,184.36,0.87005
6,2,31.386,43.861,0.71482
6,3,40,38.894,1.03
6,4,22.293,39.086,0.5695
6,5,170,162.99,1.0648
7,2,90,169.99,0.5398
7,3,23.984,40.694,0.58937
7,4,21.119,35.218,0.60014
7,5,50.968,73.212,0.65085
8,2,25.714,40.942,0.62891
8,3,40,64.935,0.61601
8,4,80,106.6,0.75265
8,5,60,67.363,0.89562
9,2,24.063,42.517,0.56613
9,3,19.32,42.914,0.45028
9,4,40,44.149,0.90605
9,5,60,99.886,0.60476
10,2,20.142,35.154,0.57057
10,3,30.4,34.075,0.91299
10,4,31.915,47.104,0.67365
10,5,80,103.04,0.77838
11,2,32.118,36.869,0.87064
11,3,22.567,38.368,0.58961
11,4,32.643,46.5,0.69297
11,5,140,151.23,0.92645
12,2,40,98.308,0.4095
12,3,20.941,38.474,0.54427
12,4,40,35.409,1.1343
12,5,40,69.118,0.57876
13,2,40,49.883,0.80201
13,3,40,64.939,0.61599
13,4,40,49.394,0.81028
13,5,100,124.66,0.81712
15,2,32.434,41.794,0.77593
15,3,40,47.072,0.84981
15,4,50,61.976,0.8061
15,5,80,152.28,0.5254
16,2,22.519,48.956,0.46006
16,3,40,53.234,0.75141
16,4,40,52.531,0.76146
16,5,40,76.837,0.5206
17,2,32.285,45.031,0.71892
17,3,40,47.402,0.84385
17,4,60,57.258,1.0479
17,5,60,84.754,0.70793
18,2,40,72.669,0.55062
18,3,33.021,50.806,0.64943
18,4,80,114.94,0.69599
18,5,130,134.65,0.97385
19,2,32.603,40.1,0.81227
19,3,60,84.554,0.70962
19,4,40,48.376,0.82686
19,5,40,76.262,0.52521
20,2,10.772,40.342,0.26707
20,3,2.1668,35.82,0.058939
20,4,23.798,38.729,0.60954
20,5,70,97.863,0.71357
21,2,20.285,20.866,0.97155
21,3,21.876,22.482,0.97366
21,4,18.487,28.512,0.64815
21,5,40,66.519,0.60947
24,2,50,86.89,0.59804
24,3,40,42.243,0.96848
24,4,50,62.339,0.82415
24,5,40,44.495,1.2693
29,2,22.944,29.966,0.76963
29,3,23.734,29.194,0.84999
29,4,24.629,34.705,0.72794
29,5,21.345,28.896,0.90037
31,2,32.443,73.166,0.44099
31,3,23.265,28.681,0.81101
31,4,16.39,41.573,0.37482
31,5,22.039,34.53,0.63775
32,2,22.257,31.737,0.70424
32,3,20.964,28.332,0.74646
32,4,27.393,37.111,0.75991
32,5,31.944,48.098,0.65354
35,2,40,63.865,0.62933
35,3,21.725,37.29,0.58279
35,4,30,NaN,NaN
35,5,80,103.98,0.78492
36,2,21.445,30.046,0.71391
36,3,20.539,21.921,0.96751
36,4,30.14,32.203,0.92264
36,5,40,51.359,0.78469
38,2,80,104.8,0.76337
38,3,40,46.592,0.8828
38,4,50,68.262,0.74076
38,5,80,77.658,1.049
39,2,19.101,32.905,0.58063
39,3,20.187,33.206,0.60771
39,4,40,48.945,0.81726
39,5,50,68.417,0.72356
40,2,20.134,31.72,0.63164
40,3,11.834,30.367,0.3826
40,4,32.071,33.469,0.9459
40,5,35.3,48.105,0.73571
41,2,24.328,35.465,0.69572
41,3,40,80.146,0.49912
41,4,22.243,36.688,0.60628
41,5,40,53.074,0.78201
42,2,25.916,48.428,0.53454
42,3,60,91.26,0.65756
42,4,80,94.957,0.84249
42,5,100,95.388,1.0619
43,2,12.842,33.965,0.3732
43,3,19.27,39.95,0.47994
43,4,40,51.587,0.77616
43,5,40,50.241,0.82542
44,2,21.114,34.531,0.61014
44,3,32.22,32.517,1.0255
44,4,22.756,31.136,0.73113
44,5,17.489,16.354,1.0616
