7,2,0.69991,0.71439,0.37378,0.17482,0.12711,0.45051,2.7524,0.12808
7,3,0.54398,0.91955,0.54469,0.31326,0.16218,0.54769,2.0304,0.18395
7,4,0.49633,1.0074,0.60291,0.25777,0.14421,0.55472,3.8129,0.18702
8,2,0.60025,0.83309,0.44432,0.28152,0.29116,0.2471,1.3105,0.088044
8,3,0.51141,0.9785,0.57885,0.33526,0.1678,0.49359,3.3817,0.10307
8,4,0.44789,1.1173,0.65029,0.3998,0.18224,0.32494,0.8619,0.10955
8,5,0.4049,1.2354,0.69509,0.48488,0.25428,0.42799,0.72901,0.12297
9,2,0.64779,0.77186,0.33556,0.18009,0.13412,0.48781,3.5024,0.11539
9,3,0.59201,0.84458,0.40773,0.24847,0.16258,0.54903,2.6776,0.089911
9,4,0.50586,0.98849,0.53096,0.3322,0.15765,0.48701,3.1754,0.27583
9,5,0.39809,1.2568,0.506,0.33205,0.21991,0.49963,0.75924,0.092565
10,2,0.58792,0.85096,0.42076,0.26042,0.17849,0.37105,1.6459,0.10603
10,4,0.46541,1.0743,0.61443,0.36162,0.10318,0.46803,3.1043,0.14235
10,5,0.3903,1.2811,0.58216,0.43639,0.17917,0.40387,1.4211,0.11423
11,2,0.50594,0.99016,0.44335,0.33666,0.24088,0.226,0.79573,0.10454
11,3,0.49295,1.0145,0.61882,0.41383,0.19004,0.3468,1.4326,0.096272
11,5,0.39545,1.2646,0.59645,0.4557,0.22093,0.37344,1.8026,0.097018
12,2,0.63627,0.788,0.33207,0.16973,0.13067,0.38153,2.5126,0.095648
12,3,0.5433,0.92031,0.46943,0.29891,0.11277,0.52238,2.736,0.11184
12,4,0.48038,1.0425,0.57486,0.40854,0.1877,0.4567,2.215,0.08168
12,5,0.42022,1.1918,0.49879,0.3767,0.18065,0.44337,4.3211,0.10883
13,2,0.59145,0.84539,0.37346,0.15666,0.10946,0.58861,3.622,0.099945
13,3,0.52698,0.94929,0.45965,0.24669,0.11328,0.5909,2.5634,0.10015
13,4,0.467,1.0712,0.60773,0.33057,0.12637,0.56565,3.2496,0.099361
13,5,0.40285,1.2427,0.61607,0.36941,0.18033,0.62998,1.7541,0.12166
15,2,0.52931,0.94933,0.47235,0.25941,0.24315,0.57559,2.1933,0.10864
15,3,0.52869,0.94598,0.55696,0.27176,0.11652,0.7095,5.6542,0.19834
15,4,0.51135,0.978,0.63128,0.3345,0.10478,0.68291,7.2084,0.22075
15,5,0.41857,1.1949,0.57607,0.42378,0.20984,0.52571,1.2832,0.16918
16,2,0.65403,0.76472,0.38031,0.15594,0.077577,0.68578,7.7646,0.24429
16,3,0.59237,0.8445,0.46131,0.22951,0.072741,0.81201,7.9055,0.09459
16,4,0.53871,0.92841,0.5151,0.26728,0.14092,0.6661,3.0171,0.10388
16,5,0.44476,1.1255,0.58741,0.31592,0.17517,0.69892,0.95173,0.087807
17,2,0.56469,0.88569,0.38051,0.21351,0.25038,0.59184,1.2393,0.15176
17,3,0.53373,0.93688,0.50719,0.2427,0.12424,0.75318,2.7467,0.33116
17,4,0.50128,0.99751,0.55404,0.26964,0.12511,0.6913,4.4919,0.41099
17,5,0.38675,1.2928,0.61546,0.29992,0.17989,0.70476,2.7037,0.23409
18,2,0.62044,0.8066,0.37954,0.22701,0.15388,0.37917,2.2225,0.1494
18,3,0.54253,0.92179,0.47257,0.25616,0.14916,0.53129,3.2843,0.19854
18,4,0.51803,0.96568,0.52408,0.28932,0.14577,0.42361,1.7767,0.087889
18,5,0.40704,1.2287,0.5987,0.33334,0.19588,0.49768,1.126,0.1481
19,2,0.59602,0.83966,0.32247,0.17188,0.18992,0.54906,1.8819,0.099429
19,3,0.53983,0.9265,0.41311,0.20804,0.15754,0.70128,1.0428,0.20956
19,4,0.49842,1.0034,0.50777,0.28257,0.10427,0.68179,3.4674,0.47396
19,5,0.39101,1.2823,0.54411,0.2987,0.1232,0.60742,2.2229,0.19024
20,2,0.68117,0.73444,0.26931,0.15142,0.1878,0.3109,1.8419,0.086676
20,3,0.54324,0.92041,0.45696,0.25352,0.12379,0.49198,6.6325,0.14635
20,4,0.46513,1.0759,0.54796,0.33438,0.17072,0.36451,2.0852,0.10007
20,5,0.42919,1.165,0.48266,0.45891,0.22367,0.36675,2.1363,0.14747
21,2,0.67289,0.74472,0.36608,0.19034,0.096832,0.55722,3.4042,0.1119
21,3,0.55684,0.89852,0.50266,0.31478,0.16747,0.64399,1.1431,0.062955
21,4,0.52103,0.95989,0.56055,0.31947,0.1272,0.71127,2.7357,0.051513
21,5,0.37888,1.3197,0.54527,0.38585,0.1205,0.65869,2.1669,0.23542
24,2,0.75793,0.67638,0.26311,0.10961,0.37839,0.3234,1.7039,0.086406
24,3,0.65629,0.77191,0.35112,0.19972,0.326,0.33837,0.99876,0.10134
24,4,0.53134,0.94232,0.45777,0.312,0.28403,0.25128,1.1985,0.095183
24,5,0.57475,0.95977,0.50468,0.4743,0.43201,0.22916,0.74037,0.07727
29,2,0.57136,0.87558,0.45308,0.33096,0.25942,0.2989,1.5757,0.088306
29,3,0.51001,0.98148,0.6134,0.41447,0.19265,0.33355,1.4525,0.1087
29,4,0.51124,0.98144,0.64943,0.54379,0.20035,0.29055,1.3822,0.10418
29,5,0.46717,1.0847,0.52192,0.45037,0.2684,0.31935,0.7972,0.083907
31,2,0.67596,0.74044,0.29341,0.18951,0.34909,0.26295,1.0001,0.089484
31,3,0.62001,0.8126,0.42225,0.25983,0.33424,0.20018,2.0711,0.10077
31,4,0.57924,0.86881,0.57845,0.34889,0.3866,0.26035,1.6926,0.097552
31,5,0.49247,1.0292,0.58944,0.46163,0.34969,0.29539,0.54791,0.080434
32,2,0.58589,0.85672,0.29612,0.17576,0.27616,0.34079,1.6282,0.10203
32,3,0.56292,0.88835,0.40759,0.27197,0.21969,0.2926,1.256,0.092307
32,4,0.49999,1.0006,0.56144,0.31573,0.17819,0.35315,2.8047,0.16864
32,5,0.47533,1.0526,0.45232,0.35228,0.26358,0.31062,0.92333,0.09363
35,2,0.5359,0.93326,0.42897,0.35361,0.27872,0.22544,1.1255,0.099044
35,3,0.55764,0.89719,0.47046,0.43654,0.2242,0.29528,1.0499,0.093745
35,4,0.5834,0.87861,0.60449,0.68459,1.0777,0.28411,0.85778,0.10707
35,5,0.42403,1.1883,0.59125,0.49494,0.21809,0.28198,5.342,0.08633
36,2,0.54296,0.92088,0.4891,0.27375,0.25021,0.26251,1.6542,0.11161
36,3,0.51998,0.96184,0.51749,0.32444,0.22792,0.29292,1.9705,0.089216
36,4,0.49783,1.0057,0.55304,0.44046,0.22481,0.23413,1.0232,0.11037
36,5,0.43076,1.1684,0.57841,0.44731,0.25229,0.27964,0.70608,0.089537
38,2,0.57362,0.87788,0.44331,0.34056,0.41642,0.29227,1.0494,0.08979
38,3,0.52886,0.94564,0.45604,0.34168,0.23277,0.33053,1.0042,0.07853
38,4,0.50554,0.98904,0.49227,0.46635,0.19948,0.29105,1.1806,0.093378
38,5,0.44322,1.135,0.51569,0.53966,0.2356,0.2264,1.1562,0.12568
39,2,0.54165,0.92336,0.46489,0.26721,0.17261,0.35483,1.625,0.17286
39,3,0.50755,0.98514,0.54248,0.32833,0.18162,0.42872,1.2027,0.12401
39,4,0.467,1.0707,0.59833,0.283,0.10873,0.4919,3.0252,0.2617
39,5,0.41021,1.2244,0.6102,0.3884,0.21196,0.38654,0.64798,0.14332
40,2,0.49605,1.0092,0.31173,0.32051,0.32912,0.32511,0.87817,0.089545
40,3,0.49188,1.0195,0.4548,0.41896,0.24915,0.40479,0.88287,0.098727
40,4,0.49735,1.0057,0.46473,0.52164,0.24768,0.41534,0.83691,0.089199
40,5,0.43206,1.1576,0.49041,0.35176,0.20124,0.29565,1.067,0.096601
41,2,0.71068,0.70628,0.31412,0.12983,0.14521,0.41375,1.8297,0.221
41,3,0.55507,0.90098,0.37679,0.25659,0.4255,0.31515,0.82674,0.11839
41,4,0.51722,0.96679,0.48052,0.30443,0.16245,0.49939,2.1752,0.10159
41,5,0.41665,1.2006,0.64392,0.45153,0.50894,0.44812,0.82709,0.077041
42,2,0.57756,0.86576,0.42098,0.29765,0.14514,0.41976,1.6654,0.10537
42,3,0.51517,0.97056,0.49191,0.33402,0.15221,0.48465,1.1817,0.097767
42,4,0.49112,1.0181,0.57414,0.33681,0.16941,0.3797,1.2189,0.10388
42,5,0.41148,1.2157,0.59,0.47582,0.50821,0.4618,0.95988,0.11413
43,2,0.59653,0.84074,0.26209,0.2248,0.4662,0.2233,0.94119,0.095757
43,3,0.56312,0.88842,0.36429,0.26612,0.23996,0.32524,1.8131,0.080247
43,4,0.4968,1.0068,0.50806,0.39539,0.21333,0.36173,1.6754,0.1318
43,5,0.43039,1.1775,0.56711,0.5004,0.23288,0.32609,1.4601,0.10185
44,2,0.74551,0.68476,0.33491,0.28213,0.52158,0.23449,0.73712,0.075792
44,3,0.74213,0.6975,0.36579,0.3031,0.37722,0.27534,1.1349,0.072603
44,4,0.76148,0.70324,0.40464,0.35837,0.42673,0.32387,3.26,0.07913
44,5,0.59902,0.93728,0.46696,0.3483,0.41874,0.30538,0.83272,0.091404
