Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
16:44:47:51,0.000,0.184,0.019,0.034,4.511,-8.853,25.358
16:44:47:537,0.027,0.184,0.019,0.034,4.511,-8.853,25.358
16:44:47:565,0.055,0.200,-0.012,-0.044,5.835,-9.166,29.730
16:44:47:592,0.082,0.171,-0.004,-0.003,6.687,-8.867,32.085
16:44:47:619,0.109,0.171,-0.004,-0.003,6.687,-8.867,32.085
16:44:47:647,0.137,-0.017,0.275,0.018,7.774,-7.378,36.453
16:44:47:674,0.164,-0.017,0.275,0.018,7.774,-7.378,36.453
16:44:47:701,0.191,-0.017,0.275,0.018,7.774,-7.378,36.453
16:44:47:728,0.218,-0.055,0.329,0.014,7.206,-0.889,48.008
16:44:47:756,0.246,-0.079,0.374,0.020,6.380,1.511,52.049
16:44:47:783,0.272,0.015,0.411,-0.058,0.825,7.610,63.212
16:44:47:809,0.299,0.042,0.446,-0.010,-9.328,10.858,71.041
16:44:47:838,0.328,0.122,0.331,-0.051,-32.963,12.453,79.464
16:44:47:864,0.354,0.187,0.211,-0.247,-61.182,12.286,85.277
16:44:47:892,0.382,0.299,0.103,-0.213,-112.244,10.797,94.494
16:44:47:919,0.409,0.219,-0.052,-0.149,-131.536,9.052,100.926
16:44:47:946,0.436,0.255,-0.183,-0.203,-148.345,5.264,110.632
16:44:47:973,0.463,0.182,-0.337,-0.146,-158.619,0.761,120.077
16:44:48:,0.490,0.212,-0.333,-0.114,-163.751,-2.364,126.037
16:44:48:028,0.518,0.188,-0.355,-0.048,-170.383,-6.860,134.276
16:44:48:055,0.545,0.117,-0.397,-0.086,-174.331,-9.416,139.213
16:44:48:083,0.573,0.019,-0.430,-0.037,-178.990,-13.526,146.116
16:44:48:11,0.600,0.022,-0.308,-0.105,178.820,-17.118,150.328
16:44:48:137,0.627,0.019,-0.283,-0.139,175.743,-23.812,155.848
16:44:48:164,0.654,-0.030,-0.413,-0.075,171.793,-29.811,159.983
16:44:48:191,0.681,-0.087,-0.364,0.036,169.063,-32.971,161.922
16:44:48:219,0.709,-0.124,-0.242,0.067,165.589,-36.520,163.776
16:44:48:246,0.736,-0.118,-0.250,0.133,163.581,-38.370,164.507
16:44:48:274,0.764,-0.047,-0.201,0.111,161.095,-40.354,165.314
16:44:48:301,0.790,-0.082,-0.158,0.184,159.194,-41.410,165.931
16:44:48:328,0.818,-0.053,-0.104,0.141,157.217,-41.053,166.875
16:44:48:355,0.845,-0.053,-0.104,0.141,157.217,-41.053,166.875
16:44:48:382,0.872,-0.002,0.016,-0.009,156.765,-40.438,167.571
16:44:48:409,0.899,0.031,-0.068,0.074,156.437,-40.215,167.816
16:44:48:437,0.927,0.031,-0.068,0.074,156.437,-40.215,167.816
16:44:48:464,0.954,-0.037,-0.015,0.035,156.328,-39.713,167.995
16:44:48:492,0.982,-0.008,-0.015,-0.009,156.261,-38.930,168.264
16:44:48:52,1.010,0.040,0.037,-0.071,156.429,-37.982,168.599
16:44:48:546,1.036,0.016,0.016,-0.005,156.458,-37.780,168.854
16:44:48:574,1.064,0.013,-0.024,0.018,156.326,-37.745,169.049
16:44:48:601,1.091,0.033,-0.041,-0.013,156.136,-38.143,169.382
16:44:48:628,1.118,-0.032,-0.061,0.000,156.038,-38.149,169.554
16:44:48:655,1.145,-0.025,-0.053,0.013,155.992,-38.606,169.714
16:44:48:683,1.173,0.038,-0.042,-0.004,156.010,-38.623,169.767
16:44:48:71,1.200,0.057,-0.066,0.017,156.018,-38.671,169.888
16:44:48:737,1.227,0.036,-0.006,0.010,156.023,-37.745,170.237
16:44:48:764,1.254,-0.016,0.003,0.016,155.927,-36.868,170.526
16:44:48:791,1.281,-0.042,-0.027,0.013,155.725,-35.415,170.796
16:44:48:818,1.308,0.048,-0.029,0.024,155.645,-33.783,170.361
16:44:48:846,1.335,0.014,-0.097,0.028,155.536,-32.661,170.262
16:44:48:872,1.362,-0.002,-0.127,0.078,155.579,-31.598,170.326
16:44:48:9,1.390,-0.112,-0.253,0.120,156.005,-29.704,170.393
16:44:48:926,1.416,-0.251,-0.362,0.129,156.667,-28.485,170.114
16:44:48:954,1.444,-0.251,-0.362,0.129,156.667,-28.485,170.114
16:44:48:981,1.471,-0.267,-0.475,0.139,160.029,-25.647,166.959
16:44:49:009,1.499,-0.267,-0.475,0.139,160.029,-25.647,166.959
16:44:49:036,1.526,0.040,-0.609,0.038,164.679,-16.549,156.796
16:44:49:064,1.554,0.089,-0.575,0.006,164.991,-8.085,141.338
16:44:49:091,1.580,0.213,-0.597,-0.021,163.653,-5.914,133.484
16:44:49:118,1.608,0.357,-0.488,-0.119,160.283,-4.091,120.610
16:44:49:145,1.635,0.357,-0.488,-0.119,160.283,-4.091,120.610
16:44:49:172,1.662,0.494,-0.385,-0.043,151.361,-2.512,107.553
16:44:49:2,1.690,0.494,-0.385,-0.043,151.361,-2.512,107.553
16:44:49:227,1.717,0.494,-0.385,-0.043,151.361,-2.512,107.553
16:44:49:255,1.745,0.438,0.050,-0.153,29.969,-0.948,66.402
