Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
16:36:37:052,0.000,0.001,-0.004,-0.001,2.408,-1.393,19.019
16:36:37:08,0.027,0.001,-0.004,-0.001,2.408,-1.393,19.019
16:36:37:107,0.055,0.011,-0.004,-0.006,2.319,-1.773,18.974
16:36:37:134,0.081,0.011,-0.004,-0.006,2.319,-1.773,18.974
16:36:37:161,0.109,0.012,0.000,-0.004,2.300,-2.254,18.780
16:36:37:189,0.136,0.017,-0.010,0.003,2.323,-2.410,18.715
16:36:37:216,0.164,0.014,-0.005,-0.007,2.321,-2.573,18.652
16:36:37:243,0.190,0.021,-0.002,0.000,2.299,-2.649,18.620
16:36:37:27,0.218,0.020,-0.010,-0.007,2.268,-2.751,18.554
16:36:37:298,0.245,0.018,0.001,0.000,2.200,-2.876,18.434
16:36:37:325,0.273,0.016,-0.008,-0.008,2.178,-2.955,18.321
16:36:37:352,0.300,0.020,-0.012,0.009,2.161,-3.075,18.105
16:36:37:379,0.327,0.006,-0.010,0.007,2.136,-3.137,17.966
16:36:37:406,0.354,0.006,-0.016,0.004,2.113,-3.195,17.740
16:36:37:434,0.381,-0.011,-0.006,0.005,2.016,-3.162,17.521
16:36:37:46,0.408,-0.020,0.000,0.001,1.954,-3.122,17.359
16:36:37:488,0.436,-0.015,-0.004,-0.003,1.879,-3.126,17.123
16:36:37:515,0.462,-0.021,-0.007,-0.005,1.838,-3.138,16.978
16:36:37:543,0.491,-0.030,-0.008,-0.001,1.750,-3.161,16.784
16:36:37:57,0.518,-0.030,-0.008,-0.001,1.750,-3.161,16.784
16:36:37:598,0.545,-0.041,-0.008,0.000,1.607,-3.289,16.562
16:36:37:625,0.573,-0.031,-0.001,-0.001,1.561,-3.481,16.486
16:36:37:652,0.599,-0.034,0.002,0.012,1.556,-3.651,16.452
16:36:37:679,0.627,-0.024,-0.001,0.004,1.592,-3.950,16.413
16:36:37:706,0.654,-0.016,-0.003,0.009,1.624,-4.181,16.390
16:36:37:734,0.681,-0.003,-0.001,0.000,1.685,-4.564,16.367
16:36:37:761,0.709,-0.002,-0.010,0.006,1.749,-4.866,16.394
16:36:37:789,0.737,0.002,-0.011,-0.008,1.782,-5.033,16.421
16:36:37:816,0.764,-0.001,-0.007,0.000,1.798,-5.263,16.544
16:36:37:844,0.791,-0.001,-0.007,0.000,1.798,-5.263,16.544
16:36:37:871,0.818,0.005,-0.002,-0.003,1.843,-5.456,16.746
16:36:37:897,0.845,0.005,-0.002,-0.003,1.843,-5.456,16.746
16:36:37:925,0.872,0.005,-0.002,-0.003,1.843,-5.456,16.746
16:36:37:951,0.899,0.005,-0.002,-0.003,1.843,-5.456,16.746
16:36:37:979,0.927,0.012,-0.004,-0.007,1.884,-5.586,17.229
16:36:38:006,0.953,0.011,-0.007,-0.004,1.888,-5.540,17.318
16:36:38:033,0.981,0.004,-0.012,0.000,1.894,-5.461,17.454
16:36:38:06,1.008,0.012,-0.010,0.000,1.898,-5.387,17.606
