Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
17:04:38:654,0.000,0.013,-0.001,0.003,1.579,1.450,22.096
17:04:38:681,0.027,0.013,-0.001,0.003,1.579,1.450,22.096
17:04:38:708,0.055,0.008,-0.007,0.006,1.548,0.628,21.840
17:04:38:736,0.082,0.008,-0.007,0.006,1.548,0.628,21.840
17:04:38:763,0.109,0.008,-0.007,0.006,1.548,0.628,21.840
17:04:38:79,0.136,0.010,-0.003,-0.003,1.455,0.044,21.769
17:04:38:817,0.163,0.010,-0.003,-0.003,1.455,0.044,21.769
17:04:38:844,0.190,0.009,-0.001,-0.001,1.402,-0.210,21.747
17:04:38:871,0.217,0.010,-0.004,0.003,1.394,-0.288,21.744
17:04:38:898,0.245,0.010,-0.004,0.003,1.394,-0.288,21.744
17:04:38:926,0.272,0.002,-0.003,0.008,1.391,-0.457,21.733
17:04:38:953,0.299,0.003,-0.016,0.000,1.415,-0.566,21.736
17:04:38:98,0.326,0.003,-0.016,0.000,1.415,-0.566,21.736
17:04:39:008,0.354,0.006,-0.006,-0.006,1.424,-0.811,21.758
17:04:39:035,0.381,0.015,-0.006,0.000,1.472,-0.990,21.768
17:04:39:063,0.409,0.015,-0.006,0.000,1.472,-0.990,21.768
17:04:39:09,0.436,0.014,-0.006,-0.001,1.513,-1.286,21.773
17:04:39:118,0.464,0.011,-0.010,-0.002,1.543,-1.430,21.771
17:04:39:144,0.490,0.011,-0.004,-0.001,1.548,-1.498,21.777
17:04:39:172,0.518,0.005,-0.002,-0.005,1.554,-1.557,21.774
17:04:39:199,0.545,0.005,-0.002,-0.005,1.554,-1.557,21.774
17:04:39:226,0.572,0.006,-0.002,-0.009,1.586,-1.631,21.772
17:04:39:254,0.600,0.009,-0.008,-0.003,1.598,-1.663,21.771
17:04:39:28,0.627,0.009,-0.008,-0.003,1.598,-1.663,21.771
17:04:39:308,0.654,0.010,-0.008,-0.005,1.517,-1.908,21.786
17:04:39:336,0.682,0.010,-0.008,-0.005,1.517,-1.908,21.786
