Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
16:52:13:482,0.000,-0.033,-0.006,-0.002,2.315,2.993,18.822
16:52:13:509,0.027,-0.024,-0.018,-0.010,2.367,3.060,19.218
16:52:13:536,0.054,-0.024,-0.018,-0.010,2.367,3.060,19.218
16:52:13:564,0.082,0.012,-0.024,-0.015,2.517,2.729,20.060
16:52:13:591,0.109,0.012,-0.024,-0.015,2.517,2.729,20.060
16:52:13:618,0.136,0.012,-0.024,-0.015,2.517,2.729,20.060
16:52:13:645,0.163,0.031,-0.019,-0.018,2.655,2.253,20.712
16:52:13:673,0.191,0.022,-0.036,-0.014,2.675,1.805,20.718
16:52:13:7,0.218,0.022,-0.036,-0.014,2.675,1.805,20.718
16:52:13:727,0.245,0.029,-0.009,-0.012,2.643,1.048,20.560
16:52:13:754,0.272,0.023,-0.011,-0.008,2.643,0.707,20.441
16:52:13:782,0.300,0.020,-0.012,-0.004,2.633,0.444,20.326
16:52:13:809,0.327,0.009,-0.019,-0.004,2.631,0.251,20.180
16:52:13:837,0.355,0.004,-0.020,-0.012,2.626,0.100,20.107
16:52:13:863,0.381,0.006,-0.013,-0.004,2.632,-0.061,20.041
16:52:13:89,0.408,0.005,-0.007,-0.009,2.638,-0.507,19.994
16:52:13:918,0.436,0.004,-0.019,-0.003,2.663,-0.592,19.973
16:52:13:946,0.464,0.003,-0.019,-0.007,2.694,-0.692,19.944
16:52:13:974,0.492,0.000,-0.032,0.001,2.698,-0.773,19.942
16:52:14:001,0.519,-0.004,-0.027,-0.008,2.697,-0.959,19.933
16:52:14:028,0.546,0.002,-0.015,-0.003,2.659,-1.250,19.953
16:52:14:056,0.574,0.002,-0.015,-0.003,2.659,-1.250,19.953
16:52:14:083,0.601,0.014,-0.015,-0.012,2.669,-1.676,20.038
16:52:14:11,0.628,0.025,-0.013,-0.019,2.690,-1.820,20.076
16:52:14:137,0.655,0.026,-0.020,-0.011,2.705,-1.955,20.086
16:52:14:164,0.682,0.022,-0.021,-0.015,2.687,-1.959,20.071
16:52:14:191,0.709,0.017,-0.014,-0.012,2.631,-1.886,20.039
16:52:14:218,0.736,0.002,-0.017,0.001,2.572,-1.758,19.984
16:52:14:245,0.763,0.001,-0.014,0.000,2.548,-1.700,19.951
16:52:14:272,0.790,0.002,0.006,-0.003,2.524,-1.649,19.904
16:52:14:3,0.818,-0.001,-0.004,-0.004,2.539,-1.575,19.826
16:52:14:328,0.846,-0.001,-0.004,-0.004,2.539,-1.575,19.826
16:52:14:355,0.873,-0.006,-0.014,-0.008,2.566,-1.582,19.817
16:52:14:382,0.900,-0.001,-0.012,-0.008,2.592,-1.688,19.817
16:52:14:409,0.927,0.002,-0.005,-0.010,2.585,-1.775,19.813
16:52:14:436,0.954,0.003,-0.010,-0.008,2.581,-1.872,19.787
16:52:14:463,0.981,0.004,-0.005,-0.010,2.546,-1.929,19.758
16:52:14:491,1.009,0.004,-0.005,-0.010,2.546,-1.929,19.758
16:52:14:517,1.035,0.004,-0.005,-0.010,2.546,-1.929,19.758
16:52:14:545,1.063,0.002,-0.010,-0.003,2.487,-1.959,19.726
16:52:14:572,1.090,-0.004,-0.005,0.000,2.435,-2.007,19.660
16:52:14:6,1.118,-0.006,-0.002,-0.004,2.416,-2.034,19.629
16:52:14:627,1.145,-0.004,0.001,0.000,2.430,-2.080,19.600
16:52:14:654,1.172,-0.004,-0.012,-0.008,2.463,-2.167,19.598
16:52:14:681,1.199,0.000,-0.013,0.001,2.495,-2.250,19.595
16:52:14:709,1.227,0.010,-0.009,-0.006,2.537,-2.374,19.587
16:52:14:736,1.254,0.006,-0.007,0.001,2.552,-2.408,19.577
16:52:14:764,1.281,0.006,-0.028,-0.013,2.560,-2.437,19.543
16:52:14:791,1.309,0.002,0.004,-0.006,2.534,-2.439,19.509
16:52:14:818,1.336,-0.002,-0.007,-0.010,2.504,-2.400,19.454
16:52:14:845,1.363,0.000,-0.007,-0.001,2.478,-2.399,19.365
16:52:14:873,1.391,-0.005,-0.007,-0.001,2.452,-2.415,19.294
16:52:14:9,1.418,0.000,0.003,0.000,2.395,-2.640,18.963
16:52:14:927,1.445,0.000,0.003,0.000,2.395,-2.640,18.963
16:52:14:954,1.472,-0.002,0.006,0.007,2.390,-2.768,18.814
16:52:14:981,1.499,-0.008,0.007,0.002,2.436,-3.107,18.359
16:52:15:009,1.527,-0.018,-0.013,0.001,2.468,-3.342,18.070
16:52:15:037,1.555,-0.019,-0.021,0.000,2.522,-3.652,17.830
16:52:15:063,1.581,-0.015,-0.006,-0.008,2.554,-3.857,17.676
16:52:15:091,1.609,-0.014,-0.021,-0.005,2.632,-4.156,17.501
16:52:15:118,1.636,-0.007,-0.027,-0.007,2.683,-4.335,17.419
16:52:15:145,1.663,-0.003,-0.032,-0.008,2.742,-4.540,17.372
16:52:15:172,1.690,0.002,-0.017,-0.014,2.764,-4.618,17.404
16:52:15:2,1.718,0.006,-0.021,-0.008,2.766,-4.702,17.455
16:52:15:226,1.744,0.008,-0.013,-0.006,2.717,-4.725,17.512
16:52:15:254,1.772,0.012,-0.020,0.007,2.568,-4.777,17.566
16:52:15:28,1.798,0.012,-0.020,0.007,2.568,-4.777,17.566
16:52:15:308,1.826,0.011,-0.001,0.013,2.408,-4.771,17.577
16:52:15:335,1.853,0.011,-0.001,0.013,2.408,-4.771,17.577
16:52:15:362,1.880,-0.002,-0.005,0.004,2.301,-4.553,17.507
16:52:15:389,1.907,-0.012,-0.006,-0.009,2.248,-4.397,17.445
16:52:15:416,1.934,-0.018,-0.009,-0.006,2.224,-4.326,17.390
16:52:15:443,1.961,-0.016,-0.003,-0.017,2.200,-4.327,17.334
16:52:15:471,1.989,-0.016,-0.003,-0.017,2.200,-4.327,17.334
16:52:15:497,2.015,-0.014,-0.002,-0.006,2.154,-4.392,17.306
16:52:15:524,2.042,0.000,-0.007,-0.002,2.078,-4.946,17.153
16:52:15:552,2.070,0.000,-0.007,-0.002,2.078,-4.946,17.153
16:52:15:579,2.097,0.000,-0.006,-0.002,1.983,-5.338,16.968
16:52:15:607,2.125,-0.006,-0.005,-0.010,1.947,-5.406,16.899
16:52:15:634,2.152,-0.003,-0.003,-0.006,1.918,-5.513,16.806
16:52:15:661,2.179,-0.007,0.005,-0.005,1.916,-5.652,16.737
16:52:15:689,2.207,-0.006,0.000,-0.005,1.939,-5.786,16.701
16:52:15:715,2.233,0.001,-0.003,-0.015,1.977,-5.965,16.673
16:52:15:742,2.260,0.009,-0.018,-0.015,2.060,-6.205,16.759
16:52:15:769,2.287,0.016,-0.017,-0.021,2.085,-6.318,16.814
16:52:15:797,2.315,0.016,-0.017,-0.021,2.085,-6.318,16.814
16:52:15:824,2.342,0.023,-0.003,-0.012,2.084,-6.594,16.913
16:52:15:851,2.369,0.021,-0.005,-0.003,2.054,-6.648,16.901
16:52:15:879,2.397,0.021,-0.005,-0.003,2.054,-6.648,16.901
16:52:15:906,2.424,0.008,-0.009,0.001,1.990,-6.616,16.772
16:52:15:934,2.452,0.002,-0.006,0.000,1.948,-6.468,16.717
16:52:15:961,2.479,-0.002,-0.008,0.000,1.922,-6.305,16.655
16:52:15:988,2.506,-0.008,-0.009,-0.006,1.895,-6.232,16.608
16:52:16:016,2.533,-0.014,-0.010,-0.003,1.878,-6.184,16.575
16:52:16:042,2.560,-0.005,-0.006,-0.013,1.884,-6.210,16.579
16:52:16:07,2.588,-0.007,-0.007,-0.003,1.919,-6.243,16.582
16:52:16:097,2.615,0.000,-0.008,-0.010,1.961,-6.299,16.606
16:52:16:124,2.642,0.006,-0.012,-0.004,1.977,-6.305,16.639
16:52:16:151,2.669,0.006,-0.002,-0.004,2.004,-6.259,16.691
16:52:16:178,2.696,0.005,-0.006,0.004,2.033,-6.180,16.720
16:52:16:206,2.723,0.003,-0.011,-0.001,2.058,-6.045,16.775
16:52:16:232,2.750,-0.002,-0.004,0.009,2.084,-5.956,16.815
16:52:16:26,2.778,-0.001,-0.006,-0.002,2.132,-5.845,16.900
16:52:16:287,2.805,0.000,-0.004,0.001,2.212,-5.773,17.006
16:52:16:316,2.834,0.000,-0.002,-0.001,2.286,-5.746,17.107
16:52:16:343,2.861,0.011,-0.005,-0.006,2.427,-5.704,17.300
16:52:16:37,2.888,0.008,-0.020,-0.004,2.527,-5.642,17.433
16:52:16:397,2.915,0.013,-0.012,-0.008,2.635,-5.513,17.664
16:52:16:424,2.942,0.017,0.000,-0.009,2.719,-5.321,17.889
16:52:16:451,2.969,0.026,-0.015,-0.008,2.851,-4.888,18.218
16:52:16:478,2.996,0.025,-0.015,-0.001,2.879,-4.636,18.333
16:52:16:505,3.023,0.025,-0.015,-0.001,2.879,-4.636,18.333
16:52:16:533,3.051,0.022,-0.013,-0.008,2.882,-4.192,18.482
16:52:16:559,3.077,0.008,0.001,-0.004,2.845,-3.563,18.742
16:52:16:587,3.105,0.007,0.001,-0.001,2.851,-3.314,18.822
16:52:16:613,3.131,0.009,-0.007,-0.001,2.871,-3.167,18.868
16:52:16:641,3.159,0.002,-0.008,0.003,2.893,-2.924,18.932
16:52:16:668,3.185,-0.005,-0.014,0.001,2.899,-2.762,18.976
16:52:16:695,3.213,-0.006,-0.013,0.000,2.903,-2.551,19.053
16:52:16:722,3.240,-0.007,-0.014,-0.001,2.906,-2.385,19.133
16:52:16:75,3.268,-0.005,-0.010,0.000,2.910,-2.281,19.175
16:52:16:777,3.295,-0.008,-0.001,0.000,2.881,-2.112,19.238
16:52:16:804,3.322,-0.015,-0.007,-0.002,2.870,-2.002,19.275
16:52:16:831,3.349,-0.016,-0.002,0.004,2.859,-1.855,19.327
16:52:16:859,3.376,-0.019,0.003,-0.004,2.868,-1.760,19.353
16:52:16:886,3.404,-0.019,-0.006,0.007,2.907,-1.744,19.371
