Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
16:52:13:478,0.000,-0.003,-0.010,-0.009,-16.937,13.859,-1.344
16:52:13:505,0.028,-0.007,-0.011,-0.003,-16.785,13.808,-1.491
16:52:13:532,0.054,0.003,-0.009,-0.008,-16.702,13.748,-1.570
16:52:13:559,0.082,-0.002,-0.007,-0.011,-16.657,13.720,-1.619
16:52:13:587,0.109,-0.002,-0.004,-0.014,-16.596,13.686,-1.672
16:52:13:614,0.136,-0.004,-0.010,-0.016,-16.551,13.671,-1.709
16:52:13:641,0.163,-0.001,-0.007,-0.006,-16.480,13.666,-1.756
16:52:13:668,0.191,-0.004,-0.009,-0.015,-16.409,13.666,-1.798
16:52:13:695,0.218,-0.002,-0.009,-0.013,-16.364,13.663,-1.821
16:52:13:722,0.244,-0.003,-0.002,-0.019,-16.293,13.663,-1.864
16:52:13:749,0.272,-0.005,-0.004,-0.010,-16.247,13.666,-1.893
16:52:13:777,0.300,-0.008,-0.008,-0.017,-16.166,13.689,-1.959
16:52:13:804,0.326,-0.002,-0.010,-0.008,-16.079,13.680,-2.019
16:52:13:831,0.354,0.000,-0.012,-0.011,-16.008,13.700,-2.065
16:52:13:858,0.380,-0.007,-0.012,-0.005,-15.913,13.717,-2.124
16:52:13:885,0.408,-0.007,-0.012,-0.005,-15.913,13.717,-2.124
16:52:13:913,0.435,0.004,-0.013,-0.005,-15.766,13.705,-2.207
16:52:13:939,0.462,0.000,-0.011,-0.006,-15.705,13.707,-2.236
16:52:13:966,0.489,0.000,-0.011,-0.006,-15.705,13.707,-2.236
16:52:13:994,0.516,-0.008,-0.010,-0.008,-15.650,13.706,-2.234
16:52:14:021,0.543,0.001,-0.006,-0.007,-15.651,13.690,-2.226
16:52:14:048,0.570,-0.009,-0.011,-0.008,-15.660,13.690,-2.227
16:52:14:075,0.598,-0.005,-0.005,-0.014,-15.660,13.690,-2.227
16:52:14:103,0.625,-0.001,-0.006,-0.007,-15.605,13.693,-2.255
16:52:14:13,0.653,-0.001,-0.006,-0.007,-15.605,13.693,-2.255
16:52:14:157,0.680,-0.001,-0.006,-0.007,-15.605,13.693,-2.255
16:52:14:185,0.707,-0.002,-0.006,-0.010,-15.478,13.726,-2.340
16:52:14:212,0.734,-0.001,-0.010,-0.005,-15.417,13.734,-2.374
16:52:14:239,0.762,-0.002,-0.008,-0.006,-15.372,13.731,-2.397
16:52:14:266,0.789,-0.002,-0.008,-0.006,-15.372,13.731,-2.397
16:52:14:294,0.816,-0.002,-0.008,-0.006,-15.372,13.731,-2.397
16:52:14:321,0.843,-0.002,-0.007,-0.009,-15.298,13.745,-2.367
16:52:14:348,0.871,-0.004,-0.007,-0.012,-15.293,13.756,-2.333
16:52:14:375,0.898,-0.006,-0.005,-0.008,-15.293,13.753,-2.313
16:52:14:403,0.925,-0.006,-0.005,-0.008,-15.293,13.753,-2.313
16:52:14:43,0.952,-0.005,-0.007,-0.016,-15.269,13.754,-2.287
16:52:14:457,0.979,-0.005,-0.007,-0.013,-15.235,13.746,-2.235
16:52:14:484,1.007,-0.006,-0.011,-0.006,-15.230,13.743,-2.215
16:52:14:511,1.034,-0.006,-0.011,-0.006,-15.230,13.743,-2.215
16:52:14:539,1.061,-0.006,-0.008,-0.007,-15.227,13.745,-2.155
16:52:14:566,1.088,-0.006,-0.008,-0.007,-15.227,13.745,-2.155
16:52:14:594,1.116,-0.003,-0.007,-0.008,-15.222,13.741,-2.124
16:52:14:621,1.144,-0.003,-0.010,-0.013,-15.217,13.741,-2.124
16:52:14:648,1.171,-0.005,-0.009,-0.005,-15.192,13.740,-2.123
16:52:14:676,1.199,-0.007,-0.007,-0.013,-15.167,13.739,-2.122
16:52:14:703,1.225,-0.006,-0.007,-0.007,-15.152,13.734,-2.126
16:52:14:73,1.253,0.000,-0.010,-0.008,-15.122,13.734,-2.125
16:52:14:758,1.280,-0.006,-0.006,-0.012,-15.087,13.733,-2.124
16:52:14:785,1.307,-0.006,-0.006,-0.012,-15.087,13.733,-2.124
16:52:14:812,1.335,-0.002,-0.007,-0.011,-15.053,13.726,-2.117
16:52:14:839,1.361,-0.006,-0.005,-0.012,-15.053,13.726,-2.117
16:52:14:866,1.389,-0.006,-0.005,-0.012,-15.053,13.726,-2.117
16:52:14:893,1.415,-0.007,-0.007,-0.007,-15.053,13.726,-2.117
16:52:14:92,1.443,-0.002,-0.011,-0.012,-15.053,13.726,-2.117
16:52:14:947,1.469,-0.006,-0.009,-0.009,-15.053,13.726,-2.117
16:52:14:974,1.496,-0.001,-0.006,-0.007,-15.053,13.726,-2.117
16:52:15:001,1.524,-0.001,-0.008,-0.007,-15.053,13.726,-2.117
16:52:15:03,1.552,-0.002,-0.010,-0.009,-15.053,13.726,-2.117
16:52:15:057,1.580,-0.006,-0.006,-0.014,-15.062,13.726,-2.117
16:52:15:084,1.607,-0.004,-0.006,-0.010,-15.072,13.726,-2.117
16:52:15:111,1.634,-0.009,-0.005,-0.017,-15.088,13.727,-2.118
16:52:15:138,1.661,-0.005,-0.008,-0.012,-15.117,13.728,-2.119
16:52:15:165,1.688,-0.006,-0.006,-0.020,-15.142,13.728,-2.120
16:52:15:193,1.716,-0.008,-0.008,-0.010,-15.167,13.729,-2.121
16:52:15:22,1.743,-0.007,-0.003,-0.014,-15.197,13.730,-2.122
