Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
16:52:13:467,0.000,0.035,-0.007,0.056,-1.779,-49.542,-19.921
16:52:13:494,0.027,0.016,0.005,0.024,-1.527,-50.186,-19.725
16:52:13:521,0.054,0.036,0.005,0.013,-1.205,-52.443,-19.126
16:52:13:548,0.081,0.036,0.005,0.013,-1.205,-52.443,-19.126
16:52:13:575,0.108,0.090,-0.006,0.080,-1.082,-54.703,-18.657
16:52:13:602,0.135,0.090,-0.006,0.080,-1.082,-54.703,-18.657
16:52:13:629,0.162,0.090,-0.006,0.080,-1.082,-54.703,-18.657
16:52:13:656,0.190,0.090,-0.006,0.080,-1.082,-54.703,-18.657
16:52:13:683,0.217,0.090,-0.006,0.080,-1.082,-54.703,-18.657
16:52:13:711,0.244,0.052,0.016,0.031,0.108,-55.376,-17.932
16:52:13:738,0.272,0.052,0.016,0.031,0.108,-55.376,-17.932
16:52:13:765,0.299,0.052,0.016,0.031,0.108,-55.376,-17.932
16:52:13:792,0.326,0.052,0.016,0.031,0.108,-55.376,-17.932
16:52:13:82,0.353,0.052,0.016,0.031,0.108,-55.376,-17.932
16:52:13:847,0.380,0.072,0.001,0.024,1.062,-53.420,-16.741
16:52:13:874,0.408,0.043,-0.007,0.029,0.718,-52.424,-16.577
16:52:13:901,0.435,0.043,-0.007,0.029,0.718,-52.424,-16.577
16:52:13:929,0.462,0.043,-0.007,0.029,0.718,-52.424,-16.577
16:52:13:956,0.489,0.043,-0.007,0.029,0.718,-52.424,-16.577
16:52:13:984,0.517,-0.044,0.012,0.053,0.331,-49.755,-17.059
16:52:14:011,0.544,-0.044,0.012,0.053,0.331,-49.755,-17.059
16:52:14:038,0.571,-0.013,0.012,0.004,0.800,-47.801,-17.264
16:52:14:065,0.598,-0.013,0.012,0.004,0.800,-47.801,-17.264
16:52:14:092,0.625,0.006,-0.004,-0.014,1.232,-46.382,-17.418
16:52:14:119,0.653,0.006,-0.004,-0.014,1.232,-46.382,-17.418
16:52:14:147,0.680,-0.008,-0.012,-0.004,1.224,-45.886,-17.521
16:52:14:173,0.707,-0.008,-0.012,-0.004,1.224,-45.886,-17.521
16:52:14:202,0.735,-0.008,-0.012,-0.004,1.224,-45.886,-17.521
16:52:14:229,0.762,-0.030,0.008,0.007,1.198,-45.562,-17.529
16:52:14:256,0.789,-0.030,0.008,0.007,1.198,-45.562,-17.529
16:52:14:283,0.817,-0.030,0.008,0.007,1.198,-45.562,-17.529
16:52:14:31,0.843,-0.030,0.008,0.007,1.198,-45.562,-17.529
16:52:14:337,0.870,-0.015,0.002,0.025,1.230,-45.751,-17.495
16:52:14:364,0.898,0.011,0.003,0.024,1.247,-46.018,-17.518
16:52:14:392,0.925,0.011,0.003,0.024,1.247,-46.018,-17.518
16:52:14:419,0.952,-0.001,0.008,0.015,1.271,-45.650,-17.526
16:52:14:446,0.980,-0.001,0.008,0.015,1.271,-45.650,-17.526
16:52:14:474,1.007,-0.001,0.008,0.015,1.271,-45.650,-17.526
16:52:14:502,1.035,-0.012,0.006,0.022,1.302,-45.491,-17.526
16:52:14:529,1.062,-0.012,0.006,0.022,1.302,-45.491,-17.526
16:52:14:556,1.089,0.001,0.003,0.012,1.468,-44.795,-17.453
16:52:14:583,1.116,0.001,0.003,0.012,1.468,-44.795,-17.453
16:52:14:611,1.144,0.000,-0.002,0.007,1.467,-44.612,-17.398
16:52:14:637,1.171,0.000,-0.002,0.007,1.467,-44.612,-17.398
16:52:14:665,1.198,0.000,-0.002,0.007,1.467,-44.612,-17.398
16:52:14:692,1.225,-0.003,0.001,0.014,1.461,-44.390,-17.391
16:52:14:719,1.253,-0.004,0.003,0.012,1.455,-44.327,-17.387
16:52:14:747,1.280,-0.004,0.003,0.012,1.455,-44.327,-17.387
16:52:14:774,1.307,-0.001,0.006,0.012,1.431,-44.184,-17.379
16:52:14:802,1.335,0.005,-0.002,0.005,1.425,-44.030,-17.283
16:52:14:829,1.362,0.005,-0.002,0.005,1.425,-44.030,-17.283
16:52:14:856,1.390,0.008,-0.007,0.008,1.380,-43.849,-17.090
16:52:14:884,1.417,0.008,-0.006,0.014,1.343,-43.830,-17.009
16:52:14:91,1.444,0.008,-0.006,0.014,1.343,-43.830,-17.009
16:52:14:938,1.471,0.005,-0.010,0.012,1.212,-43.814,-16.825
16:52:14:966,1.499,0.005,-0.010,0.012,1.212,-43.814,-16.825
16:52:14:992,1.526,-0.004,-0.004,0.010,0.959,-43.827,-16.573
16:52:15:02,1.553,-0.004,-0.004,0.010,0.959,-43.827,-16.573
16:52:15:046,1.580,-0.004,-0.004,0.010,0.959,-43.827,-16.573
16:52:15:074,1.607,-0.001,0.014,0.013,0.631,-44.001,-16.137
16:52:15:101,1.634,-0.001,0.014,0.013,0.631,-44.001,-16.137
16:52:15:129,1.662,0.014,0.017,0.028,0.463,-44.354,-15.763
16:52:15:155,1.689,0.014,0.017,0.028,0.463,-44.354,-15.763
16:52:15:183,1.716,0.014,0.017,0.028,0.463,-44.354,-15.763
16:52:15:211,1.744,0.015,0.015,0.029,0.552,-44.082,-15.558
16:52:15:238,1.771,0.015,0.015,0.029,0.552,-44.082,-15.558
16:52:15:266,1.799,0.012,0.001,0.023,0.791,-43.562,-15.465
16:52:15:293,1.827,0.012,0.001,0.023,0.791,-43.562,-15.465
16:52:15:32,1.854,-0.011,0.000,-0.013,1.107,-42.543,-15.586
16:52:15:348,1.881,-0.011,0.000,-0.013,1.107,-42.543,-15.586
16:52:15:374,1.908,-0.011,0.000,-0.013,1.107,-42.543,-15.586
16:52:15:401,1.935,-0.013,0.001,0.003,1.185,-42.269,-15.623
16:52:15:428,1.962,-0.013,0.001,0.003,1.185,-42.269,-15.623
16:52:15:455,1.989,-0.014,-0.006,0.000,1.300,-42.125,-15.458
16:52:15:483,2.016,-0.014,-0.006,0.000,1.300,-42.125,-15.458
16:52:15:509,2.043,-0.014,-0.003,0.002,1.364,-42.093,-15.352
16:52:15:537,2.071,-0.014,-0.003,0.002,1.364,-42.093,-15.352
16:52:15:564,2.097,0.000,0.001,0.019,1.415,-42.266,-15.137
16:52:15:591,2.125,0.000,0.001,0.019,1.415,-42.266,-15.137
16:52:15:619,2.152,0.000,0.001,0.019,1.415,-42.266,-15.137
16:52:15:646,2.179,0.000,0.001,0.019,1.415,-42.266,-15.137
16:52:15:674,2.207,0.007,0.000,0.021,1.546,-42.234,-14.724
16:52:15:701,2.235,-0.004,-0.002,0.016,1.617,-41.875,-14.587
16:52:15:728,2.262,-0.007,-0.002,0.003,1.636,-41.740,-14.580
16:52:15:756,2.289,-0.007,-0.002,0.003,1.636,-41.740,-14.580
16:52:15:783,2.316,-0.016,0.005,0.002,1.663,-41.484,-14.611
16:52:15:81,2.343,-0.016,0.005,0.002,1.663,-41.484,-14.611
16:52:15:837,2.370,-0.023,-0.013,-0.005,1.733,-41.316,-14.634
16:52:15:864,2.397,-0.023,-0.013,-0.005,1.733,-41.316,-14.634
16:52:15:891,2.424,-0.023,-0.013,-0.005,1.733,-41.316,-14.634
16:52:15:918,2.451,-0.001,0.001,0.006,1.644,-41.499,-14.516
16:52:15:945,2.478,-0.001,0.001,0.006,1.644,-41.499,-14.516
16:52:15:973,2.506,-0.002,0.005,0.006,1.632,-41.577,-14.476
16:52:16:,2.533,-0.002,0.005,0.006,1.632,-41.577,-14.476
16:52:16:027,2.561,-0.007,0.005,0.003,1.730,-41.375,-14.458
16:52:16:055,2.588,-0.007,0.005,0.003,1.730,-41.375,-14.458
16:52:16:081,2.615,-0.007,0.005,0.003,1.730,-41.375,-14.458
16:52:16:109,2.642,-0.007,0.005,0.003,1.730,-41.375,-14.458
16:52:16:136,2.669,-0.007,0.005,0.003,1.730,-41.375,-14.458
16:52:16:163,2.696,-0.007,0.005,0.003,1.730,-41.375,-14.458
16:52:16:19,2.723,0.004,-0.004,0.001,1.751,-40.968,-14.404
16:52:16:217,2.750,0.003,-0.009,0.002,1.724,-40.951,-14.444
16:52:16:244,2.777,0.003,-0.009,0.002,1.724,-40.951,-14.444
16:52:16:271,2.804,0.000,0.001,0.005,1.644,-40.882,-14.623
16:52:16:298,2.831,0.009,-0.015,-0.004,1.589,-40.849,-14.753
16:52:16:325,2.859,0.009,-0.015,-0.004,1.589,-40.849,-14.753
16:52:16:353,2.886,0.003,0.017,-0.010,1.414,-40.822,-15.007
16:52:16:38,2.914,0.003,0.017,-0.010,1.414,-40.822,-15.007
16:52:16:407,2.941,0.003,0.002,0.010,1.311,-40.860,-15.303
16:52:16:434,2.968,-0.012,0.004,-0.002,1.263,-40.887,-15.493
16:52:16:462,2.995,-0.005,0.006,-0.001,1.254,-40.883,-15.714
16:52:16:489,3.022,-0.007,0.001,0.007,1.247,-40.878,-15.856
16:52:16:516,3.049,-0.007,0.001,0.007,1.247,-40.878,-15.856
16:52:16:544,3.077,-0.011,0.003,-0.001,1.269,-40.744,-16.145
16:52:16:571,3.104,-0.011,0.003,-0.001,1.269,-40.744,-16.145
16:52:16:599,3.132,-0.012,0.004,-0.013,1.317,-40.438,-16.391
16:52:16:627,3.160,-0.009,0.008,-0.013,1.320,-40.310,-16.469
16:52:16:654,3.187,-0.009,0.008,-0.013,1.320,-40.310,-16.469
16:52:16:681,3.214,-0.025,-0.002,-0.008,1.402,-39.972,-16.654
16:52:16:708,3.242,-0.025,-0.002,-0.008,1.402,-39.972,-16.654
16:52:16:735,3.269,-0.022,-0.006,-0.006,1.468,-39.864,-16.754
16:52:16:763,3.296,-0.016,-0.004,-0.004,1.443,-39.995,-16.806
16:52:16:79,3.323,0.007,-0.002,-0.006,1.334,-40.377,-16.928
16:52:16:817,3.351,0.007,-0.002,-0.006,1.334,-40.377,-16.928
16:52:16:844,3.377,0.007,-0.002,-0.006,1.334,-40.377,-16.928
16:52:16:872,3.405,0.007,-0.002,-0.006,1.334,-40.377,-16.928
16:52:16:899,3.432,-0.002,0.001,0.000,1.156,-40.814,-17.150
16:52:16:926,3.460,-0.002,0.001,0.000,1.156,-40.814,-17.150
16:52:16:953,3.487,-0.003,0.004,-0.008,0.969,-41.350,-17.460
16:52:16:981,3.514,-0.006,-0.001,0.009,0.930,-41.542,-17.522
16:52:17:008,3.541,0.006,0.001,-0.003,0.891,-41.836,-17.608
16:52:17:035,3.568,0.006,0.001,-0.003,0.891,-41.836,-17.608
16:52:17:062,3.595,0.013,0.003,0.001,0.796,-42.308,-17.740
16:52:17:089,3.622,0.013,0.003,0.001,0.796,-42.308,-17.740
16:52:17:116,3.650,0.002,0.004,0.005,0.724,-42.605,-17.865
16:52:17:144,3.677,-0.003,0.011,0.009,0.666,-42.692,-17.938
16:52:17:172,3.705,-0.003,0.011,0.009,0.666,-42.692,-17.938
16:52:17:199,3.732,-0.007,0.007,0.007,0.631,-42.782,-18.026
16:52:17:226,3.760,-0.007,0.007,0.007,0.631,-42.782,-18.026
16:52:17:253,3.787,-0.003,-0.002,0.004,0.625,-42.912,-18.097
16:52:17:28,3.814,0.003,-0.002,0.002,0.611,-43.005,-18.139
16:52:17:307,3.841,0.003,-0.002,0.002,0.611,-43.005,-18.139
16:52:17:335,3.868,0.005,-0.004,-0.002,0.550,-43.177,-18.159
16:52:17:362,3.895,0.005,-0.004,-0.002,0.550,-43.177,-18.159
16:52:17:389,3.922,0.002,0.003,0.003,0.464,-43.260,-18.168
16:52:17:416,3.949,-0.002,0.003,0.004,0.425,-43.239,-18.165
16:52:17:443,3.977,-0.002,0.003,0.004,0.425,-43.239,-18.165
16:52:17:471,4.004,-0.006,0.006,0.008,0.389,-43.223,-18.166
16:52:17:497,4.031,0.010,-0.008,0.000,0.402,-43.194,-18.158
16:52:17:525,4.058,0.010,-0.008,0.000,0.402,-43.194,-18.158
16:52:17:552,4.085,0.010,-0.008,0.000,0.402,-43.194,-18.158
16:52:17:579,4.112,0.006,0.003,-0.011,0.313,-43.107,-18.114
16:52:17:607,4.140,0.006,0.009,0.006,0.270,-43.167,-18.093
16:52:17:634,4.167,0.012,0.004,0.003,0.216,-43.321,-18.055
16:52:17:662,4.195,0.012,0.004,0.003,0.216,-43.321,-18.055
16:52:17:689,4.222,0.012,0.004,0.003,0.216,-43.321,-18.055
16:52:17:716,4.249,0.012,0.004,0.003,0.216,-43.321,-18.055
16:52:17:744,4.277,0.018,0.003,0.009,0.053,-43.449,-18.014
16:52:17:771,4.304,-0.002,0.010,0.006,0.096,-43.126,-17.991
16:52:17:798,4.332,-0.002,0.010,0.006,0.096,-43.126,-17.991
16:52:17:825,4.358,-0.002,0.010,0.006,0.096,-43.126,-17.991
16:52:17:852,4.386,-0.017,-0.010,-0.014,0.359,-41.982,-17.882
16:52:17:88,4.413,-0.017,-0.010,-0.014,0.359,-41.982,-17.882
16:52:17:907,4.440,-0.007,0.001,-0.007,0.349,-41.816,-17.715
16:52:17:934,4.467,-0.007,0.001,-0.007,0.349,-41.816,-17.715
16:52:17:961,4.495,-0.007,0.001,-0.007,0.349,-41.816,-17.715
16:52:17:989,4.522,0.018,0.001,0.017,0.139,-42.275,-17.529
16:52:18:016,4.549,0.018,0.001,0.017,0.139,-42.275,-17.529
16:52:18:043,4.577,0.002,0.001,0.002,0.063,-42.344,-17.484
16:52:18:071,4.604,0.002,0.001,0.002,0.063,-42.344,-17.484
16:52:18:097,4.631,0.002,0.001,0.002,0.063,-42.344,-17.484
16:52:18:124,4.658,0.002,0.001,0.002,0.063,-42.344,-17.484
16:52:18:152,4.685,0.002,0.001,0.002,0.063,-42.344,-17.484
16:52:18:179,4.712,-0.005,0.009,-0.006,0.055,-42.338,-17.477
16:52:18:206,4.739,-0.005,0.009,-0.006,0.055,-42.338,-17.477
16:52:18:233,4.766,-0.005,0.009,-0.006,0.055,-42.338,-17.477
16:52:18:26,4.793,-0.005,0.009,-0.006,0.055,-42.338,-17.477
16:52:18:287,4.820,-0.005,0.009,-0.006,0.055,-42.338,-17.477
16:52:18:314,4.847,-0.004,-0.001,-0.003,-0.006,-42.884,-17.545
16:52:18:341,4.874,-0.004,-0.001,-0.003,-0.006,-42.884,-17.545
16:52:18:368,4.901,-0.004,-0.001,-0.003,-0.006,-42.884,-17.545
16:52:18:395,4.928,-0.004,-0.001,-0.003,-0.006,-42.884,-17.545
16:52:18:422,4.956,-0.004,-0.001,-0.003,-0.006,-42.884,-17.545
16:52:18:449,4.983,0.003,0.000,-0.005,-0.088,-43.486,-17.615
16:52:18:476,5.010,0.003,0.000,-0.005,-0.088,-43.486,-17.615
16:52:18:503,5.037,0.003,0.000,-0.005,-0.088,-43.486,-17.615
16:52:18:531,5.064,0.003,0.000,-0.005,-0.088,-43.486,-17.615
16:52:18:558,5.091,-0.002,0.002,0.004,-0.141,-44.310,-17.571
16:52:18:585,5.118,-0.002,0.002,0.004,-0.141,-44.310,-17.571
16:52:18:612,5.145,-0.002,0.002,0.004,-0.141,-44.310,-17.571
16:52:18:639,5.172,-0.002,0.002,0.004,-0.141,-44.310,-17.571
16:52:18:666,5.199,-0.002,0.002,0.004,-0.141,-44.310,-17.571
16:52:18:693,5.226,0.001,0.005,0.008,-0.087,-44.747,-17.485
16:52:18:721,5.254,0.001,0.005,0.008,-0.087,-44.747,-17.485
16:52:18:748,5.281,0.001,0.005,0.008,-0.087,-44.747,-17.485
16:52:18:775,5.308,0.001,0.005,0.008,-0.087,-44.747,-17.485
16:52:18:802,5.336,0.001,0.005,0.008,-0.087,-44.747,-17.485
16:52:18:83,5.363,0.005,-0.002,0.005,0.027,-45.262,-17.494
16:52:18:857,5.390,0.005,-0.002,0.005,0.027,-45.262,-17.494
16:52:18:884,5.417,-0.007,0.002,0.006,0.128,-45.357,-17.419
16:52:18:911,5.445,-0.007,0.002,0.006,0.128,-45.357,-17.419
16:52:18:939,5.472,-0.007,0.002,0.006,0.128,-45.357,-17.419
16:52:18:966,5.499,0.006,0.003,0.000,0.068,-45.667,-17.356
16:52:18:993,5.526,0.006,0.003,0.000,0.068,-45.667,-17.356
16:52:19:02,5.554,0.001,-0.008,-0.002,0.059,-45.658,-17.296
16:52:19:048,5.582,0.001,-0.008,-0.002,0.059,-45.658,-17.296
16:52:19:076,5.609,-0.005,0.008,-0.003,-0.010,-45.525,-17.207
16:52:19:103,5.637,-0.002,0.001,0.000,-0.013,-45.428,-17.110
16:52:19:13,5.663,0.008,0.002,0.007,-0.031,-45.476,-17.067
16:52:19:158,5.691,0.008,0.002,0.007,-0.031,-45.476,-17.067
16:52:19:185,5.719,-0.006,0.000,0.006,-0.039,-45.231,-17.020
16:52:19:212,5.745,-0.004,0.000,-0.001,-0.025,-45.026,-16.985
16:52:19:24,5.773,-0.004,0.000,-0.001,-0.025,-45.026,-16.985
16:52:19:266,5.800,-0.003,0.001,-0.003,-0.023,-44.709,-16.897
16:52:19:294,5.827,-0.003,0.001,-0.003,-0.023,-44.709,-16.897
16:52:19:32,5.854,-0.008,0.001,0.000,0.004,-44.318,-16.816
16:52:19:348,5.881,-0.011,-0.006,-0.006,0.023,-44.075,-16.782
16:52:19:375,5.908,-0.011,-0.006,-0.006,0.023,-44.075,-16.782
16:52:19:401,5.935,-0.012,0.006,-0.011,0.025,-43.768,-16.725
16:52:19:429,5.962,-0.012,0.006,-0.011,0.025,-43.768,-16.725
16:52:19:456,5.989,-0.011,-0.001,0.000,0.055,-43.617,-16.696
16:52:19:483,6.017,-0.011,-0.001,0.000,0.055,-43.617,-16.696
16:52:19:511,6.044,-0.011,-0.001,0.000,0.055,-43.617,-16.696
16:52:19:537,6.071,-0.015,-0.003,-0.005,0.072,-43.553,-16.692
16:52:19:565,6.098,-0.015,-0.003,-0.005,0.072,-43.553,-16.692
16:52:19:592,6.125,-0.010,0.003,-0.003,0.038,-43.379,-16.674
