Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
16:36:37:047,0.000,0.009,-0.012,-0.008,-9.936,8.513,-1.521
16:36:37:074,0.027,0.016,-0.012,-0.011,-9.970,8.471,-1.432
16:36:37:102,0.055,0.014,-0.015,-0.006,-10.008,8.444,-1.350
16:36:37:129,0.081,0.010,-0.014,-0.004,-10.142,8.432,-1.079
16:36:37:156,0.109,0.010,-0.014,-0.004,-10.142,8.432,-1.079
16:36:37:184,0.136,0.005,-0.011,-0.005,-10.348,8.436,-0.669
16:36:37:21,0.163,0.006,-0.011,-0.009,-10.420,8.438,-0.524
16:36:37:238,0.190,0.007,-0.010,-0.005,-10.525,8.449,-0.315
16:36:37:265,0.218,0.007,-0.010,-0.005,-10.525,8.449,-0.315
16:36:37:292,0.245,0.008,-0.007,-0.005,-10.719,8.472,0.029
16:36:37:319,0.272,0.001,-0.014,-0.010,-10.810,8.499,0.211
16:36:37:346,0.299,0.001,-0.014,-0.010,-10.810,8.499,0.211
16:36:37:374,0.326,-0.002,-0.009,-0.013,-10.942,8.541,0.443
16:36:37:4,0.353,0.006,-0.009,-0.007,-11.058,8.537,0.629
16:36:37:428,0.380,0.006,-0.011,-0.006,-11.097,8.536,0.694
16:36:37:455,0.407,0.006,-0.011,-0.006,-11.097,8.536,0.694
16:36:37:482,0.435,0.007,-0.010,-0.007,-11.190,8.501,0.838
16:36:37:51,0.462,0.007,-0.010,-0.007,-11.190,8.501,0.838
16:36:37:536,0.489,0.003,-0.008,-0.003,-11.219,8.445,0.894
16:36:37:564,0.516,0.005,-0.011,-0.008,-11.218,8.425,0.896
16:36:37:591,0.544,0.005,-0.011,-0.008,-11.218,8.425,0.896
16:36:37:618,0.571,0.001,-0.013,-0.006,-11.218,8.415,0.897
16:36:37:645,0.598,0.001,-0.013,-0.006,-11.218,8.415,0.897
16:36:37:673,0.626,0.009,-0.009,-0.010,-11.253,8.369,0.907
16:36:37:7,0.653,0.008,-0.010,-0.014,-11.253,8.369,0.907
16:36:37:728,0.680,0.004,-0.008,-0.005,-11.253,8.368,0.872
16:36:37:754,0.707,0.008,-0.008,-0.014,-11.254,8.371,0.842
