Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
16:44:47:496,0.000,-0.229,-0.043,-0.075,10.485,-12.606,-11.978
16:44:47:523,0.028,-0.196,-0.035,-0.080,10.102,-14.990,-12.963
16:44:47:551,0.055,0.001,-0.048,-0.117,8.128,-29.323,-15.607
16:44:47:578,0.082,0.044,0.002,-0.080,7.629,-33.771,-15.997
16:44:47:605,0.109,0.055,0.010,-0.083,7.513,-35.968,-16.050
16:44:47:632,0.136,0.033,0.020,-0.035,7.524,-38.259,-15.954
16:44:47:659,0.163,0.033,0.020,-0.035,7.524,-38.259,-15.954
16:44:47:686,0.190,0.033,0.020,-0.035,7.524,-38.259,-15.954
16:44:47:713,0.217,0.044,-0.022,-0.001,8.018,-40.467,-14.684
16:44:47:74,0.244,0.053,-0.017,-0.002,8.055,-40.504,-14.120
16:44:47:767,0.271,0.053,-0.017,-0.002,8.055,-40.504,-14.120
16:44:47:794,0.298,0.053,-0.017,-0.002,8.055,-40.504,-14.120
16:44:47:821,0.326,0.081,-0.026,0.006,7.897,-39.536,-11.795
16:44:47:848,0.352,0.081,-0.026,0.006,7.897,-39.536,-11.795
16:44:47:875,0.380,0.084,-0.031,0.011,7.816,-39.255,-11.211
16:44:47:903,0.407,0.104,-0.011,0.056,7.277,-39.093,-9.808
16:44:47:93,0.434,0.104,-0.011,0.056,7.277,-39.093,-9.808
16:44:47:957,0.461,0.106,0.013,0.083,6.860,-39.015,-8.603
16:44:47:984,0.489,0.106,0.013,0.083,6.860,-39.015,-8.603
16:44:48:012,0.516,0.070,0.023,0.124,6.323,-39.180,-9.101
16:44:48:039,0.543,0.029,0.021,0.141,6.137,-39.133,-9.460
16:44:48:066,0.571,0.029,0.021,0.141,6.137,-39.133,-9.460
16:44:48:094,0.598,0.029,0.021,0.141,6.137,-39.133,-9.460
16:44:48:121,0.625,0.029,0.021,0.141,6.137,-39.133,-9.460
16:44:48:149,0.653,-0.029,-0.004,-0.033,7.294,-33.573,-11.787
16:44:48:176,0.680,-0.059,-0.031,-0.078,8.164,-31.135,-12.650
16:44:48:203,0.707,-0.074,-0.035,-0.080,8.712,-29.780,-13.201
16:44:48:23,0.734,-0.074,-0.035,-0.080,8.712,-29.780,-13.201
16:44:48:257,0.761,-0.074,-0.035,-0.080,8.712,-29.780,-13.201
16:44:48:285,0.789,-0.074,-0.035,-0.080,8.712,-29.780,-13.201
16:44:48:312,0.816,-0.037,-0.033,-0.045,8.852,-30.012,-15.242
16:44:48:34,0.844,-0.053,-0.013,-0.035,8.617,-30.729,-15.482
16:44:48:367,0.871,-0.053,-0.013,-0.035,8.617,-30.729,-15.482
16:44:48:394,0.898,-0.030,-0.027,-0.003,8.027,-32.686,-15.731
16:44:48:421,0.926,-0.024,-0.012,0.002,7.651,-34.015,-15.775
16:44:48:449,0.953,-0.017,0.011,0.005,7.389,-35.056,-15.742
16:44:48:476,0.980,-0.017,0.011,0.005,7.389,-35.056,-15.742
16:44:48:504,1.008,-0.017,0.011,0.005,7.389,-35.056,-15.742
16:44:48:531,1.035,0.030,0.010,0.023,7.001,-36.510,-15.572
16:44:48:559,1.063,0.048,-0.001,0.011,6.557,-39.180,-14.941
16:44:48:586,1.091,0.048,0.008,0.014,6.518,-39.398,-14.885
16:44:48:614,1.118,0.048,0.008,0.014,6.518,-39.398,-14.885
16:44:48:641,1.145,0.048,0.008,0.014,6.518,-39.398,-14.885
16:44:48:667,1.172,0.021,-0.003,-0.007,6.571,-38.990,-14.903
16:44:48:695,1.199,0.021,-0.003,-0.007,6.571,-38.990,-14.903
16:44:48:722,1.227,0.021,-0.003,-0.007,6.571,-38.990,-14.903
16:44:48:749,1.254,0.012,-0.020,0.002,6.587,-38.783,-14.960
16:44:48:777,1.281,0.012,-0.020,0.002,6.587,-38.783,-14.960
16:44:48:804,1.309,0.012,-0.020,0.002,6.587,-38.783,-14.960
16:44:48:831,1.335,0.004,-0.013,-0.013,6.632,-38.367,-14.875
16:44:48:859,1.363,0.004,-0.013,-0.013,6.632,-38.367,-14.875
16:44:48:886,1.390,-0.005,-0.013,-0.014,6.638,-38.451,-14.903
16:44:48:913,1.417,-0.005,-0.013,-0.014,6.638,-38.451,-14.903
16:44:48:94,1.445,0.013,-0.013,-0.004,6.486,-39.138,-15.056
16:44:48:967,1.471,0.013,-0.013,-0.004,6.486,-39.138,-15.056
16:44:48:994,1.499,-0.011,-0.012,-0.016,6.238,-39.756,-15.001
16:44:49:022,1.526,-0.011,-0.012,-0.016,6.238,-39.756,-15.001
16:44:49:049,1.553,-0.028,-0.013,-0.008,6.008,-40.560,-15.103
16:44:49:076,1.580,-0.021,-0.005,0.006,5.846,-41.299,-15.273
16:44:49:103,1.608,-0.025,-0.023,-0.007,5.695,-42.214,-15.419
16:44:49:131,1.635,-0.025,-0.023,-0.007,5.695,-42.214,-15.419
16:44:49:158,1.662,-0.008,0.002,0.019,5.362,-44.267,-15.583
16:44:49:185,1.690,-0.008,0.002,0.019,5.362,-44.267,-15.583
16:44:49:212,1.716,-0.008,0.002,0.019,5.362,-44.267,-15.583
16:44:49:239,1.744,0.024,0.008,0.026,5.197,-47.953,-15.541
16:44:49:266,1.770,0.028,0.041,0.027,5.221,-48.724,-15.501
16:44:49:293,1.798,0.022,-0.010,0.024,5.403,-49.703,-15.422
16:44:49:321,1.825,0.022,-0.010,0.024,5.403,-49.703,-15.422
16:44:49:347,1.852,0.022,-0.010,0.024,5.403,-49.703,-15.422
16:44:49:375,1.879,0.030,-0.035,0.041,5.508,-50.156,-15.382
16:44:49:402,1.906,0.027,-0.010,0.020,5.793,-50.673,-14.916
16:44:49:429,1.933,0.021,0.000,0.040,5.963,-50.728,-14.671
16:44:49:456,1.960,0.021,0.000,0.040,5.963,-50.728,-14.671
16:44:49:483,1.987,0.021,0.000,0.040,5.963,-50.728,-14.671
16:44:49:51,2.014,0.021,0.000,0.040,5.963,-50.728,-14.671
16:44:49:537,2.041,0.031,-0.013,0.021,6.553,-51.110,-14.405
16:44:49:564,2.069,0.046,-0.023,0.020,6.608,-50.925,-14.476
16:44:49:591,2.095,0.046,-0.023,0.020,6.608,-50.925,-14.476
16:44:49:619,2.123,0.046,-0.023,0.020,6.608,-50.925,-14.476
16:44:49:646,2.150,0.046,-0.023,0.020,6.608,-50.925,-14.476
16:44:49:673,2.177,0.038,0.007,0.030,6.615,-48.015,-13.649
16:44:49:7,2.204,0.038,0.007,0.030,6.615,-48.015,-13.649
16:44:49:727,2.231,0.038,0.007,0.030,6.615,-48.015,-13.649
16:44:49:754,2.258,-0.003,0.010,0.010,6.577,-45.894,-13.843
16:44:49:781,2.285,-0.003,0.018,0.018,6.569,-44.993,-14.218
16:44:49:808,2.313,-0.027,0.006,0.001,6.581,-43.972,-14.622
16:44:49:836,2.341,-0.023,0.014,0.002,6.627,-43.223,-14.894
16:44:49:863,2.367,-0.023,0.014,0.002,6.627,-43.223,-14.894
16:44:49:89,2.395,-0.060,0.006,-0.025,7.023,-40.762,-15.413
16:44:49:918,2.422,-0.060,0.006,-0.025,7.023,-40.762,-15.413
16:44:49:945,2.449,-0.101,-0.021,-0.062,7.745,-37.719,-15.608
16:44:49:972,2.477,-0.103,-0.012,-0.069,7.900,-37.069,-15.633
16:44:50:,2.504,-0.103,-0.012,-0.069,7.900,-37.069,-15.633
16:44:50:026,2.531,-0.053,-0.032,-0.046,7.954,-37.009,-15.083
16:44:50:054,2.558,-0.053,-0.032,-0.046,7.954,-37.009,-15.083
16:44:50:081,2.585,-0.053,-0.032,-0.046,7.954,-37.009,-15.083
16:44:50:108,2.612,0.008,0.000,-0.005,6.900,-40.810,-15.144
16:44:50:135,2.639,0.021,0.010,0.027,6.501,-42.373,-15.043
16:44:50:162,2.666,0.021,0.010,0.027,6.501,-42.373,-15.043
16:44:50:189,2.693,0.033,-0.007,0.040,6.009,-44.670,-14.917
16:44:50:216,2.720,0.033,-0.007,0.040,6.009,-44.670,-14.917
16:44:50:243,2.747,0.036,0.026,0.053,5.722,-46.251,-14.996
16:44:50:27,2.775,0.034,0.010,0.036,5.746,-46.597,-15.097
16:44:50:297,2.801,0.034,0.010,0.036,5.746,-46.597,-15.097
16:44:50:324,2.828,0.034,0.010,0.036,5.746,-46.597,-15.097
16:44:50:351,2.856,0.034,0.010,0.036,5.746,-46.597,-15.097
16:44:50:379,2.883,0.018,-0.004,0.004,5.943,-46.395,-15.325
16:44:50:406,2.910,0.009,-0.009,0.000,6.019,-46.124,-15.280
16:44:50:433,2.937,0.009,-0.009,0.000,6.019,-46.124,-15.280
16:44:50:461,2.965,0.009,-0.009,0.000,6.019,-46.124,-15.280
16:44:50:487,2.992,0.009,-0.009,0.000,6.019,-46.124,-15.280
16:44:50:515,3.019,0.007,-0.003,0.015,6.085,-45.087,-14.990
16:44:50:542,3.046,0.007,-0.003,0.015,6.085,-45.087,-14.990
16:44:50:569,3.073,0.004,0.002,0.013,6.101,-44.781,-14.923
16:44:50:596,3.100,0.015,-0.002,0.012,6.180,-43.951,-14.725
16:44:50:623,3.127,0.016,0.003,0.015,6.247,-43.322,-14.613
16:44:50:65,3.155,0.004,0.015,0.027,6.381,-42.456,-14.486
16:44:50:677,3.182,-0.007,0.000,0.032,6.540,-41.727,-14.410
16:44:50:705,3.209,-0.007,0.000,0.032,6.540,-41.727,-14.410
16:44:50:732,3.236,-0.007,0.000,0.032,6.540,-41.727,-14.410
16:44:50:759,3.264,-0.005,0.002,0.024,7.378,-38.449,-14.254
16:44:50:786,3.291,0.000,0.003,0.016,7.742,-37.205,-14.193
16:44:50:813,3.318,-0.003,0.026,0.002,8.166,-35.753,-14.123
16:44:50:84,3.345,-0.003,0.026,0.002,8.166,-35.753,-14.123
16:44:50:868,3.372,-0.003,0.026,0.002,8.166,-35.753,-14.123
16:44:50:894,3.399,-0.014,-0.010,0.020,8.259,-35.539,-14.199
16:44:50:922,3.426,0.062,0.042,0.061,8.821,-34.913,-14.688
16:44:50:948,3.453,0.052,0.018,0.033,9.239,-34.449,-14.885
16:44:50:976,3.481,0.052,0.018,0.033,9.239,-34.449,-14.885
16:44:51:005,3.509,0.052,0.018,0.033,9.239,-34.449,-14.885
16:44:51:031,3.536,0.052,0.018,0.033,9.239,-34.449,-14.885
16:44:51:059,3.563,0.131,0.057,0.017,10.454,-33.465,-17.315
16:44:51:086,3.590,0.131,0.057,0.017,10.454,-33.465,-17.315
16:44:51:114,3.618,0.131,0.057,0.017,10.454,-33.465,-17.315
16:44:51:14,3.645,0.134,0.069,-0.014,9.113,-36.210,-21.283
16:44:51:168,3.672,0.134,0.069,-0.014,9.113,-36.210,-21.283
16:44:51:195,3.699,0.265,0.283,-0.071,6.063,-39.723,-27.080
16:44:51:222,3.726,0.265,0.283,-0.071,6.063,-39.723,-27.080
16:44:51:248,3.753,0.265,0.283,-0.071,6.063,-39.723,-27.080
16:44:51:276,3.780,0.116,0.259,0.002,-3.032,-42.219,-40.457
16:44:51:303,3.807,0.116,0.259,0.002,-3.032,-42.219,-40.457
