Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
16:28:59:243,0.000,-0.453,-0.015,0.248,12.394,29.946,-5.126
16:28:59:243,0.000,-0.437,-0.102,0.214,11.646,28.676,-3.938
16:28:59:265,0.022,-0.359,-0.100,0.181,10.735,25.620,-2.077
16:28:59:291,0.048,-0.293,-0.078,0.142,10.173,22.721,-0.514
16:28:59:318,0.075,-0.225,-0.092,0.097,9.599,17.869,2.416
16:28:59:344,0.101,-0.103,-0.078,0.036,9.471,14.566,4.776
16:28:59:369,0.126,-0.043,-0.030,0.015,9.747,10.162,8.792
16:28:59:428,0.185,-0.007,0.053,0.009,10.590,6.856,12.753
16:28:59:428,0.185,0.040,0.161,-0.056,11.813,5.029,14.838
16:28:59:45,0.207,0.184,0.135,-0.190,14.270,3.525,17.551
16:28:59:504,0.261,0.252,0.061,-0.198,15.642,3.716,19.413
16:28:59:504,0.261,0.395,-0.074,-0.178,16.832,5.673,22.611
16:28:59:528,0.285,0.387,-0.122,-0.161,16.854,7.952,24.980
16:28:59:582,0.339,0.346,-0.128,-0.175,15.853,11.727,28.470
16:28:59:583,0.340,0.316,-0.066,-0.215,14.811,13.935,31.072
16:28:59:608,0.364,0.252,-0.050,-0.291,14.838,13.836,31.827
16:28:59:634,0.391,0.349,-0.081,-0.338,16.514,11.199,31.300
16:28:59:659,0.416,0.515,-0.027,-0.318,17.797,8.601,30.080
16:28:59:684,0.441,0.441,-0.177,-0.150,18.441,5.253,27.412
16:28:59:711,0.468,0.449,-0.197,-0.038,16.939,4.002,25.270
16:28:59:739,0.496,0.435,-0.204,0.017,15.115,4.521,24.402
16:28:59:764,0.521,0.277,-0.267,0.028,12.200,6.154,23.317
16:28:59:789,0.546,0.250,-0.127,0.056,10.687,6.799,22.230
16:28:59:816,0.573,0.217,0.025,0.103,9.185,7.255,19.996
16:28:59:842,0.599,0.185,0.085,0.209,8.321,7.806,18.334
16:28:59:897,0.654,0.235,0.031,0.328,6.687,9.857,15.974
16:28:59:898,0.655,0.161,0.041,0.537,4.472,15.977,14.785
16:28:59:921,0.678,-0.465,0.193,0.310,2.761,23.302,14.220
16:28:59:947,0.704,-0.400,0.203,0.150,3.117,27.512,11.233
16:29:00:002,0.759,-0.153,0.044,-0.045,4.885,23.666,9.059
16:29:00:003,0.760,-0.205,0.048,0.010,6.741,17.039,5.756
16:29:00:026,0.783,-0.353,0.012,0.164,7.012,12.532,3.100
16:29:00:052,0.809,-0.319,-0.023,0.212,6.907,9.637,1.523
16:29:00:078,0.835,-0.220,0.018,0.278,6.633,5.366,-0.620
16:29:00:134,0.891,-0.320,0.095,0.217,6.542,3.404,-1.757
16:29:00:134,0.891,-0.392,0.235,0.082,6.930,2.112,-2.612
16:29:00:157,0.914,-0.392,0.394,-0.081,7.573,1.699,-2.532
16:29:00:184,0.940,-0.202,0.376,-0.122,8.778,0.775,-1.496
16:29:00:21,0.967,0.027,0.151,-0.035,9.851,0.234,0.721
16:29:00:237,0.994,0.074,0.021,0.028,10.398,0.930,2.981
16:29:00:265,1.022,0.115,-0.203,0.138,10.802,3.041,7.372
16:29:00:288,1.045,0.149,-0.305,0.150,10.992,4.680,10.588
16:29:00:317,1.074,0.062,-0.302,0.105,11.213,7.846,15.463
16:29:00:343,1.100,0.087,-0.165,0.042,11.310,10.825,20.112
16:29:00:367,1.124,0.237,-0.167,-0.012,11.862,11.754,22.727
16:29:00:394,1.151,0.494,-0.183,-0.061,13.480,12.219,25.874
16:29:00:42,1.177,0.610,-0.120,-0.154,14.459,12.903,27.729
16:29:00:447,1.204,0.624,-0.134,-0.206,15.186,14.807,30.280
16:29:00:472,1.229,0.542,-0.156,-0.177,14.519,17.434,32.618
16:29:00:527,1.284,0.452,-0.139,-0.135,13.134,19.526,33.884
16:29:00:528,1.285,0.240,0.043,-0.114,10.612,22.776,34.679
16:29:00:551,1.307,0.179,0.189,-0.124,9.153,24.679,34.228
16:29:00:577,1.334,0.090,0.063,-0.061,7.980,26.724,32.206
16:29:00:604,1.361,0.325,0.237,-0.118,7.813,27.589,30.260
16:29:00:63,1.387,0.243,0.192,-0.150,8.330,28.604,27.185
16:29:00:685,1.442,0.303,0.134,-0.168,9.296,29.206,24.253
16:29:00:685,1.442,0.309,-0.042,-0.120,9.564,30.219,22.699
16:29:00:71,1.467,0.306,-0.239,-0.101,9.292,34.099,20.951
16:29:00:735,1.491,0.145,-0.363,-0.092,8.858,37.231,19.949
16:29:00:761,1.518,0.054,-0.333,-0.064,7.847,43.431,18.225
16:29:00:787,1.544,-0.120,-0.067,0.167,6.642,50.098,15.596
16:29:00:813,1.570,-0.141,0.060,0.222,6.429,53.494,13.346
16:29:00:841,1.598,-0.148,0.157,0.276,6.995,55.882,9.168
16:29:00:867,1.624,-0.248,0.292,0.427,7.514,56.420,5.953
16:29:00:922,1.679,-0.307,0.283,0.604,7.985,55.532,0.641
16:29:00:922,1.679,-0.247,0.088,0.528,8.355,53.199,-4.463
16:29:00:945,1.702,-0.211,0.000,0.401,8.459,52.018,-6.904
16:29:00:971,1.728,-0.302,-0.132,0.435,8.362,51.951,-8.715
16:29:00:997,1.754,-0.316,-0.046,0.458,8.220,51.809,-8.742
16:29:01:023,1.780,-0.310,0.238,0.317,8.188,52.083,-7.352
16:29:01:081,1.838,-0.254,0.275,0.228,8.214,52.854,-5.707
16:29:01:082,1.839,-0.175,0.223,0.326,8.008,55.742,-2.020
16:29:01:083,1.840,0.192,0.110,0.310,6.657,59.428,4.009
16:29:01:189,1.946,0.311,0.096,0.220,5.105,61.162,9.137
16:29:01:19,1.947,0.364,0.034,0.001,3.580,60.854,17.913
16:29:01:191,1.948,0.095,0.066,0.069,3.497,60.072,24.152
16:29:01:192,1.949,0.227,0.044,-0.030,4.948,58.607,33.230
16:29:01:208,1.965,0.328,-0.422,-0.235,9.685,56.810,41.094
16:29:01:233,1.990,0.289,-0.495,-0.253,13.170,56.803,45.218
16:29:01:26,2.017,0.305,-0.409,-0.345,15.865,58.846,49.845
16:29:01:285,2.042,0.370,-0.482,-0.415,15.925,61.210,51.478
16:29:01:341,2.098,0.415,-0.580,-0.359,12.329,66.038,51.226
16:29:01:342,2.099,0.419,-0.128,-0.443,4.587,71.752,47.488
16:29:01:394,2.151,0.354,0.231,-0.570,1.073,75.083,43.565
16:29:01:394,2.151,0.273,0.505,-0.614,0.575,77.958,36.113
16:29:01:446,2.203,0.194,0.373,-0.632,2.943,77.709,30.711
16:29:01:447,2.204,0.193,0.034,-0.511,6.971,75.036,23.180
16:29:01:471,2.228,0.203,-0.196,-0.474,8.714,73.426,18.876
16:29:01:497,2.254,0.142,-0.193,-0.249,9.780,74.099,13.917
16:29:01:522,2.279,-0.092,-0.132,-0.119,9.625,80.079,10.439
16:29:01:549,2.306,-0.211,-0.086,0.036,9.589,86.321,8.542
16:29:01:575,2.332,-0.207,0.302,0.568,10.257,95.911,5.347
16:29:01:601,2.358,-0.038,0.288,0.768,11.362,100.109,2.613
16:29:01:627,2.384,0.012,0.171,0.630,13.684,101.433,-2.513
16:29:01:655,2.412,0.051,-0.022,0.720,15.544,101.943,-7.560
16:29:01:681,2.437,0.105,-0.147,0.805,16.485,102.694,-10.223
16:29:01:706,2.463,0.110,-0.193,0.859,17.131,104.192,-12.090
16:29:01:733,2.490,0.130,-0.189,0.913,16.988,105.199,-12.008
16:29:01:759,2.516,0.067,-0.089,0.873,16.143,104.869,-11.221
16:29:01:784,2.541,0.002,0.076,0.818,15.250,103.013,-10.364
16:29:01:811,2.568,-0.200,0.443,0.641,13.916,98.768,-8.258
16:29:01:837,2.594,-0.213,0.500,0.363,12.669,94.379,-4.778
16:29:01:864,2.620,-0.176,0.384,0.164,11.917,92.110,-1.707
16:29:01:89,2.647,-0.068,0.183,0.014,10.823,90.134,3.886
16:29:01:916,2.673,0.045,-0.048,-0.043,9.929,89.817,8.189
16:29:01:942,2.699,0.104,-0.194,-0.055,8.335,89.863,15.337
16:29:01:968,2.725,0.084,-0.214,-0.001,6.937,89.370,22.971
16:29:01:997,2.754,0.073,-0.064,-0.060,6.491,88.172,28.312
16:29:02:021,2.778,0.117,0.072,-0.398,7.414,84.840,36.358
16:29:02:076,2.833,0.151,0.066,-0.539,9.491,82.392,41.114
16:29:02:077,2.834,0.042,-0.100,-0.730,14.321,79.358,46.604
16:29:02:1,2.857,0.128,-0.284,-0.694,18.140,78.098,48.355
16:29:02:155,2.912,0.197,-0.251,-0.700,21.944,77.300,49.490
16:29:02:155,2.912,0.297,-0.219,-0.657,23.353,77.757,50.410
16:29:02:179,2.936,0.208,0.175,-0.430,23.423,78.362,51.058
16:29:02:204,2.961,0.207,0.201,-0.589,23.647,79.086,51.996
16:29:02:231,2.988,0.142,0.085,-0.466,24.025,79.634,52.296
16:29:02:258,3.015,0.132,-0.067,-0.369,24.400,81.006,52.465
16:29:02:283,3.040,0.085,-0.235,-0.187,23.122,83.859,52.443
16:29:02:312,3.069,0.064,-0.319,-0.095,21.511,86.479,52.523
16:29:02:338,3.095,-0.007,-0.270,0.116,19.122,90.740,52.750
16:29:02:363,3.120,-0.012,-0.138,0.259,18.102,93.316,52.752
16:29:02:417,3.174,0.033,-0.091,0.351,17.452,96.155,52.404
16:29:02:418,3.175,0.053,0.082,0.497,17.278,97.442,51.769
16:29:02:442,3.199,0.062,0.121,0.628,17.039,98.734,50.282
16:29:02:469,3.226,0.049,0.082,0.711,16.591,98.882,48.944
