Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
10:12:37:5,0.000,-0.018,0.010,0.016,8.794,-18.707,15.381
10:12:37:555,0.055,-0.025,0.016,0.019,8.787,-18.669,15.333
10:12:37:556,0.056,-0.022,0.010,0.013,8.820,-18.664,15.303
10:12:37:578,0.078,-0.014,0.004,0.021,8.863,-18.719,15.280
10:12:37:604,0.105,-0.011,0.004,0.011,8.946,-18.746,15.283
10:12:37:631,0.132,-0.014,0.005,0.013,9.007,-18.733,15.291
10:12:37:657,0.158,-0.002,0.001,-0.001,9.110,-18.754,15.290
10:12:37:685,0.185,-0.002,-0.006,0.001,9.242,-18.742,15.278
10:12:37:71,0.210,-0.003,-0.015,-0.008,9.322,-18.696,15.289
10:12:37:736,0.236,-0.001,0.014,-0.009,9.428,-18.643,15.296
10:12:37:763,0.263,0.003,0.026,-0.003,9.499,-18.626,15.282
10:12:37:788,0.288,0.003,0.038,-0.005,9.609,-18.634,15.230
10:12:37:815,0.315,0.006,0.012,0.004,9.683,-18.633,15.208
10:12:37:841,0.341,0.003,0.003,0.007,9.794,-18.522,15.221
10:12:37:867,0.367,0.005,-0.018,0.007,9.888,-18.255,15.368
10:12:37:894,0.394,0.005,0.008,0.001,9.937,-18.030,15.508
10:12:37:92,0.420,0.015,0.033,0.012,10.031,-17.689,15.709
10:12:37:946,0.446,0.031,0.011,0.013,10.105,-17.407,15.802
10:12:37:972,0.473,0.013,-0.020,0.014,10.225,-16.752,15.954
10:12:38:,0.501,0.013,-0.059,0.004,10.332,-15.825,16.129
10:12:38:025,0.525,0.005,-0.059,-0.005,10.381,-15.150,16.265
10:12:38:051,0.551,0.009,-0.035,-0.027,10.452,-14.233,16.483
10:12:38:078,0.578,0.014,-0.023,-0.031,10.477,-13.789,16.536
10:12:38:104,0.605,0.021,-0.014,-0.041,10.564,-13.384,16.462
10:12:38:13,0.630,0.019,0.017,-0.034,10.530,-13.164,16.194
10:12:38:156,0.656,0.017,0.033,-0.038,10.506,-13.083,15.944
10:12:38:182,0.683,0.001,0.037,-0.025,10.399,-13.032,15.513
10:12:38:211,0.711,-0.017,0.054,-0.021,10.278,-13.075,15.242
10:12:38:212,0.712,-0.021,0.067,-0.001,10.090,-13.284,14.898
10:12:38:235,0.735,-0.014,0.032,0.010,9.959,-13.709,14.613
10:12:38:261,0.761,-0.021,0.006,0.027,9.888,-14.008,14.526
10:12:38:287,0.787,-0.010,-0.023,0.031,9.831,-14.355,14.541
10:12:38:314,0.814,-0.007,-0.010,0.038,9.801,-14.444,14.645
10:12:38:34,0.840,-0.012,-0.035,0.025,9.822,-14.351,14.832
10:12:38:366,0.866,-0.021,-0.043,0.022,9.867,-14.200,14.917
10:12:38:421,0.921,-0.027,-0.031,0.010,9.946,-13.981,14.872
10:12:38:422,0.923,-0.026,-0.005,0.013,10.049,-13.889,14.646
10:12:38:474,0.975,-0.028,-0.008,0.003,10.126,-13.879,14.438
10:12:38:474,0.975,-0.034,-0.006,-0.002,10.256,-13.826,14.147
10:12:38:527,1.027,-0.045,-0.005,-0.003,10.340,-13.797,13.999
10:12:38:528,1.028,-0.045,0.004,-0.008,10.462,-13.894,13.943
10:12:38:55,1.050,-0.025,0.016,-0.008,10.539,-14.175,13.984
10:12:38:576,1.076,-0.020,0.016,-0.003,10.594,-14.381,14.031
10:12:38:603,1.104,-0.017,0.010,-0.011,10.657,-14.634,14.155
10:12:38:629,1.129,-0.014,0.002,-0.020,10.698,-14.774,14.245
10:12:38:655,1.155,-0.018,0.000,-0.010,10.746,-14.995,14.390
10:12:38:681,1.181,-0.010,0.000,-0.016,10.771,-15.182,14.476
10:12:38:707,1.207,-0.008,-0.001,-0.004,10.802,-15.486,14.596
10:12:38:733,1.234,-0.007,0.001,-0.013,10.831,-15.754,14.749
10:12:38:761,1.261,-0.004,0.004,-0.002,10.851,-15.925,14.868
10:12:38:786,1.286,0.006,0.014,-0.005,10.893,-16.189,15.072
10:12:38:813,1.314,0.010,0.018,0.002,10.919,-16.354,15.230
10:12:38:839,1.339,0.024,-0.001,0.002,10.964,-16.526,15.494
10:12:38:864,1.365,0.017,0.001,-0.001,10.996,-16.500,15.835
10:12:38:891,1.391,0.022,0.018,0.002,11.014,-16.451,16.073
10:12:38:917,1.417,0.093,0.018,0.047,11.030,-16.251,16.455
10:12:38:943,1.444,0.078,0.009,0.018,10.991,-15.642,16.854
10:12:38:97,1.470,0.018,-0.001,0.022,10.861,-14.084,17.476
10:12:38:997,1.497,-0.001,-0.017,0.017,10.769,-13.107,17.795
10:12:39:022,1.523,0.013,-0.013,0.022,10.683,-12.267,18.083
10:12:39:048,1.548,0.022,-0.015,0.008,10.765,-12.084,18.100
10:12:39:074,1.575,0.025,-0.015,0.013,10.902,-12.495,17.986
10:12:39:101,1.601,0.039,-0.027,0.014,11.179,-12.929,17.654
10:12:39:129,1.629,0.032,-0.018,0.005,11.359,-13.234,17.385
10:12:39:155,1.656,0.035,-0.003,-0.013,11.558,-13.680,16.893
10:12:39:181,1.681,0.034,0.004,-0.012,11.690,-14.121,16.372
10:12:39:206,1.707,0.026,0.004,-0.023,11.732,-14.255,16.052
10:12:39:233,1.733,-0.006,0.004,-0.026,11.737,-14.255,15.703
10:12:39:258,1.759,-0.014,0.003,-0.038,11.756,-14.228,15.527
10:12:39:285,1.785,-0.010,0.001,-0.039,11.756,-14.322,15.338
10:12:39:311,1.811,-0.006,0.000,-0.030,11.669,-14.522,15.281
10:12:39:337,1.837,-0.003,-0.002,-0.027,11.609,-14.681,15.276
10:12:39:365,1.865,-0.001,-0.007,-0.017,11.484,-14.922,15.289
10:12:39:389,1.890,0.004,-0.015,-0.024,11.384,-15.156,15.320
10:12:39:416,1.916,-0.001,-0.009,-0.014,11.194,-15.243,15.381
10:12:39:442,1.942,-0.011,-0.015,-0.014,11.063,-15.319,15.428
10:12:39:468,1.969,-0.007,-0.006,-0.006,10.857,-15.462,15.485
10:12:39:495,1.995,-0.003,0.005,0.001,10.648,-15.720,15.491
10:12:39:521,2.021,-0.010,0.000,0.012,10.506,-15.937,15.476
10:12:39:547,2.048,-0.005,0.006,0.014,10.305,-16.356,15.435
10:12:39:575,2.075,-0.008,0.014,0.028,10.199,-16.656,15.408
10:12:39:6,2.100,-0.004,0.015,0.043,10.113,-17.076,15.377
