"","stX","stY","angle","disALL","travelDIS","travelANG","Dur","meanCur","meanCur2","sdCur","sdCur2","S","mark","noperson","noslide"
"6",181,211,2.94907581245922,143.590002524641,147.132577412945,6.33064819252798,137,-0.0275459900811638,-0.00437373539227835,0.748935790224371,0.0351659069378066,0.975922566228408,2,1,6
"9",188,157,4.88104191852388,142.370807093918,142.394812070804,18.8438495088067,117,0.143444059882848,0.00482280640592376,0.0578036113730528,0.00353969013826318,0.999831419582377,2,1,9
"15",196,186,-4.099782595647,126.16923021984,127.147431288568,-16.5951596297306,126,-0.106885627822434,-0.0035133705403862,0.325568116934385,0.0136460712072562,0.992306560511569,2,1,15
"18",170,192,7.1250163489018,88.684835231284,90.9381398895467,76.0354314726396,170,6.22949285806609,6.55860679903132,13.6838213459839,15.9555407192271,0.975221566429668,2,1,18
"23",170,202,4.36351139166193,124.861923739785,129.791979350136,58.6873803964112,178,0.741337272503841,0.0762984618345598,1.61173742229616,0.171928191655213,0.962015714414442,2,1,23
"24",182,176,4.87927378300673,123.447357201359,129.510967658793,8.98464382690741,193,-0.25036303204442,-0.0511002611174092,2.33415646232347,0.250915285445599,0.953180718459235,2,1,24
"25",148,181,-5.74415832376717,169.85287751463,171.171192373191,-45.1813552173782,194,-0.438349168784984,-0.0566293475349746,0.831423655967356,0.144400745537147,0.992298266780276,2,1,25
"30",171,187,-6.74557964748282,93.6482781475452,96.4981289948593,-27.455981124603,160,-3.77741078702802,-4.10314043688801,10.0237027772868,10.1485378881031,0.97046729426779,2,1,30
"33",151,207,-14.8525788659905,187.256508565123,190.207929921929,-64.4285700246417,149,-0.32517967267888,-0.00904020538925975,0.267732075556229,0.00665628340736098,0.984483184491744,2,1,33
"34",191,175,3.97249594075066,144.346804606129,148.441867320969,15.9147229598596,151,-0.133997685111433,-0.0500110148139198,1.0274675002272,0.161296127473456,0.972413020741744,2,1,34
"35",118,200,-7.68844776990287,201.81427105138,203.144841750062,-64.8061574380198,225,-0.628475172315416,-0.12295631696142,1.2406582845475,0.344761367070262,0.993450137905453,2,1,35
"36",118,191,-5.19442890773481,209.861859326558,211.670167072519,-53.5033728538883,195,-0.644590760170688,-0.113064191682366,1.3338236814592,0.301447189294264,0.991456955077937,2,1,36
"37",148,190,1.24875655684805,183.543591552525,187.569192022189,21.8562809714706,180,0.177276398916542,0.00734548840563419,0.283617143980451,0.00789357099105563,0.978538050805336,2,1,37
"38",143,190,0.759846425610507,188.516577520387,189.750215919739,4.63244097234907,159,0.0300031276213761,0.00095868430094855,0.178999500268976,0.00455031789085112,0.993498619259155,2,1,38
"40",179,185,-2.1858008067756,131.095385120911,135.413883746441,-50.5204513717352,177,-2.08605853969386,-0.998666046241631,4.69481216732786,2.58307600671494,0.968108893223859,2,1,40
"48",156,217,-0.960174566666343,179.025137899682,179.22963065187,-3.61049768899984,74,-0.0518173973940394,-0.00253924799409144,0.11415755643866,0.00488314865305101,0.99885904606596,2,2,6
"49",138,132,-0.313088575020656,183.002732220041,184.227498970657,0.097983205977406,74,0.138003174276195,0.0171038367725995,0.346701017764902,0.0313778634625738,0.993351878750681,2,2,7
