"","stX","stY","angle","disALL","travelDIS","travelANG","Dur","meanCur","meanCur2","sdCur","sdCur2","S","mark","noperson","noslide"
"1",186,257,10.5844701877604,100.972794695453,101.842425077548,47.9290046049378,97,0.557483830337161,0.0269965086698848,0.46309221874838,0.0269578559773987,0.991461020479108,1,1,1
"2",267,182,2.18892197455456,140.803401434484,142.268148081048,7.69159409309866,107,0.128419228225233,0.010025224194589,0.481152701669582,0.0281165196506692,0.989704324781616,1,1,2
"6",252,201,16.3209637306194,94.3000530222544,95.0194644417195,56.0550059251832,98,0.546999434372578,0.0229940502817548,0.311421227433584,0.014570334179463,0.992428799470804,1,1,6
"7",255,187,2.46811791382854,116.10770861575,116.18896976385,21.0717732152185,107,0.846120358268532,0.265497527856316,1.6822441235077,0.585492851161523,0.999300612198692,1,1,7
"9",206,165,11.7597830265735,137.383587083756,138.261248500869,71.3594551183202,126,0.563492707341859,0.029211552637228,0.425833636220718,0.0301654598463797,0.993652151802262,1,1,9
"10",298,186,-6.11120244972848,148.764003754457,153.00737937839,-81.201805797688,159,-1.1994747802544,-0.1676447017847,3.16549365971939,0.472822882529897,0.972266856401489,1,1,10
"11",267,206,14.0362434679265,173.170436275942,174.17833107415,124.777316461658,128,2.1827850585259,0.602081125173616,3.63956416834206,1.45102197097617,0.994213431762767,1,1,11
"12",279,186,3.57633437499735,192.374634502577,193.505594757818,22.6180734178386,137,0.238377308471858,0.041483737850408,0.450042787847836,0.103956740106397,0.994155413146286,1,1,12
"15",299,188,3.2341214463542,179.133267734167,179.798264129477,27.1417940610197,150,0.216594372173078,0.0106455054171844,0.283125985866063,0.0146589149196373,0.996301430391838,1,1,15
"16",294,163,-0.196217655893921,146.000856161873,147.803414236085,-6.06257821017381,129,-0.0807406443677079,-0.00552917464427308,0.303376634971666,0.0129138474058293,0.98780435429365,1,1,16
