"","stX","stY","angle","disALL","travelDIS","travelANG","Dur","meanCur","meanCur2","sdCur","sdCur2","S","endX","endY","mark","noperson","noslide"
"2",243,191,-1.7226620716228,133.06013678033,133.224062821626,-2.34822039225124,128,0.272497771074038,0.0907318152102796,0.848667241424025,0.229156839646355,0.998769546297985,110,187,1,1,2
"3",287,204,-12.7020225041277,161.451231026586,166.176493256086,-101.064841485155,138,-0.7999016135294,-0.0518902236981425,1.04222625505577,0.0923005749895314,0.971564797541982,129.5,168.5,1,1,3
"5",227,212,-12.3002598054832,99.5881346243121,100.472705841232,-60.9838703979569,105,-0.853515034180861,-0.051969716420209,0.878310148216989,0.0667159746757933,0.991195905300713,129.69795,190.78426,1,1,5
"8",269,164,-2.08256527973088,110.072703246536,113.955171756113,-24.4927370051706,127,-0.418824484081893,-0.0406461816223231,1.32502381308073,0.106359569368385,0.965929861280131,159,160,1,1,8
"9",271,180,-8.00472885729286,129.259429056452,130.152428734047,-59.3559742922004,116,-0.729691630106594,-0.0659402659105877,1.21934786012874,0.138568595137659,0.993138816645368,143,162,1,1,9
"10",304,154,2.07840648603179,109.640198667249,110.821116441367,14.1927668206878,138,0.163556954087846,0.00919611686324927,0.619315702087575,0.0366165578216964,0.989343928196723,194.43193,157.97633,1,1,10
"13",252,170,14.0362397298069,74.3489732825067,74.4812206247309,59.3892033311104,106,0.890752307074208,0.0553698155872607,0.385694705627073,0.0305816770649198,0.998224420315417,179.8709,188.03227,1,1,13
"14",296,142,-0.316548047273008,181.002762409859,181.863044160263,-13.6269982911043,126,-1.2116821522923,-0.815650193608931,2.88847683366604,1.99404138366728,0.995269617560972,115,141,1,1,14
"15",219,190,-18.0525999047588,110.873093512258,116.594988902381,-85.0442109589113,107,-0.860973394850339,-0.0353204147611779,0.969253565127302,0.0436621112785677,0.950925031650263,113.58492,155.64154,1,1,15
"16",281,147,3.84245312791486,134.301898720755,136.059750537013,6.33091500865217,118,-0.666348773033444,-0.241874296363604,2.09337131067982,0.609432146005759,0.987080295169437,147,156,1,1,16
"17",296,139,5.9061411137705,145.773797371133,145.995312310547,44.2044601708597,148,0.335552458705704,0.018500803156764,0.216360553864649,0.014465636060456,0.998482725671747,151,154,1,1,17
"18",285,185,15.8895885902502,116.722917100499,116.961139845828,76.0066929972352,159,0.656168847952093,0.0299814775678416,0.108149324422813,0.0106430890638768,0.997963231671278,172.73694,216.95692,1,1,18
"19",295,176,7.25319461272533,166.330995307549,166.330995307549,7.25319461272533,128,0.043606993388779,0.000262169978049784,0,0,1,130,197,1,1,19
"20",289,107,12.5965732358185,183.414830370938,183.414830370938,12.5965732358185,160,0.0686780518802279,0.000374441105669228,0,0,1,110,147,1,1,20
"21",312,149,8.39909464785246,150.615404258661,150.615404258661,8.39909464785246,150,0.0557651768037495,0.000370248827324331,0,0,1,163,171,1,1,21
"22",212,214,-6.7590811269705,135.944841755765,137.867830625855,-75.6649487084475,140,-2.18524663749261,-0.694254373590128,5.05055110429873,1.80138026799282,0.986051939300414,77,198,1,1,22
"23",320,169,-13.4697782295642,171.72361514946,172.32662300496,-101.412386887171,150,-0.919436459294207,-0.096629840174108,1.06661120891988,0.200552825345624,0.996500785282129,153,129,1,1,23
"26",260,155,5.99889553241629,148.312170775024,149.769914593361,21.3823565813963,105,0.0815609140010344,0.000333414462936291,0.369937048520256,0.015274437103707,0.990266778062241,112.5,170.5,1,1,26
"28",262,189,1.30195267257888,154.039767592658,154.396814880791,12.369319268916,137,0.148967452125809,0.0118999883286785,0.332655007447783,0.0274669346379855,0.997687469858698,108,192.5,1,1,28
"29",294,150,-2.799600679438,152.403807331434,160.640837547908,-49.114702977431,150,-0.563689256997078,-0.0359426803706842,1.4329696776745,0.0859325919979998,0.948723933825251,141.77809,142.55617,1,1,29
"30",280,184,-13.9189544208851,118.478901075255,120.739220202734,-83.9613126809872,118,-0.979630299476165,-0.0656619298207263,1.25113934062314,0.109886558356381,0.981279329751473,165,155.5,1,1,30
"32",299,165,-7.36259251121255,179.479803877762,196.09586145206,-104.038373656351,117,-1.09816973819819,-0.0725547106477771,2.4573423698467,0.169607260845804,0.915265638697022,121,142,1,1,32
"35",298,211,-4.51991111453517,126.894641336819,129.06380153816,-34.692367765824,148,-0.366219868506757,-0.0184257998337897,0.460201207870973,0.0212219587283331,0.983193117082487,171.5,201,1,1,35
"36",307,149,8.901716032892,168.023807836866,168.765241859547,37.5253584088548,127,-1.16867426497731,-1.20003956915412,3.80059805725212,3.19838395658406,0.995606713713606,141,175,1,1,36
"39",259,164,-9.85787892604446,154.785335222688,155.220551038934,-53.6133864758207,107,-0.408901706418002,-0.0171396710109717,0.31175852223917,0.0196364902957824,0.997196145656406,106.5,137.5,1,1,39
"40",283,161,-3.57633437499735,144.280975876933,146.759510437285,-33.3149379948197,117,-0.404367798526484,-0.0245522747601056,0.853456132527445,0.0523658874132927,0.983111591521615,139,152,1,1,40
"41",286,151,-3.63818657786467,173.349358233597,173.349358233597,-3.63818657786467,118,-0.020987597617535,-0.000121071100760887,0,0,1,113,140,1,1,41
"42",273,191,-5.10216525235819,112.445542374965,112.445542374965,-5.10216525235819,117,-0.0453745443758396,-0.000403524616605361,0,0,1,161,181,1,1,42
"43",267,205,-0.493916898618756,116.004310264748,116.004310264748,-0.493916898618756,149,-0.00425774609142992,-3.6703343881902e-05,0,0,1,151,204,1,1,43
"44",280,207,-21.5008575887137,183.714477997159,197.412370155492,-107.572328065106,87,-0.57670636993737,-0.0164883075639336,0.896120586872793,0.0295008767247511,0.930612797224693,109.06983,139.66586,1,2,1
"45",304,126,-4.47761908347338,230.563280939911,230.979401405616,-23.9855911400586,107,-0.129256618916064,-0.00392268580004895,0.186451372078253,0.00704490659509585,0.998198452056018,74.14042,108,1,2,2
"47",252,143,1.87349301359993,214.114455373756,217.796791983606,-69.3277596457267,99,-33.4943680819193,-146.174795136583,80.9133860079698,357.973567356135,0.983092787656271,38,150,1,2,4
"48",296,110,3.62306192710571,229.458601930719,230.073619402274,29.5615537857848,117,0.367758780017426,0.0465815566400228,0.603018821153555,0.102652470938224,0.997326866621418,67,124.5,1,2,5
"49",309,128,-1.69178856826448,237.103352991897,238.89968255817,18.1958090692371,116,9.1421640223234,29.3649851766651,22.0937581828753,71.9058711655336,0.99248082062296,72,121,1,2,6
"50",290,153,1.55656747133987,184.06792224611,187.583072093893,-15.9988677883672,108,-0.58216824872196,-0.101461567541774,1.36452683721026,0.242103246424652,0.981260836553402,106,158,1,2,7
"52",260,94,12.68752137387,195.780489324141,196.36715116112,58.4959872821656,105,0.321962478620023,0.00984731064816821,0.279652363277638,0.0111615636661889,0.997012423750558,69,137,1,2,9
"56",265,111,-13.2498030938994,176.703848288598,184.050856650484,-18.2961266351807,108,0.310139806971466,0.035062262577189,0.8353265945349,0.0540882500305674,0.960081639957604,93,70.5,1,2,13
"57",292,199,-16.0490047925332,227.881548177995,232.49434005305,-60.8369980873497,77,-0.267938847958545,-0.00501733097976292,0.321914928531334,0.0070730687877469,0.980159551952956,73,136,1,2,14
"58",303,162,8.67317404787977,119.364986491014,121.889903791746,38.680527033728,106,-0.877033668644381,-1.10979670377945,3.08517541090009,2.52797856669655,0.979285262994005,185,180,1,2,15
"59",276,123,3.854102618412,238.038337248436,239.631839966454,-10.455710587774,98,-0.429098191124412,-0.0404917692657047,0.953759152249025,0.0816753289396503,0.993350204554447,38.5,139,1,2,16
"60",293,145,-1.44855008627769,217.569529116556,218.676919442859,14.8800469201327,97,0.342997116228936,0.0296836844653405,0.585920924585216,0.0512512582002899,0.994935952412699,75.5,139.5,1,2,17
"62",300,155,1.85558573636528,231.621458418688,232.380330849651,6.81719977344228,98,0.0173678995841581,2.59684859202936e-05,0.168763163022813,0.00490359963849593,0.996734351706151,68.5,162.5,1,2,19
"66",292,120,-0.345845575373207,248.504527121741,262.057089965024,-48.2461547492061,115,-0.400953916185464,-0.0172563952925629,0.95038509442683,0.0373336435475769,0.948283929867756,43.5,118.5,1,2,23
"67",312,140,-2.48546769956758,231.00129379378,232.404825472448,-37.6052248104079,116,-0.423288808527228,-0.030665534053802,0.664242525918877,0.0546218319615507,0.993960832457698,81.21602,129.9824,1,2,24
"68",297,187,-6.13048873124073,271.552941431316,275.609859716297,43.7464535473382,127,8.0894100529716,10.8466885236408,20.3084330729137,28.5943016553356,0.985280213526627,27,158,1,2,25
"70",281,138,2.99848327252911,243.366978903327,252.465727781305,73.3195003722429,100,1.09253572637307,0.084937627719714,1.64153212322084,0.141987969003241,0.963960459275248,37.96621,150.73041,1,2,27
"71",316,139,-25.1148348861446,212.047164564868,212.047164564868,-25.1148348861446,107,-0.118439852462454,-0.000558554285342598,0,0,1,124,49,1,2,28
"72",283,130,-15.0791339749611,199.882465464082,199.882465464082,-15.0791339749611,117,-0.0754400039040482,-0.000377421820012543,0,0,1,90,78,1,2,29
"73",308,155,-3.05869757409582,262.373779177722,262.373779177722,-3.05869757409582,128,-0.0116577867791582,-4.44319810298638e-05,0,0,1,46,141,1,2,30
