"","stX","stY","angle","disALL","travelDIS","travelANG","Dur","meanCur","meanCur2","sdCur","sdCur2","S","mark","noperson","noslide"
"1",250,240,10.5858538213636,131.068072081524,134.337098042943,48.7521462621325,107,0.331569855721715,0.0110491079559581,0.641167019486976,0.0273937635790747,0.975665501123347,1,1,1
"2",277,217,-4.89909245378777,105.385008421502,105.801533330674,-41.9145442553468,118,-4.45019118097701,-5.70148419334617,9.15896984726606,12.7055989600543,0.996063148651447,1,1,2
"4",238,290,-13.1923341329622,97.2817492293128,97.4782090297426,-53.2227689889633,97,-0.551789540950787,-0.0229271325094104,0.187085506604804,0.00839297749934139,0.997984577246697,1,1,4
"5",237,222,9.95807059846098,133.003759345366,134.1610278627,88.2893744256847,128,6.30238181187661,8.56004293589761,15.4645769657117,22.5904340856548,0.991374033608936,1,1,5
"7",245,194,2.79270236571328,123.146254510643,124.083952196939,10.2942188736089,118,0.0243192694019238,-0.00256100022138545,0.412448656055276,0.0224809770611127,0.992443038203619,1,1,7
"8",303,185,-5.37437737232438,144.133618562777,151.135572610415,-77.5063560714072,149,-1.13550645600347,-0.126023481210314,2.38689977204145,0.294062673845956,0.953671039010204,1,1,8
"10",314,201,-12.6723159363236,173.219513912261,174.339349642698,-43.5533267196699,139,1.82205785041481,2.3536444099386,5.22581637575429,6.20087849456049,0.993576689756316,1,1,10
"11",292,185,13.276397042316,182.887943834469,189.564142834172,49.3594973882102,160,-0.456495494685244,-0.119742407629754,2.68113634990659,0.385770836545766,0.964781319399933,1,1,11
"12",241,280,-6.01853460858131,157.367404502966,157.840728547446,-45.1802297550566,150,-0.311519090547531,-0.0207382009725216,0.315170584399646,0.0320154667988309,0.997001255323412,1,1,12
"13",308,205,6.14903274192535,182.047383941654,186.227798070224,26.6363665183857,171,0.0102568064004802,-0.00686476281538611,0.783320490022754,0.0462695560900736,0.977552147574695,1,1,13
"14",263,147,6.89742755775175,124.903963107661,125.114962858851,40.8076740412546,139,0.359181122462371,0.0219643050931843,0.27331414808989,0.0270162481005785,0.998313553020607,1,1,14
"16",285,161,9.28004568770968,155.029029539632,158.445254619587,53.7279193917113,127,0.0751321150489043,-0.0642521903357491,0.995794373500123,0.214579879405575,0.978439082393741,1,1,16
"17",274,179,-10.6728670365825,132.288510461037,136.327461209123,-60.4520277564034,138,-0.348682364835157,-0.0129358174505247,0.882678165916847,0.0513472723302012,0.970373168309135,1,1,17
"19",304,193,-7.93555037008882,166.595318061463,178.709042893861,-117.44961850863,160,-1.44626150054632,-0.158504584787156,2.90246884860206,0.362688822055635,0.932215378493226,1,1,19
"20",284,159,-0.243810356104085,117.501063824971,122.910681371923,-57.0055007701792,138,-1.73115426955852,-0.374556393611429,3.98270777845674,0.938089483141995,0.955987409014666,1,1,20
"21",299,184,10.0302133197328,149.281613067383,150.432710957414,54.7721196854102,171,-1.01166236738062,-1.20425742948682,4.05742803990764,3.63112102690813,0.992348087841374,1,1,21
"22",305,165,3.96031183045838,130.311166060319,131.383538104761,-10.7034403110941,140,-2.53088040317691,-1.98204746339539,6.01294612379858,4.82334794685973,0.991837850769502,1,1,22
"27",212,210,-4.36145424819384,124.844040946651,126.879552373553,-26.6233124914095,117,-0.252070429400264,-0.0118245924074099,0.510809706845679,0.0223495200290167,0.983957135812477,1,1,27
"28",282,157,3.48085596396061,205.879819312141,221.313141241014,-5.01594625189178,169,-0.30919518080695,-0.0337170310635092,1.44026454324892,0.108896868313375,0.930264773965385,1,1,28
"29",295,184,-0.15473287978086,129.575152510454,130.50374613874,-9.98317035002607,137,-0.166994165116382,-0.0133715418550174,0.450414972886716,0.0278703107293028,0.99288454426972,1,1,29
"31",326,186,-0.323701524920223,177.002824836216,182.717331728902,-46.4221282310225,161,-2.09245096787422,-0.88217892471866,6.7712022135074,2.71254359313645,0.968724877718964,1,1,31
"32",287,191,6.80131482398157,109.772492000501,112.552620926989,6.06297454729414,117,-1.88707748763651,-1.27041544362208,4.9334373332434,3.10707985240947,0.975299296421616,1,1,32
"39",261,201,1.58124158576315,182.760114521175,182.988092478175,11.433222838579,140,0.0839719179706437,0.00399134579174518,0.155809207950471,0.00784020771429847,0.998754137747911,1,1,39
"41",292,180,2.3579059707169,170.144056610861,170.587933693352,17.7102036560575,117,0.137432235964852,0.00670924269662889,0.217222403920707,0.0108361190562883,0.997397957329805,1,1,41
"42",295,200,4.01631172398845,126.671907122842,126.934177097552,21.083035318782,148,0.156762670116361,0.00761712377796227,0.171010040262442,0.00928974495386948,0.997933811202734,1,1,42
"43",299,159,-8.2503872289055,202.091563406294,207.924962400153,-16.1681505692312,97,1.12298431165143,0.450052940037277,2.95098115878858,1.016171087312,0.971944691361143,1,2,1
"44",307,166,-1.5622249168424,220.081802973349,226.716726903766,-1.66504389726964,97,0.0234835953093792,0.00122238104414283,0.366607530075569,0.00811142599963584,0.970734740126901,1,2,2
"46",299,169,-5.24936503751514,220.045925472794,220.141363976987,-22.5967694275303,88,-0.123222083712488,-0.00295956429243636,0.0815235050895528,0.00285792748663581,0.99956646718968,1,2,4
"47",272,180,-3.93478205636944,189.446562386336,189.638545052481,-33.5923307875933,86,-3.5092763324453,-3.03665203720833,7.69337857337481,6.78705784961221,0.998987639005081,1,2,5
"52",317,178,-7.79315192080258,265.492294407595,266.109991148676,-44.956764257572,128,-0.193986306542501,-0.00575232681032133,0.188712771876944,0.00670420529146728,0.997678791621412,1,2,10
"53",269,162,1.59333495637359,143.85717146671,143.886412299945,5.65688590118705,77,0.0354667109939787,0.000907853203024911,0.0318792683302151,0.000757531796665424,0.999796778356156,1,2,11
"54",261,144,0.851919064905193,134.514869066583,134.872735272914,10.4373977602238,77,0.179798282070774,0.0119102648195686,0.342784426107441,0.0228516426332113,0.997346637883432,1,2,12
"55",293,132,3.45122660683244,152.23845894959,152.256534413834,13.8417425499607,101,0.0960577050969934,0.00279153179261542,0.0376819402770281,0.00149392303706651,0.999881282834176,1,2,13
"59",302,168,-5.58986895982779,236.122849381418,236.205496330488,-36.3473794363831,129,-0.894501185772835,-0.559505383841306,1.6099621625384,1.33103328240787,0.999650105732706,1,2,17
"60",273,119,-0.690277197865079,166.012047755577,167.349522855846,20.0612072092632,88,1.2034097439152,0.361105158466475,2.5516766647882,0.798379673040887,0.992007894152041,1,2,18
