Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
09:29:31:7,0.000,-0.016,-0.017,0.009,-7.671,4.043,-8.155
09:29:31:701,0.001,0.013,-0.023,0.011,-7.490,3.818,-8.110
09:29:31:727,0.027,0.014,-0.011,-0.014,-7.374,3.702,-8.045
09:29:31:728,0.028,-0.008,-0.020,-0.026,-7.174,3.440,-7.859
09:29:31:752,0.052,-0.053,-0.011,0.016,-7.027,3.163,-7.692
09:29:31:805,0.105,-0.031,-0.016,0.025,-6.754,2.643,-7.533
09:29:31:806,0.106,0.028,-0.025,0.022,-6.444,2.297,-7.494
09:29:31:829,0.129,0.013,-0.024,0.038,-6.247,2.189,-7.452
09:29:31:887,0.186,-0.003,-0.012,0.003,-5.954,2.176,-7.332
09:29:31:887,0.186,-0.014,-0.018,0.006,-5.756,2.199,-7.230
09:29:31:966,0.265,-0.016,-0.018,-0.006,-5.453,2.139,-7.037
09:29:31:966,0.266,-0.008,-0.009,0.011,-5.251,2.026,-6.896
09:29:31:967,0.267,0.005,-0.018,-0.005,-4.924,1.786,-6.649
09:29:32:068,0.368,0.003,-0.024,0.008,-4.581,1.522,-6.319
09:29:32:069,0.369,0.002,-0.016,0.035,-4.339,1.329,-6.051
09:29:32:127,0.426,-0.010,-0.004,-0.024,-3.949,1.204,-5.588
09:29:32:127,0.426,-0.028,-0.021,0.024,-3.689,1.162,-5.311
09:29:32:127,0.427,-0.035,-0.026,0.033,-3.358,1.014,-4.983
09:29:32:128,0.428,-0.025,-0.019,0.022,-3.066,0.832,-4.767
09:29:32:144,0.443,-0.009,-0.025,0.032,-2.869,0.714,-4.629
09:29:32:17,0.470,-0.017,-0.010,-0.005,-2.630,0.559,-4.439
09:29:32:225,0.525,0.017,-0.019,0.017,-2.463,0.418,-4.309
09:29:32:226,0.526,0.008,-0.018,0.009,-2.206,0.236,-4.085
09:29:32:25,0.550,0.027,-0.006,0.005,-1.927,0.009,-3.766
09:29:32:306,0.606,0.042,-0.006,0.008,-1.714,-0.079,-3.496
09:29:32:306,0.606,0.063,-0.015,0.015,-1.344,-0.064,-2.970
09:29:32:386,0.686,0.115,0.021,-0.011,-1.111,0.111,-2.369
09:29:32:387,0.687,0.098,0.036,-0.032,-0.747,0.362,-0.895
09:29:32:388,0.688,0.069,0.075,-0.165,-0.487,0.481,0.345
09:29:32:464,0.764,0.054,0.155,-0.138,-0.168,0.282,2.521
09:29:32:465,0.765,-0.037,0.184,-0.062,0.076,-0.844,4.692
09:29:32:466,0.766,0.109,0.176,-0.171,0.209,-2.147,6.035
09:29:32:485,0.785,0.190,0.002,-0.192,0.619,-4.610,7.966
09:29:32:569,0.869,0.006,0.029,-0.094,0.926,-6.223,9.127
09:29:32:57,0.869,0.369,-0.261,-0.120,1.595,-8.560,10.470
09:29:32:594,0.894,0.230,-0.410,0.041,1.899,-9.958,11.048
09:29:32:594,0.894,0.332,-0.440,0.039,1.571,-10.452,10.786
09:29:32:616,0.916,0.373,-0.388,-0.004,0.254,-10.713,9.415
09:29:32:671,0.971,0.330,-0.296,0.030,-0.984,-10.527,7.972
09:29:32:672,0.972,0.267,-0.116,0.031,-3.058,-9.897,5.130
09:29:32:725,1.025,0.141,0.003,0.052,-4.412,-9.204,2.875
09:29:32:726,1.025,0.096,0.101,0.085,-6.238,-8.049,-0.914
09:29:32:83,1.130,0.003,0.202,0.061,-7.882,-6.674,-4.849
09:29:32:831,1.130,-0.286,0.198,0.093,-8.819,-5.183,-7.368
09:29:32:887,1.187,-0.771,-0.030,0.411,-9.938,-1.949,-11.030
09:29:32:888,1.188,-0.744,-0.232,0.182,-10.558,0.079,-13.124
