1,0,1,195000,226003
2,0,2,222001,254000
3,0,3,226007,249009
4,0,4,202008,221003
5,0,5,239003,276005
6,1,1,200003,215000
7,1,2,224008,246007
8,1,3,219005,236007
9,1,4,245005,271006
10,1,5,239003,275008
11,2,1,235004,270006
12,2,2,257004,340008
13,2,3,225008,249007
14,2,4,201009,233000
15,2,5,254001,312004
16,3,1,186005,206003
17,3,2,226007,251002
18,3,3,230001,254009
19,3,4,232003,273007
20,3,5,219007,252006
21,4,1,225003,246009
22,4,2,213002,234006
23,4,3,237005,257002
24,4,4,231003,249000
25,4,5,193009,214009
26,5,1,204005,225009
27,5,2,241002,262002
28,5,3,244005,272001
29,5,4,232001,259007
30,5,5,232000,317003
31,6,1,234001,258004
32,6,2,214000,242002
33,6,3,247004,271000
34,6,4,215000,236009
35,6,5,224003,315001
36,7,1,204001,239004
37,7,2,216007,309003
38,7,3,214006,238003
39,7,4,201005,220006
40,7,5,250008,303004
41,8,1,205002,233001
42,8,2,210004,233000
43,8,3,211005,243001
44,8,4,231002,285009
45,8,5,235005,268000
46,9,1,198006,232007
47,9,2,212004,239009
48,9,3,208005,235005
49,9,4,195004,218002
50,9,5,217006,265003
51,10,1,206004,220002
52,10,2,217007,237005
53,10,3,219008,238008
54,10,4,203000,226002
55,10,5,205008,262008
56,11,1,227008,248001
57,11,2,219002,241000
58,11,3,224008,244009
59,11,4,231001,260005
60,11,5,249008,332005
61,12,1,159007,187001
62,12,2,191009,252004
63,12,3,219003,241009
64,12,4,192000,212001
65,12,5,171007,205004
66,13,1,210009,237002
67,13,2,233005,263008
68,13,3,231008,266003
69,13,4,242007,267001
70,13,5,212002,276002
76,15,1,195003,216004
77,15,2,198006,225000
78,15,3,191000,217008
79,15,4,202004,234004
80,15,5,198009,266005
81,16,1,231002,258002
82,16,2,219003,251004
83,16,3,209002,240008
84,16,4,218008,247009
85,16,5,220009,255005
86,17,1,180000,209001
87,17,2,173001,202001
88,17,3,149003,174007
89,17,4,134005,163008
90,17,5,159000,194004
91,18,1,130000,152003
92,18,2,142003,188003
93,18,3,147003,176007
94,18,4,144004,209001
95,18,5,141001,210007
96,19,1,184007,209000
97,19,2,148006,175001
98,19,3,147001,199000
99,19,4,134008,159000
100,19,5,146004,181001
101,20,1,228005,247005
102,20,2,211007,238002
103,20,3,188009,209006
104,20,4,205008,224009
105,20,5,200008,253002
106,21,1,167000,183006
107,21,2,203002,217002
108,21,3,172000,185006
109,21,4,174002,189000
110,21,5,201001,231002
116,23,1,271000,301000
117,23,2,367008,391006
118,23,3,290000,312000
119,23,4,293000,318005
120,23,5,298000,340000
121,24,1,195005,219005
122,24,2,239000,296006
123,24,3,242003,274006
124,24,4,199002,238004
125,24,5,217000,244005
126,25,1,207004,230002
127,25,2,216005,238004
128,25,3,241001,210002
129,25,4,206004,241009
130,25,5,207001,241002
131,26,1,202000,220000
132,26,2,202005,218003
133,26,3,192000,209008
134,26,4,209006,227003
135,26,5,225005,260009
136,27,1,282005,347008
137,27,2,277008,307007
138,27,3,342008,373000
139,27,4,342005,374005
140,27,5,305003,347000
141,28,1,202001,217008
142,28,2,182005,193005
143,28,3,206003,231003
144,28,4,210005,235005
145,28,5,3.00E+05,377008
146,29,1,244000,262002
147,29,2,256000,274007
148,29,3,234008,252000
149,29,4,186005,205002
150,29,5,206004,223005
156,31,1,182003,216005
157,31,2,220003,259005
158,31,3,205000,224000
159,31,4,177005,205003
160,31,5,182008,205003
161,32,1,179009,202009
162,32,2,187005,207002
163,32,3,193002,211002
164,32,4,139002,159000
165,32,5,197002,222000
166,33,1,204000,224005
167,33,2,207007,223007
168,33,3,220006,245005
169,33,4,190007,211001
170,33,5,202000,244007
176,35,1,199005,223001
177,35,2,224000,264005
178,35,3,228002,254005
179,35,4,234005,271007
180,35,5,197001,256009
181,36,1,186001,201002
182,36,2,221003,238003
183,36,3,213005,228001
184,36,4,235008,254008
185,36,5,236000,263008
191,38,1,202006,230000
192,38,2,234002,3.00E+05
193,38,3,238000,270000
194,38,4,225000,265000
195,38,5,3.00E+05,345000
196,39,1,255004,300005
197,39,2,224005,243006
198,39,3,225001,243000
199,39,4,187003,212001
200,39,5,211005,248009
201,40,1,180003,200005
202,40,2,199006,218009
203,40,3,172006,192003
204,40,4,194004,216009
205,40,5,179008,205008
206,41,1,187008,205008
207,41,2,200008,223003
208,41,3,213004,268004
209,41,4,202009,223009
210,41,5,262006,288000
211,42,1,201004,221007
212,42,2,217007,246002
213,42,3,172000,222006
214,42,4,194008,245002
215,42,5,214002,266004
216,43,1,219001,243006
217,43,2,200002,224002
218,43,3,201007,225005
219,43,4,179008,207006
220,43,5,214004,246005
221,44,1,159008,182003
222,44,2,190003,212005
223,44,3,171006,200009
224,44,4,162000,181006
225,44,5,168003,180003
