"","NAME_FILE_SCREEN","press_t_avg","press_t_sd","off_dist_x_avg","off_dist_x_sd","off_dist_y_avg","off_dist_y_sd","off_dist_avg","off_dist_sd","slid_dist_x_avg","slid_dist_x_sd","slid_dist_y_avg","slid_dist_y_sd","slid_dist_avg","slid_dist_sd","slid_off_dist_x_avg","slid_off_dist_x_sd","slid_off_dist_y_avg","slid_off_dist_y_sd","slid_off_dist_avg","slid_off_dist_sd","V22"
"1","No000",89.8505747126437,10.9486419839984,-6.74712643678161,10.0292808418529,-10.2183908045977,8.94352472963998,16.163084264086,8.24456093805275,-1.3788967816092,5.58902545221489,-1.48456091954023,4.49012672591031,2.9044267897015,6.85694336491019,-8.1260232183908,11.1552783801241,-11.7029517241379,9.50342589943303,18.0285498601899,9.55505226535952,0.186915887850467
"2","No001",72.1415094339623,14.5899108514168,-10.4528301886792,10.0901952177742,0.632075471698113,9.84748019178425,16.1108378548431,6.88907747171475,0,1.93218356615859,0,0,0.264150943396226,1.91386861664039,-10.4528301886792,10.023906733378,0.632075471698113,9.84748019178425,16.0702859333827,6.88792349803217,0.00934579439252336
"3","No002",82.6190476190476,19.2038542598401,-4.04761904761905,10.2837619754963,-6.83333333333333,10.7102603805582,15.4855331022094,6.39460542055386,-0.444444444444444,2.69873194701953,-0.80952380952381,3.65379671229073,1.15536974965168,4.48816114137742,-4.49206349206349,10.5690861079468,-7.64285714285714,10.500164580672,15.9214084166851,6.65122048445281,0.0454545454545455
"4","No003",84.6236559139785,23.8523146167405,3.89247311827957,12.5373029184661,1.6505376344086,13.1396729465611,16.7392736975153,8.0408904678102,0.483870967741935,2.66871123116451,0.0752688172043011,0.725866186311298,0.499615582758849,2.76386964287903,4.37634408602151,12.5636760565621,1.7258064516129,13.2165319994531,16.9586467539548,8.01076037585079,0.130841121495327
"5","No004",85.6179775280899,22.839113986346,6,14.0817418860542,-0.129213483146067,11.2050942376386,16.6545746423307,8.93021414407171,2.22555460674157,7.80629468109653,2.64533204494382,6.20868997961797,5.29676135118915,9.12130762980772,8.22555460674157,13.9770335750189,2.51611856179775,10.539786172319,17.4472665614664,8.56794499460845,0.168224299065421
"6","No005",92.6703296703297,9.2820674721086,-2.35164835164835,13.1945894857397,2.26923076923077,11.1575354935845,15.5838052514986,7.98953917693931,1.7758871978022,4.68112012826917,0.292617912087912,3.2541665870554,2.62105940837262,5.36950598530952,-0.575761153846154,13.7194715246383,2.56184868131868,10.9218385277333,15.9895073902132,7.48174913361667,0.149532710280374
"7","No006",78.8333333333333,18.1604964239152,-6.65686274509804,12.1120961533708,-9.80392156862745,10.2655718139349,18.0234266776654,8.11453973187112,0,0,0.147058823529412,1.48522131446501,0.147058823529412,1.48522131446501,-6.65686274509804,12.1120961533708,-9.65686274509804,10.1159075766728,17.8782483222236,8.07272646273037,0.0467289719626168
"8","No007",92.6792452830189,16.3797477565387,-4.27358490566038,12.3462221087825,-1.68867924528302,11.2572628048759,15.3111144467097,7.98802442134127,-0.915094339622642,3.66740579007975,-0.679245283018868,3.36804922996291,1.28662715622905,4.94303415539823,-5.18867924528302,12.454192797568,-2.36792452830189,10.6851703836478,15.5298898246166,7.65797893002772,0.00934579439252336
"9","No008",92.1122448979592,16.5590991917586,-4.8265306122449,9.917209357854,-12.530612244898,9.9134960404997,17.3544354702546,8.63235929085343,0.173469387755102,1.71725932573876,0.0816326530612245,0.808122035641769,0.191717288041387,1.89790432222663,-4.6530612244898,10.0093791488117,-12.4489795918367,10.0456406393644,17.392188171713,8.59912215537274,0.0841121495327103
"10","No009",86.8155339805825,16.9310872986359,3.09708737864078,12.4108701272642,-3.22815533980583,13.2924821556392,16.8595959822143,7.99351109485244,-0.0970873786407767,0.985329278164293,-0.16504854368932,1.6750597728793,0.191486241973942,1.94337310600055,3,12.4270419870949,-3.39320388349515,13.1625677074841,16.7397050281761,8.08916267490799,0.0373831775700935
"11","No010",75.7281553398058,14.1256227867265,-4.62135922330097,12.7264711810712,9.44174757281553,11.3170227868987,18.2557862245231,8.06745807600417,0,0,0,0,0,0,-4.62135922330097,12.7264711810712,9.44174757281553,11.3170227868987,18.2557862245231,8.06745807600417,0.0373831775700935
"12","No011",126.679611650485,27.9001066806004,1.67961165048544,10.1035943829683,1.12135922330097,10.6127157405304,12.7934310020511,7.318085767844,0.583841941747573,5.94552316699437,-0.465580291262136,5.17680739487346,3.31947086485718,7.18225374463693,2.26345359223301,9.77374914368042,0.655778932038835,9.64702319064157,12.0202276124519,6.94957126240754,0.0373831775700935
"13","No013",88.9368421052632,14.0831954533384,-5.67368421052632,12.9413095010259,-6.55263157894737,11.362843910066,17.2675899048161,8.43664259222069,0.079088842105263,4.04355649023519,0.0897377473684211,4.17395663337618,1.56862528652061,5.59463684775914,-5.59459536842105,12.4503863807214,-6.46289383157895,10.9505079049824,16.8939306142699,7.76726779340957,0.12037037037037
"14","No014",80.1666666666667,16.8317729564679,-2.47058823529412,15.1197895909406,-1.09803921568627,13.7533144908271,17.5629589104739,10.6598313193788,-0.19367862745098,4.07907734829876,-0.450980392156863,2.64996712469947,1.05454776516358,4.77298606782544,-2.6642668627451,13.9332409888621,-1.54901960784314,12.9732225749738,16.9416415485051,9.06479634189801,0.0810810810810811
"15","No015",72.9052631578947,12.026631515994,-7.43157894736842,12.8366601273495,8.5,15.0403712041108,20.85946796632,8.94878848058088,-0.0947368421052632,2.4843068480197,0.810526315789474,3.47114162605473,1.15955244577941,4.18745164712797,-7.52631578947368,12.4018204782932,9.31052631578947,14.9205660842086,20.7751249704262,9.22427263695455,0.11214953271028
