Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
15:15:45:466,0.000,0.253,0.210,0.117,0.968,-16.194,-14.645
15:15:45:842,0.376,0.180,0.222,0.137,0.109,-16.007,-17.129
15:15:45:843,0.377,0.097,0.168,0.090,-0.778,-14.155,-21.190
15:15:45:843,0.377,-0.092,0.081,0.053,-1.073,-10.909,-25.478
15:15:45:844,0.378,-0.146,0.057,0.031,-1.216,-8.983,-28.305
15:15:45:974,0.508,-0.136,0.003,0.050,-1.555,-6.808,-32.298
15:15:45:975,0.509,-0.152,-0.093,0.013,-1.765,-5.604,-34.693
15:15:45:976,0.510,-0.141,-0.161,-0.002,-1.238,0.126,-41.299
15:15:46:026,0.560,-0.254,-0.091,-0.031,1.244,3.320,-40.077
15:15:46:18,0.715,0.130,0.065,0.008,0.707,7.960,-22.041
15:15:46:181,0.716,0.116,0.023,0.034,0.543,8.623,-21.736
15:15:46:182,0.717,0.097,0.008,0.025,0.328,9.552,-21.441
15:15:46:263,0.798,0.125,0.033,0.045,0.001,10.142,-21.302
15:15:46:264,0.798,0.063,0.010,0.019,-1.729,14.013,-23.393
15:15:46:265,0.799,0.058,0.006,0.005,-1.744,13.913,-22.997
15:15:46:265,0.800,0.042,0.000,0.001,-1.506,14.039,-22.606
15:15:46:394,0.929,0.057,0.001,-0.018,-1.109,13.295,-22.246
15:15:46:395,0.929,0.079,0.007,-0.025,-1.067,12.648,-22.373
15:15:46:395,0.929,-0.035,-0.007,0.003,-0.878,11.785,-26.376
15:15:46:395,0.930,0.011,0.000,0.032,-2.142,8.840,-24.994
15:15:46:472,1.006,0.034,0.002,0.024,-2.137,8.652,-24.787
15:15:46:473,1.007,0.048,0.000,0.016,-2.097,8.334,-24.514
15:15:46:474,1.008,0.035,0.003,0.027,-1.995,8.126,-24.282
15:15:46:602,1.136,0.042,0.014,-0.001,-1.527,7.786,-23.716
15:15:46:602,1.136,0.044,0.015,-0.002,-1.298,7.578,-23.504
15:15:46:603,1.137,0.060,0.008,-0.020,-1.157,7.332,-23.410
15:15:46:727,1.261,0.059,0.015,-0.013,-1.103,7.226,-23.453
15:15:46:808,1.342,0.051,0.020,-0.017,-0.972,7.217,-23.524
15:15:46:809,1.343,0.034,0.001,-0.013,-0.874,7.275,-23.588
15:15:46:857,1.392,0.032,0.009,-0.027,-0.785,7.290,-23.707
15:15:46:999,1.534,0.038,0.029,-0.017,-0.769,7.253,-23.833
15:15:46:999,1.534,0.029,0.035,-0.020,-0.729,7.232,-24.038
15:15:47:,1.534,0.017,0.006,-0.008,-0.548,7.377,-24.354
15:15:47:,1.534,0.029,0.014,-0.009,-0.419,7.379,-24.578
15:15:47:025,1.559,0.025,0.018,-0.003,-0.316,7.390,-24.757
15:15:47:025,1.559,0.017,0.009,0.001,-0.087,7.443,-25.071
15:15:47:025,1.559,-0.017,-0.006,-0.012,0.139,7.431,-25.511
15:15:47:026,1.560,-0.030,0.002,0.000,0.239,7.326,-25.898
15:15:47:234,1.769,-0.041,0.005,0.000,0.294,7.039,-26.551
15:15:47:235,1.769,-0.050,0.001,0.009,0.285,6.799,-27.007
15:15:47:236,1.770,-0.077,-0.014,0.002,0.202,6.402,-27.680
15:15:47:364,1.899,-0.082,-0.020,-0.001,-0.147,5.632,-28.636
15:15:47:365,1.899,-0.070,-0.020,0.003,-0.396,5.185,-29.080
15:15:47:366,1.900,-0.064,-0.047,0.012,-0.552,4.914,-29.296
15:15:47:367,1.901,-0.061,-0.050,0.016,-0.748,4.536,-29.616
15:15:47:412,1.946,-0.050,-0.045,0.020,-0.881,4.276,-29.753
15:15:47:412,1.946,-0.038,-0.035,0.030,-0.834,3.418,-28.771
15:15:47:435,1.970,0.013,0.032,0.020,-0.370,1.930,-26.247
15:15:47:523,2.057,0.014,0.034,0.012,-0.170,1.389,-25.342
15:15:47:523,2.057,0.048,0.049,-0.001,0.018,0.803,-24.504
15:15:47:524,2.058,0.057,0.028,0.007,0.184,0.531,-24.034
15:15:47:525,2.059,0.076,0.028,-0.013,1.309,0.779,-22.864
15:15:47:786,2.320,0.085,0.018,-0.021,1.447,0.863,-22.937
15:15:47:787,2.321,0.086,0.014,-0.015,1.610,1.050,-23.230
15:15:47:787,2.321,0.038,0.006,-0.018,1.696,1.100,-23.464
15:15:47:787,2.321,0.063,0.012,-0.019,1.740,0.891,-23.707
15:15:47:833,2.367,0.050,0.009,-0.024,1.639,0.629,-24.205
15:15:47:833,2.367,0.035,0.009,-0.021,1.569,0.525,-24.599
15:15:47:96,2.494,0.016,0.008,-0.033,1.434,0.517,-25.198
15:15:48:068,2.603,-0.021,-0.003,-0.005,1.155,0.784,-26.572
15:15:48:069,2.603,-0.039,-0.002,-0.025,0.961,0.818,-27.104
15:15:48:154,2.688,-0.031,-0.011,-0.014,0.720,0.794,-27.577
15:15:48:155,2.689,-0.044,-0.017,0.005,0.632,0.912,-27.870
15:15:48:156,2.690,-0.038,-0.012,0.001,0.450,1.257,-28.520
15:15:48:156,2.691,-0.043,-0.017,0.005,0.279,1.386,-28.740
15:15:48:224,2.758,-0.058,-0.027,0.018,0.166,1.625,-28.837
15:15:48:285,2.819,-0.051,-0.026,0.015,0.146,1.813,-28.816
15:15:48:285,2.819,-0.044,-0.011,0.012,0.077,2.049,-28.717
15:15:48:285,2.819,-0.047,-0.014,0.012,0.037,2.186,-28.608
15:15:48:286,2.820,-0.047,-0.018,0.017,0.074,2.480,-28.348
15:15:48:311,2.845,-0.023,-0.008,0.008,0.087,2.697,-28.047
15:15:48:311,2.845,-0.023,-0.005,0.012,0.081,2.832,-27.852
15:15:48:311,2.846,-0.024,0.001,0.003,0.092,3.069,-27.541
15:15:48:311,2.846,-0.021,-0.007,0.004,0.093,3.192,-27.305
15:15:48:336,2.870,0.037,0.017,-0.005,0.402,4.310,-24.969
15:15:48:336,2.870,0.042,0.031,-0.015,0.483,4.492,-24.679
15:15:48:337,2.871,0.035,0.033,-0.009,0.632,4.832,-24.349
15:15:48:338,2.872,0.024,0.029,-0.023,0.746,5.190,-24.149
15:15:48:364,2.898,0.021,0.034,-0.011,0.776,5.386,-24.158
15:15:48:365,2.899,0.008,0.022,-0.008,0.787,5.632,-24.294
15:15:48:365,2.900,0.192,0.089,0.029,1.593,7.923,-27.708
15:15:48:414,2.948,0.211,0.179,0.011,4.475,12.527,-30.255
15:15:48:415,2.949,0.176,0.208,-0.036,7.376,16.095,-32.511
15:15:48:416,2.950,0.231,0.320,-0.141,11.451,20.697,-35.184
15:15:48:442,2.976,-0.029,0.298,-0.062,21.535,30.311,-40.064
15:15:48:442,2.977,-0.210,0.144,-0.087,34.608,38.655,-45.163
15:15:48:443,2.977,-0.271,-0.073,0.086,42.647,43.190,-47.805
15:15:48:443,2.978,-0.249,-0.140,0.122,47.194,45.316,-49.643
15:15:48:463,2.997,-0.190,-0.177,0.036,52.812,47.194,-52.461
15:15:48:464,2.998,-0.158,-0.210,-0.019,56.042,48.034,-54.211
15:15:48:484,3.018,-0.170,-0.272,-0.019,60.249,48.951,-56.553
15:15:48:539,3.073,-0.133,-0.223,-0.038,62.616,49.280,-58.006
15:15:48:567,3.101,-0.143,-0.170,-0.042,65.738,49.603,-59.906
15:15:48:568,3.102,-0.101,-0.212,0.020,68.351,49.861,-61.530
15:15:48:595,3.129,-0.109,-0.230,0.029,69.676,49.929,-62.481
15:15:48:596,3.130,-0.119,-0.180,0.041,71.207,50.037,-63.738
15:15:48:597,3.131,-0.111,-0.137,0.070,71.951,50.354,-64.290
15:15:48:673,3.208,-0.090,-0.098,0.041,72.721,50.928,-64.858
15:15:48:674,3.208,-0.114,-0.006,0.008,73.231,51.589,-65.181
15:15:48:675,3.209,-0.082,-0.033,0.047,73.527,52.223,-65.238
