Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:47:29:709,0.000,0.190,-1.148,-0.207,95.581,29.323,92.282
14:47:29:71,0.000,0.336,-2.404,-0.527,93.613,27.699,91.390
14:47:29:762,0.053,0.644,-2.421,-0.771,84.608,24.718,88.068
14:47:29:762,0.053,0.756,-1.533,-0.957,64.801,22.053,82.296
14:47:29:814,0.105,0.851,-1.376,-0.501,50.110,21.387,77.123
14:47:29:815,0.106,0.900,-0.264,-0.589,34.476,21.791,67.461
14:47:29:838,0.128,0.631,1.620,-0.784,24.811,23.270,59.917
14:47:29:922,0.213,0.213,2.811,-0.290,17.397,26.580,49.843
14:47:29:922,0.213,0.326,3.299,0.614,16.594,27.832,42.265
14:47:29:923,0.214,-0.038,2.600,0.976,16.764,28.200,38.406
14:47:29:942,0.233,-0.468,0.546,0.698,16.707,29.978,35.579
14:47:29:998,0.289,-0.561,-0.168,0.770,15.021,32.617,35.277
14:47:29:999,0.290,-0.686,-0.343,0.946,9.836,38.716,35.679
14:47:30:021,0.312,-0.626,-0.546,0.950,5.439,44.295,36.237
14:47:30:048,0.339,-0.356,-0.891,0.902,4.636,46.537,36.983
14:47:30:074,0.365,-0.092,-1.076,0.764,6.780,48.593,38.742
14:47:30:101,0.391,-0.005,-1.061,0.712,10.459,51.589,40.988
14:47:30:126,0.417,-0.054,-0.903,0.759,11.498,55.248,43.454
14:47:30:154,0.445,0.057,-0.863,0.692,11.924,61.209,48.309
14:47:30:178,0.469,-0.006,-0.595,0.728,12.232,64.565,52.519
14:47:30:205,0.496,0.018,0.180,0.737,13.573,68.133,60.483
14:47:30:231,0.522,0.236,1.588,1.050,17.254,68.962,66.920
14:47:30:258,0.549,0.758,3.076,0.105,37.744,68.083,76.343
14:47:30:284,0.574,1.071,1.892,-1.492,73.402,68.080,84.653
14:47:30:31,0.601,0.291,1.145,-1.193,91.760,68.955,90.636
14:47:30:337,0.627,0.441,-0.396,-0.820,108.249,69.431,98.121
14:47:30:362,0.653,0.329,-0.808,-0.236,115.851,68.360,101.772
14:47:30:389,0.680,0.133,-0.592,-0.516,125.298,64.543,104.403
14:47:30:415,0.706,-0.160,-1.181,-0.489,125.208,62.601,104.551
14:47:30:441,0.732,-0.172,-1.783,-0.358,120.173,62.565,103.234
14:47:30:468,0.758,-0.052,-2.151,-0.391,111.074,61.954,98.637
14:47:30:494,0.785,0.180,-1.635,-0.685,101.226,61.286,93.979
14:47:30:52,0.811,0.134,-1.486,-0.661,78.572,62.146,86.260
14:47:30:547,0.838,0.139,-1.208,-0.652,56.187,64.480,77.292
14:47:30:604,0.895,0.049,-0.850,-0.647,44.554,66.446,70.771
14:47:30:605,0.896,0.205,0.917,-0.619,31.861,69.968,60.162
14:47:30:606,0.897,0.125,3.149,-0.642,25.390,73.955,54.465
14:47:30:654,0.945,-0.018,3.882,0.275,26.132,77.633,46.361
14:47:30:655,0.946,0.112,1.685,0.241,27.724,81.467,42.308
14:47:30:737,1.028,-0.192,0.631,0.932,26.289,86.213,42.075
14:47:30:737,1.028,0.093,-0.427,1.280,22.419,92.364,42.123
14:47:30:737,1.028,0.207,-0.360,1.274,19.143,95.773,42.380
14:47:30:758,1.049,0.251,-0.732,0.961,19.227,97.759,42.223
14:47:30:783,1.074,0.238,-1.078,0.723,21.688,98.678,42.743
14:47:30:864,1.155,0.280,-1.183,0.627,23.306,99.584,43.644
14:47:30:865,1.156,0.290,-1.144,0.435,24.924,101.832,45.912
14:47:30:889,1.180,0.257,-0.993,0.449,25.671,103.694,48.128
14:47:30:916,1.207,0.259,-0.780,0.312,27.982,105.639,52.096
14:47:30:917,1.208,0.293,-0.737,0.221,32.485,106.891,57.074
14:47:30:97,1.260,0.353,-0.465,0.189,36.083,107.871,61.029
14:47:30:97,1.261,0.612,0.933,0.671,40.548,109.465,67.724
14:47:30:993,1.284,0.366,2.984,0.265,41.656,109.223,71.259
14:47:31:019,1.310,-0.142,2.840,-1.598,48.285,106.600,73.579
14:47:31:045,1.336,-0.075,1.544,-0.727,56.580,105.581,76.476
14:47:31:071,1.362,-0.048,0.915,-0.745,69.327,103.440,81.866
14:47:31:097,1.388,-0.046,0.025,-0.653,79.736,100.786,86.065
14:47:31:124,1.415,-0.333,-0.124,-0.542,84.760,99.364,88.070
14:47:31:152,1.443,-0.321,-0.370,-0.492,90.174,98.112,90.068
14:47:31:177,1.468,-0.240,-1.114,-0.430,92.581,98.254,91.135
14:47:31:204,1.495,-0.282,-1.542,-0.747,94.596,99.690,92.367
14:47:31:23,1.521,-0.178,-2.799,-0.698,96.623,103.314,93.735
14:47:31:255,1.546,-0.281,-2.728,-0.097,98.486,106.000,94.709
14:47:31:283,1.573,-0.187,-1.958,-0.043,95.302,108.473,92.672
14:47:31:309,1.600,0.007,-1.496,-0.400,87.860,109.616,88.993
14:47:31:334,1.624,-0.303,-0.593,-0.852,68.563,112.816,81.085
14:47:31:36,1.651,-1.278,2.511,-0.906,40.911,117.865,70.319
14:47:31:387,1.677,-1.227,4.205,-1.028,31.128,120.858,63.569
14:47:31:412,1.703,-0.104,2.730,-0.759,31.701,123.060,55.868
14:47:31:439,1.730,0.289,1.331,0.686,29.904,126.362,53.734
14:47:31:465,1.756,0.696,0.340,0.964,24.818,131.864,51.234
14:47:31:491,1.782,0.966,0.221,0.998,19.185,136.975,49.446
14:47:31:518,1.809,0.844,-0.458,0.728,18.977,139.028,48.482
14:47:31:573,1.864,0.797,-1.037,0.497,20.662,141.399,47.764
14:47:31:574,1.864,0.772,-1.178,0.282,21.198,143.404,47.779
14:47:31:626,1.917,0.757,-1.245,0.134,21.047,147.130,48.672
14:47:31:626,1.917,0.689,-1.241,0.053,21.128,150.987,50.422
14:47:31:649,1.939,0.671,-1.111,-0.018,21.962,153.085,51.831
14:47:31:704,1.995,0.662,-0.801,-0.134,24.540,155.582,54.520
14:47:31:705,1.996,0.643,-0.356,-0.154,27.114,157.173,56.971
14:47:31:727,2.018,0.949,0.166,-0.104,30.730,160.335,62.262
14:47:31:754,2.045,1.011,2.518,0.193,36.055,161.721,68.995
14:47:31:78,2.071,-0.163,2.639,-0.565,46.868,160.350,73.249
14:47:31:807,2.098,-1.022,1.884,-0.602,67.050,157.897,80.837
14:47:31:833,2.123,-1.026,0.669,-0.470,80.893,156.342,86.185
14:47:31:859,2.150,-0.718,-0.089,-0.387,95.482,153.390,92.455
14:47:31:885,2.176,-0.678,-0.447,-0.270,103.047,149.205,95.708
14:47:31:911,2.202,-0.573,-0.678,-0.313,103.951,146.144,96.118
14:47:31:938,2.229,-0.348,-1.180,-0.186,100.779,142.226,94.893
14:47:31:964,2.255,-0.375,-1.451,-0.233,96.257,139.993,92.837
14:47:31:99,2.281,-0.538,-1.478,-0.339,85.710,137.354,88.216
14:47:32:016,2.307,-0.560,-1.331,-0.311,76.405,136.726,84.754
14:47:32:102,2.393,-0.509,-1.247,-0.152,61.953,137.559,79.552
14:47:32:102,2.393,-0.346,-1.168,-0.113,50.321,139.569,74.109
14:47:32:102,2.393,-0.293,-0.844,-0.171,43.127,141.208,70.031
14:47:32:122,2.413,-0.320,0.649,-0.440,33.793,144.225,63.358
14:47:32:174,2.465,-0.622,2.811,-0.256,29.347,147.110,59.336
14:47:32:203,2.493,-0.469,3.503,-0.100,27.893,150.405,52.841
14:47:32:204,2.494,-0.081,1.564,-0.329,30.905,151.749,46.639
14:47:32:226,2.517,0.345,0.974,0.059,30.521,154.775,45.503
14:47:32:253,2.543,0.862,-0.143,0.183,27.459,160.099,45.709
14:47:32:279,2.570,1.062,-0.203,0.204,24.285,163.366,45.865
14:47:32:305,2.596,0.958,-0.544,0.153,22.432,166.390,45.675
14:47:32:331,2.622,0.705,-1.053,0.015,25.515,166.464,45.425
14:47:32:387,2.678,0.569,-1.241,-0.016,27.498,166.532,45.508
14:47:32:388,2.679,0.535,-1.267,-0.043,28.659,167.717,46.451
14:47:32:41,2.701,0.531,-1.037,-0.046,28.458,169.026,47.556
14:47:32:438,2.728,0.611,-0.630,-0.018,27.352,171.019,49.677
14:47:32:463,2.754,0.571,-0.124,-0.113,27.356,172.000,52.305
14:47:32:489,2.780,0.775,0.800,-0.008,28.208,172.289,54.415
14:47:32:545,2.836,0.654,1.412,0.066,30.650,171.899,58.089
14:47:32:545,2.836,0.040,2.028,0.054,34.661,170.458,60.633
14:47:32:568,2.859,-0.391,1.861,-0.010,43.431,167.471,64.499
14:47:32:594,2.885,-0.606,1.477,-0.091,51.954,164.582,69.437
14:47:32:62,2.911,-0.711,0.907,-0.060,57.419,162.552,72.714
14:47:32:675,2.966,-0.793,-0.002,0.069,64.819,159.712,76.998
14:47:32:676,2.967,-0.781,-0.300,0.103,68.089,157.897,79.105
14:47:32:7,2.991,-0.607,-0.700,0.104,70.802,155.028,80.936
14:47:32:725,3.016,-0.637,-1.192,-0.034,72.018,152.749,81.348
14:47:32:753,3.043,-0.644,-1.628,-0.102,72.047,151.640,81.052
