14:12:10:556,67.107,-0.002,-0.023,0.018,107.384,12.937,-153.737
14:12:10:556,67.107,-0.017,-0.014,0.004,107.467,12.954,-153.504
14:12:10:557,67.107,-0.044,-0.01,0.001,107.541,13.289,-153.134
14:12:10:557,67.107,-0.03,-0.017,0.007,107.587,13.456,-152.992
14:12:10:601,67.152,-0.023,-0.01,0.01,107.583,13.698,-152.795
14:12:10:601,67.152,-0.018,-0.008,0.024,107.561,14.018,-152.455
14:12:10:683,67.233,-0.029,-0.011,0.02,107.539,14.414,-152.104
14:12:10:683,67.233,-0.036,-0.002,0.027,107.46,14.973,-151.476
14:12:10:684,67.234,-0.026,-0.003,0.023,107.323,15.492,-151.006
14:12:10:703,67.253,-0.019,-0.002,0.027,107.233,15.721,-150.777
14:12:10:789,67.339,-0.004,-0.012,0.028,107.107,16.035,-150.514
14:12:10:789,67.34,-0.011,-0.008,0.015,107.028,16.258,-150.301
14:12:10:789,67.34,-0.015,-0.002,0.01,106.92,16.552,-150.017
14:12:10:809,67.359,-0.014,-0.013,0.005,106.83,16.585,-149.863
14:12:10:922,67.472,-0.006,-0.007,0.014,106.754,16.615,-149.848
14:12:10:923,67.473,-0.02,-0.013,0.014,106.656,16.589,-149.809
14:12:10:923,67.473,-0.024,-0.005,0.015,106.607,16.726,-149.692
14:12:10:924,67.474,-0.014,0.004,0.022,106.541,16.862,-149.616
14:12:10:942,67.492,-0.005,0.009,0.026,106.495,16.94,-149.593
14:12:11:056,67.606,0.004,0.012,-0.127,106.529,16.867,-149.716
14:12:11:056,67.606,-0.068,0.039,-0.023,106.53,17.11,-149.443
14:12:11:056,67.607,-0.038,-0.005,0.055,106.5,16.823,-149.725
14:12:11:056,67.607,0.018,-0.044,0.079,106.674,16.902,-149.536
14:12:11:074,67.624,-0.03,-0.007,0.012,106.79,16.966,-149.352
14:12:11:155,67.706,-0.047,0.016,-0.01,106.918,17.273,-148.834
14:12:11:156,67.706,-0.016,-0.001,-0.014,106.969,17.122,-148.804
14:12:11:156,67.707,-0.001,-0.009,-0.003,106.98,16.948,-148.888
14:12:11:29,67.84,-0.014,-0.011,0.011,106.939,16.835,-148.885
14:12:11:291,67.841,-0.021,-0.001,0.011,106.918,16.857,-148.788
14:12:11:291,67.841,-0.019,0.001,0.003,106.864,17.072,-148.503
14:12:11:292,67.842,-0.011,0.015,0.017,106.789,17.178,-148.347
14:12:11:421,67.972,-0.001,-0.002,0.019,106.761,17.141,-148.359
14:12:11:422,67.973,-0.004,-0.006,0.014,106.749,17.028,-148.407
14:12:11:423,67.973,-0.022,-0.004,0.016,106.753,16.908,-148.467
14:12:11:423,67.974,-0.025,-0.007,0.02,106.757,16.712,-148.542
14:12:11:527,68.077,-0.023,-0.026,0.025,106.753,16.503,-148.615
14:12:11:527,68.078,-0.018,-0.026,0.022,106.731,16.423,-148.615
14:12:11:528,68.078,-0.016,-0.02,0.001,106.686,16.43,-148.492
14:12:11:529,68.079,-0.007,-0.018,-0.024,106.646,16.491,-148.372
14:12:11:573,68.124,-0.001,-0.002,-0.018,106.531,16.682,-148.126
14:12:11:574,68.125,0.003,-0.003,-0.015,106.424,16.853,-147.95
14:12:11:657,68.207,0.001,0.016,-0.004,106.369,16.956,-147.857
14:12:11:658,68.208,0.067,-0.094,0.088,106.336,17.01,-147.828
14:12:11:659,68.209,-0.003,0.028,-0.053,106.37,17.242,-147.475
14:12:11:66,68.21,-0.075,0.036,-0.012,106.439,17.334,-147.333
14:12:11:763,68.314,0.006,0.003,0.002,106.504,16.695,-147.967
14:12:11:763,68.314,0.03,-0.037,0.048,106.571,16.469,-148.158
14:12:11:764,68.314,-0.014,-0.005,0.017,106.666,16.429,-148.118
14:12:11:764,68.315,-0.038,-0.016,-0.018,106.744,16.57,-147.901
14:12:11:896,68.446,-0.018,-0.015,-0.008,106.783,16.524,-147.866
