0.0000,28.0000,25.9259,0.0000,2.0000,0.0000
11.0000,7.0000,6.4815,0.0000,2.0000,0.4174
12.0000,18.0000,16.6667,0.0000,2.0000,0.4487
21.0000,46.0000,42.5926,0.0000,2.0000,0.9686
22.0000,9.0000,8.3333,0.0000,2.0000,0.2455
0.0000,11.0000,10.1852,0.0000,3.0000,0.0000
11.0000,62.0000,57.4074,0.0000,3.0000,0.8447
12.0000,18.0000,16.6667,0.0000,3.0000,0.2123
21.0000,7.0000,6.4815,0.0000,3.0000,0.3361
22.0000,10.0000,9.2593,0.0000,3.0000,0.4315
0.0000,19.0000,17.5926,0.0000,4.0000,0.0000
11.0000,15.0000,13.8889,0.0000,4.0000,0.3646
12.0000,17.0000,15.7407,0.0000,4.0000,0.3356
21.0000,43.0000,39.8148,0.0000,4.0000,0.7726
22.0000,14.0000,12.9630,0.0000,4.0000,0.2265
0.0000,2.0000,1.8519,1.0000,2.0000,0.0000
12.0000,37.0000,34.2593,1.0000,2.0000,0.4921
21.0000,18.0000,16.6667,1.0000,2.0000,0.3768
22.0000,51.0000,47.2222,1.0000,2.0000,0.5540
0.0000,5.0000,4.6296,1.0000,3.0000,0.0000
11.0000,15.0000,13.8889,1.0000,3.0000,0.3361
12.0000,39.0000,36.1111,1.0000,3.0000,0.3911
21.0000,7.0000,6.4815,1.0000,3.0000,0.3331
22.0000,42.0000,38.8889,1.0000,3.0000,0.4664
0.0000,15.0000,13.5135,1.0000,4.0000,0.0000
11.0000,9.0000,8.1081,1.0000,4.0000,0.3191
12.0000,22.0000,19.8198,1.0000,4.0000,0.3287
21.0000,26.0000,23.4234,1.0000,4.0000,0.3196
22.0000,39.0000,35.1351,1.0000,4.0000,0.4152
0.0000,13.0000,12.0370,2.0000,2.0000,0.0000
11.0000,65.0000,60.1852,2.0000,2.0000,1.4954
12.0000,15.0000,13.8889,2.0000,2.0000,0.2828
21.0000,4.0000,3.7037,2.0000,2.0000,0.5154
22.0000,11.0000,10.1852,2.0000,2.0000,0.8419
0.0000,32.0000,29.6296,2.0000,3.0000,0.0000
