0.00000000,2.00000000,0.01282051,0.00000000,0.20030418,0.28525107,0.21055517,0.30388958
0.00000000,3.00000000,0.12750885,0.17191977,0.24652805,0.27916789,0.21144431,0.26285974
0.00000000,4.00000000,0.03754693,0.03142857,0.18845434,0.29854648,0.19537151,0.31762766
1.00000000,2.00000000,0.00625782,0.00000000,0.21591290,0.29697065,0.19983481,0.28728163
1.00000000,3.00000000,0.01156069,0.00000000,0.19806664,0.30011125,0.19863989,0.30318222
1.00000000,4.00000000,0.03295669,0.00520833,0.19382331,0.30814651,0.18504515,0.31298503
2.00000000,2.00000000,0.00142450,0.00000000,0.25060913,0.26225969,0.23982200,0.24730918
2.00000000,3.00000000,0.01476015,0.00000000,0.22032766,0.30402213,0.19115770,0.28449251
2.00000000,4.00000000,0.04698672,0.06944444,0.19944270,0.31720466,0.16848180,0.31487083
3.00000000,2.00000000,0.02428571,0.07086614,0.24584445,0.27866249,0.21563205,0.25986101
3.00000000,3.00000000,0.08036623,0.16666667,0.19945675,0.29707747,0.21810818,0.28535760
3.00000000,4.00000000,0.03525641,0.06511628,0.20531829,0.31776895,0.17081993,0.30609283
4.00000000,2.00000000,0.00505051,0.00000000,0.24803675,0.23820158,0.26046684,0.25329482
4.00000000,3.00000000,0.04743083,0.06338028,0.20210847,0.25213453,0.28206307,0.26369392
4.00000000,4.00000000,0.02719407,0.02359882,0.29381312,0.27252327,0.15694117,0.27672243
5.00000000,2.00000000,0.00395257,0.00000000,0.23011252,0.27502572,0.22440532,0.27045644
5.00000000,3.00000000,0.02080783,0.00000000,0.24387874,0.28006407,0.21831386,0.25774333
5.00000000,4.00000000,0.00469925,0.00915332,0.19595578,0.31083930,0.19240793,0.30079699
6.00000000,2.00000000,0.05142084,0.07073955,0.22776025,0.28638810,0.21163478,0.27421687
6.00000000,3.00000000,0.07692308,0.11003236,0.24937741,0.29717578,0.18262461,0.27082220
6.00000000,4.00000000,0.13052632,0.15642458,0.22659623,0.29713663,0.19980098,0.27646616
7.00000000,2.00000000,0.06211937,0.00000000,0.25896594,0.26219935,0.22932579,0.24950892
7.00000000,3.00000000,0.02427184,0.06231454,0.20842557,0.30658736,0.19184279,0.29314428
7.00000000,4.00000000,0.02068966,0.04383562,0.19390532,0.32748965,0.17059934,0.30800568
9.00000000,2.00000000,0.00843882,0.01556420,0.24128810,0.28424153,0.21412927,0.26034110
9.00000000,3.00000000,0.03153745,0.03956835,0.23230458,0.29451529,0.20123288,0.27194725
9.00000000,4.00000000,0.02631579,0.03021148,0.19798825,0.32287228,0.17562686,0.30351261
10.00000000,2.00000000,0.06842105,0.06493506,0.21257273,0.30105136,0.23528336,0.25109255
10.00000000,3.00000000,0.11899563,0.09756098,0.23123134,0.31213193,0.19066693,0.26596980
10.00000000,4.00000000,0.03516029,0.05378973,0.21752992,0.32774868,0.16473153,0.28998987
11.00000000,2.00000000,0.03785901,0.07692308,0.18497533,0.30109577,0.18602816,0.32790074
11.00000000,3.00000000,0.10395010,0.13958333,0.17624862,0.31146426,0.16761790,0.34466922
11.00000000,4.00000000,0.10420650,0.04752475,0.18992862,0.31742020,0.15361792,0.33903326
13.00000000,2.00000000,0.03286385,0.02033898,0.24071729,0.28999514,0.20594131,0.26334626
13.00000000,3.00000000,0.02683179,0.00000000,0.22763208,0.30171982,0.19572872,0.27491938
13.00000000,4.00000000,0.12121212,0.21749409,0.26196334,0.31597940,0.12152730,0.30052996
14.00000000,2.00000000,0.00000000,0.00000000,0.21304371,0.28996178,0.20684012,0.29015439
14.00000000,3.00000000,0.08422072,0.12564103,0.20688445,0.30152238,0.19777599,0.29381718
14.00000000,4.00000000,0.01458080,0.02898551,0.17565328,0.31157814,0.19346300,0.31930558
15.00000000,2.00000000,0.02306649,0.03676471,0.21997770,0.30749302,0.18286526,0.28966403
15.00000000,3.00000000,0.00000000,0.00000000,0.19469742,0.31748155,0.18276385,0.30505718
15.00000000,4.00000000,0.00108932,0.00632911,0.26591909,0.32280134,0.10943429,0.30184528
16.00000000,2.00000000,0.00129702,0.00000000,0.21577149,0.28850837,0.21071181,0.28500834
16.00000000,3.00000000,0.00000000,0.00000000,0.19883451,0.30919056,0.19077135,0.30120358
16.00000000,4.00000000,0.02821670,0.08563536,0.19601238,0.31942226,0.17744579,0.30711957
20.00000000,2.00000000,0.09428130,0.07539683,0.26529809,0.26580341,0.21464032,0.25425818
20.00000000,3.00000000,0.08411215,0.09790210,0.23230812,0.28973563,0.20083449,0.27712177
20.00000000,4.00000000,0.07021277,0.13144330,0.23219159,0.29548431,0.18615443,0.28616967
21.00000000,2.00000000,0.00154799,0.00000000,0.22502263,0.26695231,0.23369604,0.27432902
21.00000000,3.00000000,0.00310078,0.00000000,0.21212866,0.28555939,0.21499783,0.28731412
21.00000000,4.00000000,0.00566572,0.00000000,0.19805053,0.29646493,0.20168153,0.30380302
