1.3428,0.0000,2.0000
1.2019,0.0000,3.0000
1.1053,0.0000,4.0000
1.2815,1.0000,2.0000
1.1099,1.0000,3.0000
1.0332,1.0000,4.0000
1.9506,2.0000,2.0000
1.2532,2.0000,3.0000
1.0111,2.0000,4.0000
1.4711,3.0000,2.0000
1.0864,3.0000,3.0000
0.8971,3.0000,4.0000
1.6073,4.0000,2.0000
1.4285,4.0000,3.0000
1.2459,4.0000,4.0000
1.4097,5.0000,2.0000
1.3521,5.0000,3.0000
0.9936,5.0000,4.0000
1.3169,6.0000,2.0000
1.1819,6.0000,3.0000
1.0046,6.0000,4.0000
1.5040,7.0000,2.0000
1.1608,7.0000,3.0000
1.0344,7.0000,4.0000
1.3049,8.0000,2.0000
1.0500,8.0000,3.0000
0.9363,8.0000,4.0000
1.3468,9.0000,2.0000
1.2445,9.0000,3.0000
1.0485,9.0000,4.0000
1.2500,10.0000,2.0000
1.0602,10.0000,3.0000
0.9387,10.0000,4.0000
1.2632,11.0000,2.0000
1.0364,11.0000,3.0000
1.0068,11.0000,4.0000
1.4337,12.0000,2.0000
1.1163,12.0000,3.0000
0.9863,12.0000,4.0000
1.2599,13.0000,2.0000
1.0997,13.0000,3.0000
1.0593,13.0000,4.0000
1.1894,14.0000,2.0000
1.1085,14.0000,3.0000
1.0343,14.0000,4.0000
1.2273,15.0000,2.0000
1.0707,15.0000,3.0000
1.0285,15.0000,4.0000
1.3109,16.0000,2.0000
1.1893,16.0000,3.0000
1.1277,16.0000,4.0000
1.3586,17.0000,2.0000
1.2728,17.0000,3.0000
1.2279,17.0000,4.0000
1.2681,18.0000,2.0000
1.1341,18.0000,3.0000
1.0052,18.0000,4.0000
1.3332,19.0000,2.0000
1.1706,19.0000,3.0000
1.0297,19.0000,4.0000
1.4887,20.0000,2.0000
1.1324,20.0000,3.0000
0.9569,20.0000,4.0000
1.3666,21.0000,2.0000
1.1854,21.0000,3.0000
1.0819,21.0000,4.0000
1.4226,22.0000,2.0000
1.0669,22.0000,3.0000
0.9839,22.0000,4.0000
1.6888,23.0000,2.0000
1.3734,23.0000,3.0000
1.3226,23.0000,4.0000
1.8252,24.0000,2.0000
1.4737,24.0000,3.0000
1.2086,24.0000,4.0000
1.3857,25.0000,2.0000
1.2843,25.0000,3.0000
1.0851,25.0000,4.0000
1.3156,26.0000,2.0000
1.1632,26.0000,3.0000
1.0653,26.0000,4.0000
1.6687,28.0000,2.0000
1.2630,28.0000,4.0000
1.5352,29.0000,2.0000
1.2208,29.0000,3.0000
1.0870,29.0000,4.0000
1.7401,31.0000,2.0000
1.5580,31.0000,3.0000
1.2956,31.0000,4.0000
1.4639,32.0000,2.0000
1.2826,32.0000,3.0000
1.0468,32.0000,4.0000
1.1578,33.0000,3.0000
1.0559,33.0000,4.0000
1.3240,34.0000,2.0000
1.1136,34.0000,3.0000
1.0571,34.0000,4.0000
1.4571,35.0000,2.0000
2.5546,35.0000,3.0000
1.8935,35.0000,4.0000
1.4405,36.0000,2.0000
1.1980,36.0000,3.0000
1.0991,36.0000,4.0000
1.3752,37.0000,2.0000
1.2400,37.0000,3.0000
1.1027,37.0000,4.0000
1.3714,38.0000,2.0000
1.1821,38.0000,3.0000
1.1110,38.0000,4.0000
1.2250,39.0000,2.0000
1.0675,39.0000,3.0000
0.9350,39.0000,4.0000
1.4844,40.0000,2.0000
1.2750,40.0000,3.0000
1.1736,40.0000,4.0000
1.4888,41.0000,2.0000
1.3524,41.0000,3.0000
1.1503,41.0000,4.0000
1.2285,42.0000,2.0000
1.0906,42.0000,3.0000
0.9834,42.0000,4.0000
1.5654,43.0000,2.0000
1.3170,43.0000,3.0000
1.1063,43.0000,4.0000
1.7533,44.0000,2.0000
1.5850,44.0000,3.0000
1.4136,44.0000,4.0000
1.3884,45.0000,2.0000
1.3137,45.0000,3.0000
1.1066,45.0000,4.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
