Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:50:52:271,0.000,0.034,0.004,-0.041,2.347,-62.071,-15.226
14:50:52:326,0.055,0.029,0.008,-0.054,2.498,-61.699,-15.301
14:50:52:327,0.056,0.010,0.004,-0.056,2.777,-60.865,-15.420
14:50:52:35,0.079,0.013,-0.019,-0.061,2.938,-59.686,-15.403
14:50:52:405,0.134,0.009,-0.015,-0.040,3.055,-58.900,-15.458
14:50:52:405,0.134,-0.004,-0.008,-0.037,3.293,-57.616,-15.565
14:50:52:455,0.184,-0.024,-0.015,-0.024,3.491,-56.812,-15.675
14:50:52:542,0.271,-0.051,-0.028,-0.056,3.748,-55.746,-15.930
14:50:52:543,0.272,-0.043,-0.003,-0.035,3.856,-55.308,-16.254
14:50:52:544,0.273,-0.064,0.008,-0.021,3.946,-55.216,-16.384
14:50:52:544,0.273,-0.072,-0.018,-0.081,3.987,-55.318,-16.708
14:50:52:559,0.289,-0.063,-0.023,-0.040,3.778,-55.885,-16.975
14:50:52:614,0.344,-0.041,0.015,-0.001,3.261,-57.436,-17.326
14:50:52:615,0.345,-0.039,-0.001,-0.010,2.851,-58.754,-17.659
14:50:52:638,0.368,-0.039,-0.006,-0.020,2.654,-59.387,-17.765
14:50:52:693,0.423,-0.027,0.002,-0.001,2.453,-60.196,-17.806
14:50:52:694,0.423,-0.021,-0.023,-0.007,2.379,-60.703,-17.795
14:50:52:717,0.446,-0.022,-0.030,-0.018,2.272,-61.414,-17.667
14:50:52:773,0.502,-0.010,-0.010,-0.003,2.174,-62.110,-17.544
14:50:52:774,0.503,-0.007,-0.012,-0.006,2.130,-62.582,-17.487
14:50:52:797,0.526,0.002,-0.003,-0.007,2.032,-63.430,-17.445
14:50:52:85,0.579,0.009,0.004,-0.017,1.932,-64.030,-17.450
14:50:53:095,0.825,0.011,-0.007,-0.007,1.753,-64.889,-17.501
14:50:53:096,0.825,0.002,-0.015,-0.021,1.543,-65.803,-17.567
14:50:53:096,0.825,-0.002,-0.002,-0.013,1.372,-66.464,-17.603
14:50:53:096,0.825,0.000,0.006,-0.001,1.127,-67.490,-17.663
14:50:53:141,0.870,0.008,0.012,0.002,0.963,-68.227,-17.688
14:50:53:142,0.871,-0.002,-0.004,0.006,0.744,-69.178,-17.646
14:50:53:173,0.902,0.006,0.011,0.007,0.519,-70.185,-17.588
14:50:53:174,0.903,-0.003,0.024,0.012,0.398,-70.794,-17.526
14:50:53:175,0.904,-0.008,0.006,0.033,0.318,-71.530,-17.460
14:50:53:175,0.904,-0.016,0.026,0.042,0.334,-71.902,-17.434
14:50:53:227,0.956,-0.003,0.030,0.031,0.481,-72.211,-17.433
14:50:53:227,0.957,-0.022,-0.005,0.014,0.897,-72.255,-17.349
14:50:53:228,0.957,-0.038,-0.014,0.003,1.129,-72.223,-17.302
14:50:53:245,0.974,-0.032,-0.024,0.014,1.244,-72.367,-17.249
14:50:53:246,0.975,-0.037,-0.048,0.023,1.346,-72.696,-17.194
14:50:53:298,1.027,-0.025,-0.039,0.033,1.300,-73.030,-17.145
14:50:53:298,1.027,-0.025,-0.029,0.035,1.170,-73.546,-17.047
14:50:53:321,1.050,-0.002,-0.026,0.033,1.025,-74.034,-16.945
14:50:53:374,1.103,0.013,-0.009,0.031,0.902,-74.439,-16.782
14:50:53:454,1.183,0.009,0.040,0.071,0.791,-74.798,-16.398
14:50:53:515,1.244,0.011,0.018,0.093,0.796,-74.957,-16.070
14:50:53:515,1.244,0.006,-0.026,0.132,0.894,-74.952,-15.445
14:50:53:516,1.245,-0.031,-0.042,0.232,1.116,-74.490,-14.692
14:50:53:517,1.246,-0.010,-0.009,0.263,1.364,-74.051,-14.125
14:50:53:534,1.263,0.027,0.096,0.313,1.964,-73.263,-13.089
14:50:53:534,1.264,0.092,0.143,0.442,2.664,-72.583,-12.362
14:50:53:589,1.319,0.147,0.192,0.502,3.846,-71.559,-11.300
14:50:53:59,1.320,0.210,0.179,0.601,5.181,-70.818,-10.812
