Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:50:52:261,0.000,0.400,-0.095,-0.121,166.725,1.922,99.184
14:50:52:287,0.026,0.421,-0.285,-0.132,169.707,0.077,110.900
14:50:52:316,0.055,0.351,-0.542,-0.056,167.304,-1.026,122.481
14:50:52:341,0.079,0.150,-0.709,-0.038,165.407,-1.078,130.090
14:50:52:395,0.134,0.013,-0.741,-0.044,163.717,-0.871,140.781
14:50:52:396,0.135,-0.145,-0.668,-0.064,163.063,-0.923,147.193
14:50:52:419,0.157,-0.212,-0.598,0.008,162.376,-1.697,155.345
14:50:52:445,0.184,-0.068,-0.408,0.085,161.971,-3.720,161.577
14:50:52:471,0.210,-0.033,-0.408,-0.028,161.556,-4.972,164.842
14:50:52:497,0.236,-0.203,-0.352,-0.040,160.667,-5.609,169.036
14:50:52:524,0.262,-0.142,-0.278,0.011,160.124,-5.876,171.223
14:50:52:55,0.289,-0.047,-0.207,0.029,159.584,-6.929,173.330
14:50:52:577,0.316,-0.064,-0.139,-0.046,159.308,-7.373,174.626
14:50:52:603,0.341,-0.088,-0.103,-0.048,159.224,-7.482,175.236
14:50:52:628,0.367,0.037,-0.051,-0.029,159.213,-8.141,175.718
14:50:52:655,0.393,0.060,-0.034,-0.024,159.228,-8.627,175.979
14:50:52:684,0.422,0.076,-0.040,-0.005,159.218,-9.432,176.371
14:50:52:707,0.446,0.119,-0.053,-0.019,159.208,-9.954,176.645
14:50:52:761,0.500,0.090,-0.064,0.024,159.125,-10.601,177.180
14:50:52:789,0.528,0.035,-0.094,0.017,159.061,-11.010,177.764
14:50:52:79,0.529,0.008,-0.142,0.047,159.059,-11.175,178.067
14:50:52:845,0.584,-0.037,-0.159,0.035,159.154,-11.267,178.315
14:50:52:846,0.584,0.032,-0.101,0.040,159.327,-11.473,178.247
14:50:52:847,0.585,0.029,-0.087,0.031,159.737,-11.937,177.891
14:50:52:894,0.633,0.022,-0.083,-0.024,160.252,-12.397,177.335
14:50:52:895,0.634,-0.018,-0.087,-0.048,160.607,-12.476,176.879
14:50:52:917,0.656,-0.048,-0.097,-0.056,161.106,-12.526,175.988
14:50:52:97,0.709,-0.069,-0.113,-0.056,161.413,-12.444,175.188
14:50:52:999,0.737,-0.034,-0.117,-0.053,161.887,-12.844,173.701
14:50:53:,0.739,-0.034,-0.074,-0.053,162.271,-13.399,171.762
14:50:53:051,0.790,-0.091,-0.102,-0.078,162.513,-13.636,170.354
14:50:53:052,0.791,-0.146,-0.145,-0.045,162.888,-14.095,167.851
