Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:50:52:295,0.000,-0.004,-0.008,-0.013,5.366,-18.629,-4.332
14:50:52:296,0.001,0.004,0.003,-0.012,5.361,-18.694,-4.310
14:50:52:318,0.024,-0.002,0.003,-0.011,5.346,-18.755,-4.277
14:50:52:373,0.079,0.004,0.004,-0.012,5.347,-18.775,-4.243
14:50:52:374,0.079,-0.004,-0.001,-0.003,5.341,-18.773,-4.222
14:50:52:398,0.104,-0.007,-0.005,-0.009,5.342,-18.772,-4.194
14:50:52:424,0.129,-0.002,0.001,-0.014,5.342,-18.772,-4.194
14:50:52:449,0.155,-0.004,-0.002,-0.014,5.327,-18.793,-4.201
14:50:52:505,0.210,-0.004,0.004,-0.008,5.325,-18.815,-4.223
14:50:52:505,0.211,-0.004,-0.006,-0.008,5.326,-18.842,-4.277
14:50:52:528,0.234,0.000,-0.002,-0.008,5.322,-18.887,-4.342
14:50:52:554,0.260,-0.003,0.001,-0.018,5.329,-18.922,-4.397
14:50:52:581,0.286,-0.001,0.001,-0.009,5.340,-19.007,-4.482
14:50:52:608,0.313,0.001,0.000,-0.005,5.356,-19.080,-4.542
14:50:52:633,0.338,0.003,0.000,0.000,5.380,-19.174,-4.643
14:50:52:659,0.365,0.000,-0.002,0.000,5.406,-19.239,-4.728
14:50:52:714,0.420,0.000,0.003,-0.008,5.420,-19.281,-4.784
14:50:52:715,0.421,-0.005,0.003,-0.006,5.450,-19.328,-4.858
14:50:52:739,0.445,0.000,-0.001,-0.013,5.464,-19.370,-4.913
14:50:52:793,0.499,0.004,0.002,-0.004,5.493,-19.424,-4.994
14:50:52:794,0.500,-0.003,-0.003,-0.006,5.526,-19.450,-5.047
14:50:52:817,0.523,0.000,-0.002,-0.006,5.568,-19.458,-5.109
14:50:52:843,0.549,0.003,0.001,-0.009,5.605,-19.473,-5.157
14:50:52:869,0.575,0.002,0.000,-0.007,5.628,-19.479,-5.183
14:50:52:896,0.601,0.004,-0.001,-0.010,5.654,-19.482,-5.227
14:50:52:98,0.685,0.000,0.000,-0.004,5.671,-19.481,-5.252
14:50:52:981,0.686,-0.002,-0.003,-0.010,5.705,-19.484,-5.282
