Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:50:52:401,0.000,0.005,-0.004,0.011,-11.206,16.435,10.035
14:50:52:594,0.192,0.011,-0.003,0.005,-11.211,16.390,9.967
14:50:52:594,0.193,0.013,-0.004,0.010,-11.196,16.288,9.855
14:50:52:595,0.194,0.009,-0.006,0.010,-11.188,16.264,9.833
14:50:52:596,0.195,0.001,-0.005,0.008,-11.193,16.227,9.784
14:50:52:977,0.576,0.012,-0.005,0.017,-11.211,16.204,9.736
14:50:53:005,0.603,0.012,-0.007,0.002,-11.256,16.197,9.668
14:50:53:319,0.918,0.002,-0.005,0.009,-11.864,16.267,9.152
14:50:53:555,1.154,0.002,0.000,0.006,-11.864,16.267,9.152
14:50:54:064,1.663,0.006,-0.006,0.013,-11.891,16.265,9.158
14:50:54:064,1.663,0.006,-0.010,0.014,-11.952,16.477,9.129
14:50:54:065,1.664,-0.008,-0.002,0.008,-12.088,16.507,8.815
14:50:54:066,1.665,-0.006,-0.003,0.003,-11.650,15.270,8.925
14:50:54:135,1.734,0.030,0.002,-0.004,-11.557,15.179,8.968
14:50:54:378,1.977,-0.002,-0.001,0.008,-11.183,16.077,9.578
14:50:54:378,1.977,0.009,-0.003,0.010,-11.173,16.057,9.638
14:50:54:405,2.003,0.007,-0.008,0.010,-9.547,16.536,9.256
14:50:54:405,2.003,0.012,-0.008,0.018,-9.576,16.510,9.258
14:50:54:405,2.004,0.007,-0.001,0.009,-9.663,16.508,9.258
14:50:54:406,2.005,0.014,-0.001,0.007,-10.474,16.541,9.136
14:50:54:535,2.133,0.003,-0.001,0.006,-10.482,16.870,9.278
14:50:54:536,2.134,0.010,-0.003,0.015,-10.432,16.793,9.272
14:50:54:536,2.135,0.010,-0.003,0.006,-10.430,16.764,9.254
14:50:54:537,2.135,0.009,-0.003,0.006,-10.421,16.745,9.247
14:50:54:815,2.414,0.004,-0.008,0.009,-10.421,16.750,9.242
14:50:54:955,2.553,0.010,-0.009,0.013,-10.482,16.985,9.249
14:50:54:955,2.554,0.009,-0.008,0.029,-10.522,17.064,9.235
14:50:54:956,2.555,-0.003,0.016,0.003,-10.695,18.842,11.362
14:50:54:957,2.555,0.011,0.020,-0.020,-8.988,18.066,13.739
14:50:54:999,2.598,0.465,0.145,-0.328,5.945,8.489,24.902
14:50:55:377,2.975,0.464,0.104,-0.402,9.465,7.442,27.142
14:50:55:377,2.976,0.263,0.292,-0.264,11.426,7.756,29.431
14:50:55:378,2.977,0.226,0.244,-0.055,14.277,8.703,33.248
14:50:55:379,2.978,-0.067,-0.661,-0.180,21.982,12.575,41.579
14:50:55:507,3.106,0.285,0.182,-0.069,12.497,5.193,18.141
14:50:55:508,3.107,-0.112,0.858,0.079,6.865,6.363,12.068
14:50:55:508,3.107,-2.520,2.465,2.668,3.082,10.576,8.165
14:50:55:508,3.107,-1.054,0.129,0.077,2.676,13.495,8.790
14:50:55:576,3.175,-1.193,-0.906,-0.254,2.610,14.992,9.350
14:50:56:341,3.940,0.414,0.343,0.084,2.472,13.575,8.690
14:50:56:341,3.940,0.348,0.445,-0.242,2.005,11.663,7.405
14:50:56:477,4.076,-0.129,-0.298,0.215,1.685,12.980,7.230
14:50:56:478,4.077,0.190,-0.365,0.116,0.962,13.327,7.030
14:50:56:479,4.078,-0.192,0.097,0.036,-0.316,14.938,6.795
14:50:56:897,4.496,0.064,-0.034,0.065,-2.019,14.184,5.461
