Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:55:48:875,0.000,-0.002,0.001,-0.009,-13.682,-44.220,1.552
14:55:48:901,0.025,0.007,0.010,-0.007,-13.699,-44.226,1.445
14:55:48:956,0.080,-0.006,-0.009,-0.009,-13.637,-44.078,1.205
14:55:48:956,0.081,-0.024,0.002,-0.021,-13.552,-43.848,0.899
14:55:48:979,0.104,0.008,0.005,-0.026,-13.509,-43.731,0.669
14:55:49:005,0.130,-0.010,0.005,0.021,-13.397,-43.573,0.249
14:55:49:033,0.157,-0.003,0.003,0.003,-13.303,-43.483,-0.064
14:55:49:058,0.183,-0.008,-0.003,0.009,-13.138,-43.269,-0.563
14:55:49:087,0.211,-0.005,0.001,-0.025,-13.026,-43.081,-0.905
14:55:49:088,0.212,-0.005,0.003,-0.021,-12.885,-42.772,-1.468
14:55:49:11,0.235,-0.030,0.024,-0.057,-12.735,-42.451,-2.132
14:55:49:137,0.261,-0.041,0.020,-0.047,-12.588,-42.200,-2.593
14:55:49:163,0.288,-0.020,0.052,0.042,-12.252,-41.771,-3.595
14:55:49:19,0.314,-0.019,0.066,0.051,-12.015,-41.531,-4.282
14:55:49:245,0.370,-0.061,0.107,0.043,-11.573,-41.135,-5.440
14:55:49:246,0.371,-0.067,0.099,0.040,-11.011,-41.011,-6.712
14:55:49:296,0.421,-0.078,0.084,-0.041,-10.597,-40.576,-7.613
14:55:49:323,0.447,-0.034,0.060,-0.094,-10.037,-40.314,-9.006
14:55:49:324,0.448,-0.006,0.007,-0.078,-9.659,-40.150,-9.946
14:55:49:347,0.472,-0.026,0.023,-0.046,-9.046,-40.401,-11.398
14:55:49:402,0.526,-0.073,0.076,-0.153,-8.558,-40.510,-12.418
14:55:49:402,0.527,-0.101,0.213,-0.219,-7.723,-40.957,-14.194
14:55:49:425,0.550,-0.235,0.180,-0.104,-6.664,-41.104,-16.327
14:55:49:451,0.576,-0.326,0.165,-0.200,-5.835,-41.320,-18.017
14:55:49:478,0.602,-0.334,0.101,-0.293,-4.541,-41.234,-20.966
