Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:28:12:859,0.000,-0.139,-0.253,0.013,93.065,-52.991,-171.334
14:28:12:859,0.001,-0.127,-0.223,0.043,94.988,-69.257,171.801
14:28:12:859,0.001,-0.130,-0.177,0.020,96.028,-73.749,166.907
14:28:12:993,0.134,-0.131,-0.132,-0.006,97.229,-78.117,161.880
14:28:12:993,0.134,-0.112,-0.137,0.030,97.813,-80.749,158.797
14:28:12:994,0.135,-0.077,-0.120,0.062,98.496,-83.793,155.140
14:28:12:995,0.136,-0.107,-0.092,0.032,98.885,-85.661,152.570
14:28:13:01,0.151,-0.105,-0.071,0.043,99.012,-87.101,150.672
14:28:13:072,0.213,-0.070,-0.063,0.043,99.079,-89.091,147.972
14:28:13:073,0.214,-0.091,-0.031,0.022,99.034,-90.565,146.052
14:28:13:073,0.214,-0.072,-0.036,0.054,98.903,-93.208,142.780
14:28:13:075,0.216,-0.063,-0.041,0.037,98.765,-94.712,140.747
14:28:13:115,0.256,-0.053,-0.068,0.027,98.638,-95.558,139.600
14:28:13:14,0.282,-0.049,-0.041,0.033,98.159,-98.011,136.783
14:28:13:195,0.336,-0.077,-0.014,0.028,97.878,-99.270,135.338
14:28:13:225,0.367,-0.082,-0.024,0.028,97.624,-100.773,133.612
14:28:13:226,0.368,-0.050,-0.033,0.044,97.193,-102.808,131.436
14:28:13:227,0.368,-0.090,-0.002,-0.005,96.839,-103.781,130.392
14:28:13:276,0.417,-0.070,0.014,0.021,96.648,-104.834,129.207
14:28:13:277,0.419,-0.066,0.014,0.037,96.551,-105.555,128.476
14:28:13:352,0.494,-0.083,0.009,0.025,96.467,-105.619,128.321
14:28:13:41,0.551,-0.108,0.019,0.003,96.430,-105.541,128.311
14:28:13:41,0.551,-0.089,0.012,0.025,96.419,-105.866,127.899
14:28:13:432,0.573,-0.070,0.004,0.060,96.437,-105.808,127.818
14:28:13:433,0.574,-0.107,-0.003,0.006,96.496,-104.938,128.628
14:28:13:488,0.629,-0.086,-0.007,0.001,96.589,-104.118,129.392
14:28:13:488,0.630,-0.067,-0.007,0.059,96.665,-104.249,129.223
14:28:13:489,0.631,-0.069,-0.016,0.062,96.780,-103.417,130.086
14:28:13:508,0.649,-0.101,0.005,-0.003,96.963,-101.573,132.025
14:28:13:534,0.676,-0.105,0.016,0.023,97.062,-101.171,132.490
14:28:13:561,0.702,-0.075,0.050,0.083,97.262,-100.831,132.924
14:28:13:587,0.728,-0.094,0.082,0.128,97.688,-97.007,136.896
14:28:13:613,0.755,-0.083,0.138,0.185,98.216,-89.200,144.861
14:28:13:64,0.782,0.066,0.303,0.448,99.534,-57.737,176.572
14:28:13:724,0.865,0.030,0.087,0.401,101.164,-21.632,-147.451
14:28:13:725,0.867,-0.234,-0.076,-0.188,105.933,5.928,-120.924
14:28:13:725,0.867,-0.384,0.361,-0.815,116.490,15.121,-115.226
14:28:13:744,0.886,-0.249,0.742,-0.617,128.629,18.913,-115.517
14:28:13:771,0.912,-0.012,0.307,-0.215,152.691,24.377,-119.610
14:28:13:827,0.968,0.007,0.230,-0.059,167.415,28.404,-123.856
