Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:34:46:973,0,-0.043,0.156,-0.052,7.687,6.63,-20.821
14:34:47:028,0.055,0.013,0.189,-0.029,7.231,7.434,-18.756
14:34:47:028,0.056,0.132,0.106,0.017,6.92,7.698,-17.144
14:34:47:051,0.078,0.16,0.033,0.064,6.489,9.045,-14.694
14:34:47:105,0.132,0.079,-0.021,0.093,5.967,10.161,-12.633
14:34:47:134,0.161,0.094,-0.088,0.26,5.678,10.211,-11.737
14:34:47:134,0.161,0.36,-0.062,0.259,5.295,7.281,-11.076
14:34:47:156,0.184,0.43,-0.054,0.218,5.098,5.933,-10.785
14:34:47:211,0.239,0.595,-0.081,0.206,5.38,6.84,-10.085
14:34:47:212,0.24,0.471,-0.05,0.046,5.993,10.319,-9.381
14:34:47:236,0.264,0.425,-0.06,-0.008,6.561,12.634,-9.033
14:34:47:29,0.317,0.269,-0.051,0.002,7.458,16.21,-9.086
14:34:47:291,0.318,0.369,0.11,-0.084,8.095,17.598,-9.525
14:34:47:315,0.342,0.309,0.161,-0.117,9.102,19.278,-11.139
14:34:47:341,0.368,0.192,0.126,-0.101,10.124,19.655,-13.95
14:34:47:395,0.422,0.188,0.096,-0.091,10.73,19.487,-16.331
14:34:47:396,0.423,0.176,0.11,-0.126,11.386,18.624,-20.496
14:34:47:418,0.446,0.088,0.116,-0.116,11.634,17.911,-23.604
14:34:47:503,0.531,0.06,0.164,-0.068,11.786,16.983,-28.474
14:34:47:504,0.532,0.046,0.186,-0.097,12.078,16.74,-33.363
14:34:47:505,0.533,-0.025,0.16,-0.076,12.61,17.099,-36.62
14:34:47:582,0.609,-0.146,0.104,-0.046,14.132,18.235,-41.325
14:34:47:582,0.609,-0.166,0.029,-0.01,15.665,19.23,-44.284
14:34:47:583,0.61,-0.231,-0.053,0.03,18.628,20.869,-48.43
14:34:47:737,0.764,-0.239,-0.238,0.148,24.157,23.362,-54.129
14:34:47:738,0.765,-0.242,-0.263,0.169,26.784,24.435,-56.503
14:34:47:795,0.822,-0.203,-0.271,0.211,27.836,24.923,-57.53
14:34:47:796,0.823,-0.156,-0.345,0.231,28.498,25.302,-58.334
14:34:47:797,0.824,-0.148,-0.428,0.201,28.236,25.444,-58.312
14:34:47:817,0.844,-0.18,-0.381,0.208,25.281,25.063,-56.094
14:34:47:817,0.844,-0.177,-0.285,0.221,23.18,24.675,-54.357
14:34:47:868,0.895,-0.236,-0.147,0.263,18.8,23.39,-51.035
14:34:47:869,0.896,-0.306,-0.04,0.145,14.684,21.288,-48.504
14:34:47:891,0.918,-0.292,0.163,-0.132,5.739,14.57,-44.666
14:34:47:917,0.944,0.192,0.556,-0.196,-3.502,4.267,-40.614
14:34:47:944,0.971,0.56,0.402,0.02,-6.28,-1.469,-38.088
14:34:48:05,1.077,0.241,0.162,0.028,-6.127,-4.968,-35.922
14:34:48:136,1.164,0.105,0.078,-0.027,-5.096,-5.777,-35.047
14:34:48:137,1.164,0.174,0.023,-0.013,-3.902,-7.227,-33.889
14:34:48:138,1.165,0.111,-0.061,0.011,-2.9,-8.569,-32.99
14:34:48:139,1.166,0.107,-0.081,0.015,-2.218,-9.274,-32.344
14:34:48:188,1.216,0.111,-0.046,-0.023,-0.968,-9.692,-31.209
14:34:48:189,1.216,0.096,0.004,-0.057,0.143,-9.406,-30.245
14:34:48:19,1.217,0.091,0.012,-0.102,2.192,-8.297,-28.502
14:34:48:207,1.234,0.114,-0.022,-0.044,5.683,-5.332,-24.711
14:34:48:261,1.289,0.071,0.017,-0.041,7.437,-3.044,-22.01
14:34:48:262,1.289,0.097,0.038,-0.02,8.363,-1.375,-20.05
14:34:48:4,1.427,0.167,0.055,-0.022,9.363,1.164,-17.054
14:34:48:4,1.427,0.193,0.066,-0.013,9.988,3.824,-14.295
14:34:48:401,1.428,0.204,0.053,-0.037,10.262,5.563,-12.721
14:34:48:401,1.428,0.189,0.033,-0.04,10.448,7.902,-10.885
14:34:48:47,1.497,0.221,0.005,-0.059,10.481,9.168,-10.029
14:34:48:527,1.554,0.209,0.002,-0.063,10.384,10.908,-9.244
14:34:48:528,1.555,0.197,0.034,-0.065,10.078,12.33,-9.617
14:34:48:528,1.556,0.176,-0.037,-0.063,9.848,12.989,-10.225
14:34:48:601,1.629,0.216,-0.027,-0.103,9.547,13.991,-10.409
14:34:48:636,1.663,0.213,-0.009,-0.09,9.311,14.887,-10.56
14:34:48:636,1.663,0.225,-0.016,-0.098,8.936,16.786,-10.89
14:34:48:637,1.664,0.157,-0.017,-0.1,8.541,19.355,-12.072
14:34:48:638,1.665,0.125,-0.009,-0.098,8.363,21.388,-12.412
14:34:48:658,1.685,0.085,0.006,-0.077,8.14,25.003,-13.035
14:34:48:659,1.686,0.101,0.022,-0.061,8.046,27.162,-13.504
14:34:48:659,1.687,0.122,0.04,-0.08,8.108,30.696,-14.253
14:34:48:705,1.732,-0.028,0.022,0.108,8.561,34.958,-14.897
14:34:48:734,1.761,-0.037,0.03,0.18,8.996,38.162,-15.237
14:34:48:734,1.762,-0.065,0.008,0.278,9.793,41.524,-15.627
14:34:48:758,1.785,-0.08,-0.004,0.246,10.256,42.948,-15.843
14:34:48:784,1.811,0.001,0.055,0.124,10.738,43.148,-16.437
14:34:48:81,1.837,-0.05,0.055,0.093,10.906,42.651,-17.025
14:34:48:836,1.863,-0.038,0.041,0.041,10.787,41.242,-18.293
14:34:48:863,1.89,-0.097,0,0.063,10.537,39.564,-19.727
14:34:48:889,1.916,-0.112,-0.027,0.079,10.319,38.458,-20.638
14:34:48:914,1.942,-0.058,-0.024,0.034,9.925,36.657,-21.951
14:34:48:942,1.969,-0.079,-0.048,0.035,9.727,35.696,-22.643
14:34:48:967,1.995,-0.067,-0.053,0.015,9.406,34.353,-23.419
14:34:48:994,2.021,-0.04,-0.05,0.035,9.061,33.049,-23.743
14:34:49:02,2.047,-0.034,-0.041,0.027,8.85,32.341,-23.733
14:34:49:048,2.075,-0.024,-0.03,0.042,8.572,31.551,-23.321
14:34:49:073,2.1,-0.043,-0.006,0.047,8.451,31.171,-22.857
14:34:49:156,2.184,-0.039,0.018,0.062,8.202,30.613,-22.06
14:34:49:157,2.185,0.012,0.011,0.042,7.992,29.859,-21.313
14:34:49:158,2.186,0.003,0.003,0.055,7.973,29.359,-20.841
14:34:49:178,2.205,0.04,0.015,0.044,7.955,28.397,-20.256
14:34:49:233,2.26,0.078,0.01,0.093,7.865,27.67,-19.975
14:34:49:233,2.261,0.06,0.005,0.103,7.73,26.561,-19.582
14:34:49:257,2.284,0.049,0.016,0.055,7.652,25.204,-19.288
14:34:49:283,2.31,0.123,0.043,0.12,7.772,24.064,-19.113
14:34:49:309,2.336,0.07,0.006,0.079,8.126,22.153,-18.83
14:34:49:422,2.449,0.027,-0.002,-0.019,8.439,20.616,-18.689
14:34:49:423,2.45,0.07,-0.015,-0.029,8.773,17.944,-18.458
14:34:49:423,2.451,0.093,-0.004,0.009,8.972,15.327,-18.11
14:34:49:424,2.452,0.086,0.001,-0.011,9.155,13.872,-17.935
14:34:49:44,2.468,0.092,0.011,-0.06,9.482,11.917,-17.702
14:34:49:466,2.493,0.135,0.009,-0.058,9.688,10.807,-17.562
14:34:49:522,2.549,0.12,-0.005,-0.045,9.963,9.519,-17.369
14:34:49:522,2.549,0.073,0.008,0.021,10.227,8.918,-17.228
14:34:49:575,2.602,0.025,-0.01,-0.013,10.393,8.545,-17.221
14:34:49:575,2.602,0.067,-0.019,-0.111,10.529,7.41,-17.402
14:34:49:597,2.625,0.087,-0.008,-0.078,10.559,6.4,-17.511
14:34:49:653,2.68,0.087,-0.033,-0.063,10.641,5.358,-17.613
14:34:49:654,2.681,0.079,-0.023,-0.029,10.647,5.129,-17.794
14:34:49:677,2.705,0.084,0.019,-0.018,10.711,5.536,-17.833
14:34:49:731,2.759,0.021,0.007,0.005,10.695,6.157,-17.899
14:34:49:732,2.76,0.007,-0.012,0.002,10.67,6.24,-18.023
14:34:49:755,2.783,0.016,-0.034,0,10.605,6.408,-18.244
14:34:49:839,2.866,0.034,-0.015,-0.017,10.42,6.148,-18.37
14:34:49:84,2.867,0.07,0.013,0.027,10.024,5.531,-18.545
14:34:49:841,2.868,0.05,0,0.072,9.846,5.371,-18.612
14:34:49:86,2.887,0.01,-0.031,0.038,9.792,5.602,-18.602
14:34:49:944,2.971,0.054,0.039,0.048,9.564,5.656,-18.511
