Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:34:46:983,0,0.136,0.133,-0.01,11.57,-36.796,20.418
14:34:47:009,0.026,0.108,0.115,0.034,11.294,-37.004,20.403
14:34:47:036,0.053,0.07,0.054,0.018,10.941,-36.906,20.528
14:34:47:063,0.08,0.056,-0.018,0.035,10.714,-36.902,20.763
14:34:47:089,0.106,0.064,-0.059,0.074,10.531,-37.099,21.284
14:34:47:115,0.131,0.098,-0.1,0.096,10.547,-37.331,21.673
14:34:47:141,0.158,0.105,-0.087,0.152,10.592,-37.461,22.265
14:34:47:167,0.184,0.079,-0.091,0.085,10.492,-36.93,22.686
14:34:47:193,0.21,0.026,-0.05,-0.03,10.007,-34.884,23.366
14:34:47:221,0.238,-0.017,-0.01,-0.034,9.475,-32.564,23.913
14:34:47:246,0.263,-0.124,0.047,-0.081,9.136,-31.101,24.318
14:34:47:273,0.289,-0.185,0.124,-0.134,8.75,-29.069,25.154
14:34:47:299,0.316,-0.127,0.221,-0.08,8.997,-28.113,26.33
14:34:47:325,0.342,-0.073,0.223,-0.001,9.455,-27.915,27.295
14:34:47:351,0.368,-0.089,0.171,-0.022,10.41,-27.565,28.919
14:34:47:377,0.394,-0.031,0.131,-0.054,11.177,-27.108,30.273
14:34:47:404,0.42,-0.007,0.093,-0.013,12.214,-25.956,32.71
14:34:47:43,0.447,-0.001,0.044,0.005,13.114,-24.411,35.461
14:34:47:456,0.473,0.006,0.032,0.009,13.655,-23.3,37.344
14:34:47:483,0.5,0.021,0.018,-0.001,14.435,-21.596,40.2
14:34:47:508,0.525,0.053,-0.01,0.036,15.054,-20.608,42.056
14:34:47:535,0.551,0.07,0.023,0.047,16.043,-19.018,44.862
14:34:47:561,0.578,0.095,-0.031,0.061,16.776,-17.925,46.71
14:34:47:587,0.604,0.105,-0.079,0.014,17.442,-15.657,49.587
14:34:47:614,0.631,0.109,-0.114,0.015,17.056,-12.933,52.319
14:34:47:67,0.686,0.125,-0.181,0.031,16.187,-11.157,53.922
14:34:47:67,0.686,0.135,-0.221,0.057,13.754,-8.183,55.735
14:34:47:692,0.709,0.112,-0.213,0.048,11.467,-6.217,56.409
14:34:47:72,0.737,0.088,-0.197,0.034,7.528,-3.012,56.613
14:34:47:746,0.762,0.076,-0.197,0.014,4.284,-0.433,56.009
14:34:47:802,0.818,0.092,-0.196,0.023,3.172,0.781,55.22
14:34:47:802,0.819,0.17,-0.221,0.046,3.01,1.794,53.45
14:34:47:823,0.84,0.233,-0.183,0.065,2.961,2.313,51.889
14:34:47:849,0.866,0.239,-0.046,0.033,2.272,3.361,48.959
14:34:47:876,0.893,0.218,0.004,0.033,1.539,4.869,45.47
