Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:28:12:865,0.000,0.010,0.001,0.013,-6.487,-12.413,2.374
14:28:12:891,0.026,0.004,0.004,0.023,-6.492,-12.442,2.411
14:28:12:918,0.053,0.006,0.005,0.014,-6.489,-12.447,2.429
14:28:12:946,0.080,0.010,-0.003,0.026,-6.495,-12.446,2.454
14:28:12:971,0.106,0.006,-0.003,0.018,-6.495,-12.445,2.465
14:28:12:997,0.132,0.004,0.001,0.022,-6.500,-12.451,2.501
14:28:13:023,0.158,0.008,0.000,0.014,-6.515,-12.447,2.543
14:28:13:049,0.184,0.006,-0.002,0.020,-6.526,-12.444,2.565
14:28:13:104,0.239,0.006,0.000,0.017,-6.546,-12.470,2.612
14:28:13:105,0.240,0.006,-0.001,0.022,-6.556,-12.485,2.635
14:28:13:129,0.264,0.010,-0.001,0.015,-6.584,-12.501,2.673
14:28:13:154,0.289,0.004,-0.003,0.021,-6.599,-12.500,2.693
14:28:13:18,0.315,0.006,0.003,0.018,-6.625,-12.500,2.714
14:28:13:206,0.341,0.008,-0.002,0.017,-6.638,-12.499,2.730
14:28:13:233,0.368,0.008,-0.002,0.015,-6.656,-12.500,2.744
14:28:13:261,0.396,0.003,0.000,0.017,-6.673,-12.502,2.757
14:28:13:316,0.451,0.011,-0.002,0.019,-6.686,-12.502,2.762
14:28:13:317,0.451,0.006,-0.004,0.022,-6.714,-12.508,2.777
14:28:13:338,0.473,0.001,0.002,0.016,-6.739,-12.514,2.782
14:28:13:365,0.500,0.009,0.001,0.022,-6.752,-12.525,2.777
14:28:13:39,0.525,0.009,-0.003,0.019,-6.779,-12.534,2.765
14:28:13:417,0.552,0.010,-0.002,0.015,-6.792,-12.534,2.770
14:28:13:443,0.577,0.003,-0.005,0.018,-6.820,-12.540,2.784
14:28:13:469,0.604,0.007,0.001,0.012,-6.842,-12.553,2.797
14:28:13:495,0.630,0.006,0.001,0.016,-6.872,-12.586,2.818
14:28:13:549,0.684,0.006,-0.002,0.014,-6.898,-12.586,2.805
14:28:13:577,0.712,0.006,-0.001,0.020,-6.916,-12.586,2.797
14:28:13:577,0.712,0.011,0.000,0.016,-6.939,-12.583,2.787
14:28:13:6,0.735,0.011,-0.002,0.023,-6.952,-12.585,2.780
14:28:13:686,0.820,0.006,0.001,0.013,-6.973,-12.587,2.766
14:28:13:686,0.821,0.007,-0.001,0.022,-6.991,-12.587,2.757
14:28:13:687,0.821,0.006,-0.002,0.011,-7.006,-12.584,2.767
14:28:13:707,0.841,0.007,0.001,0.019,-7.041,-12.584,2.783
14:28:13:732,0.867,0.005,-0.001,0.013,-7.054,-12.584,2.788
14:28:13:759,0.893,0.008,-0.002,0.019,-7.079,-12.557,2.803
14:28:13:784,0.919,0.007,0.000,0.020,-7.095,-12.549,2.812
14:28:13:84,0.975,0.005,-0.004,0.018,-7.106,-12.526,2.822
14:28:13:84,0.975,0.005,-0.001,0.011,-7.124,-12.524,2.824
14:28:13:863,0.998,-0.002,-0.007,0.016,-7.133,-12.524,2.820
14:28:13:889,1.024,0.006,0.002,0.014,-7.133,-12.536,2.799
14:28:13:915,1.050,0.005,-0.001,0.016,-7.124,-12.554,2.771
14:28:13:942,1.077,0.007,0.000,0.012,-7.110,-12.569,2.707
14:28:13:968,1.102,0.009,-0.002,0.016,-7.100,-12.593,2.631
