Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:55:48:865,0.000,-0.116,-0.043,-0.053,127.880,2.373,126.367
14:55:48:89,0.025,-0.093,0.009,-0.034,125.829,-1.080,122.506
14:55:48:919,0.054,-0.147,0.018,-0.021,123.532,-4.677,118.766
14:55:48:943,0.078,-0.140,0.048,-0.067,121.892,-7.090,116.397
14:55:48:971,0.106,-0.105,0.119,-0.016,118.968,-10.487,113.156
14:55:48:997,0.132,-0.152,0.087,0.013,116.842,-12.483,111.263
14:55:49:023,0.158,-0.152,0.106,-0.011,114.025,-15.472,108.664
14:55:49:048,0.183,-0.109,0.147,-0.001,112.396,-17.395,107.105
14:55:49:074,0.209,-0.131,0.115,-0.006,110.146,-20.084,105.109
14:55:49:1,0.235,-0.139,0.085,0.001,108.135,-22.499,103.476
14:55:49:156,0.291,-0.115,0.108,-0.022,107.042,-23.933,102.609
14:55:49:156,0.291,-0.148,0.048,-0.002,105.697,-25.800,101.676
14:55:49:18,0.315,-0.107,0.076,-0.018,104.930,-26.834,101.193
14:55:49:205,0.340,-0.091,0.042,-0.018,103.942,-28.044,100.659
14:55:49:231,0.367,-0.073,-0.014,-0.035,103.044,-28.882,100.206
14:55:49:258,0.393,-0.042,-0.043,-0.055,102.477,-29.320,99.862
14:55:49:284,0.419,0.001,-0.073,-0.056,101.607,-29.783,99.263
14:55:49:311,0.446,-0.013,-0.116,-0.057,100.954,-29.996,98.809
14:55:49:337,0.472,-0.022,-0.202,-0.068,99.747,-30.250,97.894
14:55:49:363,0.498,-0.025,-0.314,-0.031,97.946,-30.623,96.422
14:55:49:389,0.524,-0.001,-0.362,-0.021,96.201,-31.051,94.963
14:55:49:415,0.550,0.082,-0.427,0.039,92.316,-32.114,91.809
14:55:49:441,0.577,0.214,-0.379,0.063,88.621,-33.079,88.943
14:55:49:468,0.603,0.313,-0.466,0.124,81.266,-34.971,83.390
14:55:49:494,0.629,0.442,-0.437,0.152,71.566,-37.406,76.229
14:55:49:522,0.657,0.605,-0.376,0.209,63.884,-38.956,70.917
14:55:49:547,0.682,0.755,-0.214,0.208,50.391,-40.213,62.747
14:55:49:572,0.708,0.753,-0.073,0.211,40.457,-39.900,57.442
14:55:49:599,0.734,0.714,0.131,0.186,26.017,-37.405,49.651
14:55:49:625,0.760,0.788,0.269,0.172,17.900,-34.736,44.369
14:55:49:651,0.786,0.665,0.602,0.110,8.830,-29.581,36.182
14:55:49:678,0.813,0.363,0.890,0.068,3.905,-24.333,27.714
14:55:49:704,0.839,0.080,0.739,0.016,2.507,-21.428,22.288
14:55:49:76,0.895,-0.106,0.530,-0.003,2.020,-18.487,15.039
14:55:49:76,0.896,-0.251,0.413,-0.059,2.096,-17.390,10.998
