Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:55:49:029,0.000,-0.008,-0.012,0.010,-10.756,123.753,3.709
14:55:49:212,0.184,0.016,-0.001,0.005,-10.860,123.750,4.066
14:55:49:369,0.341,0.026,-0.002,0.003,-10.978,123.825,4.498
14:55:49:999,0.970,0.027,-0.003,-0.019,-11.080,123.797,4.769
14:55:50:189,1.160,0.027,-0.011,-0.026,-11.145,123.781,4.868
14:55:50:189,1.160,0.012,-0.005,-0.015,-11.724,126.007,6.078
14:55:50:262,1.233,0.017,-0.010,-0.017,-12.569,122.719,1.567
14:55:50:288,1.260,0.006,-0.006,0.006,-12.387,121.321,0.936
14:55:50:602,1.574,0.009,-0.005,-0.015,-9.971,109.193,-2.268
14:55:50:769,1.741,0.012,-0.002,-0.012,-9.676,108.445,-2.479
14:55:50:77,1.741,0.001,0.010,0.333,-9.991,52.288,-6.736
14:55:50:771,1.742,0.029,0.028,0.235,-9.193,46.138,-4.477
14:55:50:772,1.743,0.025,0.033,0.205,-8.349,42.846,-2.876
14:55:50:844,1.816,0.083,0.075,0.137,-6.751,38.912,-0.416
14:55:50:845,1.816,0.089,0.028,0.033,-3.351,33.726,3.232
14:55:50:846,1.817,0.031,0.018,-0.161,-1.030,31.219,5.066
14:55:50:869,1.840,0.017,0.004,-0.001,-10.597,30.346,7.213
14:55:50:87,1.841,0.017,0.008,-0.009,-10.608,29.807,7.144
14:55:50:898,1.869,0.007,0.036,-0.001,-10.544,29.649,7.059
14:55:50:899,1.870,0.002,-0.009,-0.012,-10.432,29.614,6.954
14:55:50:899,1.871,0.008,-0.002,-0.001,5.672,27.725,11.097
14:55:50:921,1.892,0.168,0.049,-0.077,0.895,17.267,3.014
14:55:50:921,1.893,-0.700,-0.123,0.730,-16.871,18.381,-18.377
14:55:50:944,1.915,-0.371,0.206,0.176,-16.080,18.231,-10.930
14:55:50:97,1.941,0.137,0.256,-0.262,-1.209,11.267,21.322
14:55:51:005,1.976,0.990,0.103,-0.696,7.579,9.128,26.930
14:55:51:006,1.977,0.833,0.081,-0.589,12.379,9.166,30.299
14:55:51:007,1.978,0.665,0.048,-0.704,19.890,13.675,39.950
14:55:51:033,2.004,0.134,-0.737,-0.259,30.472,17.564,47.428
14:55:51:033,2.005,-0.999,-0.173,2.281,-17.064,34.274,-19.938
14:55:51:033,2.005,-0.483,1.078,-1.365,-15.527,39.924,-20.890
14:55:51:034,2.006,0.024,0.932,1.025,-15.514,36.617,-18.436
14:55:51:05,2.022,-0.066,-0.146,0.283,-14.165,35.251,-16.291
14:55:51:136,2.107,0.069,0.153,0.364,-13.569,33.535,-13.440
14:55:51:137,2.108,-0.140,-0.200,-0.037,-13.155,35.002,-11.582
14:55:51:138,2.109,-0.249,-0.199,-0.085,-12.616,37.515,-9.644
14:55:51:164,2.136,-0.102,0.021,-0.071,-12.441,35.754,-6.553
14:55:51:164,2.136,0.110,0.013,-0.148,-12.413,33.537,-4.967
14:55:51:164,2.136,-0.018,0.001,-0.116,-12.182,33.154,-3.958
14:55:51:165,2.136,-0.113,0.024,0.024,-11.649,33.491,-2.420
14:55:51:288,2.260,-0.123,0.018,0.004,-11.195,33.450,-1.440
14:55:51:289,2.260,0.059,0.001,-0.010,-10.446,32.492,0.009
14:55:51:32,2.291,0.012,-0.006,-0.011,-9.905,31.977,0.946
14:55:51:321,2.292,0.012,-0.010,-0.029,-9.082,31.449,2.377
