slip,190.0,186.0,191755,193.58087,206.14853,210.22498,216.13498191862,1521788019242,1521788019072
slip,116.0,201.0,192118,82.57442,182.76588,82.0,182.0192192,1521788019587,1521788019428
slip,183.0,115.0,192300,201.0,102.0,225.69992,94.37145,227.0,94.0192388,1521788019770,1521788019583
slip,327.0,175.0,192877,112.0,208.0192995,1521788022253,1521788022115
slip,299.0,195.0,193818,146.0,193.0193967,1521788022288,1521788022139
slip,291.0,182.0,194446,69.0,282.0194545,1521788022297,1521788022171
slip,53.0,237.0,194951,348.0,225.0195068,1521788024371,1521788024183
slip,284.0,197.0,195375,37.5,269.5195464,1521788024417,1521788024295
slip,318.0,200.0,195795,253.0,219.0195859,1521788024440,1521788024357
slip,124.0,238.0,199985,308.0,254.0200083,1521788027870,1521788027676
slip,74.0,237.0,200562,350.0,210.0200680,1521788029928,1521788029783
slip,196.0,138.0,202625,159.0,114.0202689,1521788030736,1521788030525
slip,135.0,163.0,224526,347.0,184.0224643,1521788053311,1521788065495
slip,321.0,206.0,225050,108.0,209.0225156,1521788053321,1521788065497
slip,312.0,166.0,225634,157.0,207.0225734,1521788053342,1521788065498
